created_at,text,lang,author_id,edit_history_tweet_ids,id,geo
2022-11-28T00:34:25.000Z,"RT @IrishUnity: Do you support? 

Irish Unity 🇮🇪
Scottish Independence 🏴󠁧󠁢󠁳󠁣󠁴󠁿
Independent Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿

yes            yes         yes

👇…",en,171258215,['1597026088924123136'],1597026088924123136,
2022-11-28T00:34:19.000Z,RT @prodnose: Stopped watching #ImACeleb five episodes ago when it became clear Matt Hancock was being facilitated by a pro-Tory voting blo…,en,171258215,['1597026063800217600'],1597026063800217600,
2022-11-28T00:33:25.000Z,"RT @PhantomPower14: ‘Let’s be frank here, the reason unionists are afraid of the Scottish independence referendum is because there is a ser…",en,171258215,['1597025836775141376'],1597025836775141376,
2022-11-28T00:33:00.000Z,RT @firstbracket: Scottish people are now seeking independence from colonial rule of Britain. People are seeking independence from British…,en,171258215,['1597025733821362176'],1597025733821362176,
2022-11-28T00:32:43.000Z,RT @Feorlean: From a piece in today’s #Observer about the Japanese / U.K. trade deal.  Confirms everything that @ScotGov said from the begi…,en,171258215,['1597025658840158208'],1597025658840158208,
2022-11-28T00:29:03.000Z,"RT @BrianMac168: I’m sure .@BBCJamesCook cook will be all over this, and .@douglas4moray will be doorstepped for comment tomorrow. I mean,…",en,171258215,['1597024737783611392'],1597024737783611392,
2022-11-28T00:28:45.000Z,"RT @castlvillageman: England needs Scotland for hydro,gas,oil,water,munitions dumping ,war games,parking its nuclear hulks,income tax,talen…",en,171258215,['1597024663980638208'],1597024663980638208,
2022-11-28T00:26:08.000Z,"RT @BronzeBullyTime: I'm absolutely astounded, and disgusted, at the amount of Scottish unionists who are expressing happiness that our cou…",en,171258215,['1597024005676208129'],1597024005676208129,
2022-11-28T00:25:44.000Z,"RT @mc_grumpster: From SALVO this morning. 👍👍👍
Are you ready? It’s what you joined Salvo for.
Today, the steering group for the Scottish Na…",en,171258215,['1597023905088430080'],1597023905088430080,
2022-11-27T20:25:28.000Z,@ScotTories @NicolaSturgeon @theSNP https://t.co/2w1c3zRbfi,qme,171258215,['1596963436449378305'],1596963436449378305,{'place_id': '791e00bcadc4615f'}
2022-11-27T20:22:46.000Z,RT @ChrisMcEleny: If Scotland is not a nation in the legal sense then which nations passed the Acts of Union?,en,171258215,['1596962758427168768'],1596962758427168768,
2022-11-26T17:17:42.000Z,RT @CarlFolker: Michele Mone made massive profits selling second rate ‘lifesaving equipment’ that was so shit it was destroyed - what a dis…,en,171258215,['1596553798251843584'],1596553798251843584,
2022-11-26T17:17:12.000Z,"RT @David__Osland: Heard the one about the striking postal worker who ripped off a pension fund to buy a second superyacht? No, neither hav…",en,171258215,['1596553670459817985'],1596553670459817985,
2022-11-26T17:16:58.000Z,RT @weemokerr: #WorldwideFriendsOfScotland U.K.Government refuses Scotland’s Democratic Right to hold a referendum on #ScottishIndependence…,en,171258215,['1596553613333110786'],1596553613333110786,
2022-11-26T17:16:43.000Z,"RT @Caffer9Mc: @ArleneFosterUK is NOT welcome in Scotland

Do you all agree 💯 https://t.co/eQADAfHc6j",en,171258215,['1596553551173791745'],1596553551173791745,
2022-11-26T17:16:16.000Z,"RT @CharlieCurrie12: Scotland, Ireland &amp; Wales should co-ordinate a ""LET US GO DAY"" to protest against the involuntary union that is really…",en,171258215,['1596553437038415872'],1596553437038415872,
2022-11-26T17:08:54.000Z,"RT @hoodbowman: @wordamentalist I am English living in England, but I agree with your conclusion, although not all of us are the same as th…",en,171258215,['1596551580802699265'],1596551580802699265,
2022-11-26T17:07:42.000Z,"RT @marytait2: Unionism has killed the UK, all would be Dictators when given a wee bit power, they came in the world and will go out of the…",en,171258215,['1596551282248282113'],1596551282248282113,
2022-11-26T17:07:25.000Z,RT @GREIGEXVS1300A: https://t.co/CRcSum7jH4,zxx,171258215,['1596551208470482944'],1596551208470482944,
2022-11-26T16:01:48.000Z,RT @20th_debris: @BagginsGSX1250 @DavidJFHalliday My mind could barely be more concentrated on this issue. Get us tae f@&amp;£ out of this corr…,en,171258215,['1596534698209312768'],1596534698209312768,
