text,created_at,lang,id,edit_history_tweet_ids,author_id
According to the own govt figures 5834 people came across in just one month - October 2022.  Monthly number of migrants detected in small boats – 1 October to 31 October 2022 - https://t.co/siKoUaDrSB https://t.co/EzUGZ5Uy37,2022-11-27T21:26:10.000Z,en,1596978714797314048,['1596978714797314048'],31396223
On a night duty to protect the glorious River Thames @RiverThames  @RNLI @outonashout https://t.co/LOM4sMzEfR,2022-11-27T20:19:20.000Z,en,1596961896166756354,['1596961896166756354'],31396223
Man dies following fight on Richmond Bridge - BBC News - sad news in any county or in London  https://t.co/cWSM0ur35s,2022-11-27T16:31:09.000Z,en,1596904471514451968,['1596904471514451968'],31396223
RT @S_A_George: First ever rugby game - congrats @manusamoa; I have to say the Siva Tau was my favourite part 🇼🇸🇷🇴 #SamoaRomania https://t.…,2022-11-27T16:15:59.000Z,en,1596900653531811845,['1596900653531811845'],31396223
London MRSC: The Coastguard on the Thames https://t.co/lIfKNuUcs9,2022-11-26T23:05:03.000Z,en,1596641210717929473,['1596641210717929473'],31396223
"RT @HMCoastguard: Did you know that HM Coastguard is responsible for Search and Rescue (SAR) operations in some of the UK’s tidal rivers, i…",2022-11-26T23:03:18.000Z,en,1596640770903113730,['1596640770903113730'],31396223
"Fab news - I will have to pay to visit my mother and for employment reasons !, - new emission zone inner M25 starts earlier.  https://t.co/V8r7lgSG3c",2022-11-26T11:00:56.000Z,en,1596458978984300544,['1596458978984300544'],31396223
RT @Telegraph: 👑 The King is to use the same famous red box as his mother and grandfather after it was carefully restored using techniques…,2022-11-25T08:16:50.000Z,en,1596055296186945536,['1596055296186945536'],31396223
"RT @SkyNews: In Beijing, business after business is bolted shut. The authorities won't use the word, but this city is essentially in lockdo…",2022-11-23T22:18:48.000Z,en,1595542409861111811,['1595542409861111811'],31396223
"Weekly number of migrants detected in small boats - 7 November to 13 Nov 2022 - https://t.co/siKoUaCU33. -  so another 1,825 individuals- all with families to follow on later - how does our NHS cope ? ⁦@timdavies_uk⁩ ⁦@ukmigrationnews⁩ https://t.co/V3SrKz26O8",2022-11-23T22:16:33.000Z,en,1595541841751031809,['1595541841751031809'],31396223
RT @KentonCool: Great to see this,2022-11-23T18:52:10.000Z,en,1595490406296391701,['1595490406296391701'],31396223
"RT @JamesMelville: Netherlands 🇳🇱

🚜 Farmers are boycotting selling their produce to the supermarkets.

🚜 People are showing solidarity to…",2022-11-23T08:17:06.000Z,en,1595330587316953089,['1595330587316953089'],31396223
"RT @TidewayLondon: #SuperSewer update 📈 
✅At Cremorne Wharf, the roof slab for the combined sewer overflow shaft has been poured
✅At Hammer…",2022-11-22T08:30:00.000Z,en,1594971444408381440,['1594971444408381440'],31396223
England 25-25 New Zealand | Autumn International | 19 Nov 2022 https://t.co/xH4nliJ7Lb,2022-11-22T07:53:51.000Z,en,1594962349839900672,['1594962349839900672'],31396223
Autumn Internationals 2022 Rugby Fixtures https://t.co/lZsijQuOED,2022-11-22T07:52:54.000Z,en,1594962107480436736,['1594962107480436736'],31396223
Australia vs England live: score and latest updates from the MCG https://t.co/lXWTwvCyMC,2022-11-22T07:49:06.000Z,en,1594961152450043904,['1594961152450043904'],31396223
"Wales wanting a goal  “2022 FIFA World Cup” 
https://t.co/03xJ8OIJ5E",2022-11-22T07:45:24.000Z,en,1594960223906799616,['1594960223906799616'],31396223
"Chancellor Jeremy Hunt has confirmed many benefits will rise by 10.1% in April next year. Around 19.2m families and 39.8 million individuals get a State Pension, Universal Credit and PIP among other payments from the Department Work and Pensions HM Revenue and Customs (HMRC).",2022-11-22T07:41:46.000Z,en,1594959307589697536,['1594959307589697536'],31396223
Tributes paid to Admiral The Lord Boyce – a great leader and champion of submariners https://t.co/aRm1PBwTtf,2022-11-21T21:05:59.000Z,en,1594799308242559002,['1594799308242559002'],31396223
"RT @timolloyd: Whatever you think of him, this story from Richard Hammond is quite something https://t.co/DlA4zkLHns",2022-11-21T11:57:50.000Z,en,1594661362839478273,['1594661362839478273'],31396223
A sad result  #budget2022. Warm hubs' have been launched across Surrey for those who can't heat their own homes and affected by the cost-of-living and energy crisis. Parish councils faith and community says it's to help difficult decisions on whether to heat homes or eat.,2022-11-18T10:12:39.000Z,en,1593547726389641217,['1593547726389641217'],31396223
Still looking for that government money tree ? https://t.co/MBp5M798u7,2022-11-18T10:05:18.000Z,en,1593545877322448898,['1593545877322448898'],31396223
"RT @ste_harrington: The state of these pricks, patting each other on the back for making people poorer #budget2022 #CostOfLivingCrisis http…",2022-11-18T10:04:35.000Z,en,1593545699005693954,['1593545699005693954'],31396223
"RT @DailyMirror: There were few winners and many losers in the Budget. #budget2022
https://t.co/w1oKdvsz7x",2022-11-18T10:03:56.000Z,en,1593545532999278594,['1593545532999278594'],31396223
RT @spike_abbott: Just had this excellent reminder of the @lordmayors_show sent to me from Saturday @KHedderly @citylordmayor https://t.co/…,2022-11-16T17:06:25.000Z,en,1592927078655328257,['1592927078655328257'],31396223
"RT @ForcesNews: 🗣️ “There’s a bit of a mythology about the winter in Ukraine, and it’s not going to cause the war to stop.”

General (Ret'd…",2022-11-16T17:04:46.000Z,en,1592926661909319680,['1592926661909319680'],31396223
A night duty @outonashout  tonight and a refuel at our sister @TowerRNLI station - they are already at 683 @MCA_media requests of assistance this year in 2022. https://t.co/B90SRBFvig,2022-11-16T00:21:55.000Z,en,1592674287462543360,['1592674287462543360'],31396223
@sewheatley Imagine if they all had just 4 families members each that then requested assistance once over here - from both our overwhelmed NHS and schooling.,2022-11-14T23:42:16.000Z,en,1592301923771613184,['1592301923771613184'],31396223
