created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T21:03:38.000Z,en,['1596973044332826624'],1596973044332826624,"RT @talk2oleary: Who did absolutely nothing to resolve the freedom CONvoy insurrection in #Ottawa?

@fordnation 👇 https://t.co/cCdC13kEzp",290122927
2022-11-27T21:03:08.000Z,en,['1596972916025217024'],1596972916025217024,"RT @EzuieQuotes: ""Open your mind. Get up off the couch. Move.""",290122927
2022-11-27T21:03:01.000Z,en,['1596972890142158848'],1596972890142158848,"RT @olga_basso: We've tried ""learning to live with the virus"" for 1 year. We are now living with many viruses, kids &amp; adults are getting si…",290122927
2022-11-27T21:01:21.000Z,en,['1596972468563910656'],1596972468563910656,"RT @danrosenbergnet: Partial list of what Doug Ford failed to protect:
➡️ The Greenbelt
➡️ Charter Rights
➡️The health of Ontario’s childre…",290122927
2022-11-27T20:57:28.000Z,en,['1596971490775560192'],1596971490775560192,"RT @MazzucatoM: Take a break from the World Cup! Register for my 2022 Penrose Lectures happening Monday and Tuesday this week: ""Rethinking…",290122927
2022-11-27T20:56:54.000Z,en,['1596971349406539776'],1596971349406539776,RT @WebMD: Ginger root packs all kinds of health benefits: it can soothe an upset tummy and ease arthritis pain and swelling. Research show…,290122927
2022-11-27T20:56:18.000Z,qme,['1596971197282938880'],1596971197282938880,RT @AmericanIndian8: #INDIGENOUS #TAIRP https://t.co/hHVYt1hhTv,290122927
2022-11-27T20:56:05.000Z,en,['1596971144829341698'],1596971144829341698,RT @joaquinlife: We really need to start recording data on deaths from SARS-2 beyond the acute phase.,290122927
2022-11-27T20:55:56.000Z,en,['1596971105038012416'],1596971105038012416,"RT @maritstiles: Hey #Oshawa! I’m coming to town on December 2 and I’d love to meet you!
Join me and special guest @jennkfrench at the Osha…",290122927
2022-11-27T20:54:54.000Z,en,['1596970846454951937'],1596970846454951937,"RT @MargaretAtwood: Yup. @fordnation promised not to touch the Greenbelt.
You can hear him saying it right here. He boldfaced lied.
Voters…",290122927
2022-11-27T20:54:44.000Z,en,['1596970801525579777'],1596970801525579777,"RT @ClevelandClinic: Learn why button batteries are so dangerous if they’re swallowed, and what to do if your child eats one. https://t.co/…",290122927
2022-11-27T20:54:12.000Z,en,['1596970667974369280'],1596970667974369280,already hating the changes to twitter - retweet doesn't work based on political opinion nor does like and that is on non-controversial mainstream polite dicourse,290122927
2022-11-27T20:49:40.000Z,qam,['1596969529137332224'],1596969529137332224,@fordnation @Sflecce @SylviaJonesMPP @JohnTory https://t.co/oXVUHNOc62,290122927
2022-11-27T20:48:52.000Z,en,['1596969326149451776'],1596969326149451776,"RT @Teachers__Unite: When school boards can’t find teachers, students suffer. These teacher shortages disproportionately hurt low-income sc…",290122927
2022-11-27T20:48:05.000Z,en,['1596969130615525377'],1596969130615525377,RT @raghu_venugopal: Every single Canadian province and territory has no mask mandate indoors or in schools leaving acute care hospitals an…,290122927
2022-11-27T20:47:43.000Z,en,['1596969037069963264'],1596969037069963264,"RT @MikeJToronto: Fyi, if you live in Ontario and you don't care that @fordnation is systematically 
and simultaneously destroying public h…",290122927
2022-11-27T20:24:10.000Z,en,['1596963110220623874'],1596963110220623874,"""Your job as a parent is to work yourself out of a job."" - Gary Hensel",290122927
2022-11-27T20:23:08.000Z,qam,['1596962851629182976'],1596962851629182976,@fordnation @Sflecce @SylviaJonesMPP @JohnTory @drkieranmoore https://t.co/rri3Vq5bH9,290122927
