lang,edit_history_tweet_ids,text,author_id,id,created_at
fr,['1596973388781670401'],RT @AllaisF: 🇫🇷🤿Gign. La navigation de l'équipe d'assaut et l'approche d'un objectif sous l'eau s'effectue en discrétion grâce à un disposi…,2942683306,1596973388781670401,2022-11-27T21:05:00.000Z
en,['1596962401714597889'],RT @4RegimentAAC: Low flying is an essential skill to evade enemy radar  📡 . Machete 1 is captured here winding it's way down the Wye Valle…,2942683306,1596962401714597889,2022-11-27T20:21:21.000Z
el,['1596961573649936384'],"Πιο συγκεκριμένα προβλέπεται πως ο ΕΣ θα αποκτήσει τελικά 27 πλήρη συστήματα, αδιευκρίνιστο αριθμό βλημάτων για τον εξοπλισμό των επιθετικών ελικοπτέρων AH-64A Apache, ενώ το σύστημα θα αποκτηθεί και από το Π.Ν για τον εξοπλισμό των κανονιοφόρων https://t.co/Ko0mBWigwZ",2942683306,1596961573649936384,2022-11-27T20:18:03.000Z
en,['1596954706324201472'],"@DefenceReviewGr Posted... 
https://t.co/WKjCZoo6cZ",2942683306,1596954706324201472,2022-11-27T19:50:46.000Z
qam,['1596953238498316289'],@Pagratiotiki @KonPtol,2942683306,1596953238498316289,2022-11-27T19:44:56.000Z
el,['1596945004118740992'],RT @Pagratiotiki: Μπράβο στον αρθρογράφο,2942683306,1596945004118740992,2022-11-27T19:12:13.000Z
el,['1596944150892449792'],Πολεμικό Ναυτικό: Οι 10 λόγοι για τους οποίους επιλέχθηκε η φρεγάτα FDI https://t.co/qSZVNL5osD,2942683306,1596944150892449792,2022-11-27T19:08:50.000Z
el,['1596920203358920705'],@GESideris Πρέπει να το δούμε όλοι μαζί στην αίθουσα των συντακτών ΥΠΕΘΑ,2942683306,1596920203358920705,2022-11-27T17:33:40.000Z
el,['1596920133611814914'],RT @GESideris: Ν Α Ι- ΝΑΙ -ΝΑΙ- ΝΑΙ,2942683306,1596920133611814914,2022-11-27T17:33:23.000Z
en,['1596894247655198720'],"@DefenceReviewGr Posted... 
https://t.co/m9JK1LElpF",2942683306,1596894247655198720,2022-11-27T15:50:32.000Z
el,['1596850565799366662'],RT @52_advanced: Ο χάρτης ο σωστός,2942683306,1596850565799366662,2022-11-27T12:56:57.000Z
fr,['1596838186914758659'],"RT @EtatMajorFR: #ANTARES | En Méditerranée, la #coopération militaire 🇬🇷🇫🇷en action.
Moyens 🇬🇷🇫🇷s’entraînent #ensemble en mer et dans les…",2942683306,1596838186914758659,2022-11-27T12:07:46.000Z
el,['1596800969291235329'],RT @defencegreece_m: Καλημέρα! #Rafale https://t.co/xYU3DTzvj2,2942683306,1596800969291235329,2022-11-27T09:39:52.000Z
en,['1596562096933797893'],"@DefenceReviewGr Posted... 
https://t.co/NhDkNrTw72",2942683306,1596562096933797893,2022-11-26T17:50:41.000Z
el,['1596512528082804738'],@Pagratiotiki @ForMimakos Λιώνω 😂😂😂,2942683306,1596512528082804738,2022-11-26T14:33:43.000Z
el,['1596512483824791553'],RT @Pagratiotiki: Κρατάμε το όνειρο ζωντανό https://t.co/GiUlEBKuEb,2942683306,1596512483824791553,2022-11-26T14:33:32.000Z
und,['1596227694324334593'],"RT @geostratigiki: Spike NLOS στις ΜΑΚ, and let the others die. https://t.co/tQrCZgTRbO",2942683306,1596227694324334593,2022-11-25T19:41:53.000Z
en,['1596124162086424577'],"@DefenceReviewGr Posted... 
https://t.co/3BlZOev99M",2942683306,1596124162086424577,2022-11-25T12:50:29.000Z
en,['1596124159330902018'],"@DefenceReviewGr Posted... 
https://t.co/caT0YJdVQm",2942683306,1596124159330902018,2022-11-25T12:50:28.000Z
en,['1596109076429258752'],"@DefenceReviewGr Posted... 
https://t.co/nUbHm9MkV0",2942683306,1596109076429258752,2022-11-25T11:50:32.000Z
en,['1596109074298327040'],"@DefenceReviewGr Posted... 
https://t.co/Q4McJc2zAc",2942683306,1596109074298327040,2022-11-25T11:50:32.000Z
en,['1596093957636767745'],"@DefenceReviewGr Posted... 
https://t.co/DqaWFT8NvI",2942683306,1596093957636767745,2022-11-25T10:50:28.000Z
en,['1596093955359346689'],"@DefenceReviewGr Posted... 
https://t.co/TFvMgrAS8w",2942683306,1596093955359346689,2022-11-25T10:50:27.000Z
en,['1596063856664915968'],"@DefenceReviewGr Posted... 
https://t.co/WjWiNbevz5",2942683306,1596063856664915968,2022-11-25T08:50:51.000Z
en,['1596063854647078915'],"@DefenceReviewGr Posted... 
https://t.co/S65IpAwPnD",2942683306,1596063854647078915,2022-11-25T08:50:51.000Z
en,['1596063852348801025'],"@DefenceReviewGr Posted... 
https://t.co/IMkWpVbpKO",2942683306,1596063852348801025,2022-11-25T08:50:50.000Z
el,['1595927965078257664'],"RT @0nDC6SV3nSndeQr: Επειδή ο καιρός περνάει και το 2023 φτάνει σύντομα, θα γκρινιάξω (πάλι).
Η επάνδρωση στις Μονάδες Α Γραμμής συνεχίζει…",2942683306,1595927965078257664,2022-11-24T23:50:52.000Z
en,['1595776982897156096'],"@DefenceReviewGr Posted... 
https://t.co/vy61cKhhgM",2942683306,1595776982897156096,2022-11-24T13:50:55.000Z
en,['1595776980032835584'],"@DefenceReviewGr Posted... 
https://t.co/Nyj2jTbOuh",2942683306,1595776980032835584,2022-11-24T13:50:54.000Z
en,['1595776978535202817'],"@DefenceReviewGr Posted... 
https://t.co/jJz7V7Yp3f",2942683306,1595776978535202817,2022-11-24T13:50:54.000Z
en,['1595761717052588032'],"@DefenceReviewGr Posted... 
https://t.co/eHOE1ZrNvj",2942683306,1595761717052588032,2022-11-24T12:50:15.000Z
en,['1595731481443422215'],"@DefenceReviewGr Posted... 
https://t.co/NCWoVC4sza",2942683306,1595731481443422215,2022-11-24T10:50:07.000Z
en,['1595731478779809792'],"@DefenceReviewGr Posted... 
https://t.co/QxtqFUoerB",2942683306,1595731478779809792,2022-11-24T10:50:06.000Z
en,['1595716373682216961'],"@DefenceReviewGr Posted... 
https://t.co/muXTdSSjPI",2942683306,1595716373682216961,2022-11-24T09:50:05.000Z
en,['1595716371685466113'],"@DefenceReviewGr Posted... 
https://t.co/GbLDed54AG",2942683306,1595716371685466113,2022-11-24T09:50:04.000Z
en,['1595716370204971014'],"@DefenceReviewGr Posted... 
https://t.co/APTI5GuMno",2942683306,1595716370204971014,2022-11-24T09:50:04.000Z
en,['1595701304504078336'],"@DefenceReviewGr Posted... 
https://t.co/UrcRKT93ZO",2942683306,1595701304504078336,2022-11-24T08:50:12.000Z
en,['1595459749499539457'],"@DefenceReviewGr Posted... 
https://t.co/hbkQxL629c",2942683306,1595459749499539457,2022-11-23T16:50:21.000Z
en,['1595459747158917120'],"@DefenceReviewGr Posted... 
https://t.co/Te7AoWNRA9",2942683306,1595459747158917120,2022-11-23T16:50:20.000Z
en,['1595459745044897793'],"@DefenceReviewGr Posted... 
https://t.co/cd25eEwgbc",2942683306,1595459745044897793,2022-11-23T16:50:20.000Z
en,['1595414443634073600'],"@DefenceReviewGr Posted... 
https://t.co/IV1CsAaptR",2942683306,1595414443634073600,2022-11-23T13:50:19.000Z
en,['1595414441532985345'],"@DefenceReviewGr Posted... 
https://t.co/iK012xNc2n",2942683306,1595414441532985345,2022-11-23T13:50:18.000Z
en,['1595399481230499842'],"@DefenceReviewGr Posted... 
https://t.co/9Ep2g6dcLB",2942683306,1595399481230499842,2022-11-23T12:50:52.000Z
en,['1595399479754391552'],"@DefenceReviewGr Posted... 
https://t.co/OGlvdL2w9D",2942683306,1595399479754391552,2022-11-23T12:50:51.000Z
en,['1595369157503041539'],"@DefenceReviewGr Posted... 
https://t.co/17KjYT7dad",2942683306,1595369157503041539,2022-11-23T10:50:22.000Z
en,['1595369155515092992'],"@DefenceReviewGr Posted... 
https://t.co/LWX8Mypvri",2942683306,1595369155515092992,2022-11-23T10:50:21.000Z
en,['1595354102158200832'],"@DefenceReviewGr Posted... 
https://t.co/edBsjZL9aK",2942683306,1595354102158200832,2022-11-23T09:50:32.000Z
en,['1595354100295958528'],"@DefenceReviewGr Posted... 
https://t.co/aqkvxdyny9",2942683306,1595354100295958528,2022-11-23T09:50:32.000Z
en,['1595354098542387201'],"@DefenceReviewGr Posted... 
https://t.co/Y9y3tTKIAv",2942683306,1595354098542387201,2022-11-23T09:50:31.000Z
el,['1595323732968472577'],"RT @Pagratiotiki: Στην σημερινή ΚΑΘΗΜΕΡΙΝΉ
🚨🚨🚨

""Πρόταση ΗΠΑ για αντικατάσταση S-300 κ  TOR-M1"" https://t.co/QYgOel67DZ",2942683306,1595323732968472577,2022-11-23T07:49:52.000Z
uk,['1595189754634567681'],RT @ng_ukraine: ⚡Аеророзвідка 3 бригади оперативного призначення #НГУ спільно з мінометними розрахунками нищать окупантів на прикордонних т…,2942683306,1595189754634567681,2022-11-22T22:57:29.000Z
en,['1595189180723757057'],"RT @athspotter: Hellenic Air Force Rafale overflying the Marine of Alimos!⛵️🇬🇷
@aegeanairlines @HAFspokesperson 
#aegeanairlines #aegean #a…",2942683306,1595189180723757057,2022-11-22T22:55:12.000Z
