lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1597000556685701120'],"@helloitspip @Annjj @bunglebutt22 Please, for the greater good, PLEASE live tweet your Christmas, Pif.",485064670,1597000556685701120,2022-11-27T22:52:58.000Z
en,['1596976357074169856'],@Annjj @helloitspip @bunglebutt22 Under IOC rules what's the maximum number of participants allowed in a regulation game of #BurpOrSick ?,485064670,1596976357074169856,2022-11-27T21:16:48.000Z
qme,['1596970971688493056'],@helloitspip @bunglebutt22 @Annjj https://t.co/wcryxgMxKE,485064670,1596970971688493056,2022-11-27T20:55:24.000Z
en,['1596970556531757061'],@Annjj @helloitspip I hereby absolve you.,485064670,1596970556531757061,2022-11-27T20:53:45.000Z
en,['1596962009559416832'],@littlecageling No firm plans as yet. Possibly a chilled one at home or back up North with family.,485064670,1596962009559416832,2022-11-27T20:19:47.000Z
en,['1596961198322642945'],@Annjj Has @helloitspip been in the vicinity recently...?,485064670,1596961198322642945,2022-11-27T20:16:34.000Z
en,['1596843584460066816'],@Annjj Just wait until they find out you've got planning permission to widen the moat.,485064670,1596843584460066816,2022-11-27T12:29:13.000Z
qme,['1596842489520230402'],@Annjj https://t.co/Al7p52tTW1,485064670,1596842489520230402,2022-11-27T12:24:52.000Z
en,['1596827990117486594'],@TheRealFlups @ClareMBrown1 @monkeydogify A well thought out plan.,485064670,1596827990117486594,2022-11-27T11:27:15.000Z
en,['1596594629608177666'],Getting fucked off with all the promoted tweets cluttering up my timeline.,485064670,1596594629608177666,2022-11-26T19:59:57.000Z
qme,['1596553167608590336'],@perrigame #FoodPorn https://t.co/9O7zwK2dLG,485064670,1596553167608590336,2022-11-26T17:15:12.000Z
en,['1596409721929752577'],"@horrormuseum Difficult one to answer. That sort of power could corrupt very quickly. That being said, &amp; without wanting to get too political, there are those whose death would, probably, be of benefit to the world.",485064670,1596409721929752577,2022-11-26T07:45:12.000Z
en,['1596117401493348354'],@jigglypig Lancashire with a hint of Southern after living in Bedfordshire for 7+ years.,485064670,1596117401493348354,2022-11-25T12:23:37.000Z
sv,['1596074827823161344'],@perrigame JEEZUSKRIST.....!!!,485064670,1596074827823161344,2022-11-25T09:34:27.000Z
en,['1596063245718224896'],I have (more than) a few of these &amp; I'm running out of wall space. https://t.co/eQf0DshjR8,485064670,1596063245718224896,2022-11-25T08:48:25.000Z
en,['1596062551837593600'],"@littlecageling @DustinD61217139 Reported this last night, account now suspended.",485064670,1596062551837593600,2022-11-25T08:45:40.000Z
qme,['1596049890156711936'],@RubbishWife https://t.co/GG9ul8i2vs,485064670,1596049890156711936,2022-11-25T07:55:21.000Z
qme,['1595847497628676096'],@Annjj https://t.co/Dvynl4poWB,485064670,1595847497628676096,2022-11-24T18:31:07.000Z
da,['1595832638836809728'],@littlecageling Jesus Christ....,485064670,1595832638836809728,2022-11-24T17:32:04.000Z
en,['1594772945326739457'],"To be honest, I'm not all that arsed about the World Cup. I hope the home nations do well but I'm not planning on watching any games.",485064670,1594772945326739457,2022-11-21T19:21:14.000Z
und,['1594689504472076288'],RT @joelycett: 🏳️‍🌈 https://t.co/YuPYSQ2M6u,485064670,1594689504472076288,2022-11-21T13:49:40.000Z
en,['1594461028846387201'],RT @Nostalgic_Thing: Stil the greatest piece of print journalism in history https://t.co/zP18pqmKLi,485064670,1594461028846387201,2022-11-20T22:41:47.000Z
no,['1594460809995821057'],@theglamchop Nor I.,485064670,1594460809995821057,2022-11-20T22:40:55.000Z
en,['1594455981689565184'],"@theglamchop I must admit, standing there with my Dad &amp; siblings as Mum passed, posting a picture of her final moments with us was not my first thought.",485064670,1594455981689565184,2022-11-20T22:21:44.000Z
en,['1594402905783959552'],"So. The car is not quite 2 months out of warranty and a warning light comes on.
Great. 
Earliest date I can get it into the dealer; 6th December.
Even better.
Hats off to past me for taking out an extended warranty with @Warrantywise
#HopingItsSomethingOrNothing https://t.co/5JHPSPZdHh",485064670,1594402905783959552,2022-11-20T18:50:49.000Z
en,['1594397910858342408'],@The_X_Stitcher Great....,485064670,1594397910858342408,2022-11-20T18:30:59.000Z
en,['1594371309902831616'],@littlecageling Safe journey.,485064670,1594371309902831616,2022-11-20T16:45:16.000Z
en,['1594239795684851714'],@Lolly_Knickers Not for long. He won't be able to tweet from jail.,485064670,1594239795684851714,2022-11-20T08:02:41.000Z
en,['1594061646766510082'],RT @ThatEricAlper: See if you can spot Dave Grohl cleverly hidden in this photo. https://t.co/q7c5jkeVha,485064670,1594061646766510082,2022-11-19T20:14:47.000Z
en,['1594029331969413120'],@littlecageling Lovely...!,485064670,1594029331969413120,2022-11-19T18:06:23.000Z
en,['1593897342939418624'],"@Princess_Looby Still going, as far as I can tell.",485064670,1593897342939418624,2022-11-19T09:21:54.000Z
en,['1593758773025423362'],@TheBloggess I hope you're ok. https://t.co/vaDIoaO11H,485064670,1593758773025423362,2022-11-19T00:11:16.000Z
en,['1593749595699707904'],@TizzyEnt Signed.,485064670,1593749595699707904,2022-11-18T23:34:48.000Z
en,['1593694861349322753'],@littlecageling Not joined. Yet.,485064670,1593694861349322753,2022-11-18T19:57:19.000Z
en,['1593686301114499072'],"@TomFoxTom @Annjj @RubbishWife Not yet, still procrastinating....",485064670,1593686301114499072,2022-11-18T19:23:18.000Z
en,['1593678409451945985'],"@XinWensin @DonnaDundasBlog Logged onto to their website.

I'll be honest, a bit disappointed.

Just like that time I flicked over to Watersports world on Sky &amp; it was just guys in speedboats &amp; jet skis.

#FalseAdvertising",485064670,1593678409451945985,2022-11-18T18:51:56.000Z
en,['1593677461371363328'],@TomFoxTom @Annjj Better make sure Annjj &amp; @RubbishWife are on there as well.,485064670,1593677461371363328,2022-11-18T18:48:10.000Z
en,['1593677095221317632'],Do I create a Mastodon account.. ? Can I be bothered...? Still mulling this one over as I try to remember my #MySpace login...,485064670,1593677095221317632,2022-11-18T18:46:43.000Z
qme,['1593675868253130752'],@Annjj https://t.co/0DCaIjV9dY,485064670,1593675868253130752,2022-11-18T18:41:50.000Z
ca,['1593643408958029824'],@perrigame Congratulations Perri! https://t.co/3XTHFSuROf,485064670,1593643408958029824,2022-11-18T16:32:51.000Z
en,['1593611452073578504'],"@Ladyfuckwit Party at yours...?

Or, more likely, Mastodon.",485064670,1593611452073578504,2022-11-18T14:25:52.000Z
en,['1593484746415390720'],@littlecageling Definitely. Been debating whether to set up a mastodon account...,485064670,1593484746415390720,2022-11-18T06:02:23.000Z
en,['1592116609719717890'],@DonnaDundasBlog Only Fans...? https://t.co/Pp9sxn4574,485064670,1592116609719717890,2022-11-14T11:25:54.000Z
en,['1592076477033746434'],"@ClareBreedon Yes.

I hope it all goes smoothly.",485064670,1592076477033746434,2022-11-14T08:46:26.000Z
en,['1592063588294098945'],@littlecageling Glad you're back safe. https://t.co/sF86y4Jw2x,485064670,1592063588294098945,2022-11-14T07:55:13.000Z
en,['1591115215885996033'],"@tinytwink Can he get his own Twitter account, please...?",485064670,1591115215885996033,2022-11-11T17:06:43.000Z
en,['1591048091867938816'],@littlecageling Gravy is it's own food group.,485064670,1591048091867938816,2022-11-11T12:40:00.000Z
qme,['1590845378282328064'],@tinytwink https://t.co/K5mAQKGZ8t,485064670,1590845378282328064,2022-11-10T23:14:29.000Z
sv,['1590796762062946304'],@tinytwink JEEZUSKRIST....!!,485064670,1590796762062946304,2022-11-10T20:01:18.000Z
en,['1590786014607708160'],@tinytwink Handsome couple!,485064670,1590786014607708160,2022-11-10T19:18:35.000Z
en,['1590726019102961669'],"RT @DaveWardGS: The lines are drawn

RT if you are with the striking nurses, posties, telecom workers, rail workers, civil servants, lectur…",485064670,1590726019102961669,2022-11-10T15:20:11.000Z
