id,author_id,created_at,text,edit_history_tweet_ids,lang
1596461598520082434,837330509353136128,2022-11-26T11:11:20.000Z,@lauralittlesoul Buon Sabato Laura 👍,['1596461598520082434'],it
1596447900745498624,837330509353136128,2022-11-26T10:16:54.000Z,Rispondete sinceramente tanto qui non ci legge nessuno... 😀😀 https://t.co/cxi16C3hrM,['1596447900745498624'],it
1596444576407228416,837330509353136128,2022-11-26T10:03:42.000Z,"@AblativoAssolu1 È vero
Anche quelli sono tanti..",['1596444576407228416'],it
1596431495337766912,837330509353136128,2022-11-26T09:11:43.000Z,@alberto02259892 Buongiorno Alberto 👍,['1596431495337766912'],it
1596423844033695744,837330509353136128,2022-11-26T08:41:19.000Z,@GinevraCardinal Lei... 😀😀 https://t.co/kqSd40Sc3V,['1596423844033695744'],und
1596423110646956033,837330509353136128,2022-11-26T08:38:24.000Z,@Gianfry64 La nostra epoca non lascerà traccia..,['1596423110646956033'],it
1596422174486966272,837330509353136128,2022-11-26T08:34:41.000Z,@ValentinaStoc15 Buongiorno 😀☕,['1596422174486966272'],it
1596418115281522692,837330509353136128,2022-11-26T08:18:33.000Z,"Helga Stentzel
È una creativa di origine russa, che realizza immagini dal forte impatto estetico mescolando still-life, collage e illustrazione. https://t.co/SJJ8j0zd1J",['1596418115281522692'],it
1596271440864903168,837330509353136128,2022-11-25T22:35:43.000Z,@ValentinaStoc15 Campioni,['1596271440864903168'],it
1596271043907178496,837330509353136128,2022-11-25T22:34:08.000Z,@yufalcediluna 😀👍,['1596271043907178496'],und
1596270800616792064,837330509353136128,2022-11-25T22:33:10.000Z,@ValentinaStoc15 👍,['1596270800616792064'],und
1596266472728412160,837330509353136128,2022-11-25T22:15:58.000Z,Tardelli e Cabrini https://t.co/oyOa1yOYIE,['1596266472728412160'],it
1596257871016390656,837330509353136128,2022-11-25T21:41:48.000Z,@ValentinaStoc15 Buona notte,['1596257871016390656'],it
1596253607745069056,837330509353136128,2022-11-25T21:24:51.000Z,Lucca https://t.co/jh4YbU7HCV,['1596253607745069056'],it
1596215436642754560,837330509353136128,2022-11-25T18:53:11.000Z,"@ValentinaStoc15 In ritardo... 😀
Dovevo pubblicarla ieri",['1596215436642754560'],it
1596210607883173890,837330509353136128,2022-11-25T18:33:59.000Z,"@STEFANIAFELI Grazie
Anche a te Stefania",['1596210607883173890'],it
1596191936276070400,837330509353136128,2022-11-25T17:19:48.000Z,Burano https://t.co/q0WumUULKJ,['1596191936276070400'],es
1596189729527152641,837330509353136128,2022-11-25T17:11:01.000Z,@linacastelli Forse..,['1596189729527152641'],en
1596172168806952961,837330509353136128,2022-11-25T16:01:15.000Z,"La lista della spesa di Michelangelo 
Il documento è datato 1518 ed è stato redatto sul retro di una lettera, in cui Michelangelo elenca tutti i prodotti di sua necessità al suo servitore analfabeta. 

Museo Casa Buonarroti, Firenze https://t.co/XEeAAiQ6Yj",['1596172168806952961'],it
1596077289149980672,837330509353136128,2022-11-25T09:44:14.000Z,@dodena66 Buona giornata Paesana ☕☕👍,['1596077289149980672'],it
1596076983930490880,837330509353136128,2022-11-25T09:43:01.000Z,https://t.co/1xfT6CK2Ua,['1596076983930490880'],zxx
1595902319140691969,837330509353136128,2022-11-24T22:08:57.000Z,@francescaindre2 Bellissimo,['1595902319140691969'],it
1595899862310354944,837330509353136128,2022-11-24T21:59:12.000Z,@ValentinaStoc15 Serena notte a te 🌹,['1595899862310354944'],it
1595867016895791104,837330509353136128,2022-11-24T19:48:41.000Z,"Porta dei Borghi, Lucca https://t.co/mpRPmtIfSd",['1595867016895791104'],it
1595862611597594624,837330509353136128,2022-11-24T19:31:10.000Z,@1marioGmail Concordo 😀,['1595862611597594624'],pt
1595862489820024834,837330509353136128,2022-11-24T19:30:41.000Z,@FraLuna1109 È sempre un piacere parlare con te 😀👍,['1595862489820024834'],it
1595851076645031937,837330509353136128,2022-11-24T18:45:20.000Z,"@DonFabrizioC @TwitterSupport Molti parlano di algoritmo, ma poi che sara? 😀
Comunque succede anche a me e penso che l'algoritmo non centri nulla. 
È gente che silenzia.",['1595851076645031937'],it
1595849348369506309,837330509353136128,2022-11-24T18:38:28.000Z,@ValentinaStoc15 È uno schiaccia sassi... 😀😀,['1595849348369506309'],it
1595844948842143744,837330509353136128,2022-11-24T18:20:59.000Z,"@LauraFarachi È più forte di loro, le lucine a intermittenza li fanno ammattire 😀",['1595844948842143744'],it
1595844696034938880,837330509353136128,2022-11-24T18:19:59.000Z,@ValentinaStoc15 😀😀😀,['1595844696034938880'],und
1595844442266779649,837330509353136128,2022-11-24T18:18:59.000Z,"@ValentinaStoc15 Maya prende le palline e le sgranocchia... 😀😀😀
È un cane pazzo come il suo padrone 😀😀😀",['1595844442266779649'],it
1595837065157120003,837330509353136128,2022-11-24T17:49:40.000Z,"@ValentinaStoc15 Impossibile fare l'albero con i gatti in casa... 😀
Ma anche Maya...",['1595837065157120003'],it
1595831559470325762,837330509353136128,2022-11-24T17:27:47.000Z,@BozzaCinzia @VinPis78 Nel mio piccolo cerco di usare Twitter in questo modo e vedo che la cosa accomuna tanti.,['1595831559470325762'],it
1595827982681210882,837330509353136128,2022-11-24T17:13:34.000Z,@Ljuba2000 Fantastica😀,['1595827982681210882'],es
1595824475798478857,837330509353136128,2022-11-24T16:59:38.000Z,"@DonFabrizioC Grazie
Anche a te Fabrizio 👍",['1595824475798478857'],it
1595824335788417026,837330509353136128,2022-11-24T16:59:05.000Z,"@ValentinaStoc15 In serata cerco altri colori🎨
A dopo 😀",['1595824335788417026'],it
1595823124154654720,837330509353136128,2022-11-24T16:54:16.000Z,@LauraFarachi Vero👍,['1595823124154654720'],es
