edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597074013511364608'],2022-11-28T03:44:51.000Z,1597074013511364608,1301371088195276800,en,@glennonsports We need Denico back asap
['1596968229024727040'],2022-11-27T20:44:30.000Z,1596968229024727040,1301371088195276800,en,@PFF Build thag man a statue
['1596962369267126273'],2022-11-27T20:21:13.000Z,1596962369267126273,1301371088195276800,en,@DanLowe0 @JaredStillman If he was drinking Swaim wouldn’t be on the field
['1596962240581709824'],2022-11-27T20:20:42.000Z,1596962240581709824,1301371088195276800,en,@PaulKuharskyNFL Thanks for the Jynx Paul
['1596961938784669696'],2022-11-27T20:19:30.000Z,1596961938784669696,1301371088195276800,en,@JaredStillman Why is Cody hollister still on this team
['1596946786324996097'],2022-11-27T19:19:18.000Z,1596946786324996097,1301371088195276800,en,@JaredStillman Was Dylan Cole not being held there? On the replay it looked obvious
['1596940844279308289'],2022-11-27T18:55:41.000Z,1596940844279308289,1301371088195276800,en,@NoContextTitans Best number 11 to ever play for the Tennessee titans
['1596938702248325120'],2022-11-27T18:47:10.000Z,1596938702248325120,1301371088195276800,en,@terrymc13 Becasue Downing is Sober
['1596938544446345216'],2022-11-27T18:46:33.000Z,1596938544446345216,1301371088195276800,en,@PaulKuharskyNFL Best number 11 in titans history
['1596734353203421184'],2022-11-27T05:15:10.000Z,1596734353203421184,1301371088195276800,en,@BarryOnHere Barry and his husband Jimmy G stomping out racism
['1596616940092796928'],2022-11-26T21:28:36.000Z,1596616940092796928,1301371088195276800,en,@OldTakesExposed Coming back to this a year later cuz it still really isn’t that cold
['1596163455681269762'],2022-11-25T15:26:37.000Z,1596163455681269762,1301371088195276800,en,@RStanleyNHL I would skip work to come see this
['1595230396765151232'],2022-11-23T01:38:59.000Z,1595230396765151232,1301371088195276800,en,@_willcompton Will the haters were supposed to take a day off tomorrow…
['1595228436129275911'],2022-11-23T01:31:11.000Z,1595228436129275911,1301371088195276800,en,@NFL Derrick Henry’s sportsmanship is graciously allowing people to tackle him without dying
['1595065389758967808'],2022-11-22T14:43:18.000Z,1595065389758967808,1301371088195276800,en,@glennonsports It doesn’t feel like the defense is that middle of the pack. I wonder what this would look like without the Buffalo game
