text,edit_history_tweet_ids,author_id,created_at,id,lang
"@AntheaJayne4 That’s just silly. Go well. 

Blocked.",['1596992311128252416'],87259041,2022-11-27T22:20:12.000Z,1596992311128252416,en
"RT @Mistyswoman: What a surprise. A headline designed to dog whistle its bigoted readers. 

It's not a binary choice. The government has co…",['1596991959847292928'],87259041,2022-11-27T22:18:48.000Z,1596991959847292928,en
RT @flyingstraight: @ArgyleLoz Well said / it’s not either or and what is sure is that this Govt have ignored our Vets for too long. 12 yea…,['1596991722713554945'],87259041,2022-11-27T22:17:52.000Z,1596991722713554945,en
RT @peterfrankopan: Chengdu. The crowd chanting I want freedom or otherwise death.,['1596991557869019136'],87259041,2022-11-27T22:17:12.000Z,1596991557869019136,en
@joncoopertweets Maybe more than one…..,['1596991134152413184'],87259041,2022-11-27T22:15:31.000Z,1596991134152413184,en
"RT @danielgoyal: Check this,… the cost of the dodgy PPE contracts were actually added to the NHS budget…

… so it will look like the govt a…",['1596991033262231554'],87259041,2022-11-27T22:15:07.000Z,1596991033262231554,en
"@AntheaJayne4 I work with refugees. This is nonsense. They do not throw their ID in the Channel. More than 70% are accepted by the Home Office as genuine refugees. 

We take a very small number of refugees compared to most European countries.",['1596990702230990848'],87259041,2022-11-27T22:13:48.000Z,1596990702230990848,en
"@Peterminto1 All true, actually. 

Making dogwhistle statements after a young man has needlessly died in kur care isn’t too good, either.",['1596990255185694720'],87259041,2022-11-27T22:12:02.000Z,1596990255185694720,en
"@AlanWilkes16 The risk to the UK population is tiny, because we have good vaccination rates. 

Not testing the migrants on arrival….stupid
Not offering routine vaccines….stupid
Not testing before dispersing them after cases were known….
…..imbecilic",['1596989388738957312'],87259041,2022-11-27T22:08:35.000Z,1596989388738957312,en
"@AntheaJayne4 Freebies is nonsense. 
- 70% of the applications are accepted by the Home Office as genuine refugees.

It is not illegal to claim asylum. Not here, not anywhere.",['1596988885216944128'],87259041,2022-11-27T22:06:35.000Z,1596988885216944128,en
"@kathy_kathys2 @TiceRichard @Nigel_Farage @GBNEWS Incubation period is only 2-3 days. Do you know how long he’s been in the UK ?    
No.",['1596988548539830272'],87259041,2022-11-27T22:05:15.000Z,1596988548539830272,en
RT @LucyWoodslucy70: https://t.co/lAwctrdNqo,['1596987822887829504'],87259041,2022-11-27T22:02:22.000Z,1596987822887829504,zxx
RT @BethanyAllenEbr: I never thought I would ever hear a crowd of Chinese people in China shouting “习近平下台.” Wow indeed.,['1596987782706401280'],87259041,2022-11-27T22:02:12.000Z,1596987782706401280,en
