created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T22:38:05.000Z,qme,['1596996811482595328'],1596996811482595328,@RobertTingstro2 @vector_lab76 @nelsonfmorgan @JDCocchiarella https://t.co/uV51sxraKP,2889601750
2022-11-27T20:19:56.000Z,en,['1596962047186857984'],1596962047186857984,RT @kylenabecker: My favorite part of J6 is when a conveniently placed camera guy runs backwards up stairs filming a capitol police officer…,2889601750
2022-11-27T20:18:56.000Z,en,['1596961792949092352'],1596961792949092352,"RT @JackPosobiec: Tens of thousands of people have taken to the streets of Wuhan to protest the CCP (yes that Wuhan)

 https://t.co/8ivE6JA…",2889601750
2022-11-27T20:18:48.000Z,en,['1596961758811328512'],1596961758811328512,"RT @44MagnumBlue1: United States Army Corporal Larry Lynn Fowler was killed in action on November 27, 1969 in Thua Thien Province, South Vi…",2889601750
2022-11-27T20:18:36.000Z,en,['1596961711839641601'],1596961711839641601,RT @ClayTravis: The Chinese are now staging massive protests to combat continuing covid lockdowns in their country. https://t.co/nxe207d21N,2889601750
2022-11-27T20:18:32.000Z,en,['1596961692335845377'],1596961692335845377,RT @Concern70732755: Does this look a violent demonstration that was controlled by extremists &amp; activists using children as shields as Trud…,2889601750
2022-11-27T20:17:34.000Z,en,['1596961450865856512'],1596961450865856512,"RT @44MagnumBlue1: United States Army Specialist Four Joel David Wolfe was killed in action on November 27, 1968 in Tay Ninh Province, Sout…",2889601750
2022-11-27T20:16:50.000Z,en,['1596961265166917632'],1596961265166917632,RT @PresMon80: @kylenabecker A great comment which was posted in response to this article. https://t.co/HOty5wp7RE,2889601750
2022-11-27T20:16:00.000Z,pt,['1596961053921128448'],1596961053921128448,RT @nilson_rabello: @kylenabecker CMO Forte Pantanal - Campo Grande/MS - 26/11/2022 https://t.co/BFqNXcHX5P,2889601750
2022-11-27T20:15:40.000Z,en,['1596960970991017984'],1596960970991017984,"@Leslie_Ann777 @kylenabecker Think they may be afraid of getting thrown into solitary in the gulag for ""insurrection""????   These people in prison have never been charged and the most they could be charged for is trespassing!!",2889601750
2022-11-27T20:13:49.000Z,en,['1596960508128555008'],1596960508128555008,RT @Leslie_Ann777: @kylenabecker I can’t imagine why we  are not hearing more about this in America🤔🤔🤔,2889601750
2022-11-27T20:13:28.000Z,en,['1596960418534395904'],1596960418534395904,RT @JamesSm09850309: @kylenabecker Arizona? You seeing this? Millions of people peacefully flooding the streets tend to gain attention.,2889601750
2022-11-27T20:13:19.000Z,en,['1596960379061809153'],1596960379061809153,"RT @JustSomeLady_: @Nocariwalk @kylenabecker One day, maybe people will wake up and realize that a handful of globalists are no match for 8…",2889601750
2022-11-27T20:13:01.000Z,en,['1596960303149088768'],1596960303149088768,RT @kylenabecker: This just in: The Brazilian military stands with Bolsonaro... is prepared to invoke Article 142... https://t.co/5Chl9qqz2u,2889601750
2022-11-27T20:12:34.000Z,en,['1596960189915475969'],1596960189915475969,"RT @JackPosobiec: Now people in Chungdu, western China and protesting, calling for freedom https://t.co/f6cIIKrc5H",2889601750
2022-11-27T20:12:22.000Z,zxx,['1596960143115423744'],1596960143115423744,RT @WTbillypaul: https://t.co/CXCaBjbZGa,2889601750
2022-11-27T20:11:56.000Z,en,['1596960034449039360'],1596960034449039360,"RT @KariLake: My campaign, @AbrahamHamadeh, @azgop, and the AG's office are all demanding answers from @MaricopaVote about their alleged vi…",2889601750
2022-11-27T20:11:43.000Z,en,['1596959980120596480'],1596959980120596480,RT @elonmusk: Slides from my Twitter company talk https://t.co/8LLXrwylta,2889601750
2022-11-27T20:11:28.000Z,en,['1596959915184050177'],1596959915184050177,RT @ACTBrigitte: President Trump is the most pro-Israel President in US History and has a long history of being great friends to the Jewish…,2889601750
2022-11-27T20:10:23.000Z,en,['1596959643929976833'],1596959643929976833,RT @ElectionWiz: The biggest story in the world right now is what’s happening in China.,2889601750
2022-11-27T20:10:02.000Z,en,['1596959556277788672'],1596959556277788672,"RT @44MagnumBlue1: U.S. Army Lieutenant Colonel Roger Jay Bartholomew was killed in action on November 27, 1968 in Thua Thien Province, Sou…",2889601750
2022-11-27T20:08:54.000Z,en,['1596959267981955072'],1596959267981955072,"@4thDoctorWhoFan @Windoctorx It's funny you say that, everyone I have ever known who loses a lot of weight, they're personalities change too, not always for the best!!",2889601750
2022-11-27T20:05:53.000Z,en,['1596958509538476032'],1596958509538476032,@curt_gallia @Windoctorx I don't believe that the person you block is notified unless they try to go to your page.,2889601750
2022-11-27T20:04:35.000Z,en,['1596958183595347969'],1596958183595347969,@MycologyofMAGA @Windoctorx @ColonelUSAR Me too!,2889601750
2022-11-27T20:03:17.000Z,en,['1596957854262755329'],1596957854262755329,RT @RQPoliticalBlog: We lied about Covid. We lied about lockdowns. We lied about masks. We lied about the shots. We lied about Russian coll…,2889601750
2022-11-27T20:03:04.000Z,en,['1596957801552969728'],1596957801552969728,"RT @NickAdamsinUSA: Joe Biden will never be my President, because I choose Donald J Trump as MY President!",2889601750
2022-11-27T20:02:36.000Z,en,['1596957683701383168'],1596957683701383168,"RT @KariLakeWarRoom: They cannot reconcile ballot totals in Maricopa County.

There is no chain of custody.",2889601750
2022-11-27T20:02:20.000Z,en,['1596957618274439169'],1596957618274439169,"RT @lavern_spicer: Liberals aren’t influencers, they are the influenced.",2889601750
2022-11-27T20:02:13.000Z,en,['1596957588037722113'],1596957588037722113,RT @BuzzPatterson: When @elonmusk and @twitter release the details of the @joebiden campaign collaborating with big tech to tilt an electio…,2889601750
