text,id,created_at,lang,edit_history_tweet_ids,author_id
"RT @SirLARIATO: #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://t.co/wwfIl09TSn",1597067863478898688,2022-11-28T03:20:25.000Z,qme,['1597067863478898688'],756656040834428928
"RT @SirLARIATO: .@mashaslamovich hits an air raid crash into the corner! #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmF…",1597067118473662464,2022-11-28T03:17:27.000Z,en,['1597067118473662464'],756656040834428928
RT @APBrolin: Main event time @willowwrestles vs. @mashaslamovich @beyondwrestling #Motherlode https://t.co/z4hSiK9n5q,1597066160830574592,2022-11-28T03:13:39.000Z,en,['1597066160830574592'],756656040834428928
"RT @SirLARIATO: Back suplex from @willowwrestles! #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://t.co/ks0b…",1597066109764521984,2022-11-28T03:13:27.000Z,en,['1597066109764521984'],756656040834428928
RT @yellow_roni: Let's go @mashaslamovich vs @willowwrestles !!! #Motherlode https://t.co/PDU8Dal8L1,1597065565700775937,2022-11-28T03:11:17.000Z,en,['1597065565700775937'],756656040834428928
"RT @beyondwrestling: MAIN EVENT: @mashaslamovich vs. @willowwrestles

Stream #Motherlode presented by @RNRFables live RIGHT NOW on @indiewr…",1597064989072035840,2022-11-28T03:09:00.000Z,en,['1597064989072035840'],756656040834428928
Main event time at #Motherlode LIVE on IWTV! https://t.co/q3xy7d57tu,1597064602256551938,2022-11-28T03:07:27.000Z,en,['1597064602256551938'],756656040834428928
RT @MyAlterEgo16: MAIN EVENT MASHA VS WILLOW #Motherlode,1597064580467142659,2022-11-28T03:07:22.000Z,en,['1597064580467142659'],756656040834428928
RT @RydeenBomb: Shibata Dropkick by AKIRA! @theakiraway  #Motherlode https://t.co/boKtblK1oi,1597062693365886980,2022-11-28T02:59:52.000Z,pl,['1597062693365886980'],756656040834428928
"RT @SirLARIATO: #Motherlode @theakiraway

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://t.co/mQd6J7Z1Zr",1597062658003374081,2022-11-28T02:59:44.000Z,qme,['1597062658003374081'],756656040834428928
"RT @SirLARIATO: #Motherlode @TheBobbyOrlando @BryceDShook

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://t.co/2X6moZY8bT",1597059793818353666,2022-11-28T02:48:21.000Z,qme,['1597059793818353666'],756656040834428928
RT @RydeenBomb: #Motherlode https://t.co/ASjRHSENYJ,1597059093906092034,2022-11-28T02:45:34.000Z,qme,['1597059093906092034'],756656040834428928
"RT @SirLARIATO: Fisherman suplex from @Jordan_Blade92! #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://t.co…",1597058371882225664,2022-11-28T02:42:42.000Z,en,['1597058371882225664'],756656040834428928
"RT @SirLARIATO: Ripcord black hole slam from @BryceDShook! #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https://…",1597057693407416320,2022-11-28T02:40:00.000Z,en,['1597057693407416320'],756656040834428928
RT @DavidWindhamJr1: T4 Summit is going to be Shook a BANGER between Shook Crew and the King Of The District!! #Motherlode https://t.co/krC…,1597057154430947328,2022-11-28T02:37:52.000Z,en,['1597057154430947328'],756656040834428928
"RT @traekeepdancing: Ya know, this is a tough watch as I sit home. Hella FOMO I won’t lie, but much love to Shook Crew &amp; KOTD. 

Best of lu…",1597055456479834112,2022-11-28T02:31:07.000Z,en,['1597055456479834112'],756656040834428928
"RT @alternative_ag: The tournament name is certainly a tongue twister. 

We got KOD vs. Shook Crew!

Who’s moving on to the next round?

#M…",1597055424980668416,2022-11-28T02:30:59.000Z,en,['1597055424980668416'],756656040834428928
"RT @beyondwrestling: MATCH 12: @Jordan_Blade92 @eeloneal vs. @BryceDShook @TheBobbyOrlando

Stream #Motherlode presented by @RNRFables live…",1597055357083582464,2022-11-28T02:30:43.000Z,en,['1597055357083582464'],756656040834428928
"RT @SBakabella: I'm on my way to a hospital. Ambulance said I'll need at least 300 stitches. 

I also have amnesia and i now have a hemorrh…",1597054292724441088,2022-11-28T02:26:29.000Z,en,['1597054292724441088'],756656040834428928
RT @RydeenBomb: Kylon takes out everyone with a springboard moonsault @LittleKylon  #Motherlode https://t.co/VUujXtc348,1597053843690254338,2022-11-28T02:24:42.000Z,en,['1597053843690254338'],756656040834428928
RT @RydeenBomb: #Motherlode https://t.co/9mBTRLSM75,1597052698100379648,2022-11-28T02:20:09.000Z,qme,['1597052698100379648'],756656040834428928
"RT @SirLARIATO: What a stunner from @ThaReal_DC!! #Motherlode 

@beyondwrestling @indiewrestling

https://t.co/ieCmFUis5Y https://t.co/F4NQ…",1597052373608067073,2022-11-28T02:18:52.000Z,en,['1597052373608067073'],756656040834428928
RT @RydeenBomb: @ThaReal_DC  #Motherlode https://t.co/uMOUgB6A4s,1597051973865725954,2022-11-28T02:17:17.000Z,qme,['1597051973865725954'],756656040834428928
"RT @SirLARIATO: #Motherlode @LittleKylon @ItsDustinWaller @numberone_dojo

@beyondwrestling @indiewrestling

https://t.co/ieCmFUA3uy https:…",1597050834193637376,2022-11-28T02:12:45.000Z,qme,['1597050834193637376'],756656040834428928
