edit_history_tweet_ids,created_at,id,author_id,lang,text
['1596967483096928257'],2022-11-27T20:41:32.000Z,1596967483096928257,3294058415,en,one person unfollowed me // automatically checked by https://t.co/s5irk9GWao
['1596962019491872769'],2022-11-27T20:19:50.000Z,1596962019491872769,3294058415,en,Germany on their way home
['1596919929881923585'],2022-11-27T17:32:35.000Z,1596919929881923585,3294058415,en,The two tough matches for the third round is Argentina Vs Poland and Belgium Vs Croatia. Argentina and Belgium will need wins to progress and Poland and Croatia will just need a draw to progress. The third round of matches will be like finals for Belgium and Argentina
['1596913132521521152'],2022-11-27T17:05:34.000Z,1596913132521521152,3294058415,en,@Afarnoexcel Who is he passing them to. In Croatia he plays in a 3 man midfield not two
['1596890126713782272'],2022-11-27T15:34:09.000Z,1596890126713782272,3294058415,en,"@Afarnoexcel Same scenario which is killing Belgium. Always playing a 3 back whiles they can change system and fit in Trossard at the left, Hazard as the 10, KDB on the right and Lukaku or anyone as the ST"
['1596880617819734019'],2022-11-27T14:56:22.000Z,1596880617819734019,3294058415,en,@TmNappyboy A total overhaul after this World Cup. Especially the defenders
['1596879990691438592'],2022-11-27T14:53:53.000Z,1596879990691438592,3294058415,en,@Afarnoexcel Keep him in his favorite position and he will deliver.
['1596875026933854211'],2022-11-27T14:34:09.000Z,1596875026933854211,3294058415,en,Saiss always interfering but he wasn’t offside this time.
['1596874751141625856'],2022-11-27T14:33:03.000Z,1596874751141625856,3294058415,en,Courtois no see anything
['1596874587266244614'],2022-11-27T14:32:24.000Z,1596874587266244614,3294058415,en,@TeleFootball Aside Kompany and Fellani who were immense in 2018 which other players have they lost?
['1596874143747956737'],2022-11-27T14:30:39.000Z,1596874143747956737,3294058415,en,Take that Batman off
['1596865702845370368'],2022-11-27T13:57:06.000Z,1596865702845370368,3294058415,en,And Amallah wasn’t even carded for this foul. High foot there https://t.co/46rjSLyvFk
['1596864769155551233'],2022-11-27T13:53:23.000Z,1596864769155551233,3294058415,en,@chimmychongaa Their form ended the last World Cup. Martinez needs to give the young lad some chances. KDB who everyone thought will perform cox Hazard and Lukaku have been out for a while is even playing nonsense upfront. Witsel too shouldn’t be starting
['1596864299493777408'],2022-11-27T13:51:31.000Z,1596864299493777408,3294058415,en,@Skidoranking2 @Opresii Interference
['1596863651834920961'],2022-11-27T13:48:57.000Z,1596863651834920961,3294058415,en,He interfered
['1596863462172463107'],2022-11-27T13:48:12.000Z,1596863462172463107,3294058415,en,Saiss was offside. The goal might not stand
['1596863151856762881'],2022-11-27T13:46:58.000Z,1596863151856762881,3294058415,en,That ball was never a foul to begin with
['1596720013913661440'],2022-11-27T04:18:11.000Z,1596720013913661440,3294058415,en,"RT @dane_dlsu: @statmuse They say LeBron is # 1 in scoring coz of longevity.
If scoring 39k pts is automatic when u play 20 yrs,why did Vin…"
['1596719919693201408'],2022-11-27T04:17:49.000Z,1596719919693201408,3294058415,en,Naaa. This guy has played the NBA forever https://t.co/6xBOBnCmAl
['1596719465504178177'],2022-11-27T04:16:00.000Z,1596719465504178177,3294058415,en,"@Rondo_gh Don’t worry after the two home games which I know they will win, it’s an easy ride at the East. They will pick up massive wins"
['1596703018816528384'],2022-11-27T03:10:39.000Z,1596703018816528384,3294058415,en,The 3 ball are settling in. The role players are doing their job. Don’t doubt a Lebron James led team in the play off with no injury concerns. Teams in the West knows this
['1596702632248332288'],2022-11-27T03:09:07.000Z,1596702632248332288,3294058415,en,7-11 from 3 for Lebron. No AD no Problem.
['1596698704576126976'],2022-11-27T02:53:31.000Z,1596698704576126976,3294058415,en,@Rondo_gh I think they did that cox of the blood but it wasn’t intentional at all
['1596697656956526595'],2022-11-27T02:49:21.000Z,1596697656956526595,3294058415,en,@Rondo_gh Yh. James came in to the rescue and they lead by 7
['1596697468485369857'],2022-11-27T02:48:36.000Z,1596697468485369857,3294058415,en,The Spurs female commentator is awful. She is so awful
['1596696439983259648'],2022-11-27T02:44:31.000Z,1596696439983259648,3294058415,en,"Lakers are just frustrating the Spurs players and Gregg. 
They make them get within a point or 2 and they go on a run. The Spurs players are even tired"
['1596678953099722752'],2022-11-27T01:35:01.000Z,1596678953099722752,3294058415,en,Nice play by Gabriel
['1596627036822700032'],2022-11-26T22:08:44.000Z,1596627036822700032,3294058415,en,RT @ValaAfshar: “Every artist was first an amateur.” https://t.co/lV5XGyPUVY
['1596624915947569153'],2022-11-26T22:00:18.000Z,1596624915947569153,3294058415,en,@Starr1035Fm @FIFAWorldCup @FIFAcom Even with all those empty seats?
['1596622300895678465'],2022-11-26T21:49:54.000Z,1596622300895678465,3294058415,en,"Someone has tweeted that, l Di Maria has been Argentina’s best player in the last decade, if you don’t understand say your own eerrnn, why will you go and diss am. 
Are you the one who feeds him or buy him data to tweet?
If you don’t understand just scroll by."
['1596607488471834626'],2022-11-26T20:51:03.000Z,1596607488471834626,3294058415,en,RT @ShowmaxNG: You won’t believe the lengths some families will go through to plan the perfect funeral for their loved ones. From the lavis…
['1596607199563874307'],2022-11-26T20:49:54.000Z,1596607199563874307,3294058415,en,"Tight group now. 
Poland 4 points
Argentina 3
Saudi Arabia 3
Mexico 1"
['1596606950673944578'],2022-11-26T20:48:55.000Z,1596606950673944578,3294058415,en,A second goal to give them cushion.
['1596602250536931329'],2022-11-26T20:30:14.000Z,1596602250536931329,3294058415,en,@johnsonjunior8 This dier Potter en changes some ooo
['1596602179821129730'],2022-11-26T20:29:57.000Z,1596602179821129730,3294058415,en,Scaloni isn’t serious. Why is he taking off Di Maria.
['1596600965443899392'],2022-11-26T20:25:08.000Z,1596600965443899392,3294058415,en,A goal out of nothing
['1596579147413073920'],2022-11-26T18:58:26.000Z,1596579147413073920,3294058415,en,Peter Drury on commentary duties once again
['1596516075017015300'],2022-11-26T14:47:48.000Z,1596516075017015300,3294058415,en,For the fist time he has scored in the World Cup
['1596338930999517186'],2022-11-26T03:03:54.000Z,1596338930999517186,3294058415,en,James goes off and they are on a 5-0 run. 95-85. Lakers up by 10 with 5:31 remaining
['1596337846834860032'],2022-11-26T02:59:35.000Z,1596337846834860032,3294058415,en,Pelicans shouldn’t let their starters play the 4th. They are down big
['1596335428294115329'],2022-11-26T02:49:59.000Z,1596335428294115329,3294058415,en,"If Spurs take the lead, they will win this game"
['1596334094157172736'],2022-11-26T02:44:41.000Z,1596334094157172736,3294058415,en,Some Rotations by Darvin Ham always puts the team in trouble
['1596329834493386753'],2022-11-26T02:27:45.000Z,1596329834493386753,3294058415,en,"RT @abenamagis: This is wild 😂 

https://t.co/XnlqrPbOdH"
['1596323725594468353'],2022-11-26T02:03:29.000Z,1596323725594468353,3294058415,en,Kings have comeback
['1596319834626985984'],2022-11-26T01:48:01.000Z,1596319834626985984,3294058415,en,@Rondo_gh Oh Yh. He will come in gradually. Hope he gets no injury so he can get into rhythm
['1595878164424794121'],2022-11-24T20:32:59.000Z,1595878164424794121,3294058415,en,3 touches in Serbia’s penalty area and he has scored with 2 of those 3 touches
['1595877655223623681'],2022-11-24T20:30:57.000Z,1595877655223623681,3294058415,en,What a goal
['1595875282048765952'],2022-11-24T20:21:31.000Z,1595875282048765952,3294058415,en,Fewer touches and yet his is the Golden chance
['1595874930855673856'],2022-11-24T20:20:08.000Z,1595874930855673856,3294058415,en,Richarlison won’t play anything but he will score
['1595872746902355973'],2022-11-24T20:11:27.000Z,1595872746902355973,3294058415,en,one person unfollowed me // automatically checked by https://t.co/s5irk9GWao
['1595870684563095555'],2022-11-24T20:03:15.000Z,1595870684563095555,3294058415,en,Neymar no be serious player at all
['1595857867378139137'],2022-11-24T19:12:19.000Z,1595857867378139137,3294058415,en,So when will the ladies in the country learn
['1595854683268071425'],2022-11-24T18:59:40.000Z,1595854683268071425,3294058415,en,"Colorful, Vivid, vivacious - Peter Drury is the GOAT"
['1595839469793452038'],2022-11-24T17:59:13.000Z,1595839469793452038,3294058415,en,The most important moment of the match and he slipped. Herhhhh. This dier it’s from home
['1595839285638623232'],2022-11-24T17:58:29.000Z,1595839285638623232,3294058415,en,He slipped. F**k
['1595839200666214400'],2022-11-24T17:58:09.000Z,1595839200666214400,3294058415,en,So how did Williams not score that.
['1595839108257304576'],2022-11-24T17:57:47.000Z,1595839108257304576,3294058415,en,At least we go Africa’s first goal
['1595838602138849287'],2022-11-24T17:55:46.000Z,1595838602138849287,3294058415,en,Just cross the ball.
['1595836374397161472'],2022-11-24T17:46:55.000Z,1595836374397161472,3294058415,en,Did Bukari just do Ronaldo’s celebration
['1595836137503084545'],2022-11-24T17:45:59.000Z,1595836137503084545,3294058415,en,What I don’t understand is why he is still playing a back 3 when he is losing.
['1595835071797379075'],2022-11-24T17:41:44.000Z,1595835071797379075,3294058415,en,Why is he still playing a back 3. I don’t even understand this
['1595834530845569024'],2022-11-24T17:39:35.000Z,1595834530845569024,3294058415,en,Just take one CB off and bring an attacker. Is that hard to do
['1595833580823146496'],2022-11-24T17:35:49.000Z,1595833580823146496,3294058415,en,Djiku played him on.
['1595833409837858817'],2022-11-24T17:35:08.000Z,1595833409837858817,3294058415,in,Baba Rahman kill we
['1595833045155827712'],2022-11-24T17:33:41.000Z,1595833045155827712,3294058415,en,Kudus is rather going off. Aaahhh
['1595832541113622528'],2022-11-24T17:31:41.000Z,1595832541113622528,3294058415,en,Changes needed now. We need pace upfront
['1595832155049017347'],2022-11-24T17:30:09.000Z,1595832155049017347,3294058415,en,Come on.
['1595830455563177986'],2022-11-24T17:23:24.000Z,1595830455563177986,3294058415,en,VAR didn’t even check.
['1595830082555330562'],2022-11-24T17:21:55.000Z,1595830082555330562,3294058415,en,@the_law_himself The ref for VAR room no signal am saf
['1595829865743372293'],2022-11-24T17:21:03.000Z,1595829865743372293,3294058415,en,VAR saf no dey check ooo
['1595829645483868160'],2022-11-24T17:20:11.000Z,1595829645483868160,3294058415,en,This isn’t a penalty. Apuu
['1595828376278900739'],2022-11-24T17:15:08.000Z,1595828376278900739,3294058415,en,The ref is just giving us card. Otavio no get card saf.
['1595827918768324610'],2022-11-24T17:13:19.000Z,1595827918768324610,3294058415,en,@___slyy We need runners. Dede Ayew should go off
['1595827762249482240'],2022-11-24T17:12:42.000Z,1595827762249482240,3294058415,en,We are getting close
['1595826867679920128'],2022-11-24T17:09:08.000Z,1595826867679920128,3294058415,en,First touch in their penalty box.
['1595826547398688769'],2022-11-24T17:07:52.000Z,1595826547398688769,3294058415,en,Ayew can’t even run
['1595818164616855564'],2022-11-24T16:34:33.000Z,1595818164616855564,3294058415,en,@TmNappyboy Big time
['1595818098539511809'],2022-11-24T16:34:18.000Z,1595818098539511809,3294058415,en,What’s Dede Ayew doing in this match.
['1595815652849340416'],2022-11-24T16:24:35.000Z,1595815652849340416,3294058415,en,Dede Ayew wants to alway dribble backwards instead of going forward
['1595815365816229894'],2022-11-24T16:23:26.000Z,1595815365816229894,3294058415,en,@___slyy An accurate pass keke and it would have been a different story now
['1595815182369964035'],2022-11-24T16:22:42.000Z,1595815182369964035,3294058415,en,A nice pass and Inaki would have Ben through on goal
['1595812350959013888'],2022-11-24T16:11:27.000Z,1595812350959013888,3294058415,en,@TmNappyboy That pass was heavy from Djiku
['1595521940822843415'],2022-11-23T20:57:28.000Z,1595521940822843415,3294058415,en,This tournament has shown that if you get a penalty and it’s going to be the first goal of the match you won’t win.
['1595521669367488525'],2022-11-23T20:56:23.000Z,1595521669367488525,3294058415,en,What is important is the win not the amount of attempts on target
['1595515251482832897'],2022-11-23T20:30:53.000Z,1595515251482832897,3294058415,en,Onana should start the next game
['1595515025791369218'],2022-11-23T20:30:00.000Z,1595515025791369218,3294058415,pt,KDB paaa this
