text,lang,created_at,id,edit_history_tweet_ids,author_id
"Draymond seventeen points, wow",en,2022-11-27T22:39:09.000Z,1596997079439929344,['1596997079439929344'],765315176
Germany going home again,en,2022-11-27T20:19:46.000Z,1596962005885554689,['1596962005885554689'],765315176
"RT @Football__Tweet: Fool me once, shame on you. Fool me twice, shame on me. 

#BEL | #MAR | #FIFAWorldCup https://t.co/pigqAyZZKX",en,2022-11-27T15:06:33.000Z,1596883182107865088,['1596883182107865088'],765315176
RT @XL9191: Consumption consumption consumption https://t.co/j5O3bsPJMh,en,2022-11-27T14:59:51.000Z,1596881496022867972,['1596881496022867972'],765315176
Nice one Morocco,en,2022-11-27T14:58:02.000Z,1596881036146659328,['1596881036146659328'],765315176
RT @mrwtffacts: The military uniforms worn by the Nazis were produced by Hugo Boss. https://t.co/HcmzFXPU5W,en,2022-11-27T12:21:01.000Z,1596841520740839424,['1596841520740839424'],765315176
"RT @DavidHundeyin: When they proposed an ""almajiri feeding program,"" I didn't realise what they meant was that they would feed all the alma…",en,2022-11-27T09:57:41.000Z,1596805452834430977,['1596805452834430977'],765315176
You go collect https://t.co/6ugFQCJeyj,en,2022-11-27T07:54:47.000Z,1596774522585485314,['1596774522585485314'],765315176
RT @ESPNFC: Eden Hazard on Germany's symbolic pre-match gesture against Japan 🗣️ https://t.co/lrz8fdDicV,en,2022-11-25T06:21:24.000Z,1596026247393730560,['1596026247393730560'],765315176
"RT @binnahar85: Criticising Qatar this way or another is not an issue, it is actually a basic right.
The issue here is hypocrisy. Did u do…",en,2022-11-24T05:09:47.000Z,1595645836175736832,['1595645836175736832'],765315176
"Just got to keep trying,",en,2022-11-23T18:59:11.000Z,1595492172127940608,['1595492172127940608'],765315176
Oppression is the mask of fear!!!!!,en,2022-11-23T18:58:38.000Z,1595492033640206344,['1595492033640206344'],765315176
@Orayvaar @OtunbaOdogwu will be available tomorrow,en,2022-11-23T13:07:27.000Z,1595403657519955969,['1595403657519955969'],765315176
"Everybody dey collect today, even France",en,2022-11-22T19:09:46.000Z,1595132447276273664,['1595132447276273664'],765315176
Will this be a World Cup where we see another Neymar theatrics !!!,en,2022-11-20T15:37:51.000Z,1594354342764896256,['1594354342764896256'],765315176
RT @bigguccicraigy: uncut gems was CGI,en,2022-11-20T13:39:51.000Z,1594324646023016448,['1594324646023016448'],765315176
Dream on https://t.co/lT9EoEyldk,en,2022-11-19T07:41:01.000Z,1593871954427236353,['1593871954427236353'],765315176
RT @odenhead: When people start to compare Breaking Bad and Better Call Saul https://t.co/T0GdTbw3lH,en,2022-11-18T20:06:28.000Z,1593697165372792835,['1593697165372792835'],765315176
"This man is in Love, good to see https://t.co/85hA5JkB6v",en,2022-11-18T07:13:22.000Z,1593502608026640385,['1593502608026640385'],765315176
"RT @MrOdanz: They will likely be charged for assault and damages but it is worth it, I consider this a noble act. African leaders must be f…",en,2022-11-17T11:32:56.000Z,1593205542448529408,['1593205542448529408'],765315176
"It’s either I am really very sick, or this driver is extremely rough,but we move.",en,2022-11-14T08:30:43.000Z,1592072521276612609,['1592072521276612609'],765315176
So Adama still dey rub oil for body 😂😂😂😂😂,en,2022-11-12T20:49:20.000Z,1591533627611185152,['1591533627611185152'],765315176
To make transfers or not,en,2022-11-12T02:38:25.000Z,1591259088587194369,['1591259088587194369'],765315176
See ass Kroos face red,en,2022-11-10T22:01:17.000Z,1590826957599481859,['1590826957599481859'],765315176
"The UCL tie Liverpool Madrid, Liverpool will now win it when it doesn’t matter",en,2022-11-07T21:30:09.000Z,1589731957038272513,['1589731957038272513'],765315176
I just listen to Anderson.Paak and it makes me smile.,en,2022-11-07T19:21:28.000Z,1589699576503898112,['1589699576503898112'],765315176
RT @FPLMarcin: https://t.co/at1yzQ3ZvJ,zxx,2022-11-07T17:15:35.000Z,1589667894182281216,['1589667894182281216'],765315176
They just made Thiago split,en,2022-11-06T16:57:56.000Z,1589301066557902848,['1589301066557902848'],765315176
RT @peekaymila: The faces of failed leadership. Never forget! https://t.co/i9F5HWiITv,en,2022-11-06T13:43:33.000Z,1589252147790884865,['1589252147790884865'],765315176
"Oppression breeds rebellion, but not in Africa’s case",en,2022-11-06T10:13:24.000Z,1589199259827867648,['1589199259827867648'],765315176
RT @neosvy: You will soon learn how you can have 97 points and not win the English Premier League.,en,2022-11-06T09:27:27.000Z,1589187697532600323,['1589187697532600323'],765315176
RT @MrOdanz: The voters who will decide the election in 2023 are those who don't understand policies or manifestos or what makes one candid…,en,2022-11-04T08:36:30.000Z,1588450099088105472,['1588450099088105472'],765315176
When someone doesn’t have sense it shows 🏃🏿🏃🏿🏃🏿 https://t.co/swud8Y5jFo,en,2022-10-31T11:09:26.000Z,1587039034320240640,['1587039034320240640'],765315176
Gotta feel bad for the Nets at this point,en,2022-10-28T02:15:50.000Z,1585817586977148931,['1585817586977148931'],765315176
@gday_biyi Congrats 🍾,en,2022-10-27T03:54:48.000Z,1585480104775409664,['1585480104775409664'],765315176
United in Grief,en,2022-10-22T21:50:50.000Z,1583938956516655105,['1583938956516655105'],765315176
"He had skills, too emotional https://t.co/uwZidlTMY2",en,2022-10-22T21:04:40.000Z,1583927338860847105,['1583927338860847105'],765315176
@Scarrmad 🧐,und,2022-10-22T20:42:01.000Z,1583921640395927552,['1583921640395927552'],765315176
Luan na one die hard mofo #GangsOfLondon,eu,2022-10-22T19:28:17.000Z,1583903085201526784,['1583903085201526784'],765315176
😒😒 https://t.co/K5aBmzN7IH,art,2022-10-22T10:11:49.000Z,1583763047000133633,['1583763047000133633'],765315176
RT @oochotd: The realest men in the room. #HouseOfTheDragon https://t.co/QSxzh7iGiO,en,2022-10-17T18:25:33.000Z,1582075357561163776,['1582075357561163776'],765315176
Barcelona fans can’t catch a break,en,2022-10-16T15:02:40.000Z,1581661913380925442,['1581661913380925442'],765315176
gotta feel bad for Joao Felix at this point,en,2022-10-15T20:44:27.000Z,1581385535729586176,['1581385535729586176'],765315176
"RT @IsbaLuxury: 𝙲𝚁𝙾𝙲𝚂😍😍😍

𝙿𝚁𝙸𝙲𝙴: N12,000 

𝚂𝙸𝚉𝙴: 40-45 

Unisex 💯 

Brown and blue only https://t.co/dr1IJGuNLf",en,2022-10-15T20:34:51.000Z,1581383122020548609,['1581383122020548609'],765315176
"RT @RottenTomatoes: Robbie Coltrane, best known for his role as Hagrid in the Harry Potter franchise, has sadly passed away at the age of 7…",en,2022-10-14T17:19:57.000Z,1580971684689219584,['1580971684689219584'],765315176
Inzaghi say we no play again 😂😂😂😂,en,2022-10-12T20:57:14.000Z,1580301592217387009,['1580301592217387009'],765315176
Who be this fool bellanova dumb mofo,en,2022-10-12T20:55:23.000Z,1580301123218419713,['1580301123218419713'],765315176
RT @AjiboyeWale: lmaooooo,ht,2022-10-12T20:54:30.000Z,1580300901063200769,['1580300901063200769'],765315176
Lewandoski na problem I swear,pl,2022-10-12T20:52:24.000Z,1580300376552525825,['1580300376552525825'],765315176
Barcelona must come to Europa 😂😂,en,2022-10-12T20:49:18.000Z,1580299594612715520,['1580299594612715520'],765315176
Barcelona deserve to loose for this travesty of a Jersey,en,2022-10-12T20:26:35.000Z,1580293877403365377,['1580293877403365377'],765315176
That Martinez goal siuuuuu,en,2022-10-12T20:23:48.000Z,1580293178317426688,['1580293178317426688'],765315176
RT @ChuckyIsReal: everybody's tryna be me,en,2022-10-12T19:21:23.000Z,1580277470485688320,['1580277470485688320'],765315176
"What’s up with the officiating of the UCL, gets worse each passing day.",en,2022-10-12T18:26:52.000Z,1580263749080199169,['1580263749080199169'],765315176
Penalty yes not a red card,en,2022-10-11T19:19:13.000Z,1579914534248382471,['1579914534248382471'],765315176
"RT @ChifeDr: Dear Nigerians,
We, in the flood affected areas (Anambra, Adamawa, Yobe, Borno, Kogi, Delta, Jigawa, Rivers, Bayelsa etc) have…",en,2022-10-10T20:54:22.000Z,1579576094310936577,['1579576094310936577'],765315176
Losers FC https://t.co/kayWawMoMp,en,2022-10-04T21:04:44.000Z,1577404375106228225,['1577404375106228225'],765315176
What team do you support self https://t.co/3jmjHVP5A9,en,2022-10-04T21:02:51.000Z,1577403901527134221,['1577403901527134221'],765315176
You don’t respect your elders and it shows https://t.co/TT21NE2TKq,en,2022-10-04T21:02:36.000Z,1577403840000708608,['1577403840000708608'],765315176
