text,id,created_at,lang,edit_history_tweet_ids,author_id
The festive season has arrived at our home.🎄🎄🎄 https://t.co/cH8UwUykKv,1596961999782805504,2022-11-27T20:19:45.000Z,en,['1596961999782805504'],16545084
@AugensteinWTOP Keeping you in my thoughts. Best wishes for a speedy and thorough recovery 🙏,1596659504699297795,2022-11-27T00:17:45.000Z,en,['1596659504699297795'],16545084
"Secretary of State Antony Blinken on Tuesday during a press conference in Doha criticized FIFA for threatening to fine #WorldCup team captains if they wore ""one love"" armbands in support of the #LGBTQI community.  https://t.co/63pKYst71O @WashBlade",1595207012740128770,2022-11-23T00:06:04.000Z,en,['1595207012740128770'],16545084
My colleague @Chris_Kane_ earlier this month sat down with incoming @HRC President Kelley Robinson. The interview took place before the massacre at #ClubQ in Colorado Springs. Check out his interview on the @WashBlade website. https://t.co/HrzetxGv8g,1595047974987796487,2022-11-22T13:34:06.000Z,en,['1595047974987796487'],16545084
"Seven European soccer teams said their captains will not wear ""one love"" armbands during the #WorldCup after #FIFA threatened to sanction them. https://t.co/9LzkgVgAC5 @WashBlade",1594717379237380098,2022-11-21T15:40:26.000Z,en,['1594717379237380098'],16545084
"#DanielAston, a #transgender man who was a bartender at #ClubQ, is one of the five people who died in Saturday's massacre. @BrodyLevesque has the details for the @WashBlade  https://t.co/bx0YvcfbIo",1594665088119717890,2022-11-21T12:12:39.000Z,en,['1594665088119717890'],16545084
I immediately thought back to that horrible day more than six years ago. Our community today is hurting. Our community today is angry. Our community today is demanding change. Enough is enough!,1594520181971247105,2022-11-21T02:36:50.000Z,en,['1594520181971247105'],16545084
"On June 12, 2016, I woke up to news that 49 people had been killed at the Pulse nightclub in Orlando, Fla. I woke up this morning to news that five people had been killed at Club Q in Colorado Springs, Colo.",1594520179936927744,2022-11-21T02:36:50.000Z,en,['1594520179936927744'],16545084
The #ClubQ massacre has overshadowed the Transgender Day of Remembrance. My @WashBlade colleague @Chris_Kane_ has the details. https://t.co/ZgzXQwqGlb,1594508254670983168,2022-11-21T01:49:27.000Z,en,['1594508254670983168'],16545084
The @StateDept acknowledges the #TransgenderDayofRemembrance https://t.co/Zy0nMKcpDR,1594404002124496896,2022-11-20T18:55:11.000Z,en,['1594404002124496896'],16545084
"RT @JustinTrudeau: The attack on the 2SLGBTQI+ community in Colorado Springs is horrifying, and we stand with them against this vile act of…",1594403827125555200,2022-11-20T18:54:29.000Z,en,['1594403827125555200'],16545084
"A gunman has killed at least 5 people at an LGBTQ nightclub in Colorado Springs, Colo. The @WashBlade will provide updates as they become available. https://t.co/7kFQN56gbg #ClubQ",1594293527844126721,2022-11-20T11:36:12.000Z,en,['1594293527844126721'],16545084
@jdlovitz @Chris_Kane_ @MichaelKeyWB @NGLCC @WyoJudyShepard ❤️,1593800768037048325,2022-11-19T02:58:09.000Z,und,['1593800768037048325'],16545084
Thank you @NGLCC for inviting the @WashBlade to tonight's dinner here in #DC! Happy 20th anniversary! https://t.co/t8GLZzpOnP,1593800604115038208,2022-11-19T02:57:30.000Z,en,['1593800604115038208'],16545084
Deputy Assistant Secretary of State for Near Eastern Affairs Daniel Benaim on Friday during a briefing about Blinken’s trip told me the U.S. has raised #LGBTQI rights with the Qatari government. Homosexuality remains punishable by death in the country. https://t.co/QjgzCJoPuk,1593717277647675393,2022-11-18T21:26:23.000Z,en,['1593717277647675393'],16545084
"Secretary of State Antony Blinken will travel to #Qatar on Monday and will, among other things, attend the U.S. men’s soccer team’s #WorldCup match against #Wales.",1593717276385099777,2022-11-18T21:26:23.000Z,en,['1593717276385099777'],16545084
Sign up for my weekly newsletter here: https://t.co/FI8wtJ10AI,1593623125371002883,2022-11-18T15:12:15.000Z,en,['1593623125371002883'],16545084
[Michael K. Lavers] Here is the digest of my work from the previous week. https://t.co/inkRzqTlUD https://t.co/dGsw0aieyZ,1593618995449823233,2022-11-18T14:55:51.000Z,en,['1593618995449823233'],16545084
"The deputy speaker of the #Uganda Parliament recently said an agreement between the EU and the Organization of African, Caribbean and Pacific States has ""hidden clauses"" to promote homosexuality. @WashBlade Africa Correspondent Daniel Itai has the details https://t.co/ThG4W7elwA",1593382296651964416,2022-11-17T23:15:17.000Z,en,['1593382296651964416'],16545084
RT @OutRightIntl: Join @mklavers81 and other leading journalists to discuss best practices #LGBTIQ activists can use to get our stories hea…,1593350956678369280,2022-11-17T21:10:45.000Z,en,['1593350956678369280'],16545084
#BrittneyGriner has reportedly been sent to a female penal colony in #Russia's Mordovia region. https://t.co/hzeJLYpilu @WashBlade,1593289500750487554,2022-11-17T17:06:33.000Z,en,['1593289500750487554'],16545084
"RT @WashBlade: Gay Lithuania filmmaker uses work to advance LGBTQ, intersex rights https://t.co/KYfsXU64zT",1593270054409408512,2022-11-17T15:49:17.000Z,en,['1593270054409408512'],16545084
I had the opportunity to sit down with Lithuanian filmmaker Romas Zabarauskas in August when he was here in #DC. Romas uses his films to advance #LGBTQI rights in the country. https://t.co/kfHR2nKvr6 @WashBlade,1593246899883999235,2022-11-17T14:17:16.000Z,en,['1593246899883999235'],16545084
"RT @WashBlade: A reporter’s observations on the Brazilian, U.S. elections https://t.co/i0H2wevE2z",1593236603526602752,2022-11-17T13:36:21.000Z,en,['1593236603526602752'],16545084
@PowerUSAID @ElYuma @JimenezEnoa ¡Viva la prensa libre! #Cuba @valdes_yariel,1593059312909570050,2022-11-17T01:51:52.000Z,es,['1593059312909570050'],16545084
"RT @PowerUSAID: Cuban journalists like @JimenezEnoa, eager to report the truth, are being forced to flee at alarming rates. We spoke about…",1593058917399293952,2022-11-17T01:50:18.000Z,en,['1593058917399293952'],16545084
"RT @WashBlade: BREAKING | Senate votes to advance same-sex marriage bill. Senators voted 62-37 to advance the measure, with 12 Republicans…",1592991890030624768,2022-11-16T21:23:57.000Z,en,['1592991890030624768'],16545084
@IAmAmnaNawaz Congratulations!,1592954651950780416,2022-11-16T18:55:59.000Z,en,['1592954651950780416'],16545084
I share my thoughts about covering the U.S. midterm elections a few weeks after I was on assignment in #Brazil to cover the first round of the country's presidential election in this @WashBlade oped. https://t.co/tbhyItJoWs,1592882039975743488,2022-11-16T14:07:27.000Z,en,['1592882039975743488'],16545084
An insurance company in #India has apparently recognized a same-sex couple. @MohitKopinion has the details for the @WashBlade  https://t.co/Bpkz3oum5J,1592210002843942915,2022-11-14T17:37:01.000Z,en,['1592210002843942915'],16545084
"#ChrisMagnus, the openly gay U.S. Customs and Border Protection commissioner, resigned on Saturday. @BrodyLevesque has the details for the @WashBlade.  https://t.co/T6T55oTMlr",1591833198501466112,2022-11-13T16:39:44.000Z,en,['1591833198501466112'],16545084
RT @WashBlade: BREAKING: The Democratic Party will keep control of the U.S. Senate after  @CortezMasto projected to win re-election in Neva…,1591623736104742912,2022-11-13T02:47:24.000Z,en,['1591623736104742912'],16545084
"The government of #Peru last week officially apologized to Azul Rojas Marín, a #transgender woman who was beaten and raped by a group of police officers in 2008. @JacobLKessler has the details for the @WashBlade.  https://t.co/Of9aIeTgzb",1591106794297753610,2022-11-11T16:33:15.000Z,en,['1591106794297753610'],16545084
You can sign up for my weekly newsletter here: https://t.co/FI8wtJ1yqg,1591048460505321473,2022-11-11T12:41:27.000Z,en,['1591048460505321473'],16545084
Here is the digest of my work from the previous week. https://t.co/cqtQFcTOHf #BrittneyGriner #Qatar #LGBTQI #MidtermElections https://t.co/lf9TVA8CWa,1591047919674728450,2022-11-11T12:39:18.000Z,en,['1591047919674728450'],16545084
"WDG, the @WashBlade's media partner in #Israel, shares our coverage of the U.S. midterm elections (in Hebrew) and the #LGBTQI candidates who won. https://t.co/bcudUqJ6rEמספר-שיא-של-מועמדים-ומנצחים-להטבים-בבח/",1590841875220471808,2022-11-10T23:00:34.000Z,en,['1590841875220471808'],16545084
"RT @QuorumGT: Una cobertura realizada por tres periodistas del @WashBlade:

✍️@BrodyLevesque 
✍️@Chris_Kane_
✍️@mklavers81

Con comentarios…",1590798041157488641,2022-11-10T20:06:23.000Z,es,['1590798041157488641'],16545084
@ChristianABerle It is believed to be the first congressional general election between two openly gay candidates in U.S. history.,1590783080864043008,2022-11-10T19:06:56.000Z,en,['1590783080864043008'],16545084
@ChristianABerle In New York a congressional race between two openly gay candidates saw Democrat Robert Zimmerman conceding to Republican George Santos early Wednesday morning in the race to represent a newly drawn district in Queens and Nassau County.,1590783030805004289,2022-11-10T19:06:44.000Z,en,['1590783030805004289'],16545084
"@ChristianABerle The race is in the story, @ChristianABerle",1590782952539295744,2022-11-10T19:06:25.000Z,en,['1590782952539295744'],16545084
#Transgender people in #India are turning to the country's courts for rights. @MohitKopinion has the details for the @WashBlade. https://t.co/UIRRmB8Yn3,1590414296865206275,2022-11-09T18:41:31.000Z,en,['1590414296865206275'],16545084
"@julito77 I was in Brasília on Oct. 2 for the first round of the Brazilian presidential election, and we knew the results within a few hours of the polls closing. Perhaps the U.S. can learn a thing or two from Brazil on this one.",1590377054595604480,2022-11-09T16:13:32.000Z,en,['1590377054595604480'],16545084
#BrittneyGriner's lawyers say she is being transferred to a Russian penal colony. They say her current whereabouts are unknown.  https://t.co/1wFrBckHAr,1590336737955282946,2022-11-09T13:33:20.000Z,en,['1590336737955282946'],16545084
"Maryland voters approve Question 4, which legalizes recreational #marijuana in the state. https://t.co/a66llxGzCg",1590234018062401538,2022-11-09T06:45:09.000Z,en,['1590234018062401538'],16545084
Anthony Brown defeats Michael Peroutka in the Md. attorney general race https://t.co/LkwCAuHQDP,1590224976044429313,2022-11-09T06:09:13.000Z,en,['1590224976044429313'],16545084
Spanberger defeats Vega in Virginia's 7th Congressional District https://t.co/AU4benQQzE,1590218907461505025,2022-11-09T05:45:07.000Z,en,['1590218907461505025'],16545084
Heather Mizeur comes up short in Md. congressional race. https://t.co/sBic10p8fc,1590182045200056320,2022-11-09T03:18:38.000Z,en,['1590182045200056320'],16545084
#JenniferWexton re-elected to Congress https://t.co/waYW6T1f3R,1590180185374359552,2022-11-09T03:11:14.000Z,en,['1590180185374359552'],16545084
Mizeur: We gave Andy Harris the challenge of his lifetime in this race.,1590178500119781376,2022-11-09T03:04:33.000Z,en,['1590178500119781376'],16545084
Mizeur: The slogan of this campaign has always been we are one. With the emphasis on the word we.,1590176935086202880,2022-11-09T02:58:20.000Z,en,['1590176935086202880'],16545084
Heather Mizeur is going to speak to supporters in 10 minutes.,1590175350985994240,2022-11-09T02:52:02.000Z,en,['1590175350985994240'],16545084
#Spanberger is now ahead of #Vega in #Virginia's 7th Congressional District by 50.92-48.89 percent margin with 209 out of 226 precincts reporting.,1590175032214712320,2022-11-09T02:50:46.000Z,en,['1590175032214712320'],16545084
#HeatherMizeur is trailing #AndyHarris in Maryland's 1st Congressional District by a 43.57-54.46 percent margin with 23 of 310 precincts reporting.,1590165865781112833,2022-11-09T02:14:20.000Z,en,['1590165865781112833'],16545084
Vega is ahead of Spanberger in #VA7 by a 52.38-47.43 percent margin with 184 of 226 precincts reporting. Wexton is ahead of Cao in #VA10 by a 51-48.95 percent margin with 147 of 209 precincts reporting. #Virginia,1590157904778526720,2022-11-09T01:42:42.000Z,en,['1590157904778526720'],16545084
#WesMoore has defeated #DanCox in the #Maryland gubernatorial race. Moore will become the state's first Black governor in January. https://t.co/37FzYFDvbk,1590152910075465728,2022-11-09T01:22:52.000Z,en,['1590152910075465728'],16545084
"#Florida Gov. #RonDeSantis has won re-election. The incumbent Republican earlier this year signed the state's ""Don't Say Gay"" law. https://t.co/XgLtAKhzzb",1590152041313472513,2022-11-09T01:19:24.000Z,en,['1590152041313472513'],16545084
Polls are now closed in #Maryland and #DC,1590147961828216833,2022-11-09T01:03:12.000Z,en,['1590147961828216833'],16545084
".@BrodyLevesque, @Chris_Kane_, Lou Chibbaro and I will be covering tonight's local, state and national election results for the @WashBlade and @LosAngelesBlade",1590146681118810113,2022-11-09T00:58:06.000Z,en,['1590146681118810113'],16545084
Republican Yesli Vega is currently ahead of Congresswoman Abigail Spanberger by a 59.81-39.93 percent margin with 96 out of 226 precincts reporting in #Virginia's 7th Congressional District. #VA7,1590146111934562304,2022-11-09T00:55:51.000Z,en,['1590146111934562304'],16545084
Republican Hung Cao is currently ahead of Congresswoman Jennifer Wexton by a 52.56-47.38 percent margin in #Virginia's 10th Congressional District with 84 out of 209 precincts reporting.,1590145948625539072,2022-11-09T00:55:12.000Z,en,['1590145948625539072'],16545084
Am on Kent Island tonight with the @heathermizeur campaign. She hopes to unseat Maryland Congressman Andy Harris. @WashBlade #Election2022 https://t.co/8Lhlo0R4x1,1590142299509776384,2022-11-09T00:40:42.000Z,en,['1590142299509776384'],16545084
"My mom in Manchester, #NH, just told me the polling place where she votes is ""busy, busy."" My cousin in Cape Coral, Fla., said the wait at her polling place was more than two hours. #ElectionDay",1590102619112243200,2022-11-08T22:03:01.000Z,en,['1590102619112243200'],16545084
¡Feliz cumpleaños a mi amigo y colega @MGVivero en #Cuba! #PrensaLibre,1590029090400403456,2022-11-08T17:10:51.000Z,es,['1590029090400403456'],16545084
"#WorldCup ambassador #KhalidSalman on Monday described homosexuality as ""damage in the mind"" during an interview with a German reporter.  https://t.co/45AhdIupgQ @WashBlade",1590020338188193792,2022-11-08T16:36:04.000Z,en,['1590020338188193792'],16545084
It's (finally) #ElectionDay. Vote (in case you haven't done so already.) https://t.co/iPedixZ3gV,1589955042215591936,2022-11-08T12:16:36.000Z,en,['1589955042215591936'],16545084
"La congresista Carolina Giraldo Botero el 3 de noviembre radicó un proyecto de ley que penalizará las terapias de conversión en #Colombia. @OrgulloLGBT, el socio mediático del @WashBlade en el país, tiene los detalles.   https://t.co/TVJTRliwGb",1589654941559230470,2022-11-07T16:24:07.000Z,es,['1589654941559230470'],16545084
.@Chris_Kane_ hard at work in the @WashBlade office on his first day. Welcome! https://t.co/9kEgW1mXDQ,1589633849998573569,2022-11-07T15:00:18.000Z,en,['1589633849998573569'],16545084
Sign up for my weekly newsletter here: https://t.co/FI8wtJiBsg,1588718308576018434,2022-11-05T02:22:16.000Z,en,['1588718308576018434'],16545084
Here is the digest of my work from the previous week. https://t.co/ahMpUH7Gg0  #Brazil #Asia #AsiaPacific #LatinAmerica #Caribbean https://t.co/2OQxtCMKNU,1588717514338574336,2022-11-05T02:19:07.000Z,en,['1588717514338574336'],16545084
"Welcome, Simha! Look forward to working with you! https://t.co/wyCRca9ELO",1588714303825514496,2022-11-05T02:06:21.000Z,en,['1588714303825514496'],16545084
RT @LosAngelesBlade: The Los Angeles Blade welcomes diversity reporter Simha Haddad https://t.co/zARDFLECTZ,1588714213865705473,2022-11-05T02:06:00.000Z,en,['1588714213865705473'],16545084
"The speaker of the #Ghana parliament has said a harsh anti-LGBTQI bill that would, among other things, criminalize allyship will pass before the country's 2024 presidential election. Daniel Itai has the details for the @WashBlade. https://t.co/CSn6HUXmsd",1588525962509307904,2022-11-04T13:37:57.000Z,en,['1588525962509307904'],16545084
"#DC will host #WorldPride 2025, which will coincide with the 50th anniversary of the @CapitalPrideDC Parade. Lou Chibbaro has the details for the @WashBlade  https://t.co/MSwvQnNvsc",1588511141939929088,2022-11-04T12:39:04.000Z,en,['1588511141939929088'],16545084
#FreePress https://t.co/TFwVqrI3AZ,1588315377498365952,2022-11-03T23:41:10.000Z,qht,['1588315377498365952'],16545084
White House @PressSec @K_JeanPierre and @StateDeptSpox Ned Price on Thursday confirmed @USEmbRu officials met with #BrittneyGriner. @BrodyLevesque has the details for the @WashBlade.   https://t.co/8B5McLAWDo,1588250326036934656,2022-11-03T19:22:40.000Z,en,['1588250326036934656'],16545084
Toby Usnik of the @UKinNewYork in this @WashBlade oped notes how the the U.K. marked the International Day to End Impunity for Crimes against Journalists. https://t.co/BIMoyIGPXb,1588230968816664577,2022-11-03T18:05:45.000Z,en,['1588230968816664577'],16545084
I talk about the first round of #Brazil's presidential election and the upcoming #WorldCup in #Qatar in this month's #InterPod global #LGBTQI news roundup. Please note I recorded the segment before the Brazilian presidential election's second round that took place on Oct. 30. https://t.co/5EQYqTj2Dr,1588214309070307328,2022-11-03T16:59:33.000Z,en,['1588214309070307328'],16545084
"RT @OrgulloLGBT: HOY se radica nuevamente en el Congreso @camaracolombia el Proyecto de Ley ""Inconvertibles"" para prohibir las terapias de…",1588197405777870848,2022-11-03T15:52:23.000Z,es,['1588197405777870848'],16545084
Wong is the first U.S. ambassador who is a lesbian woman. She told me the Biden administration continues to push for an #LGBTQI safeguard at the ADB. Wong also said she tries to raise #LGBTQI issues when she visits countries in the Asia-Pacific Region. https://t.co/UGdxvB1QFd,1588193585752674307,2022-11-03T15:37:12.000Z,en,['1588193585752674307'],16545084
"I recently had the chance to speak with Amb. Chantale Wong, the U.S. director of the Asian Development Bank.",1588193584787881985,2022-11-03T15:37:12.000Z,en,['1588193584787881985'],16545084
"RT @rykaminski: Check out great new @mklavers81 interview with USAID Deputy Administrator @AdamsAllenUSAID, including  updates on USAID's L…",1588183930070786048,2022-11-03T14:58:50.000Z,en,['1588183930070786048'],16545084
"She also spoke with me about efforts to encourage Latinos and other folks from diverse backgrounds to work with USAID.
https://t.co/iXbHSK5NtI @WashBlade",1587956063856480258,2022-11-02T23:53:23.000Z,en,['1587956063856480258'],16545084
I recently had the chance to speak with Deputy @USAID Administrator Paloma Adams-Allen about the agency’s work to promote #LGBTQI rights in Latin America and the Caribbean.,1587956062816198657,2022-11-02T23:53:22.000Z,en,['1587956062816198657'],16545084
"George Avni of WDG, the @WashBlade’s media partner in Israel, has this analysis.
https://t.co/xWYqEKEiwc",1587854494078943233,2022-11-02T17:09:46.000Z,en,['1587854494078943233'],16545084
The #Israel election results have paved the way for former Prime Minister #BenjaminNetanyahu to return to power and form a right-wing government that could prove disastrous for the country’s #LGBTQI community.,1587854492573339650,2022-11-02T17:09:46.000Z,en,['1587854492573339650'],16545084
Mizeur would be Maryland's first lesbian member of Congress if she defeats Harris in the Republican-leaning district  https://t.co/8Kk1QNweku @WashBlade,1587839682829770753,2022-11-02T16:10:55.000Z,en,['1587839682829770753'],16545084
".@heathermizeur this morning told me her campaign to unseat Congressman Andy Harris has a ""huge amount of momentum"" in the final days.",1587839681756106758,2022-11-02T16:10:55.000Z,en,['1587839681756106758'],16545084
"RT @BrazilBrian: Bolsonaro finally speaks. He did not explicitly recognize Lula's win, but said he would obey Constitution. 

His chief of…",1587533494485454849,2022-11-01T19:54:14.000Z,en,['1587533494485454849'],16545084
.@WavesAheadCorp and Arianna's Center continue to support Hurricane #Fiona relief efforts in #PuertoRico. My @WashBlade colleague @BlandBrandie has the details. https://t.co/8x5ogTyCZi,1587432117910347777,2022-11-01T13:11:24.000Z,en,['1587432117910347777'],16545084
"Voters in #Israel on Tuesday will once again go to the polls. WDG, the @WashBlade's media partner in Israel, will provide coverage of the election results and what they mean for the country's #LGBTQI community.",1587247736428134400,2022-11-01T00:58:44.000Z,en,['1587247736428134400'],16545084
https://t.co/ilUDQ0jBLo,1587165048132308999,2022-10-31T19:30:10.000Z,zxx,['1587165048132308999'],16545084
https://t.co/7vzj0cRDJC,1587164945216569345,2022-10-31T19:29:45.000Z,zxx,['1587164945216569345'],16545084
The White House says President Biden today spoke with Brazilian President-elect Luiz Inácio Lula da Silva. https://t.co/Cg6xcPVevF,1587160392823889921,2022-10-31T19:11:40.000Z,en,['1587160392823889921'],16545084
"Rio Grande do Sul Gov. @EduardoLeite_, who is #Brazil's first openly gay state governor, on Sunday won re-election. He defeated former Bolsonaro chief-of-staff Onyx Lorenzoni.    https://t.co/7vzj0cRDJC @WashBlade",1587093536616456197,2022-10-31T14:46:00.000Z,en,['1587093536616456197'],16545084
"¡Feliz cumpleaños a mi amigo y colega, @eguzmanrioseco!",1587080103904874498,2022-10-31T13:52:37.000Z,es,['1587080103904874498'],16545084
#Lula on Sunday defeated #JairBolsonaro in the second round of #Brazil's presidential election. #LGBTQI activists with whom I spoke for the @WashBlade are celebrating Lula's victory. https://t.co/agvuVkeKCL,1587077179770273792,2022-10-31T13:41:00.000Z,en,['1587077179770273792'],16545084
I am so looking forward to reading this! @Elias_Jahshan https://t.co/Eb91cutzLx,1587073665342078977,2022-10-31T13:27:02.000Z,en,['1587073665342078977'],16545084
RT @USAemPortugues: .@SecBlinken: Parabéns ao povo brasileiro por exercer seu direito de voto e reafirmar a força de sua democracia. Estamo…,1586900150030581760,2022-10-31T01:57:33.000Z,pt,['1586900150030581760'],16545084
@JeffSharlet https://t.co/VhxXJ5sZJA,1586888196545298435,2022-10-31T01:10:03.000Z,qme,['1586888196545298435'],16545084
"RT @gabstargardter: Moro - the judge who jailed Lula, and joined Bolsonaro's government - acknowledges the leftist's victory.",1586867499559227394,2022-10-30T23:47:49.000Z,en,['1586867499559227394'],16545084
