text,edit_history_tweet_ids,author_id,created_at,id,lang
"RT @tribelaw: This Fuentes dude is an antiSemitic freakazoid, and a dangerous one. That Trump promoted him by privately dining with him and…",['1596968323354619904'],779464550,2022-11-27T20:44:53.000Z,1596968323354619904,en
RT @ArleneRabenbau1: @RonFilipkowski I don't believe there are any Nazis in Ukraine but there seems to be plenty of them among the MAGA cro…,['1596965846496161793'],779464550,2022-11-27T20:35:02.000Z,1596965846496161793,en
RT @OccupyDemocrats: BREAKING: Humiliated MAGA loser candidate Kari Lake sues Arizona’s Maricopa County demanding that they address her cam…,['1596963993591025665'],779464550,2022-11-27T20:27:40.000Z,1596963993591025665,en
RT @OccupyDemocrats: BREAKING: Donald Trump is caught meeting with hardcore white supremacist and virulent antisemite Nick Fuentes at Mar-a…,['1596963846433800193'],779464550,2022-11-27T20:27:05.000Z,1596963846433800193,en
"RT @RBReich: Elon Musk paid a fortune for Twitter and is now destroying it.

Sam Bankman-Fried started FTX and made billions — then drove F…",['1596963818550149121'],779464550,2022-11-27T20:26:59.000Z,1596963818550149121,en
RT @OccupyDemocrats: BREAKING: Donald Trump absurdly claims that he didn’t know neo-Nazi white nationalist Nick Fuentes was joining him for…,['1596963300390363136'],779464550,2022-11-27T20:24:55.000Z,1596963300390363136,en
"RT @ProjectLincoln: Choose principles, integrity, and leadership.
Choose @ReverendWarnock.

https://t.co/YjrIqEBYAh",['1596963242667954176'],779464550,2022-11-27T20:24:41.000Z,1596963242667954176,en
RT @OccupyDemocrats: BREAKING: Billionaire Elon Musk announces that he will support MAGA psycho Ron DeSantis if he runs for president in 20…,['1596962961146290177'],779464550,2022-11-27T20:23:34.000Z,1596962961146290177,en
RT @OccupyDemocrats: BREAKING: The shooter who murdered six people at a Walmart on Tuesday bought the 9mm gun he used just hours  before th…,['1596962794775400449'],779464550,2022-11-27T20:22:55.000Z,1596962794775400449,en
RT @robreiner: Robert Mueller was prohibited from indicting Trump because he was a sitting President. Jack Smith is going after a private c…,['1596962576210227200'],779464550,2022-11-27T20:22:02.000Z,1596962576210227200,en
"RT @itsJeffTiedrich: hi kids! it's me, your favorite sexagenarian here to tell you that when I was a kid we taxed the shit out of the wealt…",['1596962536556883969'],779464550,2022-11-27T20:21:53.000Z,1596962536556883969,en
"RT @ProjectLincoln: Here’s to you, @gop.

https://t.co/EcnOwz78fN",['1596962436346613761'],779464550,2022-11-27T20:21:29.000Z,1596962436346613761,en
"RT @ProjectLincoln: The GOP belongs to Donald Trump now, so if you ever want sane people in control of our country, Republicans simply are…",['1596961920963137536'],779464550,2022-11-27T20:19:26.000Z,1596961920963137536,en
"RT @RBReich: The profits of ExxonMobil, Chevron, BP and Shell have skyrocketed by 169% so far this year to $125 billion.
 
While you were p…",['1596961865162113024'],779464550,2022-11-27T20:19:13.000Z,1596961865162113024,en
"RT @AmoneyResists: Herschel Walker committed tax fraud, paid at least three women to have four abortions despite claiming “it’s murder,” cl…",['1596575282366132225'],779464550,2022-11-26T18:43:04.000Z,1596575282366132225,en
RT @historyinmemes: How bridges were constructed over 100 years ago https://t.co/ZDN1VxIclr,['1596574518423670784'],779464550,2022-11-26T18:40:02.000Z,1596574518423670784,en
"RT @RWPUSA: This is insane.
Neo-Nazis, antisemites and Holocaust deniers are assembling at Mar a Lago.
The ⁦@GOP⁩ needs to  nominate anyone…",['1596574349116309504'],779464550,2022-11-26T18:39:22.000Z,1596574349116309504,en
"RT @ennui365: read twice, please
it really explains a lot... https://t.co/6Z2n2dWBbA",['1596574000813002752'],779464550,2022-11-26T18:37:59.000Z,1596574000813002752,en
"@tedlieu @joncoopertweets @GOPLeader Kevin, Read it to your hearts content.  You still won’t get it, you moron.",['1596573239056433152'],779464550,2022-11-26T18:34:57.000Z,1596573239056433152,en
"RT @ProjectLincoln: It’s happened before. It can happen again.

Good people must act against this normalization of hate to stop it. 

https…",['1596572027594297344'],779464550,2022-11-26T18:30:08.000Z,1596572027594297344,en
"RT @BettyBowers: A turkey like her fans: old, white, tasteless, no longer able to think, and empty inside. https://t.co/QkjUgqEoBX",['1596571852302069760'],779464550,2022-11-26T18:29:27.000Z,1596571852302069760,en
RT @Dcl_60: https://t.co/XSPkV80zng,['1596570575626903553'],779464550,2022-11-26T18:24:22.000Z,1596570575626903553,zxx
RT @BradMossEsq: Top headline for the rest of the day should be one thing: 2024 presidential candidate and former president Donald Trump ha…,['1596541724180250625'],779464550,2022-11-26T16:29:44.000Z,1596541724180250625,en
"RT @Fam4Fun: @NoLieWithBTC @CBS8 ""I'm a Mormon.
We're Mormon.
I'm a Conservative Republican.
We Don't Do Gay.""

We Just Do Meth.
We Just Do…",['1595831226513776640'],779464550,2022-11-24T17:26:28.000Z,1595831226513776640,en
"RT @OccupyDemocrats: BREAKING: CNN drops bombshell, reveals that Georgia Trumper Senate candidate Herschel Walker has been telling the IRS…",['1595830822942408706'],779464550,2022-11-24T17:24:51.000Z,1595830822942408706,en
RT @tribelaw: “Wealthy religious zealots paid big money to pray and socialize with and extract priceless personal favors from Supreme Court…,['1595830765849174017'],779464550,2022-11-24T17:24:38.000Z,1595830765849174017,en
"RT @MichelleObama: I hope everyone has a wonderful day filled with love, gratitude, and a whole lot of great food. From our family to yours…",['1595830624861954048'],779464550,2022-11-24T17:24:04.000Z,1595830624861954048,en
"RT @itsJeffTiedrich: ""thank god my mass murderer son isn't gay"" is peak Republican",['1595830493316087809'],779464550,2022-11-24T17:23:33.000Z,1595830493316087809,en
"RT @OccupyDemocrats: BREAKING: MAGA candidate Herschel Walker accidentally says ""this erection is about the people"" while on Fox News — iro…",['1595601914040709120'],779464550,2022-11-24T02:15:15.000Z,1595601914040709120,en
RT @joncoopertweets: Herschel Walker lives in Texas. Pass it on.,['1595600865707950081'],779464550,2022-11-24T02:11:05.000Z,1595600865707950081,en
@Trivia_Boss Jeff chandler,['1595588101207773185'],779464550,2022-11-24T01:20:22.000Z,1595588101207773185,en
RT @Dcl_60: https://t.co/8J4MpCVPRj,['1595563971272065024'],779464550,2022-11-23T23:44:29.000Z,1595563971272065024,zxx
@mattgaetz @RepJeffries Holy shit!  Down the sinkhole we would go!,['1595135771899748353'],779464550,2022-11-22T19:22:58.000Z,1595135771899748353,en
RT @itsJeffTiedrich: what kind of shithole country gives more rights to a gun than to trans people,['1595135579280527360'],779464550,2022-11-22T19:22:12.000Z,1595135579280527360,en
"RT @RepJeffries: We will continue to put people over politics.

And get big things done for everyday Americans.",['1595135369221001217'],779464550,2022-11-22T19:21:22.000Z,1595135369221001217,en
@RepAndyBiggsAZ You are an idiot.  What about doing something for your constituents.,['1595135194033684480'],779464550,2022-11-22T19:20:41.000Z,1595135194033684480,en
RT @iamjohnoliver: Here's our piece from last night about the Qatar World Cup...https://t.co/XivOPV3EEA,['1594839355654569984'],779464550,2022-11-21T23:45:07.000Z,1594839355654569984,en
SeaWorld Mistreated Dolphins Until They Attacked Each Other During a Show. https://t.co/BGpdqaTexE,['1594549226889175040'],779464550,2022-11-21T04:32:15.000Z,1594549226889175040,en
"@mattgaetz Three idiots: you, Marge, and the gun-loving moron from Colorado.  May you all implode together.",['1594044294138331137'],779464550,2022-11-19T19:05:50.000Z,1594044294138331137,en
"RT @washingtonpost: GOP operative found guilty of funneling Russian money to Donald Trump
https://t.co/wfjV53Gaio",['1594040489925230592'],779464550,2022-11-19T18:50:43.000Z,1594040489925230592,en
"RT @HappyMedium777: @AdamForColorado While it pains a lot of out here who were rooting for you, you are a real American for taking your los…",['1594039848360214528'],779464550,2022-11-19T18:48:10.000Z,1594039848360214528,en
@AdamForColorado Sad!,['1594039253561798656'],779464550,2022-11-19T18:45:48.000Z,1594039253561798656,und
"RT @AWeissmann_: I was described by Steve Bannon (and, sigh, many others) as a pit bull. Jack Smith makes me look like a golden retriever p…",['1594039149765349378'],779464550,2022-11-19T18:45:23.000Z,1594039149765349378,en
RT @DemocraticDaisy: @CalltoActivism @joncoopertweets No . . . NO !  America and the world were screwed !  This is all far too late.   Trum…,['1594038947529003008'],779464550,2022-11-19T18:44:35.000Z,1594038947529003008,en
"RT @RepJeffries: A simple question for Justice Clarence Thomas.

Why are you such a hater? https://t.co/hMLoWo1FSc",['1593707545763278848'],779464550,2022-11-18T20:47:43.000Z,1593707545763278848,en
RT @AdamParkhomenko: Hakeem Jeffries has 500K followers. Can you take a moment to retweet and follow him to help expand his reach online: @…,['1593707434866278401'],779464550,2022-11-18T20:47:16.000Z,1593707434866278401,en
"RT @tribelaw: If a special counsel was to be appointed, I can think of no-one better suited than Jack Smith. Vast experience prosecuting pu…",['1593706437535969280'],779464550,2022-11-18T20:43:18.000Z,1593706437535969280,en
RT @robreiner: Hoping Twitter is still around when Donald Trump gets Indicted. We’d have a place where we could all celebrate what has been…,['1593706141841694722'],779464550,2022-11-18T20:42:08.000Z,1593706141841694722,en
"RT @glennkirschner2: Talk about your irony: abject coward Mike Pence title his book, “So Help Me God,” the last line of the oath one takes…",['1593706026636673025'],779464550,2022-11-18T20:41:41.000Z,1593706026636673025,en
RT @OccupyDemocrats: BREAKING: Ivanka Trump whines that she’s “unhappy” that her “friends turned their back” on her and she hates “all the…,['1593705807077441536'],779464550,2022-11-18T20:40:48.000Z,1593705807077441536,en
