lang,edit_history_tweet_ids,text,author_id,id,created_at
in,['1597079198950379520'],@SubbaRaoTN @Reineguerrieree Bengaluru??,189554997,1597079198950379520,2022-11-28T04:05:27.000Z
en,['1597078404804710401'],@theskindoctor13 @ANI He is like a “ photo ki khitab’ ! His own diction 😉 even the translator fled the scene 😉😜,189554997,1597078404804710401,2022-11-28T04:02:18.000Z
en,['1597077617097601025'],@dwimidhaM It’s not just Ambani &amp; Adani … #Congress don’t weave false narratives,189554997,1597077617097601025,2022-11-28T03:59:10.000Z
fr,['1597077309743239170'],@girishalva Savage 🔥,189554997,1597077309743239170,2022-11-28T03:57:57.000Z
hi,['1597077102880509954'],@Pawankhera Agar Darr nahi hai toh Bail pe kyo jee raha hai ?! Bolo,189554997,1597077102880509954,2022-11-28T03:57:08.000Z
en,['1597074701964087297'],"@sbabones @Manasthiti Chris Cairns drives Truck , next door !! Despite the population being under 5 million , NZ couldn’t secure their heroes life ?? Or was it that match fixing monkey … !?",189554997,1597074701964087297,2022-11-28T03:47:35.000Z
en,['1597066857412169729'],"@unabashedinter1 @JayshreePT It’s nice , picnic sort!! Good timepass!! George Clooney hogs the limelight",189554997,1597066857412169729,2022-11-28T03:16:25.000Z
hi,['1597066145659785218'],@SpiritOfCongres Chaplusi… isse hi bolte hai ! Pidi Bolega toh bura maanoge! Kharge ji ride karega toh royal nahi lagega kya ?,189554997,1597066145659785218,2022-11-28T03:13:35.000Z
en,['1597065485832839170'],@JayshreePT @unabashedinter1 Gleaming smile😍,189554997,1597065485832839170,2022-11-28T03:10:58.000Z
en,['1597064949221638144'],"@JayshreePT @unabashedinter1 In Ticket to Paradise, when that Bali guy praises her n later compares her with his cute Horse ….😉😂",189554997,1597064949221638144,2022-11-28T03:08:50.000Z
en,['1597062192956051456'],@tungsten2020 @sarathi611 @vinodkapri @RichaChadha Hypocrisy exposed ! They bat for hijab one day and next day they bat for Urfi’s weird outfits! They finally confuse these TV channels… which one to put 😉😂,189554997,1597062192956051456,2022-11-28T02:57:53.000Z
en,['1597061602053804033'],"@Ambreenzaidi At the moment for them , Gaddar gang, China snatched our land sort of hoax narrative cud fetch them some extra votes is their daydreaming ?",189554997,1597061602053804033,2022-11-28T02:55:32.000Z
en,['1597057656887250946'],"@sunetrac @KarnHT Riding Two wheeler is risky across Indian roads , it can’t get rectified overnight!? Jail videos r nothing new , extension of Sasikala’s videos , why do u get so touchy with them",189554997,1597057656887250946,2022-11-28T02:39:51.000Z
en,['1597056934422925312'],"@LavanyaBallal How does it feel , 8 years of power hunger ?? 😉",189554997,1597056934422925312,2022-11-28T02:36:59.000Z
en,['1597056339741933569'],"@JayshreePT @SeharShinwari She was supposed to quit Twitter instead her tweets have gone too insane after that !! That’s inborn trait of these ppl probably, liars 😉😊",189554997,1597056339741933569,2022-11-28T02:34:37.000Z
en,['1596961526581456896'],@KartikeyaTanna @zoo_bear @IndiaToday He deserves Nobel 😉,189554997,1596961526581456896,2022-11-27T20:17:52.000Z
nl,['1596925977489121280'],"@ArunKrishnan_ Milan Borjan , is busier than Zelenskyy tonight 😉😊",189554997,1596925977489121280,2022-11-27T17:56:37.000Z
und,['1596925495731720192'],@ArunKrishnan_ 4-1 😂😂😂,189554997,1596925495731720192,2022-11-27T17:54:42.000Z
en,['1596925361433956353'],"@ArunKrishnan_ 2 goals under 4 min , difficult ask ! Akshay kumar must be sad n Chadha madam Happy 😉😊",189554997,1596925361433956353,2022-11-27T17:54:10.000Z
en,['1596919539039555584'],@ArunKrishnan_ 3-1 now !! Awesome Croats,189554997,1596919539039555584,2022-11-27T17:31:02.000Z
en,['1596916094559612929'],@ArunKrishnan_ @BoredMallu Yes yes ! Urfi exposed herself more in this revelation?? That she entertains guys of her uncle’s age !?,189554997,1596916094559612929,2022-11-27T17:17:20.000Z
en,['1596906237664559104'],@vinodkapri @RichaChadha Ask her to withdraw the apology! Hai dum,189554997,1596906237664559104,2022-11-27T16:38:10.000Z
en,['1596905976170680321'],"@bhattvivekkumar @WellSaidGuru He seems … confused person !! His questions to Anupam Kher n Rishab Shetty were so vague n weird ! No control over the language or subject, I felt",189554997,1596905976170680321,2022-11-27T16:37:08.000Z
en,['1596905423277203456'],@prakashraaj Villains are reptilians ??,189554997,1596905423277203456,2022-11-27T16:34:56.000Z
fr,['1596904349203976192'],@ShivAroor Savage 🔥🔥🔥,189554997,1596904349203976192,2022-11-27T16:30:40.000Z
pl,['1596903255375650817'],"@KTRTRS @narendramodi Zero GST , Freebies !! Lanka 2.O",189554997,1596903255375650817,2022-11-27T16:26:19.000Z
en,['1596901966864531457'],@wildontheright Theory of relativity! Canadians look charged up !! Just like Akshay kumar … Chadha fans might feel good with this analogy 😉,189554997,1596901966864531457,2022-11-27T16:21:12.000Z
en,['1596901145053605888'],"@bhatnaturally @sewage_angel Rioters wud get proper treatment, just like HM told … Sabakh sikhaya ! Yogi ji number one in that aspect !! It’s the need of the hour",189554997,1596901145053605888,2022-11-27T16:17:56.000Z
en,['1596889100317229061'],@sbabones @surajitdasgupta @tavleen_singh Initially you told the same about Sardesai!! 😉,189554997,1596889100317229061,2022-11-27T15:30:04.000Z
en,['1596888839649628161'],"If Rahul canvases for Congress , @BJP4India wud get benefited! This sarcasm of the opposition @INCIndia have taken it a tad seriously?? Totally detached from HP &amp; Gujarat ! Maan lo , he’s not a PM material! Pls change 😉 @MumukshuSavitri @rupamurthy1 @ragiing_bull",189554997,1596888839649628161,2022-11-27T15:29:02.000Z
en,['1596887514459287553'],@AishwaryakiRai @Priyank92524644 Yes ! That eradicated ‘ change’ problem !,189554997,1596887514459287553,2022-11-27T15:23:46.000Z
en,['1596886779743043588'],@SaritaPunja @kaminirupani @lopamud12241057 C stands for something else in CA .. when it’s Aam,189554997,1596886779743043588,2022-11-27T15:20:51.000Z
hi,['1596886473667928064'],@ShivAroor @UrbanShrink Urban skunk nikla yeh toh … Chaddi ko bachate bachate 😂,189554997,1596886473667928064,2022-11-27T15:19:38.000Z
en,['1596885772095094787'],"@HappymonJacob Because the well studied ones are partial or biased ? That trend was on during Newspaper era , SM is different 😊",189554997,1596885772095094787,2022-11-27T15:16:51.000Z
en,['1596884816720711680'],"@tehseenp Why the euphoria then when some sold survey guys say that … India’s Hunger , Happiness index slipped further !! GDP gets low because of Lockdowns ?",189554997,1596884816720711680,2022-11-27T15:13:03.000Z
in,['1596884031429570561'],@ShivAroor Bali says Hi 😉😜,189554997,1596884031429570561,2022-11-27T15:09:56.000Z
hi,['1596883113400934401'],@Real__hindutva Nehru wala bhi chahiye ! Phir woh Pakistan mei bhi chalega 😉,189554997,1596883113400934401,2022-11-27T15:06:17.000Z
hi,['1596803954347999233'],@SubbaRaoTN @SeharShinwari Defaming Pakistan!! Kuch izzat bachi huyi hai kya 😉,189554997,1596803954347999233,2022-11-27T09:51:44.000Z
en,['1596761697833742336'],"@KiranKS Garibi Hatawo slogan is just alluring! Free power free water is Freebies , crazy stuff! Agniveers / pleading the tourists to spend some money on the local stuffs n thereby helping the locals … is empowering?",189554997,1596761697833742336,2022-11-27T07:03:49.000Z
en,['1596759584416202752'],"@KTRTRS @ZC_LBNagar Who damaged this , that can’t go ignored?",189554997,1596759584416202752,2022-11-27T06:55:25.000Z
en,['1596759382251143168'],@minicnair Yes Hindus rejected Congress n Thackerays the day you guys suppressed Palghar Sadhu’s …. So these gimmicks won’t work,189554997,1596759382251143168,2022-11-27T06:54:37.000Z
en,['1596758677494824960'],"@ysathishreddy @smritiirani @KTRTRS @zoo_bear @prakashraaj @aartic02 @LambaAlka @Radhika_Khera @sharmasupriya @maji_mahua @TRBRajaa @rajakumaari SFU ! Your Vilayati university studied Rahul Gandhi , can he face Smriti in any debate , subject is of RaGa’s choice ! Baat karta hai Qualification ki , behudi harkat Roz dekhne ke baad !! We feel humiliated…afterall he’s India’s PM aspirant , ask him to be sane 😊 Dil pe mat le",189554997,1596758677494824960,2022-11-27T06:51:49.000Z
en,['1596747640154521603'],@AshwiniMS_TNIE @shetty_rishab It’s a movie .. not wine ! Go &amp; watch before it goes off from the best screens 😊,189554997,1596747640154521603,2022-11-27T06:07:58.000Z
en,['1596746658749960192'],"@ARanganathan72 This backlash is because of two reasons! One, sarcasm went awry! Second, you keep flipping 😜😂",189554997,1596746658749960192,2022-11-27T06:04:04.000Z
en,['1596745759742783488'],"@SaritaPunja @ShefVaidya @RahulGandhi Three guys were pushing , but he was sustaining!! They were pushing judiciously so that the guy doesn’t lose his knee n ankle joint ! RaGa was in fool’s paradise! Congress’s crazy Archimedies 🤮",189554997,1596745759742783488,2022-11-27T06:00:29.000Z
en,['1596744773817159681'],@ShefVaidya @RahulGandhi Majboori ! That’s how Pidi word came into existence 😂,189554997,1596744773817159681,2022-11-27T05:56:34.000Z
hi,['1596744490680999937'],"@ActivistSandeep Aarti utaar ne se pehle Rahul shud talk on behalf of Palghar Sadhus , yeh hypocrisy nahi chalega ! Hindu votebank utni aasani se nahi milega , pade likhe hai , ganwar thodi hai 😜😉",189554997,1596744490680999937,2022-11-27T05:55:27.000Z
en,['1596743417383759872'],@ragiing_bull Sanjay Jha has that striking semblance 😂,189554997,1596743417383759872,2022-11-27T05:51:11.000Z
et,['1596743247413403648'],"@ActivistSandeep Use such phrases ! Instead of Bullet Raja …😉. kunDi mat khaDkao raja
seedha andar aao raja
phool bichha perfume laga ke
mood banao taaja taaja",189554997,1596743247413403648,2022-11-27T05:50:30.000Z
en,['1596742726900338688'],"@ragiing_bull Roadies show lagta yeh 😉😂 where r those two Taklu brothers , Judges 😉",189554997,1596742726900338688,2022-11-27T05:48:26.000Z
en,['1596742246837035008'],@_pallavighosh @RahulGandhi Blind Hindus have been voting for Congress !! Enlightened Hindus wud never vote for a party that endorses tweets such as ‘ Galwan says Hi ‘,189554997,1596742246837035008,2022-11-27T05:46:32.000Z
en,['1596741726307176449'],"@AstuteNyaksha @DeekshaNRaut Yeh bhi ek tareeka buss Richa Chadha ki naive tweet ko samartan karne ki !? Nothing beyond that ! Sheepish , herd of them !!",189554997,1596741726307176449,2022-11-27T05:44:28.000Z
en,['1596740547321901056'],"@MahuaMoitra When MF Hussain was worshiping nudity , it was all wah wah ! Hypocrites",189554997,1596740547321901056,2022-11-27T05:39:47.000Z
en,['1596738255818412032'],@_pallavighosh @captgrc @RahulGandhi U ignored the salutation of BJP’s propagandist!! That was more derogatory,189554997,1596738255818412032,2022-11-27T05:30:40.000Z
en,['1596737928167706626'],@ajay43 Rioters ? Who else,189554997,1596737928167706626,2022-11-27T05:29:22.000Z
ht,['1596736386371317761'],"@smitabarooah ॐ, isse Darr ne walen ab congress ko vote dega kya ?? Isse bolte hai ‘ checkmate’ 😂😂😂",189554997,1596736386371317761,2022-11-27T05:23:15.000Z
en,['1596735382884093952'],@ndtvfeed Good move !!INR will improve against £ 😉😜,189554997,1596735382884093952,2022-11-27T05:19:15.000Z
en,['1596734984802697216'],@MahuaMoitra Is TMC participating? Go go go Goa … lesson learnt 😉,189554997,1596734984802697216,2022-11-27T05:17:40.000Z
en,['1596734816346861568'],"@GauravPandhi Enticing him to come back to Amethi , warna you know very well … during his walkathon, how many congressis have jumped to BJP !! @amitmalviya just criticising the hypocrisy, appeasement of terrorists n pooja paat saat saat nahi chalega! Clear message😂",189554997,1596734816346861568,2022-11-27T05:17:00.000Z
en,['1596733842169004033'],"@RubikaLiyaquat @IndiGo6E Aviation n Hospitality industries have doubled or tripled the price n swindling the people post corona, precisely in the last 3-4 months ! In unison they have jacked up the prices ! No anti trust laws ? @HardeepSPuri",189554997,1596733842169004033,2022-11-27T05:13:08.000Z
en,['1596733147952971776'],@sunilalagh Match between England vs USA … right time didn’t arrive at all !! Goalless draw,189554997,1596733147952971776,2022-11-27T05:10:22.000Z
