text,id,created_at,lang,edit_history_tweet_ids,author_id
@MaMo_ @AfricaFactsZone I just want you to realize that the money they waste on oil theft and corruption could do too much in infrastructure development,1596968335727808512,2022-11-27T20:44:56.000Z,en,['1596968335727808512'],277997449
@AfricaFactsZone @MaMo_ Thika super highway cost 300m usd. How many such super highways could have been built with this money?,1596961963992829952,2022-11-27T20:19:36.000Z,en,['1596961963992829952'],277997449
"@GPEditor @PaulKagame If he does such a thing, his private jet should never fly out of nakuru.",1596698935686533122,2022-11-27T02:54:26.000Z,en,['1596698935686533122'],277997449
@chokobear1 Tell them it's not about ethnicity but about values.  I know it will be difficult for them to understand this.,1596680040531472385,2022-11-27T01:39:21.000Z,en,['1596680040531472385'],277997449
@Samwyri The hills and the greenery. No wonder Nakuru mayor wants it for himself.,1596668251257257985,2022-11-27T00:52:30.000Z,en,['1596668251257257985'],277997449
@SGahamanyi @paul_rukesha @sos_rwanda current state of things.,1596665855492120576,2022-11-27T00:42:59.000Z,en,['1596665855492120576'],277997449
"@SGahamanyi @paul_rukesha @sos_rwanda An apartheid beneficiary cannot see the sense of what you are saying even when the evidence is out there for everyone to see, because by doing so, it would require him to give up his privileges. You can only tell him just to let him know that not everyone is happy with with the..",1596665778971238403,2022-11-27T00:42:40.000Z,en,['1596665778971238403'],277997449
"@Magloir_XV @GhostofOkello So, your point is one of the issues facing football in Africa but it is not the main one.",1596616896241016832,2022-11-26T21:28:26.000Z,en,['1596616896241016832'],277997449
"@Magloir_XV @GhostofOkello to the national level. We need to build football academies in every region, coaches and trainers hired who are paid by the government, and football infrastructure built. This can only happen in an environment devoid of corruption. I don't know what Kenya ministry of sports does",1596616447060369408,2022-11-26T21:26:39.000Z,en,['1596616447060369408'],277997449
"@Magloir_XV @GhostofOkello In some instances, the coaches are corrupt and accept money and donations from some players. That is because most of the players are at best mediocre. We don't have really outstanding players like Mbappe because of the lack of a clear footballing system running from wards.....",1596615927335833602,2022-11-26T21:24:35.000Z,en,['1596615927335833602'],277997449
@_kheff @Jasiri_BFM @MaMo_ @OlindPaul @AlexMounde The predictions in this article mirror what is happening today in Nakuru.,1596596016911826944,2022-11-26T20:05:28.000Z,en,['1596596016911826944'],277997449
@_kheff @Jasiri_BFM @MaMo_ @OlindPaul @AlexMounde Okay. lemme do a quick read.,1596587094066880512,2022-11-26T19:30:01.000Z,en,['1596587094066880512'],277997449
"@_kheff @MaMo_ @AlexMounde @everruler14029 This is why we keep on advising them to change their ways, and they think we don't have good intentions for them whereas in the actual sense we are saving them from themselves. We can see some danger ahead that needs to be averted.",1596584506433372160,2022-11-26T19:19:44.000Z,en,['1596584506433372160'],277997449
