text,id,created_at,lang,edit_history_tweet_ids,author_id
They’re coming home 😹😹😹,1596962014366027777,2022-11-27T20:19:49.000Z,en,['1596962014366027777'],707265303512784897
Didn’t this guy play rashford on the RW? And doesn’t he play maguire instead of him being on the bench? https://t.co/Z2KbzHtzbN,1596290081098194946,2022-11-25T23:49:47.000Z,en,['1596290081098194946'],707265303512784897
WHAT A GOAL,1595877651583238144,2022-11-24T20:30:56.000Z,en,['1595877651583238144'],707265303512784897
SAMBA BOYS!,1595874926904360962,2022-11-24T20:20:07.000Z,tl,['1595874926904360962'],707265303512784897
What a shot,1595874262610767872,2022-11-24T20:17:28.000Z,en,['1595874262610767872'],707265303512784897
Raphina be shit,1595872458678075394,2022-11-24T20:10:18.000Z,en,['1595872458678075394'],707265303512784897
DAYLIGHT ROBBERY https://t.co/QZjWowtdjK,1595842898574155778,2022-11-24T18:12:51.000Z,en,['1595842898574155778'],707265303512784897
Where’s the goalkeeper going 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,1595833656421093376,2022-11-24T17:36:07.000Z,en,['1595833656421093376'],707265303512784897
Baba is so useless,1595833429978976256,2022-11-24T17:35:13.000Z,en,['1595833429978976256'],707265303512784897
KUDUS for man of the match,1595833081621102593,2022-11-24T17:33:50.000Z,en,['1595833081621102593'],707265303512784897
KUDUS🔥🔥🔥🔥🔥,1595832755878825988,2022-11-24T17:32:32.000Z,et,['1595832755878825988'],707265303512784897
GOAAAAAAL🇬🇭🇬🇭🇬🇭,1595832384598974465,2022-11-24T17:31:04.000Z,en,['1595832384598974465'],707265303512784897
Another pussy https://t.co/cYgAtnzST6,1595831022326890496,2022-11-24T17:25:39.000Z,en,['1595831022326890496'],707265303512784897
No VAR check?,1595829949067321344,2022-11-24T17:21:23.000Z,es,['1595829949067321344'],707265303512784897
PUSSY REF,1595829684465434627,2022-11-24T17:20:20.000Z,en,['1595829684465434627'],707265303512784897
That’s a red,1595828442565677056,2022-11-24T17:15:24.000Z,en,['1595828442565677056'],707265303512784897
Nice from kudus,1595827874086457345,2022-11-24T17:13:08.000Z,en,['1595827874086457345'],707265303512784897
GET AYEW OFF THE PITCH!,1595827511358853120,2022-11-24T17:11:42.000Z,en,['1595827511358853120'],707265303512784897
@Gyanksss18 Hmmm😹😹😹,1595823968015077378,2022-11-24T16:57:37.000Z,und,['1595823968015077378'],707265303512784897
Wanna own player no believe say it be corner 😹😹😹,1595818850456567811,2022-11-24T16:37:17.000Z,en,['1595818850456567811'],707265303512784897
😹😹😹 https://t.co/PPzyoXYivb,1595678604628819969,2022-11-24T07:20:00.000Z,art,['1595678604628819969'],707265303512784897
This is why you lost https://t.co/eUuqxaQh9y,1595525490944663569,2022-11-23T21:11:35.000Z,en,['1595525490944663569'],707265303512784897
ANTONY DAVIS IS A MONSTER!,1595316377803493376,2022-11-23T07:20:38.000Z,en,['1595316377803493376'],707265303512784897
GLAZERS ARE FINALLY LEAVING 😩🔥❤️❤️❤️❤️❤️,1595169811671224345,2022-11-22T21:38:14.000Z,en,['1595169811671224345'],707265303512784897
Just PR stuff . They sacked him https://t.co/n0WGStoPh0,1595111698964570113,2022-11-22T17:47:19.000Z,en,['1595111698964570113'],707265303512784897
Finally https://t.co/u7GBKYHnQr,1595110035084173313,2022-11-22T17:40:42.000Z,en,['1595110035084173313'],707265303512784897
My oh my 😹,1595013719502868480,2022-11-22T11:17:59.000Z,en,['1595013719502868480'],707265303512784897
MENDY IS SHIT,1594748996307795997,2022-11-21T17:46:04.000Z,en,['1594748996307795997'],707265303512784897
😹😹😹😹😹😹😹 https://t.co/IkbIbEKXzx,1594644696147566593,2022-11-21T10:51:37.000Z,art,['1594644696147566593'],707265303512784897
@gracey_ogb Sorry ma’am,1594430966562521089,2022-11-20T20:42:20.000Z,pt,['1594430966562521089'],707265303512784897
@gracey_ogb 😹😹😹😹,1594430614983294976,2022-11-20T20:40:56.000Z,und,['1594430614983294976'],707265303512784897
"2006
2010
2014
2018
2022 https://t.co/9zqs4bh9WQ",1594411274808741888,2022-11-20T19:24:05.000Z,und,['1594411274808741888'],707265303512784897
Qatar just came for vibes,1594369593442766849,2022-11-20T16:38:27.000Z,en,['1594369593442766849'],707265303512784897
@__Achiaa Yeah cos  I’m too good to be a body count,1594250290894721024,2022-11-20T08:44:23.000Z,en,['1594250290894721024'],707265303512784897
@__Achiaa Coming x,1594250157620883457,2022-11-20T08:43:51.000Z,en,['1594250157620883457'],707265303512784897
Yep https://t.co/oSsQx8a1HO,1593900690350477312,2022-11-19T09:35:12.000Z,qst,['1593900690350477312'],707265303512784897
Bro. Wtf is this? Don’t you’ve proper camera men there ? https://t.co/rMgqbSim77,1593720524223393793,2022-11-18T21:39:17.000Z,en,['1593720524223393793'],707265303512784897
"Fuck off
Your ass licking be too much https://t.co/Oxt2E5aFsP",1593530014363951109,2022-11-18T09:02:16.000Z,en,['1593530014363951109'],707265303512784897
@kutu_mame 👀,1593523641886687232,2022-11-18T08:36:57.000Z,und,['1593523641886687232'],707265303512784897
Need the hospital name 🌚 https://t.co/xPXCtE5d9G,1593332834751729670,2022-11-17T19:58:45.000Z,en,['1593332834751729670'],707265303512784897
