lang,id,text,created_at,author_id,edit_history_tweet_ids
en,1597045261272219648,"@stiletoprincess I kinda laughingly thought over the years it was a way for weasels in congress to meet famous ppl.

""wanna meet Cher guys? lest call her in to testify on women's rights""

""Guy's let's call in Kim Kardashian to testify about gun violence &amp; we can all take selfies with her""

🤣🤣",2022-11-28T01:50:36.000Z,1583116574948466688,['1597045261272219648']
en,1597043875885252609,RT @ChristyEB8: I just got out of Twitmo.  I need a shower. I still have that sour milk liberal tears smell on me. What did I miss?,2022-11-28T01:45:06.000Z,1583116574948466688,['1597043875885252609']
tl,1597043576139321344,@RepSwalwell @GOPLeader Bang Bang Fang Fang,2022-11-28T01:43:54.000Z,1583116574948466688,['1597043576139321344']
ht,1597043411088859141,RT @Nobunny333: Lmaoooooooooooo https://t.co/J8JcpMokpb,2022-11-28T01:43:15.000Z,1583116574948466688,['1597043411088859141']
en,1597043364108853248,RT @elonmusk: Twitter experienced slight degradation of service today from an old 3rd party tool used to block accounts that had no rate li…,2022-11-28T01:43:04.000Z,1583116574948466688,['1597043364108853248']
en,1597043309616451585,RT @DawnMar02156076: @ErichHa69015939 @AmyLynnStL My sister works at a Hobby Lobby and she's a huge supporter of a local pregnancy center w…,2022-11-28T01:42:51.000Z,1583116574948466688,['1597043309616451585']
art,1597043126119862274,RT @RobertBradleyJ2: 🤣🤣🤣🤣💯💯💯💯💯💯,2022-11-28T01:42:07.000Z,1583116574948466688,['1597043126119862274']
en,1597043045110718465,RT @tylerbowyer: Reminder— we warned about all of the @maricopacounty issues for months. Their response? They mocked voters with videos wit…,2022-11-28T01:41:48.000Z,1583116574948466688,['1597043045110718465']
und,1597042954375680000,@MAGA2ARIGHTS @ATX_PATRIOT @dogspink3 @45LVNancy @MaldonDonmal @SusanGPatriot @Yay_UR_Here @Hidehunt45 @AppSame @Notmyfault99 @IngloriousBhere @skb_sara @realouMAGAgirl 😂😂😂😂😂🤣🤣🤣🤣🤣,2022-11-28T01:41:26.000Z,1583116574948466688,['1597042954375680000']
en,1597042918962839552,RT @MAGA2ARIGHTS: @dogspink3 @ATX_PATRIOT @45LVNancy @MaldonDonmal @SusanGPatriot @Yay_UR_Here @Hidehunt45 @AppSame @Notmyfault99 @Inglorio…,2022-11-28T01:41:18.000Z,1583116574948466688,['1597042918962839552']
en,1597042878915960832,RT @kimmagagal2: Too funny🤣😳😂😷 https://t.co/mfMVRvNXIr,2022-11-28T01:41:08.000Z,1583116574948466688,['1597042878915960832']
qme,1597042523071188993,RT @rebelpuss: @ZekeGary2 https://t.co/FfPE7BolcA,2022-11-28T01:39:43.000Z,1583116574948466688,['1597042523071188993']
en,1597041669701976064,"RT @Ishaandlife: I am a Proud (President) Trumplican....that's all!

Some things never change😉 https://t.co/KtmuQeyyxH",2022-11-28T01:36:20.000Z,1583116574948466688,['1597041669701976064']
en,1597041487732015104,@PonySoldier66 @haveaconcern Go Hershel &amp; Scott 👍,2022-11-28T01:35:36.000Z,1583116574948466688,['1597041487732015104']
en,1597040980704002048,"@Mamacita4life I have not watched any kind of news show in 20+ years.
it's all bobblehead BS",2022-11-28T01:33:36.000Z,1583116574948466688,['1597040980704002048']
en,1597040787677532161,"RT @Mamacita4life: if people just turn off the news, their world would be so much more peaceful.",2022-11-28T01:32:50.000Z,1583116574948466688,['1597040787677532161']
und,1597040704043114497,@MZamoraNelson1 😋😋😋,2022-11-28T01:32:30.000Z,1583116574948466688,['1597040704043114497']
en,1597040572513980418,"@Kristyann39 🙋‍♂️🙋‍♂️🙋‍♂️
it was a test of how much resistance they'd get to their control attempts",2022-11-28T01:31:58.000Z,1583116574948466688,['1597040572513980418']
en,1597040363805769729,RT @Kristyann39: Who thinks the lockdown had nothing to do with health outcomes?🙋‍♀️,2022-11-28T01:31:08.000Z,1583116574948466688,['1597040363805769729']
en,1597039776892588032,"@Dane__Garcia @RepSwalwell @GOPLeader Bang Bang Fang Fang already went back to China
I'm sure he's crying already",2022-11-28T01:28:49.000Z,1583116574948466688,['1597039776892588032']
ht,1597039552236953600,"@American555Girl @MrsHoldMyTitos lol
lol",2022-11-28T01:27:55.000Z,1583116574948466688,['1597039552236953600']
en,1597039374247825409,"@hrkbenowen he'll be running as the incumbent
Joe will not be president in 2024, Newsom will be",2022-11-28T01:27:13.000Z,1583116574948466688,['1597039374247825409']
en,1597039160413417472,RT @carsonkrow: And here you are on HIS platform complaining about his skill set when he’s a billionaire who builds rocket ships for God’s…,2022-11-28T01:26:22.000Z,1583116574948466688,['1597039160413417472']
en,1597039098799489026,"@Shaykay1717 I hear that.
can we just cancel Monday?
please",2022-11-28T01:26:07.000Z,1583116574948466688,['1597039098799489026']
und,1597038917470998528,@jtothet 🤦‍♂️😆😆😆,2022-11-28T01:25:24.000Z,1583116574948466688,['1597038917470998528']
en,1597038858662998017,RT @PamelaHensley22: Should Jill Biden be charged with elder abuse?,2022-11-28T01:25:10.000Z,1583116574948466688,['1597038858662998017']
en,1597038832708628482,"@PamelaHensley22 YES
I've been saying that for 2 years",2022-11-28T01:25:03.000Z,1583116574948466688,['1597038832708628482']
en,1597038746985107457,@esoryelsnya @jasonesteves @ReverendWarnock more than likely😡,2022-11-28T01:24:43.000Z,1583116574948466688,['1597038746985107457']
en,1597038674956677120,RT @esoryelsnya: @jasonesteves @ReverendWarnock Did they vote too?,2022-11-28T01:24:26.000Z,1583116574948466688,['1597038674956677120']
en,1597038533839310849,"@INFJLOVE who?
lol",2022-11-28T01:23:52.000Z,1583116574948466688,['1597038533839310849']
en,1597038453988167680,@SparkyBru it's a good wish! 😊,2022-11-28T01:23:33.000Z,1583116574948466688,['1597038453988167680']
en,1597038393736990720,RT @SparkyBru: My Christmas Wish is that Righteousness will Reign and this Corrupt Evil Administration be exposed and abolished,2022-11-28T01:23:19.000Z,1583116574948466688,['1597038393736990720']
en,1597038333506752512,"RT @TheKalabash: Top 3 Christmas movies. I'll start:
1. Elf
2. A Christmas Story
3. Home Alone 2",2022-11-28T01:23:04.000Z,1583116574948466688,['1597038333506752512']
en,1597038312023535617,"@TheKalabash It's a Wonderful Life
Miracle on 34th Street
Die Hard (just to stir the pot, lol)",2022-11-28T01:22:59.000Z,1583116574948466688,['1597038312023535617']
en,1597037604884529153,RT @nyetengale: This Person Supports President Trump! So Do These People. 👍🏻🇺🇸🇺🇸👍🏻 https://t.co/Rx1USk6eri,2022-11-28T01:20:11.000Z,1583116574948466688,['1597037604884529153']
en,1597037582860554240,"@nyetengale yep, absolutely",2022-11-28T01:20:05.000Z,1583116574948466688,['1597037582860554240']
en,1597037491420549120,"@voluntee01 many, many times",2022-11-28T01:19:44.000Z,1583116574948466688,['1597037491420549120']
en,1597037451419463682,"RT @voluntee01: I have, have you?? https://t.co/gEuZjbM2QD",2022-11-28T01:19:34.000Z,1583116574948466688,['1597037451419463682']
en,1597037408633393152,"@stiletoprincess the one that really gets me is when entertainers who are anything but an expert on anything testify to congress or get a White House meeting.
WTF is that all about?",2022-11-28T01:19:24.000Z,1583116574948466688,['1597037408633393152']
en,1597036914673975297,"RT @stiletoprincess: Remember when the ""Hollywood stars"" were just that? Movie stars... entertaining people...
Now that they're rich and fa…",2022-11-28T01:17:26.000Z,1583116574948466688,['1597036914673975297']
en,1597036854427418624,RT @nanobiomedib: Were liberals always this crazy or did TDS drive them into extreme wokeism and lunacy? 🤔 It is unbelievable how crazy and…,2022-11-28T01:17:12.000Z,1583116574948466688,['1597036854427418624']
en,1597036669538291712,RT @elonmusk: @RyanZohoury @BillyM2k That’s literally how I found out!,2022-11-28T01:16:28.000Z,1583116574948466688,['1597036669538291712']
