id,author_id,lang,text,edit_history_tweet_ids,created_at
1597031095224406018,1271223433553207296,en,RT @SonjaEnde: https://t.co/LN5B98ogl5 Still applies today in the current situation. The West is still thinking it's a colonial power. Refu…,['1597031095224406018'],2022-11-28T00:54:19.000Z
1597029376528633856,1271223433553207296,en,RT @Kh9syl: Symbolic But Significant: Why the Decision to Investigate Abu Akleh’s Murder is Unprecedented - https://t.co/XoMcIH2uW5 https:/…,['1597029376528633856'],2022-11-28T00:47:29.000Z
1597029324049113089,1271223433553207296,en,"RT @TheCradleMedia: The role of UK intelligence services in the abduction, murder of James Foley

An investigation by @WVanwagenen into Bri…",['1597029324049113089'],2022-11-28T00:47:16.000Z
1597028849359130630,1271223433553207296,en,RT @LKTranslator: BREAKING: Michelle Mone to go on Celebrity Big Brother instead of standing trial for fraud x,['1597028849359130630'],2022-11-28T00:45:23.000Z
1597028665053032449,1271223433553207296,en,"RT @celticjulie: Witness intimidation?
Will you be meeting @NoelMcgree this week Minister, to address the life-destroying impacts that your…",['1597028665053032449'],2022-11-28T00:44:39.000Z
1597028564905644032,1271223433553207296,en,"RT @woodgnomology: ""I don't have a bottomless pit of taxpayers money to throw at this problem."" — Mark Harper

But he does have £30m to giv…",['1597028564905644032'],2022-11-28T00:44:15.000Z
1597028145596887041,1271223433553207296,en,"RT @JacintaHamley: Great proposal by Irish citizens assembly to protect biodiversity and nature in Constitution through #RightsOfNature 

F…",['1597028145596887041'],2022-11-28T00:42:35.000Z
1597028094397001728,1271223433553207296,en,"RT @Irishwildlife: ""State has ‘comprehensively failed’ to tackle the biodiversity crisis and radical overhaul needed to manage environmenta…",['1597028094397001728'],2022-11-28T00:42:23.000Z
1597028064017645568,1271223433553207296,en,"RT @AfterTheSands: Tobacco lobbyists not welcome at health conferences, arms dealers are not welcome at peace conventions. Why were Oil lob…",['1597028064017645568'],2022-11-28T00:42:16.000Z
1597028014470332416,1271223433553207296,en,RT @kennardmatt: The British-American Project (BAP) was set up in 1980s with US embassy funding amid CIA concern about ‘anti-American’ drif…,['1597028014470332416'],2022-11-28T00:42:04.000Z
1597027937680646144,1271223433553207296,en,"RT @EmergencyBod: Remember that time Matt Hancock gave his mate, a pub landlord with no previous experience making medical supplies, a £30…",['1597027937680646144'],2022-11-28T00:41:46.000Z
1597027806810370048,1271223433553207296,en,"RT @SUladh: @deirbhilesdaddy @molloy1916 It's an existential issue now, it's really hitting home to the beeb and freestate media.",['1597027806810370048'],2022-11-28T00:41:15.000Z
1597027734496374784,1271223433553207296,en,RT @deirbhilesdaddy: @molloy1916 It's now a 32 County wide campaign by the client journalists who all have vested interests to try and stop…,['1597027734496374784'],2022-11-28T00:40:57.000Z
1597027402945032193,1271223433553207296,en,"RT @Public_Citizen: $1.6 trillion to permanently expand the child tax credit: “we can’t afford it”

$1.9 trillion in tax cuts for the rich:…",['1597027402945032193'],2022-11-28T00:39:38.000Z
1597027352474980352,1271223433553207296,en,"RT @bunkybun: Ukraine-Russia live: As snow falls, Kyiv works on restoring power https://t.co/4sKPxqtbMc More war! Weapons! Profits! Nancy,…",['1597027352474980352'],2022-11-28T00:39:26.000Z
1597027282841128962,1271223433553207296,en,"RT @TheCradleMedia: Israel’s extremist Ben Gvir plans to storm Al-Aqsa Mosque
https://t.co/CbbLaCSGOo",['1597027282841128962'],2022-11-28T00:39:10.000Z
1597027257385504768,1271223433553207296,en,"RT @BernieSanders: The corporate greed never ends. Last year, the rail industry made a record-breaking $20 billion in profits after cutting…",['1597027257385504768'],2022-11-28T00:39:04.000Z
1597027125026246656,1271223433553207296,en,"FIFA should ask for an investigation into the murders of Palestinian Journalists.
The latest being Shireen.
Israel is an Apartheid State.
It's security forces are child murderers and the West condones this every day https://t.co/9Tznig5C9T",['1597027125026246656'],2022-11-28T00:38:32.000Z
1597026111976017921,1271223433553207296,en,RT @elmforkJBGC: This is what genocide rhetoric looks like. This is what Christian Fascism in America looks like. We have only one choice.…,['1597026111976017921'],2022-11-28T00:34:31.000Z
1597025845650272258,1271223433553207296,zxx,RT @EZUKFP: https://t.co/RrKpiGXATE,['1597025845650272258'],2022-11-28T00:33:27.000Z
1597025822195400704,1271223433553207296,qam,@HHumphreysFG https://t.co/8P6CFjXPJ1,['1597025822195400704'],2022-11-28T00:33:21.000Z
1597025536026763264,1271223433553207296,en,"RT @DrEoin: Hmmmm, when you are having to react like this to a news article on a Sunday...
Hmmmm...",['1597025536026763264'],2022-11-28T00:32:13.000Z
1597025505785843712,1271223433553207296,en,RT @ashoswai: A Professor in a class room in India calling a Muslim student ‘terrorist’ - This is what it has been to be a minority in Indi…,['1597025505785843712'],2022-11-28T00:32:06.000Z
1597025471287685120,1271223433553207296,en,RT @MattMcGranaghan: Imagine your first response to this is clarify an issue that wasn’t raised in the article rather than express any remo…,['1597025471287685120'],2022-11-28T00:31:58.000Z
1597025433400532992,1271223433553207296,en,RT @MattMcGranaghan: Sounds like the Department is keeping information from you if the first you’ve heard about this came from the media.…,['1597025433400532992'],2022-11-28T00:31:49.000Z
1597025365435633664,1271223433553207296,en,"RT @castlvillageman: The man from Pakistan ,resident in GB has a feeling he can sue me.
All that tells me is his ""lawyers"" give crap advice…",['1597025365435633664'],2022-11-28T00:31:33.000Z
1597025275966955520,1271223433553207296,en,RT @rfwalsh86: This would tend to suggest that it obviously does warrant further investigation or maybe Minister Humphreys is claiming the…,['1597025275966955520'],2022-11-28T00:31:11.000Z
1597024869354733570,1271223433553207296,en,"RT @Default69202648: Remarkable 

No word of condemnation for the threats made by your department against whistleblower @NoelMcgree. 

And…",['1597024869354733570'],2022-11-28T00:29:34.000Z
1597024744120864768,1271223433553207296,en,"How many issues has Simon Coveney now being involved in? 
Teflon? https://t.co/Rp3bNJxZaC",['1597024744120864768'],2022-11-28T00:29:04.000Z
1597024179127476224,1271223433553207296,en,"RT @noa_landau: Meet Chanamel Dorfman, Ben-Gvir's pick to lead his office at the ministry of national security, who was once quoted as sayi…",['1597024179127476224'],2022-11-28T00:26:50.000Z
1596996038191349761,1271223433553207296,en,"SS and Zionists are of the same ilk 
Same as Apartheid South Africa.
The aim is always to dehumanise the ""others"" https://t.co/VPuvmqRJBM",['1596996038191349761'],2022-11-27T22:35:00.000Z
1596978168321413120,1271223433553207296,en,"RT @caitoz: Leaving aside the fact that a nation which bans political parties, shuts down opposition media, imprisons opposition leaders, a…",['1596978168321413120'],2022-11-27T21:24:00.000Z
1596978120992571392,1271223433553207296,en,RT @caitoz: A mother holding the remains of a child whose body has been ripped apart by military explosives does not care whether her count…,['1596978120992571392'],2022-11-27T21:23:49.000Z
1596978078562992128,1271223433553207296,en,RT @OnlinePalEng: Football fans raise Palestine flag during the Spain vs. Germany 2022 World Cup match in Qatar. https://t.co/0aiUaauLxh,['1596978078562992128'],2022-11-27T21:23:39.000Z
1596978017020301312,1271223433553207296,en,"RT @VillageMagIRE: The Greens have learnt nothing, that they want to apply on biodiversity, from their scandalous failures over two terms o…",['1596978017020301312'],2022-11-27T21:23:24.000Z
1596977905233719296,1271223433553207296,en,"RT @MsWonderHeather: Zionism isn’t a religion! 
Judaism isn’t an ethnicity! 

Speaking up for Palestinians has nothing to do with anything…",['1596977905233719296'],2022-11-27T21:22:57.000Z
1596977678502199297,1271223433553207296,en,"RT @caitoz: I do think this is basically what many of them are saying. They can't say ""It's worse because Ukraine is a white civilized Euro…",['1596977678502199297'],2022-11-27T21:22:03.000Z
1596977499715821570,1271223433553207296,en,"If I did it was a mistake,I have seen the video several times and vermin doesn't begin to describe the perpetrators. https://t.co/jIaOsSYU7e",['1596977499715821570'],2022-11-27T21:21:20.000Z
1596975929766469632,1271223433553207296,en,"RT @brendanjharkin: [Photo Thread] A very small one.
10th Anniversary Flag Protest yesterday.

Also yes one of the banners is spelt wrong,…",['1596975929766469632'],2022-11-27T21:15:06.000Z
1596975480338800640,1271223433553207296,zxx,RT @coldwarsteve: https://t.co/xsj4gC9NgK,['1596975480338800640'],2022-11-27T21:13:19.000Z
1596975392337731584,1271223433553207296,en,"RT @SeanBra33633981: This is Ruth Deadly Edwards friend,
The Irish Observer",['1596975392337731584'],2022-11-27T21:12:58.000Z
1596975314738892802,1271223433553207296,en,"RT @Basmallah87: Thousands of people from different countries gather in #Qatar 2 watch the #WorldCup2022,spend big money,eat well,stay in c…",['1596975314738892802'],2022-11-27T21:12:40.000Z
1596975248079204353,1271223433553207296,en,RT @Upper_Galilee: Palestinians are being ethnically cleansed and the international community is turning a blind eye. Shameful. #Palestine…,['1596975248079204353'],2022-11-27T21:12:24.000Z
1596975214260531200,1271223433553207296,en,"RT @RTEHistoryShow: Tonight - the persecution of Irish speakers under British rule. 

Pádraig Óg Ó’Ruairc joins Myles to talk about the num…",['1596975214260531200'],2022-11-27T21:12:16.000Z
1596975177413193728,1271223433553207296,en,RT @AlmaqtariFatima: Emergency Appeal To Fight Famine in Yemen https://t.co/wLeXDYUuYu,['1596975177413193728'],2022-11-27T21:12:07.000Z
1596975151077552130,1271223433553207296,en,"RT @AIAIreland: Yesterday, a Dutch NATO warship was allowed to visit Cobh, Cork with the full support of the Free State administration. 

T…",['1596975151077552130'],2022-11-27T21:12:01.000Z
1596974994353184769,1271223433553207296,en,RT @Default69202648: We need a full statement in the Dáil. Did your Secretary General threaten a whistleblower blower?,['1596974994353184769'],2022-11-27T21:11:23.000Z
1596974976191852545,1271223433553207296,en,"RT @SButlerHughes: @HHumphreysFG @HHumphreysFG surely you must be aware of what’s going on in your Department, I have had very similar issu…",['1596974976191852545'],2022-11-27T21:11:19.000Z
1596974944159952896,1271223433553207296,en,RT @AnybodyButBerti: @HHumphreysFG Are you not concerned that you were only aware of this Via the Media what will you do now to find out wh…,['1596974944159952896'],2022-11-27T21:11:11.000Z
