created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T22:46:35.000Z,en,['1596998949784629249'],1596998949784629249,RT @AndrewBrownhil: 11 years ago today Gary Speed took his own life. Bryn Laws was his best friend and this Sky Sports interview is absolut…,88923703
2022-11-27T20:22:55.000Z,en,['1596962795316477952'],1596962795316477952,RT @nativeAmericadn: Tribute to Choctaw First Nations from the Irish Nation to honour the Choctaw for their kindness to the Irish during th…,88923703
2022-11-23T20:14:24.000Z,en,['1595511100262723584'],1595511100262723584,@NLogOfficial this is a very old tutorial https://t.co/jtuFbeaseL is there some thing more up to date ?,88923703
2022-11-21T20:20:13.000Z,qme,['1594787790000386048'],1594787790000386048,RT @still2old4that: @Gerashchenko_en https://t.co/kf1p4UQIYD,88923703
2022-11-21T19:59:25.000Z,en,['1594782553898385408'],1594782553898385408,RT @johncreedon: Welsh national anthem gets me ... every time.  Good luck #Wales from Ireland. #FIFAWorldCup #QatarWorldCup2022 #WalesAway,88923703
2022-11-21T12:47:39.000Z,en,['1594673899618406400'],1594673899618406400,@xsgames_ Both,88923703
2022-11-20T21:39:40.000Z,en,['1594445396146884608'],1594445396146884608,@ThatEricAlper Here I am brain the size of a planet...,88923703
2022-11-19T15:05:11.000Z,en,['1593983734797127680'],1593983734797127680,#bigideaslive How will web 3.0 applications make money ?,88923703
2022-11-18T18:22:57.000Z,qam,['1593671114680590337'],1593671114680590337,@BarryCarlyon https://t.co/Z21cCadO75,88923703
2022-11-18T17:55:51.000Z,en,['1593664297355411456'],1593664297355411456,@BarryCarlyon You could be waiting a while,88923703
2022-11-18T17:53:39.000Z,en,['1593663743371649025'],1593663743371649025,@BarryCarlyon Which RPC do you want to answer,88923703
2022-11-18T12:21:20.000Z,en,['1593580113152643075'],1593580113152643075,"@BarryCarlyon Barry  🎶🎶""Do you want to build a Social Network "" 🎶🎶",88923703
2022-11-16T21:43:31.000Z,fr,['1592996814483263489'],1592996814483263489,@Sanika_0305 Automation,88923703
2022-11-14T18:28:12.000Z,qam,['1592222884348542979'],1592222884348542979,@dublinbusnews @dublinbus https://t.co/UCzzsVf4AG,88923703
2022-11-11T19:50:48.000Z,en,['1591156509735616527'],1591156509735616527,@Gerashchenko_en What Century are these guys living in,88923703
2022-11-03T09:25:55.000Z,en,['1588100147682037760'],1588100147682037760,"RT @johnsweeneyroar: The song the Kremlin doesn't want you to sing. 

#VPDFO! https://t.co/LxWnWtZPLI",88923703
2022-10-31T16:54:56.000Z,en,['1587125985303994370'],1587125985303994370,@madzadev Problem solving should taught in school,88923703
2022-10-31T12:37:18.000Z,en,['1587061149656354816'],1587061149656354816,@johnsweeneyroar Bastards,88923703
2022-10-29T20:33:52.000Z,en,['1586456302892351488'],1586456302892351488,"RT @michaelsheen: I would gladly be a thundering gigantic daffodil next to you Louis! Brilliant, passionate stuff. ❤️🏴󠁧󠁢󠁷󠁬󠁳󠁿⚡️",88923703
2022-10-27T08:52:14.000Z,zxx,['1585554955406016512'],1585554955406016512,RT @NoContextBrits: https://t.co/DAPtZz5Yhg,88923703
2022-10-24T19:22:04.000Z,en,['1584626294104690688'],1584626294104690688,@Gerashchenko_en Very sad to hear he died tomorrow falling from a balcony on the ground floor,88923703
2022-10-23T16:00:47.000Z,en,['1584213251696758784'],1584213251696758784,RT @bmay: Is this a horror film?,88923703
2022-10-21T21:22:58.000Z,en,['1583569555913596929'],1583569555913596929,"RT @LBC: James O'Brien pulls no punches in obliterating Boris Johnson and the idea he 'got all the big calls right'.

@mrjamesob https://t.…",88923703
2022-10-20T18:31:45.000Z,en,['1583164082030419969'],1583164082030419969,"RT @TadhgHickey: An as Irish person, throughout history the British government has variously been cruel; formidable; wiley &amp; duplicitous. B…",88923703
2022-10-20T18:26:38.000Z,en,['1583162794379137024'],1583162794379137024,RT @ciaraadickson: @NeilMackay Here we are 🎉🥳 https://t.co/vi0atkcH1f,88923703
2022-10-20T17:18:32.000Z,en,['1583145655962591239'],1583145655962591239,RT @daraobriain: If we were recording tonight…,88923703
2022-10-20T17:12:06.000Z,en,['1583144039075164160'],1583144039075164160,@PoliticsJOE_UK Neck like a jockey's Bollocks if he runs,88923703
2022-10-18T19:31:23.000Z,en,['1582454314312032257'],1582454314312032257,"RT @WHATSFORDlNNER: Crisp Sandwich…

Yes or No? 🤔 https://t.co/GyrfR3jTUK",88923703
2022-10-18T17:10:58.000Z,en,['1582418975815659521'],1582418975815659521,RT @Simon_Verhoeven: Happy #Diwali2022,88923703
2022-10-17T20:53:33.000Z,en,['1582112603459158016'],1582112603459158016,@Zizaran And this is why you put a bell on your cat,88923703
2022-10-17T18:41:46.000Z,zxx,['1582079437327126529'],1582079437327126529,https://t.co/tHbbbVwH4F,88923703
2022-10-17T18:37:22.000Z,en,['1582078329800511488'],1582078329800511488,"RT @TheEDSociety: Not every health condition is visible. ⁠
⁠Not every disability is visible. ⁠
⁠Not all pain is visible. ⁠
⁠Not all symptom…",88923703
2022-10-17T17:17:27.000Z,und,['1582058218855215105'],1582058218855215105,@madzadev c#,88923703
2022-10-16T20:17:35.000Z,en,['1581741163085983744'],1581741163085983744,@NanouuSymeon Have a nervous break down,88923703
