created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-27T23:19:04.000Z,['1597007127859822593'],News:  'Dark Ships' Emerge From the Shadows of the Nord Stream Mystery - https://t.co/02uiqsz4Bl https://t.co/9ozjnfsblM https://t.co/KeqKpAZidw,1597007127859822593,en,4008948664
2022-11-27T20:20:42.000Z,['1596962239965442048'],News:  Water leak in Lewiston leaves several homes without water - WMTW Portland https://t.co/GEBv0fpDJe https://t.co/cwlzvskavK,1596962239965442048,en,4008948664
2022-11-27T20:20:40.000Z,['1596962230737960960'],News:  City of Gladewater repairing water line near Richey St. - KLTV https://t.co/frbPyTflsD https://t.co/HrKgqyKIff,1596962230737960960,en,4008948664
2022-11-27T20:20:38.000Z,['1596962221388877824'],News:  How Technology Can Mitigate Flooding And Secure Water Infrastructure - Forbes https://t.co/7ctdWZFASA https://t.co/2AKpB32FtR,1596962221388877824,en,4008948664
2022-11-27T20:20:35.000Z,['1596962210836017153'],"News:  After three years and millions of deaths, perhaps we can now stop blaming everyone but China - The Times https://t.co/D4xJxzyQlE https://t.co/LS4Sg3EAVQ",1596962210836017153,en,4008948664
2022-11-27T20:20:33.000Z,['1596962201327505409'],News:  Leak Detection &amp; Monitoring - [Ask the Experts] Questions Answered - Pipeline Technology Journal https://t.co/KPXlYwNi9d https://t.co/GoJZGmE0CU,1596962201327505409,en,4008948664
2022-11-27T20:20:23.000Z,['1596962158948282368'],News:  Burst water pipe - leak fixed after road became 'river' - Yahoo News UK https://t.co/RCLWt1OYfu https://t.co/cmbnEJ1qoE,1596962158948282368,en,4008948664
2022-11-27T20:20:20.000Z,['1596962147648827392'],News:  Fire kills elderly woman in Tunapuna - TT Newsday https://t.co/HRVy6KUIdS https://t.co/CCM61g6mtg,1596962147648827392,en,4008948664
2022-11-27T20:20:18.000Z,['1596962137276313601'],News:  NY PSC Accepts NYSEG Proposal to Address Gas Leak Fire - RTO Insider https://t.co/8xCeXqkbH8 https://t.co/CQRgkcDxWn,1596962137276313601,en,4008948664
2022-11-27T20:20:15.000Z,['1596962127092535296'],News:  Rioters set blazes and pelt cars with bricks in Brussels after Belgium lose to Morocco at World Cup - Daily Mail https://t.co/4NBWCE1pSe https://t.co/hinTdCWcB1,1596962127092535296,en,4008948664
2022-11-27T20:20:12.000Z,['1596962114786430976'],News:  My Word: From Tyre to Jerusalem - The Jerusalem Post https://t.co/69LcEQOeOH https://t.co/I4KjLwtqLM,1596962114786430976,en,4008948664
2022-11-27T20:20:10.000Z,['1596962104804016129'],News:  University of Brighton campus on lockdown after 'gas leak' with students told to stay away - Express https://t.co/Vvyar60M0J https://t.co/U4rcHTc6zt,1596962104804016129,en,4008948664
