created_at,text,lang,author_id,edit_history_tweet_ids,id
2022-11-27T20:21:22.000Z,RT @HouckisPokisewx: Near whiteout conditions on Highway 22 at Chain Lakes #abstorm https://t.co/pVDQR0cVst,en,4327577173,['1596962408584867840'],1596962408584867840
2022-11-27T20:16:33.000Z,"Canuckle 197 2/6

⬜🟨⬜⬜🟨
🟥🟥🟥🟥🟥

🔥 streak: 43
🍁 #canuckle40club

https://t.co/lPmzfr1hRv

🍁🇨🇦😁",en,4327577173,['1596961192861659136'],1596961192861659136
2022-11-27T20:03:55.000Z,"Phoodle #203 4/6

🟩⬜🟨⬜⬜
🟩⬜⬜🟨⬜
🟩🟨⬜⬜⬜
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1596958014296424448'],1596958014296424448
2022-11-27T19:55:15.000Z,"Heatle 330 2/6
https://t.co/koaNaXau1O

🟨🟩🟩🟥🟦
🟩🟩🟩🟩🟩

😁",en,4327577173,['1596955832817971201'],1596955832817971201
2022-11-27T19:53:24.000Z,"Wordle 526 5/6

⬛⬛🟨⬛⬛
🟨⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩

😬",en,4327577173,['1596955366893682688'],1596955366893682688
2022-11-27T19:45:58.000Z,@whereisthiss_ 10,und,4327577173,['1596953498599686144'],1596953498599686144
2022-11-27T19:45:18.000Z,"RT @IWeatherAB: #abstorm 12:41p SNOW SQUALL WATCH ISSUED by Environment Canada

City Of Calgary
Okotoks - High River - Claresholm
Brooks -…",en,4327577173,['1596953332064878594'],1596953332064878594
2022-11-27T16:34:06.000Z,RT @nature_forum: #nature https://t.co/YQ4KYJVaW4,qme,4327577173,['1596905211217707008'],1596905211217707008
2022-11-27T16:24:24.000Z,"#waffle310 0/5

🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩

🔥 streak: 6
https://t.co/cOoJtRG4cp

🤷‍♀️😒",en,4327577173,['1596902772066385921'],1596902772066385921
2022-11-27T01:39:56.000Z,"RT @fasc1nate: The Western capercaillie is a heavy member of the grouse family native to Europe and northern Asia.
https://t.co/d3pwbPtKtW",en,4327577173,['1596680186766168064'],1596680186766168064
2022-11-26T22:57:14.000Z,"Canuckle 196 3/6

⬜⬜🟨⬜⬜
🟥🟥🟥⬜🟥
🟥🟥🟥🟥🟥

🔥 streak: 42
🍁 #canuckle40club

https://t.co/lPmzfr1hRv

Interesting fact 🍁🇨🇦💃",en,4327577173,['1596639243233030144'],1596639243233030144
2022-11-26T22:44:47.000Z,"Phoodle #202 3/6

⬜⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1596636111207821312'],1596636111207821312
2022-11-26T22:37:47.000Z,"Heatle 329 3/6
https://t.co/koaNaXau1O

🟥🟦🟦🟦🟦
🟩🟨🟦🟥🟦
🟩🟩🟩🟩🟩

😁",en,4327577173,['1596634347779805186'],1596634347779805186
2022-11-26T22:28:28.000Z,"Wordle 525 3/6

⬛⬛🟨⬛🟩
🟨⬛⬛🟨🟩
🟩🟩🟩🟩🟩

😁",en,4327577173,['1596632005416202240'],1596632005416202240
2022-11-26T21:43:25.000Z,RT @jesicamichal5: Lake in Iceland https://t.co/9qSdMDVYvp,en,4327577173,['1596620667801464832'],1596620667801464832
2022-11-26T21:40:57.000Z,@NHLFlames Lethbridge Alberta go flames go 🔥🔥🔥🔥🔥🔥🔥,en,4327577173,['1596620045052174337'],1596620045052174337
2022-11-26T19:49:03.000Z,RT @4bruce7: Thought of The Day. https://t.co/McBb6oXQPB,en,4327577173,['1596591887712153600'],1596591887712153600
2022-11-26T19:45:47.000Z,@ripdawg65 I think it's time for a new one 😬looks like Charlie brown Christmas tree 🤣,en,4327577173,['1596591062893875200'],1596591062893875200
2022-11-26T17:26:57.000Z,"#waffle309 0/5

🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩

🔥 streak: 5
https://t.co/cOoJtRG4cp

😒",en,4327577173,['1596556127193686018'],1596556127193686018
2022-11-26T17:03:43.000Z,RT @aroundyuu: Italy https://t.co/5shOk20HkB,en,4327577173,['1596550277959946240'],1596550277959946240
2022-11-26T16:59:26.000Z,RT @4bruce7: Who Remembers. https://t.co/Fla1uecxXx,en,4327577173,['1596549201496018945'],1596549201496018945
2022-11-26T16:57:51.000Z,@NHLFlames @original16beer Lindholm #Flames1stGoal please give tickets to healthcare worker if I win go flames go 🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/PDHmo4tKRk,en,4327577173,['1596548803821457408'],1596548803821457408
2022-11-25T21:40:45.000Z,"RT @jimrosecircus1: The smallest bird in the world is the Zunzunito, also know as the bee bird. https://t.co/j7DnyI755H",en,4327577173,['1596257606380957696'],1596257606380957696
2022-11-25T21:40:16.000Z,"RT @fasc1nate: Wives wanted sign posted on log cabin, Montana, c. 1901 https://t.co/V9rMiveJYP",en,4327577173,['1596257485505327109'],1596257485505327109
2022-11-25T21:39:18.000Z,RT @Photographs56: Most Beautiful Place In Norway 🇳🇴 https://t.co/VT2clQOYrn,en,4327577173,['1596257244878114816'],1596257244878114816
2022-11-25T20:48:58.000Z,RT @naturebeauty69: Switzerland. https://t.co/T69ULBFtay,en,4327577173,['1596244576700071937'],1596244576700071937
2022-11-25T19:32:32.000Z,@NHLFlames Lethbridge Alberta go flames go 🔥🔥🔥🔥🔥🔥🔥🔥,en,4327577173,['1596225342519537664'],1596225342519537664
2022-11-25T17:24:48.000Z,"Canuckle 195 3/6

⬜⬜🟨⬜🟥
🟨⬜⬜🟨🟥
🟥🟥🟥🟥🟥

🔥 streak: 41
🍁 #canuckle40club

https://t.co/lPmzfr1hRv

🍁🇨🇦😁",en,4327577173,['1596193197461766144'],1596193197461766144
2022-11-25T17:12:29.000Z,"Phoodle #201 4/6

🟨⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟨⬜
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1596190097233580032'],1596190097233580032
2022-11-25T17:02:21.000Z,"Heatle 328 5/6
https://t.co/koaNaXau1O

🟦🟧🟦🟨🟨
🟦🟩🟦🟦🟥
🟩🟩🟦🟦🟩
🟩🟩🟥🟩🟩
🟩🟩🟩🟩🟩

😁",en,4327577173,['1596187546819887104'],1596187546819887104
2022-11-25T16:45:54.000Z,"Wordle 524 4/6

🟨⬛⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟨🟨🟨🟨
🟩🟩🟩🟩🟩

😁",en,4327577173,['1596183405485756417'],1596183405485756417
2022-11-25T15:55:02.000Z,"RT @canantifraud: If you have been a victim of identity theft, follow the steps listed here: https://t.co/7atEXTjFdh #kNOwfraud #showmetheF…",en,4327577173,['1596170606231588864'],1596170606231588864
2022-11-25T15:49:54.000Z,@DreamPicture56 Switzerland looks beautiful 😍another stunning photo,en,4327577173,['1596169312771137536'],1596169312771137536
2022-11-25T15:48:19.000Z,@enzasv Beautiful 😍,en,4327577173,['1596168913934745600'],1596168913934745600
2022-11-25T15:46:44.000Z,@TheErinLucas Netflix  success marriage,en,4327577173,['1596168516948066304'],1596168516948066304
2022-11-25T15:44:05.000Z,RT @jesicamichal5: Canada https://t.co/UaAidbumMU,es,4327577173,['1596167849974050816'],1596167849974050816
2022-11-25T15:41:54.000Z,RT @jesicamichal5: Switzerland https://t.co/1aIEfNzfYg,en,4327577173,['1596167298636984322'],1596167298636984322
2022-11-25T15:41:37.000Z,@NHLFlames @original16beer Huby #Flames1stGoal please give tickets to healthcare worker if I win go flames go 🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/yS5FBe8hBf,en,4327577173,['1596167227614834689'],1596167227614834689
2022-11-25T15:34:14.000Z,"#waffle308 4/5

🟩🟩🟩🟩🟩
🟩⭐🟩⭐🟩
🟩🟩🟩🟩🟩
🟩⭐🟩⭐🟩
🟩🟩🟩🟩🟩

🔥 streak: 4
https://t.co/cOoJtRG4cp

⭐⭐⭐⭐😁",en,4327577173,['1596165371232673792'],1596165371232673792
2022-11-24T20:38:07.000Z,RT @lethnewsnow: Traffic is stopped near the railroad crossing at 43 Street North in Lethbridge. Police are diverting traffic through the i…,en,4327577173,['1595879459340832768'],1595879459340832768
2022-11-24T20:31:56.000Z,RT @GlobalLiamNixon: This is not your average @RCMPAlberta call for service. Officers helped a Taber-area farmer after approximately 20 of…,en,4327577173,['1595877904050946048'],1595877904050946048
2022-11-24T20:30:55.000Z,RT @fasc1nate: An interesting demonstration of aeroponics (farming without soil). https://t.co/IgIugmSAbw,en,4327577173,['1595877647594459136'],1595877647594459136
2022-11-24T18:49:16.000Z,RT @canantifraud: The CAFC wants to remind the public of a common technique used by fraudsters called spoofing. Spoofing is used by fraudst…,en,4327577173,['1595852066219778048'],1595852066219778048
2022-11-24T18:19:35.000Z,"RT @fasc1nate: The Atlas moth's unique wings resemble the heads of two cobras, a camouflage that scares away predators. https://t.co/y3O0fY…",en,4327577173,['1595844593198673921'],1595844593198673921
2022-11-24T17:16:13.000Z,RT @jesicamichal5: Dream house https://t.co/aWGwkgwBJ9,en,4327577173,['1595828647327592448'],1595828647327592448
2022-11-24T17:12:43.000Z,"Canuckle 194 2/6

🟨⬜⬜⬜🟨
🟥🟥🟥🟥🟥

🔥 streak: 40
🍁 #canuckle40club

https://t.co/lPmzfr1hRv

🍁🇨🇦💃💃",en,4327577173,['1595827766423060480'],1595827766423060480
2022-11-24T16:58:38.000Z,"Phoodle #200 4/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟩
🟩⬜⬜⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1595824222710161409'],1595824222710161409
2022-11-24T16:10:02.000Z,"Heatle 327 2/6
https://t.co/koaNaXau1O

🟥🟨🟨🟧🟥
🟩🟩🟩🟩🟩

😁💃",en,4327577173,['1595811994783088640'],1595811994783088640
2022-11-24T15:52:44.000Z,"Wordle 523 4/6

🟨⬛🟩⬛⬛
⬛⬛🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

😁",en,4327577173,['1595807640017596416'],1595807640017596416
2022-11-24T15:42:09.000Z,RT @jesicamichal5: Beach in Maldives https://t.co/RBTxyLwU8h,en,4327577173,['1595804975997014016'],1595804975997014016
2022-11-24T15:41:47.000Z,RT @DreamPicture56: Beach in Maldives https://t.co/5fJuQPCpLN,en,4327577173,['1595804881717432322'],1595804881717432322
2022-11-24T15:40:45.000Z,"#waffle307 0/5

🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩

🔥 streak: 3
https://t.co/cOoJtRG4cp

No stars 😒",en,4327577173,['1595804621628637184'],1595804621628637184
2022-11-24T15:14:38.000Z,@Ruth_A_Buzzi Luv it 😂,en,4327577173,['1595798050697785344'],1595798050697785344
2022-11-24T00:23:17.000Z,@NHLFlames Lethbridge Alberta go flames go 🔥🔥🔥🔥🔥🔥🔥,en,4327577173,['1595573733535928321'],1595573733535928321
2022-11-23T17:48:36.000Z,@JillyaneMarie @BotesMemory You have a wonderful Thanksgiving🦃....we had ours in October 💜,en,4327577173,['1595474411871952896'],1595474411871952896
2022-11-23T17:44:51.000Z,"RT @007: Introducing @omegawatches’ Stainless Steel and Canopus Gold Seamasters celebrating #60yearsofBond.

https://t.co/7eDOkH1Nac https:…",en,4327577173,['1595473464689033216'],1595473464689033216
2022-11-23T17:42:25.000Z,"RT @janeyellene: Pram car from 1951

Credit British Pathé https://t.co/NMBSkg5g0e",ht,4327577173,['1595472853734129664'],1595472853734129664
2022-11-23T17:31:41.000Z,"Canuckle 193 4/6

🟥⬜⬜⬜🟥
🟥⬜⬜⬜🟥
🟥🟨🟨⬜🟥
🟥🟥🟥🟥🟥

🔥 streak: 39
✨ #canuckle30club

https://t.co/lPmzfr1hRv

🍁🇨🇦💃",en,4327577173,['1595470151121768448'],1595470151121768448
2022-11-23T17:18:22.000Z,"Phoodle #199 5/6

🟨⬜⬜⬜🟨
🟩🟨⬜⬜⬜
🟩🟨🟨⬜⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1595466801005350913'],1595466801005350913
2022-11-23T17:12:13.000Z,"Heatle 326 2/6
https://t.co/koaNaXau1O

🟥🟦🟨🟨🟦
🟩🟩🟩🟩🟩

😁😉",en,4327577173,['1595465253743390721'],1595465253743390721
2022-11-23T17:09:37.000Z,"Wordle 522 3/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

😁",en,4327577173,['1595464598760861697'],1595464598760861697
2022-11-23T16:34:01.000Z,"RT @whereisthiss_: 📍Mount Rainier National Park, Washington 🇺🇸 https://t.co/EPShqpVtNY",en,4327577173,['1595455642424442880'],1595455642424442880
2022-11-23T16:33:39.000Z,@NHLFlames @original16beer Huby #Flames1stGoal please give tickets to healthcare worker if I win go flames go 🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/HMRLPuEFxH,en,4327577173,['1595455547096326146'],1595455547096326146
2022-11-23T16:29:57.000Z,"#waffle306 0/5

🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩

🔥 streak: 2
https://t.co/cOoJtRG4cp

😏",en,4327577173,['1595454617634369537'],1595454617634369537
2022-11-23T15:20:01.000Z,@whereisthiss_ 😍,und,4327577173,['1595437019832143873'],1595437019832143873
2022-11-23T15:19:44.000Z,@whereisthiss_ That's over 10....beautiful 😍,en,4327577173,['1595436945806880768'],1595436945806880768
2022-11-23T02:59:29.000Z,RT @AnthonyFarnell: Computer models in excellent agreement that December starts off very cold out west. The verdict is still out on how qui…,en,4327577173,['1595250655673069568'],1595250655673069568
2022-11-22T23:22:31.000Z,"RT @GlobalEdmonton: A Calgary man has made history by becoming the first Albertan to win $70 million on the Lotto Max lottery.

READ MORE:…",en,4327577173,['1595196054374617090'],1595196054374617090
2022-11-22T20:56:35.000Z,RT @aroundyuu: Switzerland https://t.co/wTeC628xy9,en,4327577173,['1595159329803759616'],1595159329803759616
2022-11-22T20:55:48.000Z,RT @aroundyuu: Switzerland https://t.co/gJB7PhaSlG,en,4327577173,['1595159131480264704'],1595159131480264704
2022-11-22T20:47:29.000Z,"Canuckle 192 2/6

⬜🟥⬜⬜⬜
🟥🟥🟥🟥🟥

🔥 streak: 38
✨ #canuckle30club

https://t.co/lPmzfr1hRv

🍁🇨🇦💃",en,4327577173,['1595157038543564802'],1595157038543564802
2022-11-22T20:43:20.000Z,"Phoodle #198 4/6

🟨⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/2ycVZUERzj

😁",en,4327577173,['1595155993989894144'],1595155993989894144
2022-11-22T20:30:52.000Z,"Heatle 325 3/6
https://t.co/koaNaXau1O

🟨🟩🟦🟦🟦
🟩🟩🟩🟥🟩
🟩🟩🟩🟩🟩

😁",en,4327577173,['1595152857778774018'],1595152857778774018
