edit_history_tweet_ids,lang,created_at,author_id,id,text
['1597027034618036226'],en,2022-11-28T00:38:11.000Z,389716925,1597027034618036226,RT @niicole__nicole: A man who updates you bc he knows how you overthink while waiting for him is a TOP TIER green flag energy
['1596982579823267840'],en,2022-11-27T21:41:32.000Z,389716925,1596982579823267840,RT @AboutChesapeake: The FBI &amp; Ches. PD Forensic Unit have completed their crime scene investigation at Walmart. The store will now be hand…
['1596977233314258945'],en,2022-11-27T21:20:17.000Z,389716925,1596977233314258945,RT @queenyennifer_: Michelle Obama said in her recent IG post: “Do you want a wedding or do you want a lifelong partnership?” Pleaseeee. Sh…
['1596977203228835842'],en,2022-11-27T21:20:10.000Z,389716925,1596977203228835842,"If someone challenges your boundaries, they do not care about your mental health"
['1596975752163254272'],en,2022-11-27T21:14:24.000Z,389716925,1596975752163254272,"RT @SteveHofstetter: And now, a Walmart in Chesapeake, VA.

I am going to re-post this video every time I hear about a mass shooting. If yo…"
['1596963189077393408'],en,2022-11-27T20:24:29.000Z,389716925,1596963189077393408,"RT @UwaMmimi: @QuercusMax @tulipsmg @ezzzzzzx Giving NYC landlords another reason to split a 150 sq ft studio into two apartments. ""Look! T…"
['1596962718623227905'],en,2022-11-27T20:22:36.000Z,389716925,1596962718623227905,"RT @RaizenZ1: @ezzzzzzx ""Ain't about what's waiting on the other side. It's the climb."" https://t.co/GX33gWjoXZ"
['1596962648158937089'],en,2022-11-27T20:22:20.000Z,389716925,1596962648158937089,RT @TheRealTSwayyy: @ezzzzzzx How you gone run to the room after turning the lights off? https://t.co/GUcCYNgRyJ
['1596962612650336256'],en,2022-11-27T20:22:11.000Z,389716925,1596962612650336256,RT @BertoGoHAM: @ezzzzzzx Look at the follow topic 🤣🤣 https://t.co/gPDTsiwIm3
['1596962500041674753'],qme,2022-11-27T20:21:44.000Z,389716925,1596962500041674753,RT @VayaConDiosBruh: @ezzzzzzx https://t.co/0cwi2G8Tq4
['1596962256600043521'],en,2022-11-27T20:20:46.000Z,389716925,1596962256600043521,RT @ezzzzzzx: @EvelineZmuda_ Me after getting home from the club 😭 https://t.co/7Moq5k4VlY
['1596962215357485057'],en,2022-11-27T20:20:36.000Z,389716925,1596962215357485057,RT @heyyitsjanea: @ezzzzzzx girl they got you going up this mountain to save your marriage https://t.co/anUspTarHS
['1596962099208814593'],en,2022-11-27T20:20:09.000Z,389716925,1596962099208814593,RT @ezzzzzzx: I just need you to see the stairs in an apartment I viewed. Am I a mountain goat? https://t.co/qazdB31z9I
['1596962057802248192'],en,2022-11-27T20:19:59.000Z,389716925,1596962057802248192,"RT @aIys_x: you’ve got 36 days to let go of everything that needs to stay in 2022. all the people, pain, disappointments, hurt, heartbreak,…"
['1596961956442693634'],en,2022-11-27T20:19:35.000Z,389716925,1596961956442693634,RT @Maxthepapi: Hearing your man talk about y'all future and how excited he is to build a life with you is literally the best thing ever in…
['1596961821037973505'],en,2022-11-27T20:19:02.000Z,389716925,1596961821037973505,RT @analateical: @sk1nnyy_ Girl i read this as someone PASSED in your make up chair 🫣 https://t.co/POnuD8wltE
['1596961404623331328'],en,2022-11-27T20:17:23.000Z,389716925,1596961404623331328,RT @Noorthevirgo: Free all my bitches in situationships
['1596961068798341120'],en,2022-11-27T20:16:03.000Z,389716925,1596961068798341120,RT @juliannarvivas: callin a man first feel like i got down on my knees &amp; begged him to talk to me
['1596961024787501057'],en,2022-11-27T20:15:53.000Z,389716925,1596961024787501057,RT @aayanazcc: if my man fwu he all urs im not sza
['1596949837723099136'],en,2022-11-27T19:31:25.000Z,389716925,1596949837723099136,"RT @yvungdom: BLACK OWNED BUSINESSES WYA? 
Clothing lines toooo I need some hoodies and things 🥲"
['1596948057882759168'],en,2022-11-27T19:24:21.000Z,389716925,1596948057882759168,Can I just get information about a school without y’all having to get my contact info and blow up my phone on a Tuesday tryna enroll me😭
['1596945153956069377'],en,2022-11-27T19:12:49.000Z,389716925,1596945153956069377,"RT @awalmartparking: I think people who “like” bloody Mary’s are lying 

Cold vodka tomato soup? Let’s be serious"
['1596945132242145280'],en,2022-11-27T19:12:43.000Z,389716925,1596945132242145280,RT @prettypdabrat: lingerie under a trench coat still on my bucket list.
['1596945115859546113'],en,2022-11-27T19:12:40.000Z,389716925,1596945115859546113,"RT @workwthecoach: I’m no longer available for over giving &amp; under receiving, if it’s not mutual then it’s not for me."
['1596944994434420736'],qme,2022-11-27T19:12:11.000Z,389716925,1596944994434420736,RT @marlajojojo: @imgrandsure https://t.co/eFcULAqP2E
['1596944896752947200'],en,2022-11-27T19:11:47.000Z,389716925,1596944896752947200,RT @imgrandsure: plenty of negatives you can say about the catholic church but you have to admit they went hard with stained glass windows
