created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-28T00:25:59.000Z,@Malcolm_fleX48 I saved this tweet last spring. One of the funniest things I've ever read on Twitter. https://t.co/k6fgLDI0kS,['1597023967558369280'],1597023967558369280,4805682378,en
2022-11-28T00:09:07.000Z,"RT @Spot999: @twojayarts @MattWallace888 It was originally (in 2006) 140 characters, based on SMS text message limits. Expanded to 280 in 2…",['1597019720451956736'],1597019720451956736,4805682378,en
2022-11-27T23:40:52.000Z,@Malcolm_fleX48 😬,['1597012613128654848'],1597012613128654848,4805682378,und
2022-11-27T20:18:24.000Z,"RT @ProperHorrorS: This week's Horror Homework is David Lynch's Lost Highway.
It's another uniquely puzzling and disturbing horror, with a…",['1596961658454175744'],1596961658454175744,4805682378,en
2022-11-27T17:25:00.000Z,@komradeperogie You're not shadowbanned. But everyone in the United States is hungover or traveling today.,['1596918020588572673'],1596918020588572673,4805682378,en
2022-11-27T17:21:02.000Z,"RT @tier10k: Bahamian Govt: On Sunday evening at 8 pm (1am UTC), Attorney General Ryan Pinder will give a National Address to discuss the g…",['1596917023115657217'],1596917023115657217,4805682378,en
2022-11-27T16:07:37.000Z,@based_yuri @Nathan_Mellor @csniharman @LEBassett Right. I'm pretty sure you're more likely to die getting in and out of the bath tub than any time on a plane.,['1596898547177168896'],1596898547177168896,4805682378,en
2022-11-27T07:51:32.000Z,"@JanJekielek @backtolife_2023 @JenniferSey @AmThoughtLeader Love her. I started following her when her account was small, when we both lived in SF. She's earned a platform. She said all the things many of us were too fearful to say.",['1596773705056931841'],1596773705056931841,4805682378,en
2022-11-27T07:06:27.000Z,@PeterRHann1 @WhaleChart She's probably been there a week.,['1596762360588677125'],1596762360588677125,4805682378,en
2022-11-27T03:40:56.000Z,@Nathan_Mellor @csniharman @LEBassett Here's what I found. https://t.co/7133U5Qhga https://t.co/toECIVTYqS,['1596710641313513473'],1596710641313513473,4805682378,en
2022-11-26T20:19:52.000Z,Never gets old. https://t.co/vJJjboIs1r,['1596599642242023424'],1596599642242023424,4805682378,en
2022-11-26T01:45:51.000Z,"@GigiLevangie Harris is not viable, they can't gaslight Biden's short circuits much longer and Newsom has been uncharacteristically quite past six months. This sounds totally plausible and frightening!",['1596319287815249921'],1596319287815249921,4805682378,en
2022-11-25T22:29:52.000Z,"@KequeMage @passthebeano @elonmusk @stillgray It's weird, how bad they are at this.",['1596269968592900097'],1596269968592900097,4805682378,en
2022-11-25T22:16:20.000Z,"@Anonymo01901184 @pmarca I think the sentence makes more sense if you stick a dash in it after ""merit.""",['1596266562083692544'],1596266562083692544,4805682378,en
2022-11-25T15:36:13.000Z,"@IamTweetYou @avivs @EpsilonTheory They're not horrible. After a couple of beers, they might sound all right.",['1596165869457256448'],1596165869457256448,4805682378,en
2022-11-25T13:48:57.000Z,@DeFiWiz_ You'll be waiting a long time.,['1596138875969101824'],1596138875969101824,4805682378,en
2022-11-25T06:47:03.000Z,@StevenBArellano @JackPosobiec I'd contribute $8 for that.,['1596032699835506689'],1596032699835506689,4805682378,en
2022-11-24T23:01:57.000Z,@BretwaldaEdwin @NewsPolitics @MittRomney I didn’t buy it - it was handed down from the depression-era relatives.,['1595915654846025729'],1595915654846025729,4805682378,en
2022-11-24T22:59:09.000Z,@ChefGruel Well earned after those 6 minute miles! Happy T-giving.,['1595914950316240896'],1595914950316240896,4805682378,en
2022-11-24T19:51:01.000Z,"@BretwaldaEdwin @NewsPolitics @MittRomney I always put out the good china. What's it for, if you can't use it on Thanksgiving? You people are weird.",['1595867603209113600'],1595867603209113600,4805682378,en
2022-11-24T16:01:30.000Z,"RT @TrungTPhan: Thought SBF speaking at NYT was absurd.

But then I saw the rest of the panel. https://t.co/v0pclTzysu",['1595809845672022016'],1595809845672022016,4805682378,en
2022-11-24T16:00:09.000Z,@ChefGruel 6 min miles? That is so fast.,['1595809506776096770'],1595809506776096770,4805682378,en
2022-11-24T07:39:53.000Z,@BaghdadBobCzar @backtolife_2023 Ask Rudolph. https://t.co/t9EdQNm7pt,['1595683609817776128'],1595683609817776128,4805682378,en
2022-11-24T05:21:23.000Z,@husky_unit @duck_fisney @stillgray They're also in a polycule.,['1595648753725104129'],1595648753725104129,4805682378,en
2022-11-24T02:33:44.000Z,"@JoshuaLisec Got it, lol.",['1595606563754237953'],1595606563754237953,4805682378,en
2022-11-24T01:25:43.000Z,@JoshuaLisec Do you mean twitter blocked or writer blocked?,['1595589447562788864'],1595589447562788864,4805682378,en
2022-11-24T01:15:00.000Z,"RT @JoshuaLisec: My timeline will psy-op each and every one of you into writing a book.

Just a matter of time.",['1595586749836984321'],1595586749836984321,4805682378,en
2022-11-23T23:36:59.000Z,"@Helloimmorgan @elonmusk @semaforben Sam claimed to Elon in earlier texts that he had $3-5 billion to invest in Twitter. Elon talked to Sam and didn't pursue. (April.) In May, Sam tested waters by sending this text. Elon dissed him, but said he could roll stake. Texts shows Elon didn't give AF re: Sam.",['1595562081893634048'],1595562081893634048,4805682378,en
