edit_history_tweet_ids,text,id,created_at,author_id,lang
['1597063938969341952'],"RT @JJDiazMachuca: Hijos de corruptos 👇🏻
Los juniors de la corrupción: José Ratón López y @MiguelTorrucoG https://t.co/KxKfw3LtKc",1597063938969341952,2022-11-28T03:04:49.000Z,269525401,es
['1597063895117492226'],"RT @SocCivilMx: El poder de la extorsión, en acción…

Abrazo solidario a l@s que son presionad@s para ir al zócalo este domingo.

 https://…",1597063895117492226,2022-11-28T03:04:39.000Z,269525401,es
['1597063658101567490'],RT @jagui2k: @Amadoelquelolea y ve este ángulo ... la gente no aguantó su discurso y sigue hablando el merolico ... https://t.co/mBOeEap9yz,1597063658101567490,2022-11-28T03:03:42.000Z,269525401,es
['1597063584957317122'],"RT @SocCivilMx: #MarchaDelAcarreo

¿Qué titulo le pondrías a este video?

👇🏼 https://t.co/b6n5ZnlvOQ",1597063584957317122,2022-11-28T03:03:25.000Z,269525401,es
['1597063483585343493'],RT @mario_dico50: 🔴 OJO : Insisto quien pagó los cientos de autobuses con los que acarrearon a la gente ! Son recursos públicos .Y no hay m…,1597063483585343493,2022-11-28T03:03:01.000Z,269525401,es
['1597063408712830978'],RT @WorldAltMedia: https://t.co/LUiipHD3s9,1597063408712830978,2022-11-28T03:02:43.000Z,269525401,zxx
['1597050452104839169'],RT @ErikWhi70627234: @BowTiedRanger JFC https://t.co/MRf8vwGSth,1597050452104839169,2022-11-28T02:11:14.000Z,269525401,und
['1597050409108922368'],"RT @BowTiedRanger: Holy shit, this Canadian COMMERCIAL for assisted suicide is dystopian and demonic.

https://t.co/0otaWlPjTs",1597050409108922368,2022-11-28T02:11:03.000Z,269525401,en
['1597049898087886848'],"RT @Cointelegraph: The collapse of FTX has illustrated the need to shift toward “building real utility” and away from ""hype cycles"" accordi…",1597049898087886848,2022-11-28T02:09:02.000Z,269525401,en
['1597049710040096768'],"RT @lamusitapg: @Claudiashein Efectivamente México cambio desde el 13N, aquí la oposición que estamos en contra de la DESTRUCCIÓN de México…",1597049710040096768,2022-11-28T02:08:17.000Z,269525401,es
['1597048698500190208'],"RT @WallStreetSilv: Chinese Prostitution…

Link: https://t.co/9ojvTOfXgs https://t.co/h7Tqg0DjD5",1597048698500190208,2022-11-28T02:04:16.000Z,269525401,en
['1597048199017074690'],RT @SameeraKhan: HOLY SHIT IT’S REALLY HAPPENING https://t.co/xPm1Ntj1cz,1597048199017074690,2022-11-28T02:02:17.000Z,269525401,en
