created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-28T03:36:44.000Z,en,['1597071968129646593'],1597071968129646593,"RT @DeanObeidallah: @AVindman As you watch Elon Musk try to amplify divisions in the US, remember that's exactly what Musk's friend Putin d…",701432497
2022-11-28T03:35:46.000Z,en,['1597071728400035840'],1597071728400035840,RT @AVindman: I’ll put my reputation up against yours any day. I’ve spent my entire adult life in service to my country. Upheld my oath to…,701432497
2022-11-28T03:35:22.000Z,en,['1597071627896107008'],1597071627896107008,"RT @KyivIndependent: ⚡️Governor: Power supply partially restored in liberated Kherson.

Kherson Oblast Governor Yaroslav Yanushevych said t…",701432497
2022-11-28T03:33:47.000Z,en,['1597071227793084416'],1597071227793084416,"RT @mhmck: By rejecting NATO membership for Ukraine and Georgia in 2008, Germany and France enable invasions by fascist Russia of Georgia i…",701432497
2022-11-28T03:31:18.000Z,en,['1597070601612849152'],1597070601612849152,RT @DefenceU: When the Geneva Convention of 1948 becomes the only hope for salvation for russian occupiers. https://t.co/8oITupYsCk,701432497
2022-11-28T03:31:14.000Z,qme,['1597070586819510273'],1597070586819510273,RT @wandereratdark: @DefenceU https://t.co/JI6MLd04Me,701432497
2022-11-27T20:55:22.000Z,en,['1596970963283095552'],1596970963283095552,"RT @KyivIndependent: ⚡️Interior Ministry: Only 3% of Russian attacks hit military targets.

The estimate was provided by Deputy Interior Mi…",701432497
2022-11-27T20:55:00.000Z,en,['1596970871880822784'],1596970871880822784,"RT @IMatviyishyn: Today, at 4 pm, Ukrainians light candles to commemorate victims of Holodomor, the Soviet made starvation of Ukrainians th…",701432497
2022-11-27T20:54:53.000Z,en,['1596970840486477824'],1596970840486477824,"RT @Maks_NAFO_FELLA: Olaf Scholz believes that at this stage Russia's victory in its war against Ukraine is extremely unlikely.

 The Feder…",701432497
2022-11-27T20:54:08.000Z,en,['1596970652623589376'],1596970652623589376,"RT @KyivIndependent: ⚡️ Luxembourg donates 6 Czech-made drones to Ukraine.

Luxembourg has donated six Primoco UAV One 150 drones to Ukrain…",701432497
2022-11-27T20:53:58.000Z,en,['1596970611955617792'],1596970611955617792,"RT @visegrad24: In case you wonder what caused the sudden anger in China, it was viral videos like this. 

10 ppl died in a high-rise fire…",701432497
2022-11-27T20:50:28.000Z,en,['1596969729826390018'],1596969729826390018,"RT @am_misfit: In order to fire at the Katsap positions on Zmiiny Island, the Ukrainians put Caesars (radius 40 km) on a barge, dragged the…",701432497
2022-11-27T20:49:22.000Z,en,['1596969454034092033'],1596969454034092033,"RT @EuromaidanPress: Ukraine intel names US, Canadian, European companies whose guidance microchips found in Russian weapons

Among those a…",701432497
2022-11-27T20:48:27.000Z,en,['1596969223431282689'],1596969223431282689,"RT @Tendar: Under the cover of the night, Russian troops tried to enter Bakhmut from the North, but a drone with thermal cameras discovered…",701432497
2022-11-27T20:47:57.000Z,en,['1596969097467940864'],1596969097467940864,"RT @SecBlinken: 90 years ago, millions of Ukrainians starved to death in the Holodomor famine deliberately caused by Soviet policies. The K…",701432497
