text,created_at,lang,id,edit_history_tweet_ids,author_id
"RT @MargaretAtwood: Yup. @fordnation promised not to touch the Greenbelt.
You can hear him saying it right here. He boldfaced lied.
Voters…",2022-11-27T20:40:04.000Z,en,1596967111142039552,['1596967111142039552'],183862495
RT @Garnet_2203: How can Doug Ford pay for a highway that no one wants then turn around and cancel virtual medical care for kids?  How does…,2022-11-27T20:36:13.000Z,en,1596966144010702848,['1596966144010702848'],183862495
"RT @NDP: Let's be clear — the Conservatives aren't interested in helping you lower your heating costs.

They blocked the NDP from removing…",2022-11-27T20:27:26.000Z,en,1596963934992740352,['1596963934992740352'],183862495
"RT @fireexpert1959: Hey @DanAlbas, here is another one from a great Canadian! You should hand out with better folks! https://t.co/AKXCZ1PKbD",2022-11-27T20:23:45.000Z,en,1596963004460908544,['1596963004460908544'],183862495
"RT @RBReich: From 1989 to 2019, typical working families saw a negligible increase in wealth.
 
Meanwhile, the wealthiest one percent got $…",2022-11-27T20:21:38.000Z,en,1596962474645151744,['1596962474645151744'],183862495
"RT @ChristyCeeCK: ""I want to give the people of Ontario reassurance that if your child is sick in the province of Ontario, you are going to…",2022-11-27T20:20:15.000Z,en,1596962124399792128,['1596962124399792128'],183862495
"RT @RodKahx: Justin Trudeau spent 5 hours being questioned by lawyers yesterday. Today Pierre Poilievre, responded by spending a few minute…",2022-11-27T20:19:48.000Z,en,1596962013720113154,['1596962013720113154'],183862495
"RT @HananyaNaftali: Let’s talk about the elephant in the room.

While Arab football fans boycott Israelis at the World Cup, they happily us…",2022-11-27T20:19:11.000Z,en,1596961856505098240,['1596961856505098240'],183862495
"RT @danrosenbergnet: Partial list of what Doug Ford failed to protect:
➡️ The Greenbelt
➡️ Charter Rights
➡️The health of Ontario’s childre…",2022-11-27T20:13:21.000Z,en,1596960389719552000,['1596960389719552000'],183862495
"RT @TMrakas: Frankly, there’s little evidence that any of the measures in Bill 23 will build the housing we need, where we need it, or at a…",2022-11-27T20:12:25.000Z,en,1596960152418422785,['1596960152418422785'],183862495
"RT @MikeJToronto: Fyi, if you live in Ontario and you don't care that @fordnation is systematically 
and simultaneously destroying public h…",2022-11-27T20:11:01.000Z,en,1596959802026266624,['1596959802026266624'],183862495
RT @whittakertp: The Prime Minister testified for 5+ hours on Friday at the EA Inquiry. Since becoming leader PP has answered 1 question fr…,2022-11-27T20:10:00.000Z,en,1596959544227209216,['1596959544227209216'],183862495
