text,lang,created_at,id,edit_history_tweet_ids,author_id
"RT @nojumper: Driver in Stolen Vehicle Collides With Motorcycle and Truck
 https://t.co/XnSpf7f4BT",en,2022-11-27T20:42:31.000Z,1596967730502340608,['1596967730502340608'],297969419
"RT @fasc1nate: Rick Winters’ 172 ft. world record high dive in 1983. 40 years later, he still holds the record.  https://t.co/IGAgNbxtM4",en,2022-11-27T20:42:14.000Z,1596967658552860673,['1596967658552860673'],297969419
@216born412made He. Is. Terrible.,en,2022-11-27T20:34:20.000Z,1596965667999141889,['1596965667999141889'],297969419
"@stik2sports Amen, brother.  Terrible.",en,2022-11-27T20:33:10.000Z,1596965375752605697,['1596965375752605697'],297969419
RT @HavenAthletics: Bassett &amp; Stoltzfus pick up individual titles as @LockHavenWrstl hosted Mat Town Open I on Sunday (Nov. 27) https://t.c…,en,2022-11-27T20:20:24.000Z,1596962161565528064,['1596962161565528064'],297969419
RT @nascarcasm: Jacksonville Jaguars mascot is Talladega infield material  https://t.co/mX9WYh0LRL,et,2022-11-27T20:19:15.000Z,1596961872833413121,['1596961872833413121'],297969419
RT @bravesorganist: Happy Thanksgiving!,en,2022-11-24T16:06:47.000Z,1595811174863495168,['1595811174863495168'],297969419
RT @PumpkinNation: #truth https://t.co/7vAPJjaysG,qme,2022-11-24T16:02:28.000Z,1595810090191314948,['1595810090191314948'],297969419
@MLB @PujolsFive @Cardinals #CareerAchievementAward #FarewellTourGift,qme,2022-11-22T23:09:20.000Z,1595192738353397760,['1595192738353397760'],297969419
"RT @MLB: Olivia Pichardo, a Brown University freshman, is making history as the first female baseball player to be on an active NCAA Divisi…",en,2022-11-22T11:41:32.000Z,1595019646134018048,['1595019646134018048'],297969419
RT @UnnecRoughness: Plz pray for this UCF kicker. He was assaulted by a member of the US Navy today.  https://t.co/puOR9Uudj3,en,2022-11-20T01:27:18.000Z,1594140292889837574,['1594140292889837574'],297969419
@LaurenMatuszews @KirbStompUGA Looks like he found something else to do with hands as well…,en,2022-11-20T00:56:40.000Z,1594132583956504576,['1594132583956504576'],297969419
@OfficialOPLive  Just waiting to go on the clock with the brave men and women LEOs.  #staysafe #bluelivesmatter. https://t.co/MH1skJhVva,en,2022-11-20T00:55:44.000Z,1594132351256498176,['1594132351256498176'],297969419
It appears Rutgers forgot the last letter on their mid-field sponsorship…it says O SHI.  Can someone get a T for them??,en,2022-11-19T22:20:34.000Z,1594093299727568898,['1594093299727568898'],297969419
"RT @MeCookieMonster: Me still get to keep me cookies if Twitter shuts down, right?",en,2022-11-19T19:30:24.000Z,1594050478605754369,['1594050478605754369'],297969419
"Much love to you, brother!  ⚔️ #heartbeat https://t.co/M6FN56A6Hp",en,2022-11-16T19:30:35.000Z,1592963361423396864,['1592963361423396864'],297969419
RT @JamesPalmerTV: Deshaun Watson in his first practice of the season with the #browns https://t.co/vTzheqNTKj,en,2022-11-16T19:24:21.000Z,1592961790308384769,['1592961790308384769'],297969419
@LukeBarnhart5 https://t.co/Nv8RSHKDfw,qam,2022-11-16T19:22:27.000Z,1592961312040321024,['1592961312040321024'],297969419
"RT @NationPsu: @editti22 You could've just put ""I'm biased"" as the headline",en,2022-11-16T19:18:11.000Z,1592960240085266432,['1592960240085266432'],297969419
Thank you @RamTrucks For the beer breaks during @Yellowstone !!,en,2022-11-14T01:19:46.000Z,1591964071708225537,['1591964071708225537'],297969419
"RT @hanwaddingham: I’ve never seen this, didn’t know it existed. Such a very precious song to me and time in my life when it first came to…",en,2022-11-14T01:12:46.000Z,1591962308988870658,['1591962308988870658'],297969419
Is it possible to not breathe for two hours??  We shall see…it’s time to ride.  Dutton style.  #Yellowstone,en,2022-11-14T01:03:58.000Z,1591960096049098752,['1591960096049098752'],297969419
RT @tristyn_keali: Excuse me for the next 2 hours as I lose it over this premier #yellowstonetv,en,2022-11-14T01:02:16.000Z,1591959667093442560,['1591959667093442560'],297969419
RT @BornAKang: When you go with the cheaper movers https://t.co/RlpKRt8u2Y,en,2022-11-13T23:52:59.000Z,1591942233422729216,['1591942233422729216'],297969419
"RT @SXMCollege: Ford Model T ✅
Water Car ✅
@NASCAR Cup Champion x2✅

@joeylogano had fun with Coach K talking about his wild car collection…",en,2022-11-13T17:39:08.000Z,1591848147420340224,['1591848147420340224'],297969419
@barstoolsports That’s something I wish I could simply unsee…,en,2022-11-13T17:34:39.000Z,1591847019722801153,['1591847019722801153'],297969419
@schadjoe Any chance they are wearing their throwbacks?,en,2022-11-13T17:33:50.000Z,1591846816701902848,['1591846816701902848'],297969419
@hgomez27 Sweetest sound in the world.,en,2022-11-13T17:32:38.000Z,1591846511545126912,['1591846511545126912'],297969419
"@BernieKosarShow @BernieKosarQB Immediately yes, Bernie.  We gotta believe.  Some games/seasons it is all we have well, that and beer).",en,2022-11-13T12:39:37.000Z,1591772773780791296,['1591772773780791296'],297969419
"RT @LockHavenWrstl: At 174lbs, Stoltzfus wins by DEC, 8-6",en,2022-11-12T22:13:33.000Z,1591554820338774016,['1591554820338774016'],297969419
RT @GregPickel: James Franklin was just assessed a 15-yard unsportsmanlike conduct penalty. He was screaming at the end of that play on the…,en,2022-11-12T22:06:10.000Z,1591552960722604041,['1591552960722604041'],297969419
"RT @BleacherReport: GLASS SHATTERED ON IMPACT 🤯🤯 @BR_OpenIce

(via @PennStateMHKY) https://t.co/wiyMbUzoru",en,2022-11-12T10:07:14.000Z,1591372038589272065,['1591372038589272065'],297969419
@Fionnuala_31 @theirishfor Tell them to watch a wee bit of Derry Girls.  Too funny.,en,2022-11-12T09:59:32.000Z,1591370097003823105,['1591370097003823105'],297969419
"RT @NCAAWrestling: 🚨UPSET🚨

@HokiesWrestling freshman Caleb Henson picks up the SV upset victory over Sammy Sasso, 5-3!

#NCAAWrestling x 🎥…",en,2022-11-12T01:04:00.000Z,1591235326135402496,['1591235326135402496'],297969419
So very cool to see a local athlete making it in big time college ball.  Just too bad it is at Duke… 🏀,en,2022-11-12T00:59:37.000Z,1591234223645806593,['1591234223645806593'],297969419
RT @mlbbowman: Here is why I think Dansby Swanson will re-sign with the Braves. I also included a contract prediction https://t.co/fAjP8MPJ…,en,2022-11-11T18:27:15.000Z,1591135483618545664,['1591135483618545664'],297969419
RT @PGATOUR: 22 days away 🐅 https://t.co/ICp3vWHNXT,en,2022-11-09T20:16:30.000Z,1590438198131699714,['1590438198131699714'],297969419
RT @VerneFUNquist: There are traffic lights that lasted longer than Tennessee’s #1 ranking did.,en,2022-11-09T01:26:28.000Z,1590153818469126147,['1590153818469126147'],297969419
@WI_Sports_Guy @joeylogano @CocaColaRacing @shellracingus @Pennzoil @Team_Penske @FordPerformance @PaniniAmerica @PristineAuction @PlanetFitness @oriswatches @WheelsUp …just like the Packers.  To the Lions.  Roar.  Just like that #22 at Phoenix!!!  #gofastJoey,en,2022-11-07T11:12:10.000Z,1589576439225282560,['1589576439225282560'],297969419
@joeylogano @CocaColaRacing @shellracingus @Pennzoil @Team_Penske @FordPerformance @PaniniAmerica @PristineAuction @PlanetFitness @oriswatches @WheelsUp We love you and the 22 Crew!!!,en,2022-11-07T11:05:56.000Z,1589574869351796736,['1589574869351796736'],297969419
RT @WarrenVigus: The 22 in 22!!!!! @joeylogano is a TWO-TIME CHAMPION!!! #TeamJL https://t.co/6BoERPCRrL,en,2022-11-07T11:04:35.000Z,1589574528841134082,['1589574528841134082'],297969419
RT @Team_Penske: The writing’s on the wall. ✍🏼 https://t.co/MYXm2s0CaM,en,2022-11-07T11:04:09.000Z,1589574422251589632,['1589574422251589632'],297969419
RT @MLBONFOX: RT if you miss baseball already https://t.co/XSQ3gVx703,en,2022-11-07T09:05:54.000Z,1589544664256086016,['1589544664256086016'],297969419
"RT @NASCAR: It’s all yours, Joey. 🏆 https://t.co/UiLk4cieCn",en,2022-11-07T00:32:16.000Z,1589415401683062784,['1589415401683062784'],297969419
"RT @MLBPA: ""For guys who are competing against me to think so highly of my ability and performance is very cool."" - @SpencerSTRIDer 

🏆 Con…",en,2022-11-06T21:55:05.000Z,1589375846858780672,['1589375846858780672'],297969419
"Well, I guess it isn’t now is it??  #ForTheA https://t.co/MMiejX8l3T",en,2022-11-06T15:22:03.000Z,1589276935171248128,['1589276935171248128'],297969419
"RT @baseballisdead_: The Houston Astros are World Series Champions! After looking like the team of destiny, the Phillies offense disappeare…",en,2022-11-06T09:57:59.000Z,1589195383023882240,['1589195383023882240'],297969419
RT @Cut4: that's a wrap! https://t.co/Y14o3dYPhW,en,2022-11-06T06:48:02.000Z,1589147579857915904,['1589147579857915904'],297969419
"On behalf of so many of us, thank you @KateUpton Charlie Mike. https://t.co/s8LdePC9Q7",en,2022-11-06T00:51:50.000Z,1589057936953081857,['1589057936953081857'],297969419
"RT @BleacherReport: .@KateUpton was letting Phillies fans know what's good during Game 5 🤣

(via @rayleemaye) https://t.co/rdPZyIugVk",en,2022-11-06T00:50:17.000Z,1589057548392755202,['1589057548392755202'],297969419
@LukeBarnhart5 https://t.co/epjsqpLQ5v,qam,2022-11-06T00:48:51.000Z,1589057185921003520,['1589057185921003520'],297969419
RT @UGASPIKESQUAD: But mama 🥺 the hillbillies told us it was a vol nation take over!! 🥺🥺🥺🥺🥺🥺🥺 https://t.co/HRB5seBi9I,en,2022-11-06T00:42:59.000Z,1589055712692695040,['1589055712692695040'],297969419
@NASCARonNBC @TyGibbs @NASCAR_Xfinity https://t.co/cfToCPNHjm,qme,2022-11-06T00:38:26.000Z,1589054567882579968,['1589054567882579968'],297969419
RT @AxDawg27: You would’ve only had 6 points….,en,2022-11-06T00:16:32.000Z,1589049053496561666,['1589049053496561666'],297969419
