lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1597004440682102785,"RT @DaysFan28: Will is reunited with Arianna ~ 11-27-17

#Days #DOOL #Will #Arianna https://t.co/Vw8u9sJwWT",['1597004440682102785'],745732018013614080,2022-11-27T23:08:24.000Z
en,1597004412899459072,RT @alexfarmerphoto: Fireworks in downtown Cleveland for the kickoff WinterLand. https://t.co/J6XbWTrpUy,['1597004412899459072'],745732018013614080,2022-11-27T23:08:17.000Z
en,1596972222664802305,"RT @RhapsodysBIues: The Little Blue Heron at 600mm and 200mm respectively, looking across to the other side of the stream. Not cropped. htt…",['1596972222664802305'],745732018013614080,2022-11-27T21:00:22.000Z
en,1596966776621129728,RT @scrapbook1_t: Loved watching soooo many people having fun on the ice rink at @CLEPublicSquare during the kickoff to #WinterLandCLE last…,['1596966776621129728'],745732018013614080,2022-11-27T20:38:44.000Z
en,1596966474929049601,RT @scrapbook1_t: More sights of #WinterLandCLE around @CLEPublicSquare and @TowerLightsCLE for our annual Tree Lighting ceremony &amp; firewor…,['1596966474929049601'],745732018013614080,2022-11-27T20:37:32.000Z
en,1596966407031652352,"RT @dailydisparks: Vintage Disneyland postcard, “Christmas Parade.” https://t.co/X5hZ5nwLQC",['1596966407031652352'],745732018013614080,2022-11-27T20:37:16.000Z
en,1596966388404322304,"RT @Joeiscool1981: 15 years ago today, a still grieving Marlena thought Belle saw a lot of John in Shawn. Hope then told her that Belle was…",['1596966388404322304'],745732018013614080,2022-11-27T20:37:11.000Z
en,1596966328438784001,RT @lance_aerial: Terminal Tower and Public Square lit up this morning #cleveland #publicsquare #terminaltower https://t.co/DpfOEantth,['1596966328438784001'],745732018013614080,2022-11-27T20:36:57.000Z
en,1596962325717975040,"RT @clevelanddotcom: Happy Sunday, CLE! We thought this was the perfect photo to kick off your Browns game day 🤎🧡

Photo: edrost88 on Insta…",['1596962325717975040'],745732018013614080,2022-11-27T20:21:03.000Z
en,1596962157035663361,"RT @DaysFan28: Kate, Sami &amp; Gabi throw Nick into the river ~ 11-27-13 (Part 1)

#Days #DOOL #Kate #Sami #Gabi #Nick 

 https://t.co/LGlcoQo…",['1596962157035663361'],745732018013614080,2022-11-27T20:20:23.000Z
en,1596962125821665282,RT @RhapsodysBIues: Another perspective from the Little Blue Heron warming up in the sun https://t.co/5ZE1fytvl3,['1596962125821665282'],745732018013614080,2022-11-27T20:20:15.000Z
en,1596962094884171776,"RT @DaysFan28: Kate, Sami &amp; Gabi throw Nick into the river ~ 11-27-13 (Part 2)

#Days #DOOL #Kate #Sami #Gabi #Nick

 https://t.co/EKBxSvZu…",['1596962094884171776'],745732018013614080,2022-11-27T20:20:08.000Z
en,1596962062886113281,RT @lance_aerial: It’s officially that time of season Downtown - Public Square this morning #cleveland @TowerLightsCLE https://t.co/KYSFTr0…,['1596962062886113281'],745732018013614080,2022-11-27T20:20:00.000Z
en,1596962051452112896,"RT @DaysFan28: Stephen Nichols Returns ~ 11-27-19

#Days #DOOL #Steve #Stevano #PrincessGina #Hope 

 https://t.co/IHUmtxTReR",['1596962051452112896'],745732018013614080,2022-11-27T20:19:57.000Z
en,1596961894082187266,"RT @DaysFan28: Camila Banus Returns ~ 11-27-20

#Days #DOOL #Gabi 

 https://t.co/kXtKLUqHnT",['1596961894082187266'],745732018013614080,2022-11-27T20:19:20.000Z
en,1596961834447224832,"RT @nefleaglecam: Samson has not been seen at the nest since Thur eve; however, he and Gabby were spotted perched together Fri am nearby.…",['1596961834447224832'],745732018013614080,2022-11-27T20:19:06.000Z
en,1596961781150519296,RT @thatsexton: Sunday views over the Chagrin River 🧲 https://t.co/JSVS0c1UwW,['1596961781150519296'],745732018013614080,2022-11-27T20:18:53.000Z
en,1596817225507573761,RT @daphney_mp: Beautiful day everyone❄️🤍 https://t.co/5feN0rcWRO,['1596817225507573761'],745732018013614080,2022-11-27T10:44:28.000Z
zxx,1596817197074067456,RT @SiddikaShanaz: https://t.co/cRZ1gVEMc8,['1596817197074067456'],745732018013614080,2022-11-27T10:44:21.000Z
en,1596817160482873344,RT @disneytipsguy: Good Saturday morning friends! Here’s hoping you all have a pleasant and relaxing weekend! #peoplemover #Saturday #Magic…,['1596817160482873344'],745732018013614080,2022-11-27T10:44:13.000Z
en,1596817010469785600,RT @jacolek1981: Good Morning 🌞🇦🇹 https://t.co/Klv9DZU8mH,['1596817010469785600'],745732018013614080,2022-11-27T10:43:37.000Z
en,1596816955457310720,"RT @Draksphotos: Greater flamingos, Bahrain .
#GreaterFlamingos #Flamingos #sunrise #bahrain https://t.co/ytn9osJm8y",['1596816955457310720'],745732018013614080,2022-11-27T10:43:24.000Z
en,1596816938646151168,"RT @HippyDisneyGuy: Christmas at the Magic Kingdom! ☺️✨

#WaltDisneyWorld 💕💜 https://t.co/jAMvUALwzV",['1596816938646151168'],745732018013614080,2022-11-27T10:43:20.000Z
en,1596816895558443015,"RT @Evangelia1111: #OnThisDay in 2002, #Days aired a special Thanksgiving episode at Tuscany. Enjoy my montage. #Bope #Shelle #Jarlena #Ali…",['1596816895558443015'],745732018013614080,2022-11-27T10:43:09.000Z
en,1596816678771478528,RT @thrillgeek: 🎄 🌲🌿 Your moment of Living With The Land zen (with a sprinkle of holiday cheer) @WaltDisneyWorld #DisneyWorld https://t.co/…,['1596816678771478528'],745732018013614080,2022-11-27T10:42:18.000Z
en,1596816440375775237,"RT @dailydisparks: Grand Floridian poinsettia tree, 1992. https://t.co/X6QptNsIVA",['1596816440375775237'],745732018013614080,2022-11-27T10:41:21.000Z
en,1596816033100144640,"RT @Olga49840334: Lake Peyto, Banff National Park, Canada 🇨🇦 ❄️🏂☃️
photo by @dreamingandwandering https://t.co/8T0LvL05JO",['1596816033100144640'],745732018013614080,2022-11-27T10:39:44.000Z
en,1596815992155693057,RT @chrisronayne: Morning #CLE https://t.co/bAjSaEcx96,['1596815992155693057'],745732018013614080,2022-11-27T10:39:34.000Z
zxx,1596815966016610304,RT @clevelanddotcom: https://t.co/XHGKiizCNH,['1596815966016610304'],745732018013614080,2022-11-27T10:39:28.000Z
en,1596815897540247553,RT @WDWNT: 🎅🍯 Winnie the Pooh and his butterfly net are all ready for the holidays! https://t.co/uiCSi49Dwb,['1596815897540247553'],745732018013614080,2022-11-27T10:39:12.000Z
en,1596815832205918209,"RT @Evangelia1111: #OnThisDay in 1996, the #BradyFamily &amp; friends held Thanksgiving dinner at the Brady pub with Bo trying to repair his br…",['1596815832205918209'],745732018013614080,2022-11-27T10:38:56.000Z
zxx,1596811386151399424,RT @xetra_a: https://t.co/x0u9SIPAvS,['1596811386151399424'],745732018013614080,2022-11-27T10:21:16.000Z
en,1596811334515318785,RT @baykaler: Ilgaz 🇹🇷 Last winter https://t.co/Qa0YAnzgfj,['1596811334515318785'],745732018013614080,2022-11-27T10:21:04.000Z
de,1596809623209926658,RT @natural_views2: Finland 🇫🇮 https://t.co/jecEFmWcS4,['1596809623209926658'],745732018013614080,2022-11-27T10:14:16.000Z
en,1596809420348030976,RT @vip88d: Enjoy the view https://t.co/hyxxtPjYFS,['1596809420348030976'],745732018013614080,2022-11-27T10:13:27.000Z
en,1596809254362828801,"RT @LondonNaturePi2: The first picture taken with the Nikon D850, feels like a long time ago, nearly three years,I was so nervous to buy th…",['1596809254362828801'],745732018013614080,2022-11-27T10:12:48.000Z
en,1596809233026408448,RT @buitengebieden: This game looks fun.. 😅 https://t.co/XcnvjIGJbj,['1596809233026408448'],745732018013614080,2022-11-27T10:12:43.000Z
en,1596809212440743937,"RT @PaytonDomschke: Last Saturday sunrise of November from Huron, OH by @wkyc viewer Susan Shamhart🌅✨

@wkycweather #OHwx @NWSCLE #3Weather…",['1596809212440743937'],745732018013614080,2022-11-27T10:12:38.000Z
en,1596808784533344259,RT @urbanetics_: It’s impossible not to be in the Christmas spirit after stopping by Miracle on 4th Street @ Society Lounge! https://t.co/Z…,['1596808784533344259'],745732018013614080,2022-11-27T10:10:56.000Z
