edit_history_tweet_ids,lang,created_at,author_id,id,text
['1596962950170148866'],en,2022-11-27T20:23:32.000Z,612137401,1596962950170148866,"RT @MutantApeJack: The best yacht in Miami it’s SOLD OUT for December 2 🚫🚫🚫

Dj playing music, drinks, food and good vibes only. 

NEW DATE…"
['1596921748339183616'],es,2022-11-27T17:39:48.000Z,612137401,1596921748339183616,Te avisé que no había falso asado @CriptolandiaLAT 🥩 https://t.co/61tS6Tc1Dp
['1596904884229767168'],es,2022-11-27T16:32:48.000Z,612137401,1596904884229767168,@CriptolandiaLAT GM. Hoy no hay falso asado 🥩
['1596691686310158337'],es,2022-11-27T02:25:37.000Z,612137401,1596691686310158337,"✅ 5.5km
✅ Aeróbico y algo de musculación
✅ 30 minutos de audios sobre Mentalidad

Sábado ganado. Ahora si al baile 🫡"
['1596667985174745090'],es,2022-11-27T00:51:26.000Z,612137401,1596667985174745090,Una locuraaaaaa 🤩🇦🇷 https://t.co/F1xhy5NNLX
['1596667904639979520'],es,2022-11-27T00:51:07.000Z,612137401,1596667904639979520,"RT @CriptolandiaLAT: Arrancamos el #drop de los poaps 🔥

Chequeen su wallet...y cuenten que opinan del diseño!! 

Los leemos!! 👇👇"
['1596629021332508672'],es,2022-11-26T22:16:37.000Z,612137401,1596629021332508672,"RT @sudanalytics_: AHORA NOS VOLVIMO A ILUSIONAR
https://t.co/AC8AQ575FP"
['1596613283884462081'],es,2022-11-26T21:14:05.000Z,612137401,1596613283884462081,"RT @DiarioOle: Acá está.

Abrazo. https://t.co/OMEjxsEl9I"
['1596609541524725760'],es,2022-11-26T20:59:12.000Z,612137401,1596609541524725760,Como se sufre siempre. Pero seguimos con ilusión 🇦🇷
['1596609210837393408'],es,2022-11-26T20:57:54.000Z,612137401,1596609210837393408,"RT @DavooXeneizeJRR: Enzo Fernandez. Sin palabras. Titular indiscutido, ya está. Había entrado de la mejor manera pero COMO VAS A HACER ESE…"
['1596601200681492481'],es,2022-11-26T20:26:04.000Z,612137401,1596601200681492481,Gol la concha puta de tu madre @tntsportsmex
['1596562530406916102'],es,2022-11-26T17:52:24.000Z,612137401,1596562530406916102,"@CriptolandiaLAT Elijo creer

0xBC23D7e619472Cf6B351079b6ACC1333696b54B0 https://t.co/VRgpusUaWn"
['1596550506209767427'],es,2022-11-26T17:04:37.000Z,612137401,1596550506209767427,"RT @AtaqueFutbolero: 🇦🇷 Con ustedes, las historias de los 26 guerreros de Argentina.

Hoy es más que nunca.

Hoy es todos juntos. ❤ https:/…"
['1596548451202142210'],es,2022-11-26T16:56:27.000Z,612137401,1596548451202142210,"RT @CriptolandiaLAT: Hoy también se alienta! 💥⚽

Las primeras 50 interacciones con este Tweet se llevan un increíble poap animado!

Déjanos…"
['1596546892661346306'],es,2022-11-26T16:50:16.000Z,612137401,1596546892661346306,Feliz cumple pa @gasparrrx6 🎈
['1596540911248637953'],es,2022-11-26T16:26:30.000Z,612137401,1596540911248637953,Hay que confiar 🤞🇦🇷
['1596540164641533952'],es,2022-11-26T16:23:32.000Z,612137401,1596540164641533952,@CriptolandiaLAT Con S de Sobrevivir depende del partido
['1596342184110096385'],es,2022-11-26T03:16:49.000Z,612137401,1596342184110096385,No se salió. No me dió. Por suerte
['1596318661500731392'],en,2022-11-26T01:43:21.000Z,612137401,1596318661500731392,"RT @MutantApeJack: GM FAMM 

Who’s ready for Miami Art Basel week ????? 🏝️ 

SAVE YOUR DATE FOR DECEMBER 2, I will be hosting a yacht meeti…"
['1596292518681145345'],und,2022-11-25T23:59:28.000Z,612137401,1596292518681145345,@estelardad @CriptolandiaLAT 😂😂
['1596280270977896449'],und,2022-11-25T23:10:48.000Z,612137401,1596280270977896449,@pereira_vallejo @SirDuke90 👆👆👏
['1596272903376408576'],es,2022-11-25T22:41:32.000Z,612137401,1596272903376408576,"Basta, no me inviten más a bailar."
['1596257833326346240'],es,2022-11-25T21:41:39.000Z,612137401,1596257833326346240,Vayan a conocer a Pau y su música. Sus NFTs son con utilidades super originales 😁🎶 https://t.co/PEcC8Bcdmn
['1596231111239438336'],es,2022-11-25T19:55:28.000Z,612137401,1596231111239438336,@LautaHern Jajajaja. Cierre de año a veces agota un poquito. Tocó 🥄 (no encontré pala)
['1596230776193966085'],es,2022-11-25T19:54:08.000Z,612137401,1596230776193966085,@Rous_cripto Rumbo a eso vamosss ✈️
['1596230703821488129'],it,2022-11-25T19:53:50.000Z,612137401,1596230703821488129,"@SirDuke90 Clave, dale que si 🙌"
['1596184337342697472'],es,2022-11-25T16:49:36.000Z,612137401,1596184337342697472,"@BrunnoOk98 Tal cual, librazo. Hay que saber entenderlo 😁"
['1596181684571213824'],es,2022-11-25T16:39:03.000Z,612137401,1596181684571213824,@agustinamo8 Que @Liberte_Ar se rompa esas jornadas cortas 🤣🤞
['1596175360177352704'],es,2022-11-25T16:13:56.000Z,612137401,1596175360177352704,Arrancamos el viernes bien arriba. Y ahora derechito a la ofi 💪🏻📚 https://t.co/G33KZ0GGuj
['1596167699884908544'],es,2022-11-25T15:43:29.000Z,612137401,1596167699884908544,"RT @gasparrrx6: ❓Pregunta❓
Supongamos que tienen una startup/proyecto a la cual le quieren incorporar un Discord, ya sea para la comunidad/…"
