text,lang,created_at,id,edit_history_tweet_ids,author_id
"RT @RobbiePoirier10: I was watching Road to ONE and stumbled across this Muay Thai fighter.

Sammy-Jo Luxton, holy shit. Get yourself a gir…",en,2022-11-28T04:07:34.000Z,1597079730242867202,['1597079730242867202'],1041598632
RT @AnnahLeina: 🕯️🕯️❤️❤️,art,2022-11-27T20:25:41.000Z,1596963490975318016,['1596963490975318016'],1041598632
"RT @gento2: The laws in South Africa only applies to its citizens, a makwerekwere can just erect a shack in the middle of the N1 highway an…",en,2022-11-27T20:17:47.000Z,1596961504666222592,['1596961504666222592'],1041598632
RT @_Shyanne_w: When your parent comes to you with their glasses on their head and phone in hand you know they about to piss you off lmaooo,en,2022-11-27T20:03:26.000Z,1596957893223682050,['1596957893223682050'],1041598632
https://t.co/4m2fB1oYff https://t.co/0tclrfpp5K,zxx,2022-11-27T19:59:58.000Z,1596957020271149062,['1596957020271149062'],1041598632
RT @Rathipa_Rampedi: Some people will hurt you in a nice way 😂😂😂 https://t.co/T8NopbbPhv,en,2022-11-27T18:25:45.000Z,1596933310634397696,['1596933310634397696'],1041598632
What I need  ... 🥺😩 https://t.co/SaFO30wpyy,en,2022-11-27T17:52:46.000Z,1596925008663949312,['1596925008663949312'],1041598632
RT @FightHaven: Gender equality in a single video... https://t.co/7vFu2r0ppG,en,2022-11-27T17:38:14.000Z,1596921352652746755,['1596921352652746755'],1041598632
RT @Loccdawggg: Putting these on a cruise ship&gt;&gt;&gt;&gt;&gt;,en,2022-11-27T16:11:23.000Z,1596899494289104896,['1596899494289104896'],1041598632
"RT @ManCityWomen: BUNNY MAKES IT THREE!!!

🔵 3-0 🐈‍⬛ #ManCity https://t.co/sRvuzYFXBu",en,2022-11-27T15:25:30.000Z,1596887948829798401,['1596887948829798401'],1041598632
🥺❤️ https://t.co/O4c8ORZjlm,art,2022-11-27T15:25:28.000Z,1596887939413602305,['1596887939413602305'],1041598632
RT @jaredwright17: Frans Malherbe appreciation tweet 🇿🇦 https://t.co/NJ9AnUR7A1,fr,2022-11-27T14:57:44.000Z,1596880960938967041,['1596880960938967041'],1041598632
I can't imagine football without Peter Drury. What a legend. 😭 https://t.co/7t8jyD4xzu,en,2022-11-27T14:56:48.000Z,1596880725269450754,['1596880725269450754'],1041598632
"I'm reading reviews and a white man is calling his fellow whites ""Neanderthals"" 🤣",en,2022-11-27T14:46:58.000Z,1596878253696122880,['1596878253696122880'],1041598632
RT @_BigMadam_: I clocked early mina ukuthi I’m not likable as a person. I’m easily replaceable. I also think this is my favourite thing no…,en,2022-11-27T14:04:57.000Z,1596867679813369857,['1596867679813369857'],1041598632
RT @KameronBennett: Gotta bring this one back 😭😭😭😂😅 https://t.co/OcFyCXZSt2,en,2022-11-27T12:15:34.000Z,1596840151199911937,['1596840151199911937'],1041598632
"RT @poetscorneruk: I take it back. 

John Barnes is one of the realist. https://t.co/gnuzJGMTC1",en,2022-11-27T11:33:33.000Z,1596829579171483651,['1596829579171483651'],1041598632
RT @danokirbano: im crying hes screaming at the players and then the translator is screaming at the players they getting cooked twice 😭😭😭😭😭😭,en,2022-11-27T08:04:34.000Z,1596776984864260099,['1596776984864260099'],1041598632
"RT @AdvoBarryRoux: One of the saddest things in South Africa is that ""most"" black graduates report to white ""Matriculants"" in private compa…",en,2022-11-26T21:33:59.000Z,1596618292684558336,['1596618292684558336'],1041598632
"If they win, Martinez must not start the next game",en,2022-11-26T20:29:10.000Z,1596601981631537152,['1596601981631537152'],1041598632
@ncedisantekiso Respect me fam 🤣😭I made sure I got rid of them. Unless someone from high school has one which I highly doubt,en,2022-11-26T16:58:31.000Z,1596548970146168833,['1596548970146168833'],1041598632
@MWTlali Einklik they've never had a good kit. Even wirg Puma😩🤣,en,2022-11-26T16:57:18.000Z,1596548665656881153,['1596548665656881153'],1041598632
RT @MWTlali: 😭💔💔😭😭💔💔😭😭💔💔💔😭 https://t.co/k2wTSe9Wso,und,2022-11-26T16:55:35.000Z,1596548233047994376,['1596548233047994376'],1041598632
RT @cooltxchick: This is Eddie. About half hour ago I was leaving my friend’s office downtown and Eddie was on the corner. His back was tur…,en,2022-11-26T15:13:48.000Z,1596522617816903680,['1596522617816903680'],1041598632
"RT @HasbullaHive: “The Gentleman behind you bought you this drink”

The Gentleman behind you: https://t.co/h48khlPXtl",en,2022-11-26T14:53:56.000Z,1596517618214612992,['1596517618214612992'],1041598632
