created_at,lang,edit_history_tweet_ids,id,text,author_id
2022-11-27T20:19:08.000Z,en,['1596961844920344576'],1596961844920344576,"RT @rrginn: Always remember: Sergeant Joseph A. Pol, Mississippi Department of Public Safety - Mississippi Highway Patrol, Mississippi http…",1670989826
2022-11-27T20:19:02.000Z,en,['1596961819394183168'],1596961819394183168,"RT @MEM_PoliceDept: Have you seen Yasmine Funches?
Report #2211012808ME https://t.co/RadH7Nduws",1670989826
2022-11-24T22:46:39.000Z,en,['1595911802831130625'],1595911802831130625,Happy Thanksgiving! #StayThankfulMS #Seatbelts https://t.co/h4M8q7Zbxq,1670989826
2022-11-22T23:18:19.000Z,en,['1595194997443334149'],1595194997443334149,"With Thanksgiving just a day away, let's all have a wonderful holiday by wearing our seatbelts, putting our cell phones down, and if drinking, have a designated driver! Stay safe MS. #EnjoytheHolidays https://t.co/HON9dgTkPU",1670989826
2022-11-22T02:10:45.000Z,en,['1594876005864308737'],1594876005864308737,RT @MDPSMBI: The Silver Alert issued for Heather Marie Blackwell has been canceled. She has been located and is safe.,1670989826
2022-11-21T14:44:42.000Z,pt,['1594703355447746561'],1594703355447746561,RT @MDPSMBI: Silver Alert!!! https://t.co/KmDwHg63wK,1670989826
2022-11-19T16:51:34.000Z,en,['1594010503701008385'],1594010503701008385,RT @MDPSMBI: Update: The Silver Alert issued for Dianne Boring  has been canceled. She has been located and is safe.,1670989826
2022-11-19T04:26:39.000Z,pt,['1593823042777628674'],1593823042777628674,RT @MDPSMBI: Silver Alert https://t.co/FHvqckEJKy,1670989826
2022-11-18T21:29:57.000Z,en,['1593718177036386307'],1593718177036386307,"RT @MDPSMBI: Update: Silver Alert Cancellation.

The Silver Alert issued for George Shaw has been cancelled.  He has been located and is sa…",1670989826
2022-11-18T12:45:25.000Z,en,['1593586173603205120'],1593586173603205120,RT @MDPSMBI: Update: The Endangered Child Alert on Cylis Vaughn and Marlie Vaughn has been canceled. Both children have been found safe.,1670989826
2022-11-18T03:20:45.000Z,da,['1593444070671663105'],1593444070671663105,RT @MDPSMBI: Endangered Child Alert https://t.co/3VLKYphPWf,1670989826
2022-11-18T00:38:09.000Z,pt,['1593403149305274369'],1593403149305274369,RT @MDPSMBI: Silver Alert https://t.co/33mShJm8mx,1670989826
2022-11-16T22:28:44.000Z,en,['1593008190861774848'],1593008190861774848,"@TrooperBenKHP I would have to say the Mississippi Highway Patrol, but I'm probably being biased! #SeatbeltSafety",1670989826
2022-11-16T21:50:15.000Z,en,['1592998506985299971'],1592998506985299971,"Thank you Falkner Middle and High schools for allowing @MHPTroopF the opportunity to talk to your students about seatbelt safety, the dangers of drugs and alcohol, and #MHPJobs. https://t.co/rTvaHz0XiG",1670989826
2022-11-16T01:21:40.000Z,en,['1592689325887877121'],1592689325887877121,RT @MSHwyPatrol: MHP C.O.R.E. Candidates visited @MLEOTA_Pearl today and got to experience a light sample of what Trooper training is all a…,1670989826
2022-11-15T01:33:14.000Z,en,['1592329849125076993'],1592329849125076993,"RT @MEM_PoliceDept: Have you seen Tunisha Rosser?
Report #2211006157ME https://t.co/tvQwbyoQ7b",1670989826
2022-11-14T17:40:03.000Z,en,['1592210768627367944'],1592210768627367944,Thank you @BHSDevils1 for allowing @MHPTroopF the opportunity to talk about #MHPJobs and making good choices behind the wheel of a car. #GoBlueDevils https://t.co/gHRy3CVIxj,1670989826
2022-11-12T04:30:16.000Z,en,['1591287238247460864'],1591287238247460864,Hwy 278 at Rogers Furniture in Pontotoc County. Troopers are on the scene of a vehicle crash blocking all  E/B lanes at this time. If in this area expect delays while First Responders clear the scene. https://t.co/EgxraZDDll,1670989826
2022-11-12T01:07:03.000Z,pt,['1591236094968102912'],1591236094968102912,RT @MDPSMBI: Silver Alert!!! https://t.co/xyKcock6HD,1670989826
2022-11-11T12:59:30.000Z,en,['1591052999946022915'],1591052999946022915,Thank you to all our Veterans for your honorable service to our Country. Happy Veterans Day. https://t.co/8jrw4ZeV75,1670989826
2022-11-09T21:20:42.000Z,en,['1590454356645744641'],1590454356645744641,Thank you Corinth Elementary School staff for letting me talk #Seatbelt safety to your kindergarten classes! Very good questions and they were very good listeners. #BetterTogether https://t.co/oRnHWE1u8a,1670989826
2022-11-09T17:02:41.000Z,en,['1590389426190159873'],1590389426190159873,Thank you FAA Federal Credit Union for allowing me the opportunity to speak to your employees about bank robbery prevention. 🏦 #BetterTogether https://t.co/8PoKufMHuE,1670989826
2022-11-07T21:08:30.000Z,en,['1589726511065534464'],1589726511065534464,RT @MSHwyPatrol: A BIG thank you to our friends Donnie Rester with Walthall County CO-OP and Richard Ware with Ware Milling for their gener…,1670989826
2022-11-06T19:23:02.000Z,en,['1589337582516596736'],1589337582516596736,RT @MDPSMBI: The silver alert issued for Jo Ann Decker has been canceled. She has been located and is safe. https://t.co/xgUw8BX5dy,1670989826
2022-11-05T23:59:21.000Z,pt,['1589044730369052673'],1589044730369052673,RT @MDPSMBI: SILVER ALERT https://t.co/0kiLu8Fksk,1670989826
2022-11-04T18:09:03.000Z,en,['1588594188857245696'],1588594188857245696,"⚠️I 22 Lee County, Westbound, West of MM 94. Troopers are on the scene of a 2 car crash blocking both W/B lanes. If in this area expect delays. ⚠️ https://t.co/aH2jvuGCA4",1670989826
2022-11-02T16:08:56.000Z,pt,['1587839184496197637'],1587839184496197637,RT @MDPSMBI: Silver alert https://t.co/h1gfbyoQGU,1670989826
2022-10-31T18:08:45.000Z,en,['1587144560664248320'],1587144560664248320,Thank you to MHP Troop F retirees for providing lunch today and Coke of Corinth MS for providing the drinks at our District Meeting. Also thank you Col. Ginn and Lt. Col. Brown for coming up to attend as well. #StaySafeMS https://t.co/M9Tp6kcAGQ,1670989826
2022-10-30T19:27:43.000Z,en,['1586802043838074880'],1586802043838074880,RT @MDPSMBI: Update: The Silver Alert issued for Michael Amos has been canceled. He has been located and is safe.,1670989826
2022-10-30T13:53:15.000Z,en,['1586717874558730242'],1586717874558730242,"RT @TBInvestigation: #TNSilverAlert has been issued for 79 yo Willis Harris Jr. out of Memphis.

He was last seen at 1:59p today leaving Me…",1670989826
2022-10-28T15:51:48.000Z,en,['1586022933327216640'],1586022933327216640,Thank you to all who participated in our Trunk or Treat last night. Please have a happy and safe Halloween. #StaySafeMS https://t.co/l9q3q4ngAu,1670989826
2022-10-27T21:54:46.000Z,en,['1585751889051734017'],1585751889051734017,Our first kiddos to come through! 😊 https://t.co/WTKBYIvKHv,1670989826
2022-10-27T21:52:16.000Z,en,['1585751258769797120'],1585751258769797120,👻Don't forget to come by and see us at the Troop F substation for a Halloween treat! 👻 https://t.co/vhDOxIVdRB,1670989826
2022-10-26T19:08:25.000Z,en,['1585347636915503104'],1585347636915503104,@TrooperPaul103 @WesternIowaTech @NEStatePatrol Good looking group you got there!,1670989826
2022-10-25T18:08:03.000Z,en,['1584970058241290240'],1584970058241290240,"@Hutton1946 I agree, our state is full of wonderful small communities!",1670989826
2022-10-25T17:43:44.000Z,en,['1584963938193739778'],1584963938193739778,Thank you Ingomar Attendance Center for allowing me the opportunity to speak to your 9th-12th grade classes on Red Ribbon Week about seatbelt safety and not driving impaired. We had such a good time during the question and answer session afterward! #GoFalcons #GoBlue https://t.co/lvQkAyKmkE,1670989826
2022-10-25T14:59:17.000Z,en,['1584922550756425731'],1584922550756425731,"RT @MHPTroopM: With rain moving across our area today, please remember oil and vehicle fluids accumulate on the road when it hasn't rained…",1670989826
