text,id,created_at,lang,edit_history_tweet_ids,author_id
"RT @guidochamorro_: - preséntate igual, si te va mal, no pasa nada, sabes más para la próxima mesa",1597076580437590016,2022-11-28T03:55:03.000Z,es,['1597076580437590016'],4122416554
RT @FlorSaucedo13: Otro día más sin saber quién se ganó las sábanas usadas de Daniel Agostini. https://t.co/XRPyX7xZ3t,1596962193995857920,2022-11-27T20:20:31.000Z,es,['1596962193995857920'],4122416554
RT @soyosantino: @trending_medic We mixed in the 19th century while your country still had slavery,1596962067403403268,2022-11-27T20:20:01.000Z,en,['1596962067403403268'],4122416554
RT @axelgxmxnxz: estos creen q todo el planeta es como ellos q no cogían ni se casaban entre razas hasta hace re poco y nosotros q nos culi…,1596961918883102720,2022-11-27T20:19:26.000Z,es,['1596961918883102720'],4122416554
RT @pia_dmn: Same energy https://t.co/FXgfpQL1jW,1596961870401146880,2022-11-27T20:19:14.000Z,en,['1596961870401146880'],4122416554
RT @AnaGeekLogue: Que los yankees digan que si ganamos gana el racismo es un chiste de mal gusto que no da gracia pero sí mucho cringe. Un…,1596961841322020864,2022-11-27T20:19:07.000Z,es,['1596961841322020864'],4122416554
RT @olsevz: nos llamamos hermanas porque todas tenemos el mismo daddy https://t.co/90XQSfN0vp,1596871791737458691,2022-11-27T14:21:18.000Z,es,['1596871791737458691'],4122416554
RT @Okupas_OOC: https://t.co/cKGi96hs7s,1596684033722912776,2022-11-27T01:55:13.000Z,zxx,['1596684033722912776'],4122416554
finalizada la jornada laboral. procedo a comer paty y tomar birra como si fueran las seis de la tarde y recién terminara el partido.,1596683724124524544,2022-11-27T01:53:59.000Z,es,['1596683724124524544'],4122416554
RT @alejandrocsome: PONGAN EL HIMNO ENTERO. https://t.co/GAa3dpbeEo,1596683224021078016,2022-11-27T01:52:00.000Z,es,['1596683224021078016'],4122416554
RT @nbg__: Una Selección que le canta a los pibes de Malvinas 🥺🥺🥺🙏,1596683071138529281,2022-11-27T01:51:23.000Z,es,['1596683071138529281'],4122416554
RT @nosoyabriI: SIGAN CURANDO A LOS JUGADORES HERMANAS BRUJAS NO AFLOJEN,1596676406498725888,2022-11-27T01:24:54.000Z,es,['1596676406498725888'],4122416554
"RT @mairasaura: Dibu es dibu y encina hace terapia hermanas, el hombre argentino definitivo",1596676398797971459,2022-11-27T01:24:52.000Z,es,['1596676398797971459'],4122416554
RT @vicfabrice: Padre nuestro que estás en los cielos https://t.co/7Ta1jzx4aT,1596676035864662017,2022-11-27T01:23:26.000Z,es,['1596676035864662017'],4122416554
RT @m4kebois: BRUJAS HEREDITARIAS NO DEJEN DE HACER ESOS RITUALES PARA LA PRÓXIMA,1596675991879168002,2022-11-27T01:23:15.000Z,es,['1596675991879168002'],4122416554
RT @DamiBlancoo: LAS MALVINAS SON TAN ARGENTINAS COMO TU COLA MEXICANO CURIOSO,1596673883746504704,2022-11-27T01:14:53.000Z,es,['1596673883746504704'],4122416554
RT @pedazodepete: si hay algo más horroroso que un hombre con masculinidad frágil es una mujer que no quiere admitir que le gustan los afem…,1596673809373106176,2022-11-27T01:14:35.000Z,es,['1596673809373106176'],4122416554
RT @Dariocharaf: Qué bien Julián y Enzo Fernández https://t.co/ujMbFE3IyZ,1596671429004648450,2022-11-27T01:05:08.000Z,es,['1596671429004648450'],4122416554
"RT @marxposting: Me cansé de caretear la hermandad latinoamericana. Argentina solo es hermana de Perú, Irlanda, el sur de Italia y de casi…",1596671363032530946,2022-11-27T01:04:52.000Z,es,['1596671363032530946'],4122416554
RT @fabipa90: Chupala Chapu Martinez aprendé de Mirko https://t.co/ZXViDyL7Ou,1596671247307489280,2022-11-27T01:04:24.000Z,es,['1596671247307489280'],4122416554
RT @albinstromber: El Dibu hace terapia y vos no. https://t.co/7JhtfBSzRj,1596671055304835074,2022-11-27T01:03:38.000Z,es,['1596671055304835074'],4122416554
"RT @caliope: Quedamos todas las minas de rodillas porque un vago dijo que iba a terapia.

La vara está ahí muchachos.",1596670978985172992,2022-11-27T01:03:20.000Z,es,['1596670978985172992'],4122416554
"RT @miltonroses: Virgen de Guadalupe: Who are you?

Gauchito Gil: I'm you but stronger.",1596670938959196160,2022-11-27T01:03:11.000Z,en,['1596670938959196160'],4122416554
RT @_nachosan: DESAPARECIÓ LA INFLACIÓN. BAJO EL RIESGO PAÍS. SE PAGO SOLA LA DEUDA. SUBIO LA TASA DE EMPLEO. SE EXITINGUIO LA INSEGURIDAD.…,1596670915181412352,2022-11-27T01:03:05.000Z,es,['1596670915181412352'],4122416554
RT @oddpili: las pibas y yo cuando enfocan a scaloni https://t.co/7F0nZNsZG8,1596669841628594177,2022-11-27T00:58:49.000Z,es,['1596669841628594177'],4122416554
RT @_venusandmars: Cuando me gusta uno alto https://t.co/s54RaPAOp1,1596669829196677120,2022-11-27T00:58:46.000Z,es,['1596669829196677120'],4122416554
RT @shirtsthtgohard: https://t.co/qIyO3Fj6aU,1596596868305195008,2022-11-26T20:08:51.000Z,zxx,['1596596868305195008'],4122416554
"no estoy viendo el partido, estoy CHEQUEANDO",1596584588478156800,2022-11-26T19:20:03.000Z,es,['1596584588478156800'],4122416554
"RT @Diego_Bot10: La gente de mi país es la mejor del mundo, y mi bandera es la mejor del mundo",1596581134200086528,2022-11-26T19:06:20.000Z,es,['1596581134200086528'],4122416554
RT @oocwednesday: she’s just like me https://t.co/8BZtYKjEzE,1596579672132763649,2022-11-26T19:00:31.000Z,en,['1596579672132763649'],4122416554
RT @elfindelmundor: Pero López y Planes no podemos poner eso https://t.co/Pw5wAzJYCH,1596489389839982592,2022-11-26T13:01:46.000Z,es,['1596489389839982592'],4122416554
yo preparando diseño curricular en 24hs https://t.co/qUhK1oUe3r,1596489002001072128,2022-11-26T13:00:14.000Z,es,['1596489002001072128'],4122416554
"RT @_venusandmars: Messi y Cerati hablaron de sus signos en entrevistas, estamos del lado correcto de la vida. Besito a los anti astrología",1596488452698431488,2022-11-26T12:58:03.000Z,es,['1596488452698431488'],4122416554
RT @megamakii: los celiacos podran dormir al calor de las masas?? yo creo q no,1596472992665583616,2022-11-26T11:56:37.000Z,es,['1596472992665583616'],4122416554
RT @staqrks: la selección argentina mañana https://t.co/jST7rfeyqK,1596472982737768448,2022-11-26T11:56:34.000Z,es,['1596472982737768448'],4122416554
"RT @allegrettto: Los mexicanos arman una rivalidad que no registramos en lo más mínimo y no tenemos ni a la fuerza una razón para odiarlos,…",1596472842958557184,2022-11-26T11:56:01.000Z,es,['1596472842958557184'],4122416554
RT @Sofidicecosas: ¿Saldrían con alguien que no sabe el puente de Traición de Miranda? Entiendo que es un requisito pelotudo pero yo genuin…,1596472625773125632,2022-11-26T11:55:09.000Z,es,['1596472625773125632'],4122416554
"RT @mairasaura: Todo lo que me gusta vive lejos o sale 20k, o la combinación de ambas: sale 20k y me lo mandan desde 📍Llama piojosa - ciuda…",1596317808140263426,2022-11-26T01:39:58.000Z,es,['1596317808140263426'],4122416554
fother muckers o ases falsos es lo único bueno de chile,1596275881059946496,2022-11-25T22:53:22.000Z,es,['1596275881059946496'],4122416554
"RT @YimWingLeo: -Ojalá los hagan mierda a los ingleses
-Sí! Que queden fuera del mundial!
-Qué mundial?",1596275652164222976,2022-11-25T22:52:27.000Z,es,['1596275652164222976'],4122416554
RT @lilengarijo: lo leí así https://t.co/ELel9gcy7m,1596275592638652417,2022-11-25T22:52:13.000Z,es,['1596275592638652417'],4122416554
RT @barbuckss: Así nos preparamos las chicas para el partido de mañana https://t.co/B3IRzNM74f,1596275526045675520,2022-11-25T22:51:57.000Z,es,['1596275526045675520'],4122416554
"RT @PabloAmerico1: no sé en qué momento los mexicanos de Twitter, esquivando un par de cadáveres de niños y algún guatemalteco deshidratado…",1596275468872798209,2022-11-25T22:51:43.000Z,es,['1596275468872798209'],4122416554
"RT @vitiellosloren: Y todavía es reciente. Todavía están vivos los veteranos que saben lo que fue, que sobrevivieron al infierno. De nuevo…",1596275303449403392,2022-11-25T22:51:04.000Z,es,['1596275303449403392'],4122416554
"RT @vitiellosloren: A la argentina no nos duele solamente el tema de Malvinas por qué nos robaron   tierra, si no porque se enviaron chicos…",1596275277336031233,2022-11-25T22:50:58.000Z,es,['1596275277336031233'],4122416554
RT @martymcfloy: los pibes mañana a las tres de la tarde preparandose para la mayor jornada de r4cismo y x3nofobia de toda la historia http…,1596275095861104641,2022-11-25T22:50:14.000Z,es,['1596275095861104641'],4122416554
