edit_history_tweet_ids,created_at,id,author_id,lang,text,geo
['1597057788706160640'],2022-11-28T02:40:23.000Z,1597057788706160640,1497825889329229824,fa,RT @VOAfarsi: کانون حقوق بشر ایران در یک گزارش خبر داده که ماهک (مائده) هاشمی پنجشنبه سه آذر از سوی ماموران مورد حمله قرار می‌گیرد و براثر…,
['1597048223432347648'],2022-11-28T02:02:22.000Z,1597048223432347648,1497825889329229824,fa,RT @i_am_javaneh: @AlinejadMasih آواز در خاک خفته ی نیکا ، خنده های خاموش شده ی حمید رضا روحی ، گیسوان به خاک نشسته ی مهسا ، قلم خشک شده ی…,
['1597048206504132608'],2022-11-28T02:02:18.000Z,1597048206504132608,1497825889329229824,fa,"RT @DTehrany: خیابون مال شماست ! 
#مهسا_امینی https://t.co/ZCAyrBDPJV",
['1597048020100878336'],2022-11-28T02:01:34.000Z,1597048020100878336,1497825889329229824,fa,"RT @seyedmohammadww: خبر اصلی: پوشش بمب خبری #اعتصاب_کامیونداران و خبر اعتصابات سراسرب

ضد خبر و حاشیه: حسین رونقی باید ۷.۶۰۰ گرم وزن بیشتر…",
['1597047744098873345'],2022-11-28T02:00:28.000Z,1597047744098873345,1497825889329229824,fa,RT @VOAfarsi: #علی_دایی در یک پست اینستاگرامی خبر داد که افراد و نهادهایی در دو ماه اخیر او و خانواده‌اش را تهدید کرده‌اند. او در دو ماه گذ…,
['1597047536975769601'],2022-11-28T01:59:39.000Z,1597047536975769601,1497825889329229824,fa,"RT @F_karamizand: سپاس از تمام کامیونداران با شرفی که پشت هموطنان خود ایستادند و‌ به #اعتصابات_سراسری پیوستند.

جمهوری کثیف اسلامی و مزدورا…",
['1597047409972248576'],2022-11-28T01:59:08.000Z,1597047409972248576,1497825889329229824,fa,RT @F_karamizand: برای رسیدن به این نقطه از مسیر آزادی خون همرزمانمان ریخته شده تعدادی از مبارزان در چنگال کفتاران رژیم هستند.پدر و مادر ها…,
['1597047264606052353'],2022-11-28T01:58:34.000Z,1597047264606052353,1497825889329229824,fa,RT @VOAfarsi: آتش‌زدن یک پایگاه بسیج در قلعه حسن‌خان (شهر قدس) - یکشنبه شب https://t.co/1BKumIpReJ,
['1597047218040897536'],2022-11-28T01:58:23.000Z,1597047218040897536,1497825889329229824,fa,"RT @VOAfarsi: #بازداشت یک #خبرنگار_ورزشی دیگر و خبرنگار کارگری ایلنا در #تهران

در ادامه بازداشت خبرنگاران و روزنامه‌نگاران در ایران، برخی…",
['1597047134846857216'],2022-11-28T01:58:03.000Z,1597047134846857216,1497825889329229824,fa,RT @VOAfarsi: وخامت وضع پدر #کیان_پیرفلک: کاهش قدرت تنفسی و انتقال به ICU https://t.co/XNeGCtScrv,
['1597047043197108224'],2022-11-28T01:57:41.000Z,1597047043197108224,1497825889329229824,fa,RT @VOAfarsi: یک بنر در خیابان #ولیعصر #تهران روز یکشنبه نصب شد که روی آن نوشته شده: «#کیان_پیرفلک ده ساله، کشته شده به دست #جمهوری_اسلامی…,
['1597009643364315137'],2022-11-27T23:29:04.000Z,1597009643364315137,1497825889329229824,fa,"RT @mortezaesmilpor: رژیم درمانده است و ریزش شدید نیروهایشان آنان را ترسانده است.
بخشی از گفتگویم با صدای آمریکا در برنامه @AramidehHamideh…",
['1597002499676069891'],2022-11-27T23:00:41.000Z,1597002499676069891,1497825889329229824,fa,RT @1Herculepoirot: امشب يكى توييت پدر آرش صادقى،يكى م يه نفر تو اسپيس بخاطر لكنت زبان عذرخواهى كرد همين دردا واسه امشبم كافيه ،اميدوارم يه…,
['1597000443263340544'],2022-11-27T22:52:31.000Z,1597000443263340544,1497825889329229824,en,RT @IranIntl_En: #BREAKING Iran has been coordinating secret efforts with Qatar to control who attends the World Cup and restrict any signs…,
['1596999069448437760'],2022-11-27T22:47:03.000Z,1596999069448437760,1497825889329229824,fa,"RT @NemoOfNautilus: #رشتو
در این رشتو مدارکی که از باند سایبری ارن و هیربد گردآوری کردیم رو منتشر میکنیم تا بدونید هدف این باند چیه. شما هم…",
['1596998934005968896'],2022-11-27T22:46:31.000Z,1596998934005968896,1497825889329229824,zxx,RT @Anonymousnn3: https://t.co/cxtJG8AVZS,
['1596986799800586245'],2022-11-27T21:58:18.000Z,1596986799800586245,1497825889329229824,fa,"RT @farzinkadkhodae: امروز یک بلوچ دیگر بنام #چنگیز_گرگیج فرزند غفور در زندان زابل نیز اعدام شده است.
ایضا سحرگاه امروز زبیر براهویی(زیرکار…",
['1596986703306452992'],2022-11-27T21:57:55.000Z,1596986703306452992,1497825889329229824,fa,RT @Tirex_2022: ۱/ در راستای #اعتصابات_سراسری و #اعتصاب_کامیونداران، ششمین نمایشگاه حمل و نقل، لجستیک و صنایع وابسته باید تحریم و منزوی شون…,
['1596986368840077315'],2022-11-27T21:56:35.000Z,1596986368840077315,1497825889329229824,fa,RT @Tirex_2022: ۱/ در راستای #اعتصابات_سراسری و #اعتصاب_کامیونداران، ششمین نمایشگاه حمل و نقل، لجستیک و صنایع وابسته باید تحریم و منزوی شون…,
['1596986267333701632'],2022-11-27T21:56:11.000Z,1596986267333701632,1497825889329229824,en,RT @Mahsa_A_F: @Action4IR @UN_HRC @UNHumanRights @Europarl_EN @euronews @guardian @washingtonpost @Reuters @FoxNews @ABC @NBCNews Please he…,
['1596986246613856256'],2022-11-27T21:56:06.000Z,1596986246613856256,1497825889329229824,en,"RT @Action4IR: #ArashSadeghi has been kidnapped by the regime from the early days of #IranRevolution. 

He has cancer and needs medical hel…",
['1596984713482493952'],2022-11-27T21:50:00.000Z,1596984713482493952,1497825889329229824,fa,"RT @khodesepid: #فوری
تهران هم دقایقی پیش به پاخاست! بچه‌های غرب یهو میریزن بیرون سوپرایزمون میکنن!✌🏼
#مهسا_امینی‌‌‌‌‌‌",
['1596984672072118274'],2022-11-27T21:49:51.000Z,1596984672072118274,1497825889329229824,fa,RT @mahsa_aminiha: @theonlyL4m4girl @I_faiiry برای ایران #مهسا_امینی https://t.co/8UcuZtUFe1,
['1596984285055307778'],2022-11-27T21:48:18.000Z,1596984285055307778,1497825889329229824,fa,"RT @ghazal_xy: @LemonLuimer فراخوان چهارده، پانزده و شونزده آذر الان از هر چیزی که فکرش رو کنید مهم‌تره...

#مهسا_امینی 
#اعتصابات_سراسری h…",
['1596984116297469952'],2022-11-27T21:47:38.000Z,1596984116297469952,1497825889329229824,fa,RT @rezahajilou: همزمان با اعتصاب کاميون‌دارها و شرکت‌های صنعتی، کارگران کنگان و عسلویه هم برای این هفته فراخوان اعتصابات دادن! فردا چه شود…,
['1596984021812400128'],2022-11-27T21:47:15.000Z,1596984021812400128,1497825889329229824,fa,RT @shabnam57388141: اگه به هر دلیلی توان شرکت در #اعتصابات_سراسری و فراخوان ها رو ندارید، حداقل هر شب ساعت ۹ به بهانه بیرون انداختن آشغال…,
['1596983928094851072'],2022-11-27T21:46:53.000Z,1596983928094851072,1497825889329229824,fa,"RT @shabnam57388141: بازنشر کنید، #رضا_کوشکی_نژاد تنها نیست ملت #ایران از قمرمانهاشون حمایت می کنند
#مهسا_امینی",
['1596981587744555008'],2022-11-27T21:37:35.000Z,1596981587744555008,1497825889329229824,fa,"RT @mortezaesmilpor: هدف اصلی هر روز در خیابان بودن است و هدف ۱۴، ۱۵ و ۱۶ آذر صرفا شکل دادن به یک اجتماع میلیونی‌ست.
به دنبال جمعیت میلیونی…",
['1596981276673970176'],2022-11-27T21:36:21.000Z,1596981276673970176,1497825889329229824,fa,RT @bdakhshani: @pouriazeraati فوری: هروز در خیابانیم برای #فتح_تهران در ۱۴ ۱۵ ۱۶ آذر نیاز به آماده سازی داریم ، وقت هدر ندهید برای پیروزی…,
['1596981108780199936'],2022-11-27T21:35:41.000Z,1596981108780199936,1497825889329229824,fa,"RT @pouriazeraati: از #جادی میرمیرانی هم بنویسید.
برنامه‌نویس و مهندس کامپیوتر که بخاطر افشاگری درباره فیلترینگ گرفتنش.

صداش باشید
#مهسا_ا…",
['1596979757274796032'],2022-11-27T21:30:19.000Z,1596979757274796032,1497825889329229824,fa,"RT @PDKIfarsi: ۱/۲
#فوری 
در کنگره انترناسیونال سوسیالیست قطعنامه‌ای درباره اعتراضات ایران به تصویب رسید که در آن “خشونت” رژیم ایران را محک…",
['1596979654786965505'],2022-11-27T21:29:54.000Z,1596979654786965505,1497825889329229824,fa,"RT @karo0028: ماشینها بی‌حرکت شدەاند در ایران
انسانها اما شور انقلابی گرفتەاند
#اعتصابات_سراسری 
#مهسا_امینی",
['1596979625145823233'],2022-11-27T21:29:47.000Z,1596979625145823233,1497825889329229824,fa,"RT @tanhayektiger: نگه‌دار با مرام
آزادی میریم...
#اعتصاب_کامیونداران #مهسا_امینی https://t.co/B9QKrhckr6",
['1596979115571441664'],2022-11-27T21:27:46.000Z,1596979115571441664,1497825889329229824,fa,"RT @Therealmamad2: @khiyar_shoor این سه روز ایران منفجر میشه
#اعتصابات_سراسری 
#مهسا_امینی https://t.co/tiMdMOdjlv",
['1596979090254622721'],2022-11-27T21:27:40.000Z,1596979090254622721,1497825889329229824,fa,"RT @nimabir87: @khiyar_shoor فراخوانــــ۱۴ـــ۱۵ـــ۱۶ـــآذر باید جوری پخش بشه که شاهد همیچین صحنه ای باشیم!
این جُک یا شوخی نیست، 
این چیزیه…",
['1596978942959030273'],2022-11-27T21:27:05.000Z,1596978942959030273,1497825889329229824,fa,"RT @khiyar_shoor: یادتون هست فراخوان سه روزه قبلی سایبری‌ها ریختن به اکانت‌های شروع کننده فراخوان انگ سایبری می‌زدند؟
واسه ۱۴-۱۵-۱۶ آذر هم…",
['1596975294505967618'],2022-11-27T21:12:35.000Z,1596975294505967618,1497825889329229824,fa,"RT @HassanRonaghi: برای پدرومادر خوشحالم که بعد از اینهمه رنج و درد و استرس امروز با آرمش در کنار حسین هستند
#مهسا_امینی 
#توماج_صالحی 
#حس…",
