created_at,text,edit_history_tweet_ids,id,author_id,lang,geo
2022-11-28T03:09:43.000Z,"RT @DetroitCityFC: Happy birthday, @KojoAmoo30!

#DCTID https://t.co/0gPgopMv5N",['1597065170387599362'],1597065170387599362,15038486,en,
2022-11-28T02:47:19.000Z,"@girlwithafacee I’ve opted to not delete yet—too much of my sports and news are still there. Did set up a mastodon and doing more there. 

If I happen to retweet stuff critical of Elon, all the better lol.",['1597059534052130817'],1597059534052130817,15038486,en,
2022-11-27T20:22:30.000Z,"@Motorcitymadcat @NGSDetroit If you can win at Keyworth, Fort Lauderdale is a walk in the park.",['1596962689842302977'],1596962689842302977,15038486,en,
2022-11-27T20:05:16.000Z,@NGSDetroit You have much more faith in Fort Lauderdale getting past their first match than I do.,['1596958355511480322'],1596958355511480322,15038486,en,
2022-11-27T18:49:44.000Z,@BobbyBracher @KirkHerbstreit @UMichFootball @PlayoffFootball This is where it hurts UM that they played a cupcake city non-conference schedule. Two of their games were vs local middle schools.,['1596939345948471298'],1596939345948471298,15038486,en,
2022-11-27T16:50:49.000Z,@bigstu207 @JeffreyCarlisle @ussoccer https://t.co/ApwyYu9SDa,['1596909421283913728'],1596909421283913728,15038486,qme,
2022-11-27T16:49:42.000Z,RT @OldBaeBrigade: It’s probably Qatar.,['1596909140089229312'],1596909140089229312,15038486,en,
2022-11-27T16:47:21.000Z,"@JeffreyCarlisle While we are at it, can we remove every single member of the USSF board that looked the other way while women were abused, assaulted, and raped (see Yates Report)? Practice what we preach.",['1596908546301788160'],1596908546301788160,15038486,en,
2022-11-27T05:29:19.000Z,RT @THEChrisKessell: I love it when people who never once mentioned FCC tearing down low cost housing/gentrification of a majority Black ne…,['1596737914364260352'],1596737914364260352,15038486,en,
2022-11-27T03:12:10.000Z,Brian Kelley is the most overrated coach this side of Jimbo Fisher.  You need 21 points and decide to go for 2 after the first touchdown? Idiocy.,['1596703399961317377'],1596703399961317377,15038486,en,{'place_id': '790e829b009ecfde'}
2022-11-27T01:42:11.000Z,RT @MichiganHist: Found this map of Anishinaabe reservations at the Sloan Museum interesting. The ones along the St Clair River are on the…,['1596680753609609218'],1596680753609609218,15038486,en,
2022-11-26T22:59:11.000Z,@GFFN Mbappe knows who they are. Ivanka was known before her dad was the wannabe dictator of the USA.,['1596639732817367040'],1596639732817367040,15038486,en,
2022-11-26T21:42:48.000Z,"@miathegeek @Gwyn_Goore313 Nah. They got destroyed last week by S Carolina. Next week it will be Georgia, Michigan, TCU (assuming they win) and then USC if they win. LSU and OSU are still alive as well.",['1596620513698541568'],1596620513698541568,15038486,en,
2022-11-26T21:37:11.000Z,"@Gwyn_Goore313 @miathegeek Goodness, I hate ND.",['1596619099077050370'],1596619099077050370,15038486,en,
2022-11-26T20:16:36.000Z,RT @StephenKing: Pretty soon the only advertiser left on Twitter will be My Pillow.,['1596598821085401094'],1596598821085401094,15038486,en,
2022-11-26T18:22:39.000Z,"RT @GeorgeTakei: What are, “Famous figures who espouse and enable hate.”",['1596570140660928513'],1596570140660928513,15038486,en,
2022-11-26T18:21:51.000Z,"RT @NPR: Charles Schulz, the cartoonist who brought us Charlie Brown, would have turned 100 today. The first Peanuts strip debuted in 1950,…",['1596569941532364800'],1596569941532364800,15038486,en,
2022-11-26T18:17:34.000Z,"RT @CHLHockey: ""There's a buzz here in Saginaw just to be involved in the bidding process with the CHL.""

@SpiritHockey President and Manag…",['1596568864271343617'],1596568864271343617,15038486,en,
2022-11-26T18:14:28.000Z,"@HowieRose Take a flight to @DetroitCityFC or to @TimbersFC or @LAFC or even @SoundersFC next summer. Sit in the supporters section. If you still don’t like football after that, it’s not the game for you.",['1596568082956357633'],1596568082956357633,15038486,en,
2022-11-26T17:53:14.000Z,"RT @MNateShyamalan: some fucking guy: for years, twitter has hunted conservatives to the ends of the earth and made soup from their bones.…",['1596562738083684352'],1596562738083684352,15038486,en,
2022-11-26T16:57:47.000Z,"@KyleKoster FFS. @DetroitCityFC went almost a calendar year without a home loss, won trophies, moved up and still made the playoffs in their inaugural season in USLC. So, no, this Wings team has a long ways to go to be the best team in the city.",['1596548785857085440'],1596548785857085440,15038486,en,
2022-11-26T15:47:58.000Z,RT @Motorcitymadcat: Why does Alexi Lalas always talk out of his ass when it comes to American soccer? 🙄,['1596531215192195073'],1596531215192195073,15038486,en,
2022-11-26T15:44:19.000Z,"RT @FB_Bentley: LISTEN

If this is true… Wow https://t.co/lCQtTjgTXX",['1596530295666315273'],1596530295666315273,15038486,en,
2022-11-25T23:29:56.000Z,"@AlexiLalas Could we not have the government of the host nation paying for coverage in America next time? I know that’s above your pay grade, but Qatar couldn’t have bought better propaganda than what we’ve seen via the studio hosts.",['1596285085552369665'],1596285085552369665,15038486,en,
2022-11-25T22:33:03.000Z,@timjacobwise @KevinMKruse @elonmusk @GOPLeader @LeaderMcConnell  You want people to stop accusing the @GOP of being right wing fascists? Denounce @realDonaldTrump for chumming with fascists.,['1596270769759477762'],1596270769759477762,15038486,en,
2022-11-25T22:31:00.000Z,"RT @timjacobwise: This is who Ye hangs with and who Trump met with, and about whom he said “I like this guy, he gets me!” Bc both Ye and Tr…",['1596270255709777921'],1596270255709777921,15038486,en,
2022-11-25T19:07:21.000Z,"@GuyFawkesRetro @FOXSoccer @USMNT @AmericanOutlaws They are, but they fit what our FA wants—sanitized and can afford matches. The USSF doesn’t like our SG (not a firm as we don’t engage in fights with other firms) and would hate what’s overseas.",['1596219005332848641'],1596219005332848641,15038486,en,
2022-11-25T19:01:13.000Z,@BleacherReport Could @AmericanOutlaws be any bigger corporate shills for Fox Sports?  Embarrassing.,['1596217459102474242'],1596217459102474242,15038486,en,
2022-11-25T18:52:52.000Z,"@GuyFawkesRetro @FOXSoccer @USMNT @AmericanOutlaws Yes and no. It’s supposed to be a supporters group for the US Men’s side but in reality they gatekeep how people support, are more worried about bowing to corporate opinions, being cry babies online, and acting like they are something more important than they are.",['1596215358968696832'],1596215358968696832,15038486,en,{'place_id': '790e829b009ecfde'}
2022-11-25T18:42:10.000Z,"Couldn’t happen to a better side. Sorry, not sorry, that your government and tournament organizers suck at life. https://t.co/kVd7zDAL3y",['1596212667680960512'],1596212667680960512,15038486,en,{'place_id': '790e829b009ecfde'}
2022-11-25T18:18:27.000Z,"@NGSDetroit God, I hate the @AmericanOutlaws and the corporate bullshit from Fox Sports Soccer",['1596206697525219330'],1596206697525219330,15038486,en,
2022-11-25T17:54:35.000Z,"RT @NGSDetroit: 🥴🥴🥴

Pure fucking cringe…",['1596200691097571328'],1596200691097571328,15038486,en,
2022-11-25T17:47:32.000Z,@FOXSoccer @USMNT This is embarrassing. Maybe Qatar paid @AmericanOutlaws to just be part of the marketing campaign officially. But don’t wear your club colors to an event.,['1596198917901017090'],1596198917901017090,15038486,en,
2022-11-25T14:36:29.000Z,"@elonmusk I think you are aiding in it by allowing the suspended accounts back in. If the rest of us say nice things to you too, could you choose not to crash this thing into a mountain?",['1596150839764197376'],1596150839764197376,15038486,en,
2022-11-24T22:46:02.000Z,@TheShaggyMarlin No problem. Taco answered a number of questions for me directly as well. So props to him.,['1595911650347044870'],1595911650347044870,15038486,en,
2022-11-24T22:44:08.000Z,@TheShaggyMarlin Taco posted some good info about Mastodon in the discord not too long ago. I’m starting to get it figured out ans some of the people I enjoyed following on Twitter have a presence there as well. NGS is on an instance known as https://t.co/YqycCV8tCg if you go that route.,['1595911171860844545'],1595911171860844545,15038486,en,
2022-11-24T22:41:01.000Z,@TheShaggyMarlin May I suggest Mastodon. NGS has a presence their and it seems a lot of the negative of Twitter.,['1595910385101832192'],1595910385101832192,15038486,en,
2022-11-24T22:38:36.000Z,RT @ESPNStatsInfo: The Giants' touchdown was their first offensive TD on Thanksgiving since Ed Danowski's 7-yard pass to Dale Burnett again…,['1595909777942802432'],1595909777942802432,15038486,en,
2022-11-24T22:38:13.000Z,RT @woodwardsports: Meanwhile this happened in the KHL today. #LGRW  https://t.co/PHMmGLkjaw,['1595909681771597824'],1595909681771597824,15038486,en,
2022-11-24T16:55:37.000Z,"Is CR7 paying @FOXSoccer to do reputation rehab for him? Sorry, CR7 is still a cry baby who had to pay a woman to make sexual assault allegations go away.",['1595823463197016065'],1595823463197016065,15038486,en,{'place_id': '790e829b009ecfde'}
2022-11-24T16:51:02.000Z,@jze98 @DetroitCSC Maybe Qatar gave them money to only push colors seen in Qatari stadiums?  They paid the AO to tattle on mean words so nothing else would surprise me.,['1595822311046877184'],1595822311046877184,15038486,en,
2022-11-24T16:45:18.000Z,@brfootball @BleacherReport Hopefully it was from a hangnail.,['1595820868730589186'],1595820868730589186,15038486,en,
2022-11-24T16:10:03.000Z,A good next two hours would be a Black Stars beat down of Portugal and CR7 suffering a paper cut in the process.,['1595811998842904576'],1595811998842904576,15038486,en,{'place_id': '790e829b009ecfde'}
2022-11-24T16:08:52.000Z,RT @SaintFDW: LETS GO BLACK STARS #GHA 🇬🇭,['1595811699420004358'],1595811699420004358,15038486,en,
2022-11-24T15:46:53.000Z,"RT @NFL: As we commemorate the first-ever #MaddenThanksgiving Celebration, we pay tribute to an exemplary person who lived the greatest val…",['1595806166017511424'],1595806166017511424,15038486,en,
2022-11-24T15:44:02.000Z,@FOXSoccer CR7 is a bum. United is better without him. Football would be better without him.,['1595805449378578432'],1595805449378578432,15038486,en,
2022-11-24T14:49:33.000Z,https://t.co/snPCuVcpk5,['1595791739930959872'],1595791739930959872,15038486,zxx,{'place_id': '790e829b009ecfde'}
2022-11-23T19:55:03.000Z,"@ramincol @thesoccerdon I’d like to argue—-but damnit, you got that one right. I’m sure the leader of the Premier League doesn’t need to hedge is words.",['1595506232437182478'],1595506232437182478,15038486,en,
2022-11-23T14:18:33.000Z,"@NA_NetNed @detroitnews Congrats! You may be the first person to ever condemn the use of colloquial jargon as being below a teacher. 

Of course, your use of the clown emoji undermines your position. 

PS My bad, I didn’t realize that the 🤡 was your self-portrait.  I apologize for that.",['1595421549909217281'],1595421549909217281,15038486,en,
