lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1596988336526311429,@HappyPixr 👍🏻 Anytime Jim!! ☺️,['1596988336526311429'],1167932707881541632,2022-11-27T22:04:24.000Z
en,1596969968092209152,Bird Loves To Annoy His Dog Brother | The Dodo Odd Couples https://t.co/G7DgqYPoph via @YouTube,['1596969968092209152'],1167932707881541632,2022-11-27T20:51:25.000Z
en,1596969603351166977,Dog Tries For Two Years To Win This Cat Over | The Dodo Odd Couples https://t.co/vQ0l4f2El6 via @YouTube,['1596969603351166977'],1167932707881541632,2022-11-27T20:49:58.000Z
en,1596969363717988353,Elephant 🐘 One Of The Most Intelligent Animals In The World #shorts #ele... https://t.co/aCAs5AImnF via @YouTube,['1596969363717988353'],1167932707881541632,2022-11-27T20:49:01.000Z
en,1596969208625111046,Shaking Beagle Rescued From Lab Becomes So Playful | The Dodo Foster Dia... https://t.co/IjrLaXfDln via @YouTube,['1596969208625111046'],1167932707881541632,2022-11-27T20:48:24.000Z
en,1596968928416243712,Shelter Cat Just Wants To Be Cuddled | The Dodo https://t.co/qWAjIeaOsL via @YouTube,['1596968928416243712'],1167932707881541632,2022-11-27T20:47:17.000Z
en,1596968409106767872,"@HappyPixr Nice 👍🏻 image 📷 Jim,pretty 💗 bird, 🐦 I understand the difficult sad dilemma.",['1596968409106767872'],1167932707881541632,2022-11-27T20:45:13.000Z
en,1596964167483035649,"RT @HappyPixr: It's exciting to see a new bird such as this Zebra Dove introduced to Hawaii from Indonesia, but I'm sad to see a bird that…",['1596964167483035649'],1167932707881541632,2022-11-27T20:28:22.000Z
en,1596963917057622017,"@HappyPixr Beautiful❣️photo 📷 Jim,hard to stay out of sight with a Hawk!!! 😊",['1596963917057622017'],1167932707881541632,2022-11-27T20:27:22.000Z
en,1596962885267243008,RT @HappyPixr: I found this Broad-winged Hawk in deep woods and spent several minutes with it. I stayed as still as possible and just watch…,['1596962885267243008'],1167932707881541632,2022-11-27T20:23:16.000Z
en,1596962459679612930,RT @HappyPixr: I usually hear Kentucky Warblers calling before I see them. Getting good views can be more challenging as they like hanging…,['1596962459679612930'],1167932707881541632,2022-11-27T20:21:35.000Z
en,1596962438770937857,"@HappyPixr Fantastic 👏🏻👏🏻 capture📱of an exquisite bird 🐦 Jim,glorious 💛 plumage!!!",['1596962438770937857'],1167932707881541632,2022-11-27T20:21:30.000Z
en,1596960944231432192,This Wild Sheep Was Covered In 55 Pounds Of Wool | The Dodo https://t.co/M1qenjsLVQ via @YouTube,['1596960944231432192'],1167932707881541632,2022-11-27T20:15:33.000Z
en,1596960527770877954,It’s hard not to smile when Hank “says” good morning 😂❤️ https://t.co/mPy3R5HnWF via @YouTube,['1596960527770877954'],1167932707881541632,2022-11-27T20:13:54.000Z
en,1596958057669476353,Lonely ram had no friends for 10 years. This woman gave him a family. https://t.co/uuTn3tb2hG via @YouTube,['1596958057669476353'],1167932707881541632,2022-11-27T20:04:05.000Z
en,1596155455323127809,"RT @MarkPotterMiami: I am pleased to tell you that a book of my photography will be released on Oct. 1, 2022, and is now available on Amazo…",['1596155455323127809'],1167932707881541632,2022-11-25T14:54:50.000Z
en,1596094006911434752,"@SiKImagery @peac4love You’re welcome, ☺️ I missed It’s 🐦 two buddies,how cool!! 😎",['1596094006911434752'],1167932707881541632,2022-11-25T10:50:39.000Z
