edit_history_tweet_ids,created_at,id,author_id,lang,text
['1597077861717839874'],2022-11-28T04:00:09.000Z,1597077861717839874,1020832553736048640,en,Knowing is not enough we must apply! Willing is not enough we must do! -Bruce Lee #NewYork https://t.co/KrjzGEFFms
['1597072824040148992'],2022-11-28T03:40:08.000Z,1597072824040148992,1020832553736048640,en,It doesn't matter where you are coming from. All that matters is where you are going. -Brian Tracy
['1597067792141918208'],2022-11-28T03:20:08.000Z,1597067792141918208,1020832553736048640,en,"IF you're tired of starting over, STOP GIVING UP!"
['1597062762362015744'],2022-11-28T03:00:09.000Z,1597062762362015744,1020832553736048640,en,Success â is how high you bounce when you hit bottom!
['1597057725653213184'],2022-11-28T02:40:08.000Z,1597057725653213184,1020832553736048640,en,We could never learn to be brave and patient if there were only joy in the world. -Helen Keller
['1597052691171008512'],2022-11-28T02:20:08.000Z,1597052691171008512,1020832553736048640,en,Sometimes losing a battle helps you find a new way to win the war.
['1597042626275905537'],2022-11-28T01:40:08.000Z,1597042626275905537,1020832553736048640,en,Fear is what stops you courage is what keeps you going. -Unknown
['1597037595325878272'],2022-11-28T01:20:08.000Z,1597037595325878272,1020832553736048640,en,Determination always earns respect #NewYork !! #motivation https://t.co/zZzhstweTr
['1597032564929466368'],2022-11-28T01:00:09.000Z,1597032564929466368,1020832553736048640,en,To be great is to be misunderstood. -Ralph Waldo Emerson
['1597027529906393089'],2022-11-28T00:40:09.000Z,1597027529906393089,1020832553736048640,en,Sometimes only a change of viewpoint is needed to convert a tiresome duty into an interesting opportunity. -Alberta Flanders
['1597022497538457603'],2022-11-28T00:20:09.000Z,1597022497538457603,1020832553736048640,en,"Facts and figures are forgotten, Stories are retold Live with No regrets #NewYork!"
['1597017465782878208'],2022-11-28T00:00:09.000Z,1597017465782878208,1020832553736048640,en,"Holidays are here!! Get your business or brand in front of your customers! Save Money Today!! https://t.co/SbvYkqdNPU Gain NEW targeted followers, unfollow those not tweeting and more!! https://t.co/qPjcHKIcTW"
['1597012427740061698'],2022-11-27T23:40:08.000Z,1597012427740061698,1020832553736048640,en,#NewYork All Major success starts with the decision to no longer take no for an answer... https://t.co/zvlNClEOIc
['1597007394638561280'],2022-11-27T23:20:08.000Z,1597007394638561280,1020832553736048640,en,It has done me good to be somewhat parched by the heat and drenched by the rain of life. -Longfellow
