edit_history_tweet_ids,created_at,id,author_id,lang,text
['1596961196120297472'],2022-11-27T20:16:33.000Z,1596961196120297472,287594979,en,"@alasirimotors BAC, any vehicle on a feeder road gives way! B goes fast cause is straight on a highway, then A cause it has right of way cause joining from main highway and C last as it is joining from a feeder road to highway!"
['1596941354210205697'],2022-11-27T18:57:43.000Z,1596941354210205697,287594979,en,"@lindahoguttu I'm looking for a piano teacher too to train a 5yr old boy, I want proven referrals, thanks"
['1596940126437146624'],2022-11-27T18:52:50.000Z,1596940126437146624,287594979,en,"@ReinaMercy1 @stevemuema @SakajaJohnson Mathew 6:6-7
7 ""when you pray, do not keep on babbling like pagans,for they think they will be heard because of their many words""
Kindly note that the loud PA system hanging outsides the church doesn't prevent u from praising &amp; worshipping loudly inside the church, I rest my case"
['1596938162248421376'],2022-11-27T18:45:02.000Z,1596938162248421376,287594979,en,"@Osama_otero I bought one from Jumia and it did me that way after 6months! I would never try anything jumia, better oraimo kenya which gives 12months warranty"
['1596936977332699136'],2022-11-27T18:40:19.000Z,1596936977332699136,287594979,qam,@stevemuema @SakajaJohnson @thevidbot
['1596936628597313538'],2022-11-27T18:38:56.000Z,1596936628597313538,287594979,en,"@ReinaMercy1 @stevemuema @SakajaJohnson Mathew 6:5
“When you pray, you are not to be like the hypocrites; for they love to stand and pray in the synagogues and on the street corners so that they may be seen by men
Proverb 27:14
If anyone loudly blesses their neighbor early in the morning, it will be taken as a curse."
['1596934527179722752'],2022-11-27T18:30:35.000Z,1596934527179722752,287594979,en,"@SakajaJohnson Add churches too, we can't have keshas the whole night in residential areas!!!"
['1596934277824147464'],2022-11-27T18:29:36.000Z,1596934277824147464,287594979,tl,@ArapTilingi Maybe umetumwa na multichoice ndio wapate kazi ya kublock na mafala wanakupea links tu nkt
['1596933024859705345'],2022-11-27T18:24:37.000Z,1596933024859705345,287594979,in,@ArapTilingi Nyinyi ndio mnafanya links zinafungwa nkt
['1596885256254078976'],2022-11-27T15:14:48.000Z,1596885256254078976,287594979,en,Congrats #Morocco for putting Africa on the map! #BELMAR
['1596373565720629248'],2022-11-26T05:21:31.000Z,1596373565720629248,287594979,it,@MwendePaula ^citricine
['1596373499391639553'],2022-11-26T05:21:16.000Z,1596373499391639553,287594979,en,"@MwendePaula Since day one, my doctor told me 'use pilton or centricity, if you can make natural remedies'
Antibiotics is a no, actually western countries, no Antibiotics unless doctor ascertains the strain you have can be cleared by other drug options!"
['1595856872489291782'],2022-11-24T19:08:22.000Z,1595856872489291782,287594979,en,"@Kenyans 1st class imekupatia kichwa, na we all know 1st class honours wengi huwa wanacram word to word since our universities are theory based!!! Let him volunteer and learn skills, and NEVER quote 1st class anywhere in his CV! UNLESS he wants to go into academics"
['1595398283114987523'],2022-11-23T12:46:06.000Z,1595398283114987523,287594979,en,"@Nyambusideh One reason why ladies hate truth, and reason why men will allows lie to make you happy, mimi napita tu sijacome na ubaya 🤣"
['1595397546016444418'],2022-11-23T12:43:10.000Z,1595397546016444418,287594979,en,@shecyclesnbi As long as he is using clean and green energy he is leading by example
['1595392940293201922'],2022-11-23T12:24:52.000Z,1595392940293201922,287594979,en,"@kipngeno_willy @bonifacemwangi Yes title huwa, but minimum I have seen is 40 by 60 somewhere in Githunguri utawala, was going for 1.2m"
['1595392664442224640'],2022-11-23T12:23:46.000Z,1595392664442224640,287594979,en,"@bonifacemwangi Shida sio hiyo subdivisions, can we talk of that house! What if the neighbour decideds to put a cow shade there yet he or she has decided to make the wall part of the main house, hiyo kelele atawezana"
['1595389870557614081'],2022-11-23T12:12:40.000Z,1595389870557614081,287594979,en,"@citizentvkenya Elected, hope his ANC elected leaders were present!"
['1595360996390244352'],2022-11-23T10:17:56.000Z,1595360996390244352,287594979,en,@Kenyans Why is the bottom up campaign song coming into my mind?
['1595333933310377986'],2022-11-23T08:30:24.000Z,1595333933310377986,287594979,und,@_babriella @droid254 Yes
['1595310073437356032'],2022-11-23T06:55:35.000Z,1595310073437356032,287594979,es,@droid254 Anachoma biashara
