id,author_id,edit_history_tweet_ids,text,lang,created_at
1596988243370647552,1134907050,['1596988243370647552'],RT @OneLuckyGirl_28: Your manifestations are becoming instant now.,en,2022-11-27T22:04:02.000Z
1596988237805137920,1134907050,['1596988237805137920'],RT @wise_chimp: Stop cheating on your future with your past. It's over.,en,2022-11-27T22:04:01.000Z
1596972274032132097,1134907050,['1596972274032132097'],RT @MailOnline: Premature baby who weighed less than 1kg when she was born will be home for Christmas https://t.co/p03TVYbeh8,en,2022-11-27T21:00:35.000Z
1596972257511112705,1134907050,['1596972257511112705'],RT @stats_feed: The average person kisses 21.5 people in their lifetime.,en,2022-11-27T21:00:31.000Z
1596972250363990016,1134907050,['1596972250363990016'],"RT @ArchitectureTud: Old Wardour Castle, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 https://t.co/YaV6Kbil1V",en,2022-11-27T21:00:29.000Z
1596972240150884352,1134907050,['1596972240150884352'],RT @DailyMail: GOP Rep. James Comer says Trump 'needs better judgement' after dinner with Nick Fuentes and Kanye https://t.co/Y69npng1oK,en,2022-11-27T21:00:27.000Z
1596972228075061249,1134907050,['1596972228075061249'],RT @DailyMailUK: Joe Biden is branded 'creepy' for peering through window at Nantucket restaurant https://t.co/qKBDhRHngY,en,2022-11-27T21:00:24.000Z
1596972218751537152,1134907050,['1596972218751537152'],RT @whereisthiss_: For the love of Italy! 🇮🇹 https://t.co/zno3mHmf7C,en,2022-11-27T21:00:21.000Z
1596972210316451840,1134907050,['1596972210316451840'],RT @PersistentPat: The best version of you is enough to make your dreams come true.,en,2022-11-27T21:00:19.000Z
1596972198186872834,1134907050,['1596972198186872834'],"RT @livesinturkiye: Uşak's stunning natural wonders were recently rediscovered by the tourists flocking in, and Taşyaran Valley is one of t…",en,2022-11-27T21:00:17.000Z
1596972189579812864,1134907050,['1596972189579812864'],RT @annealais: Amazing colors in my garden this morning https://t.co/bW1X0wRpxK,en,2022-11-27T21:00:14.000Z
1596972178356195330,1134907050,['1596972178356195330'],RT @Spirit_Evolut: https://t.co/pTaWlLSkJj,zxx,2022-11-27T21:00:12.000Z
1596972170324103168,1134907050,['1596972170324103168'],RT @Wallpaperpic11: https://t.co/MdDvfKrn6w,zxx,2022-11-27T21:00:10.000Z
1596972154155065344,1134907050,['1596972154155065344'],"RT @tonyvalormusic: Never give up on something you really want. It's difficult to wait, but it's more difficult to regret.",en,2022-11-27T21:00:06.000Z
1596972135607861248,1134907050,['1596972135607861248'],RT @MCU_Direct: Here's our theory breakdown of how Rocket ended up with [SPOILERS] in #GuardiansOfTheGalaxyHolidaySpecial: https://t.co/GRW…,en,2022-11-27T21:00:02.000Z
1596972120390893569,1134907050,['1596972120390893569'],"RT @OneLuckyGirl_28: Good things are coming my way. 
Good things are coming my way. 
Good things are coming my way. 
Good things are coming…",en,2022-11-27T20:59:58.000Z
