lang,edit_history_tweet_ids,text,author_id,id,created_at
en,['1597067651410325505'],"@FFMadScientist @DMendy02 There's no way I'll spend a 5th for a guy who won't see the field until wk 9. And the Dobbins comp is off, I think, if that's Hall's timeline. JK was supposed to be back much earlier than that.",459578223,1597067651410325505,2022-11-28T03:19:34.000Z
en,['1597067224027893761'],"Sorry, technically, it's the 125/125 in the First Half Club. Don't @ me!",459578223,1597067224027893761,2022-11-28T03:17:52.000Z
en,['1597066536350814210'],"Welcome to the 125/125 Club, Jalen. It's pretty exclusive... It's you, man. Just you.",459578223,1597066536350814210,2022-11-28T03:15:08.000Z
en,['1597065898572931072'],@DMendy02 I have no idea what his ADP will be in that case. I DO know that I won't have him in any of my redraft leagues. The risk/reward ratio is just too skewed.,459578223,1597065898572931072,2022-11-28T03:12:36.000Z
en,['1597065132105879552'],@jpep20 Packers throwing him a surprise retirement party.,459578223,1597065132105879552,2022-11-28T03:09:34.000Z
en,['1597064579468521473'],"@FAmmiranteTFJ @SFormatOnly Isolated results aside, and I could argue that they lost last wk for other reasons (fumbles/questionable penalties), the offense and gameplan appears solid. For example, their 27 1st half pts tonight seem to indicate they know what they're doing on offense.",459578223,1597064579468521473,2022-11-28T03:07:22.000Z
en,['1597056502539616256'],"@CWilliamsNFL This didn't age well, but it did age quickly. 😆",459578223,1597056502539616256,2022-11-28T02:35:16.000Z
en,['1597052119743619072'],"@DMendy02 Isn't it unlikely that Hall will be ready wk 1? Tough call without me info
 Walker a 1st rounder, I imagine.",459578223,1597052119743619072,2022-11-28T02:17:51.000Z
en,['1597050086290169856'],@FAmmiranteTFJ Besides a great defense the most valuable asset in the playoffs is a meat grinder run game. Disagree.,459578223,1597050086290169856,2022-11-28T02:09:46.000Z
en,['1597049314177449984'],"@FAmmiranteTFJ I think building confidence in your ability to run it is a smart move. If you want to win the Super Bowl,  I mean. But for Fantasy? You're right. Not ideal.",459578223,1597049314177449984,2022-11-28T02:06:42.000Z
en,['1597027141392400384'],@DaAngryDad @CBS I can't believe we missed that finish.,459578223,1597027141392400384,2022-11-28T00:38:36.000Z
en,['1597026461612793856'],"Hey, @CBSLA , where tf is my Raiders OT? 😠",459578223,1597026461612793856,2022-11-28T00:35:54.000Z
