id,author_id,lang,text,edit_history_tweet_ids,created_at
1596972582913593346,838675091760287744,en,RT @urchilla01: There's no way a human being with a working brain will be supporting this man to be the president of a diverse country with…,['1596972582913593346'],2022-11-27T21:01:48.000Z
1596972551389220864,838675091760287744,en,RT @ESPNFC: Spain legends in attendance 🤩🇪🇸 https://t.co/rr2LkHyVqM,['1596972551389220864'],2022-11-27T21:01:41.000Z
1596972516345409536,838675091760287744,en,"RT @chidimokeme: BAT: “It is the turn of Yorubas to produce the next President and when it gets to Yoruba, it has to be me. EMILOKAN.""

PET…",['1596972516345409536'],2022-11-27T21:01:32.000Z
1596972476290174976,838675091760287744,en,"RT @Aliyussufiy: Everyone is aware that in Nigeria, taxpayer money is used to feed the president's family. So where is the lie  when someon…",['1596972476290174976'],2022-11-27T21:01:23.000Z
1596972436141920258,838675091760287744,en,"RT @Chydovsky: Hello @Omojuwa, sincere Nigerians aren't looking for political ""heavy weights"" like y'all supported in 2015 and later became…",['1596972436141920258'],2022-11-27T21:01:13.000Z
1596972368475623424,838675091760287744,en,RT @Surayyah__ahmad: I feel really sad for some Northerners that don't understand their rights as citizens. You think there is a justificat…,['1596972368475623424'],2022-11-27T21:00:57.000Z
1596972058918891521,838675091760287744,en,"RT @StatiSensePoll: YOUR NEXT PRESIDENT COME 29 MAY 2023

#StatiSense",['1596972058918891521'],2022-11-27T20:59:43.000Z
1596971873577086977,838675091760287744,en,"RT @A_X_O___: @Mr_laolex That dude can white wash the devil. 

""You know, Satan is not really a bad guy, he was only misquoted and blamed f…",['1596971873577086977'],2022-11-27T20:58:59.000Z
1596971842312364032,838675091760287744,en,"RT @Mr_laolex: JJ laundry Services, we wash, starch and iron. Swift delivery",['1596971842312364032'],2022-11-27T20:58:52.000Z
1596971791045775360,838675091760287744,en,"RT @firstladyship: Aisha Buhari did not spare Aminu because he is Arewa, she sent the DSS to arrest him. What we are fighting against are t…",['1596971791045775360'],2022-11-27T20:58:39.000Z
1596971760796065793,838675091760287744,en,"RT @Nkemchor_: Dear Arewa Youths,
Go through the Aisha Buhari trend and see southerners speaking out against the injustice that happened to…",['1596971760796065793'],2022-11-27T20:58:32.000Z
1596971521549160451,838675091760287744,en,"RT @sammyprimus1: @SavvyRinu He meant that all the consumers of Nigeria Wealth have consume our Foreign Reserves.

No. 1 Chief Consumer. Su…",['1596971521549160451'],2022-11-27T20:57:35.000Z
1596971321497636864,838675091760287744,en,RT @SavvyRinu: Can someone explain it to me like I’m three years old? https://t.co/7jrDBMP4G7,['1596971321497636864'],2022-11-27T20:56:47.000Z
1596971047353741312,838675091760287744,en,RT @diisa2002: @princewalll @KnightSirdamBP @BolanleA4 @n6oflife6 @Lameenkolos @BishopPOEvang @magnificdude @_weyimi @ayansoladare @SimDula…,['1596971047353741312'],2022-11-27T20:55:42.000Z
1596970870731259905,838675091760287744,en,RT @iamStankovicss: @diisa2002 @KnightSirdamBP @BolanleA4 @OmarxxCastro @n6oflife6 @Lameenkolos @BishopPOEvang @magnificdude @_weyimi @ayan…,['1596970870731259905'],2022-11-27T20:55:00.000Z
1596970761297989632,838675091760287744,en,RT @Dozie_Steven: @diisa2002 @KnightSirdamBP @BolanleA4 @n6oflife6 @Lameenkolos @BishopPOEvang @magnificdude @_weyimi @ayansoladare @SimDul…,['1596970761297989632'],2022-11-27T20:54:34.000Z
1596970654003519488,838675091760287744,en,RT @diisa2002: Cutting the cost of state governance!,['1596970654003519488'],2022-11-27T20:54:08.000Z
1596970584474521602,838675091760287744,en,RT @diisa2002: You hear all these and still go for BAT!! You are sick mentally and morally. You can officially add “BIGOT” to your handle.…,['1596970584474521602'],2022-11-27T20:53:52.000Z
1596970574018117632,838675091760287744,en,RT @diisa2002: It goes on and on https://t.co/lqMzcKSVQc,['1596970574018117632'],2022-11-27T20:53:49.000Z
1596970514769399808,838675091760287744,en,RT @diisa2002: The following clips are the main reasons why I stand by PO. @KnightSirdamBP @BolanleA4 @OmarxxCastro @n6oflife6 @Lameenkolos…,['1596970514769399808'],2022-11-27T20:53:35.000Z
1596970378441920512,838675091760287744,en,"RT @Equity_ofs: Put him in your prayers wherever you're worshipping today. Church or Mosque 

Happy Sunday everyone.

Aisha Buhari Mile12 G…",['1596970378441920512'],2022-11-27T20:53:03.000Z
1596969787338665986,838675091760287744,en,"RT @ubongabasi: If you use a condom that APC is sharing, anything you see, take it like that.",['1596969787338665986'],2022-11-27T20:50:42.000Z
1596969738344988673,838675091760287744,en,"RT @thekaysie: Nothing scares Tinubu more than a debate, nothing worries that man more than the cognitive and intellectual capacity of Pete…",['1596969738344988673'],2022-11-27T20:50:30.000Z
1596968425879785477,838675091760287744,en,"RT @AbdulMahmud01: When two gaffe merchants met to trade gaffes. 
E shock Baba gaffe, so tey he moved body with shock as another ""gaffer"" ""…",['1596968425879785477'],2022-11-27T20:45:17.000Z
1596968376835809281,838675091760287744,en,"RT @urchilla01: This part of this thread! You may not understand how important this is, but let me remind you that as of 2014 (last I know)…",['1596968376835809281'],2022-11-27T20:45:05.000Z
1596968320309538817,838675091760287744,en,"RT @urchilla01: Obidients, please resist every attempt to drag you into a religious or tribal online war. Resist it vehemently.

They're re…",['1596968320309538817'],2022-11-27T20:44:52.000Z
1596967838325288960,838675091760287744,en,"RT @prizyekanem: Like I wrote  earlier, we are not good people like we think we are.
When love of money trumps humanity, society falls slow…",['1596967838325288960'],2022-11-27T20:42:57.000Z
1596967824735731712,838675091760287744,en,"RT @prizyekanem: The Muslim sellers of fake drugs won’t miss Jumaat on Fridays. They too will appear in their best attire, casting a look o…",['1596967824735731712'],2022-11-27T20:42:54.000Z
1596967808294064128,838675091760287744,en,"RT @prizyekanem: They’ll lift their filthy hands in unholy surrender to money they worship masked as God.
We are our leaders. Money trumps…",['1596967808294064128'],2022-11-27T20:42:50.000Z
1596967782158983168,838675091760287744,en,RT @prizyekanem: I can only imagine the number of fake drugs Nigerians have been buying that have exacerbated their illnesses unknowingly.…,['1596967782158983168'],2022-11-27T20:42:44.000Z
1596967758587396097,838675091760287744,en,"RT @prizyekanem: To my chagrin, I was just rubbing lotion on my armpit. I knew I was scammed. Same thing with the Vaseline.
A week prior to…",['1596967758587396097'],2022-11-27T20:42:38.000Z
1596967691541426176,838675091760287744,en,"RT @prizyekanem: Two weeks ago, I went to a shop at a busy junction to get Vaseline and a roll on. Immediately I opened it after paying the…",['1596967691541426176'],2022-11-27T20:42:22.000Z
1596967586688008193,838675091760287744,en,"RT @Ozoadaz: Dem say na one country First Lady be this 😂😂

Twitter is the best app 🤪 https://t.co/n4HJ6BosBx",['1596967586688008193'],2022-11-27T20:41:57.000Z
1596967503678537729,838675091760287744,en,"RT @Oluomoofderby: Aisha Buhari is the new tyrant on the block. 

Shameless woman.",['1596967503678537729'],2022-11-27T20:41:37.000Z
1596967424636907521,838675091760287744,en,"RT @Bright_wonder: @UnkleAyo Me going physical Kwa, nah. Last time I did that I was in highschool never again. And with my work being a phy…",['1596967424636907521'],2022-11-27T20:41:18.000Z
1596966776281366530,838675091760287744,en,RT @iam_preshh: @UnkleAyo The last time I went physical on someone was in jss3…the girl beat nonsense comot for my body that day😭😭..who sen…,['1596966776281366530'],2022-11-27T20:38:44.000Z
1596966506277261312,838675091760287744,en,RT @ToyosiGodwin: @UnkleAyo There’s a guy in Cameroon. Man wanted to separate fights and hit one of the fighters with a stick. The guy fell…,['1596966506277261312'],2022-11-27T20:37:39.000Z
1596964976136450050,838675091760287744,en,RT @Queen_bee113: @UnkleAyo Mine was in jss1😂….. we beat ourselves till we were both tired . Ppl dint separate us o.,['1596964976136450050'],2022-11-27T20:31:35.000Z
1596963635087413248,838675091760287744,en,"RT @UnkleAyo: I swore that day - to my death, never to raise my hands on anyone again. 

Very randomly, I remember that friday evening and…",['1596963635087413248'],2022-11-27T20:26:15.000Z
1596963604972318720,838675091760287744,en,"RT @UnkleAyo: I didn't slap him multiple times. Just once.
I saw that guy hold his face &amp; melt to the ground in silence - he fainted.

Chil…",['1596963604972318720'],2022-11-27T20:26:08.000Z
1596963576715309056,838675091760287744,en,"RT @UnkleAyo: May the wrong situation not happen to you before you learn to control your anger. 

The last time I went physical on a person…",['1596963576715309056'],2022-11-27T20:26:01.000Z
1596963486332260352,838675091760287744,en,"RT @urchilla01: Lmao Obidients haven't even done anything. Like, we haven't even scratched the surface.

Obidientssssss!!!! Tune it up a no…",['1596963486332260352'],2022-11-27T20:25:39.000Z
1596963273177374720,838675091760287744,en,RT @urchilla01: Who can find me that original video where BAT first said E mi lokan?,['1596963273177374720'],2022-11-27T20:24:49.000Z
1596963219134107648,838675091760287744,en,"RT @JosephOnuorah: Introducing Mr. BULABA! 

The man who discovered the Theory of down Payment for Roasted Corn 🌽 

I won’t mention his rea…",['1596963219134107648'],2022-11-27T20:24:36.000Z
1596963219025068033,838675091760287744,en,"RT @InibeheEffiong: The fact that those who went extra miles to lie, attack and witch-hunt me during my one month detention in prison were…",['1596963219025068033'],2022-11-27T20:24:36.000Z
1596962935104208898,838675091760287744,en,RT @smile_nyerovwo: Who like make e Vote BAT. Let me drop it here dat REMI TINUBU will be worse than Aisha Buhari. Avoid APC like plague. T…,['1596962935104208898'],2022-11-27T20:23:28.000Z
1596962803394367490,838675091760287744,en,"RT @Aminaruk: Peter Obi 

South East 100%
South South 90%
North Central 70%
South West 60%
North East 25%
North West 25%

Let's just declar…",['1596962803394367490'],2022-11-27T20:22:57.000Z
1596962773929406464,838675091760287744,en,"RT @SKefason: She has fed very fat on taxpayers money, living more in Dubai than in Nigeria while millions of children up north roam the st…",['1596962773929406464'],2022-11-27T20:22:50.000Z
1596962338770673664,838675091760287744,en,"RT @drjeff60: @Kempez2017 @jimidisu We focused on manifesto in 2015 without debates now look at where we are.
The fact that APC dont even a…",['1596962338770673664'],2022-11-27T20:21:06.000Z
1596962169031380993,838675091760287744,en,"RT @biffamna: @jimidisu The people saying debate does not matter, attended interviews for their jobs oh...

Where they handed the jobs with…",['1596962169031380993'],2022-11-27T20:20:25.000Z
1596962039628697600,838675091760287744,en,@DabiriDola @jimidisu And in your mind you made sense with this post right? How u guys defend these things make one wonder if truly u guys mean well for these country.,['1596962039628697600'],2022-11-27T20:19:55.000Z
1596960075041890304,838675091760287744,en,RT @vince81viny: @jimidisu I honestly don't know where most of these candidates think that we are ....how do you even step out to rule a co…,['1596960075041890304'],2022-11-27T20:12:06.000Z
1596960021916504064,838675091760287744,en,@PellaVoke @jimidisu Can't imagine this write up is from a normal human being with a functioning brain..must y'all always be stupid and gullible to support APC?,['1596960021916504064'],2022-11-27T20:11:53.000Z
1596959390258847746,838675091760287744,en,"RT @jimidisu: Pls spread:""No debate,no vote""; lets resolve not to vote for any candidate who refuse to join any major debate✊🏿✊🏿✊🏿✊🏿✊🏿",['1596959390258847746'],2022-11-27T20:09:23.000Z
1596959342259245061,838675091760287744,en,"RT @Makavelli275: Am I the only one has noticed that since the campaign began, neither Atiku nor Tinubu, has promised Nigerians in any of t…",['1596959342259245061'],2022-11-27T20:09:11.000Z
1596959294284771328,838675091760287744,en,"RT @PrinceCokers: Me: 
My father: Known, Military ( RTD)
My mother: Known, NPF. 
My grandfather: Known, Chief Justice of Nigeria.

Bulaba:…",['1596959294284771328'],2022-11-27T20:09:00.000Z
1596959106920722432,838675091760287744,en,"RT @Twenty1st_Pilot: @FinPlanKaluAja1 I think most Nigerians have switched from the mode of ""That's completely fucking absurd, vote them ou…",['1596959106920722432'],2022-11-27T20:08:15.000Z
1596958907985186816,838675091760287744,en,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",['1596958907985186816'],2022-11-27T20:07:28.000Z
1596949546881339392,838675091760287744,en,RT @eUpdateNG: @Qdpaper2 Says the first lady of Nigeria who lived in Dubai because of hardship meted upon the country by her husband and gr…,['1596949546881339392'],2022-11-27T19:30:16.000Z
1596949218010484736,838675091760287744,en,"RT @Benking452: How it was   vs   How it's going 

You can't tell me that God is not faithful. https://t.co/fHQGxC83lq",['1596949218010484736'],2022-11-27T19:28:58.000Z
1596949193683525632,838675091760287744,en,"RT @EmodiMba: I hear say the Most Distinguished now runs combined business of tweets, just to attract small traffic for his handle.

What c…",['1596949193683525632'],2022-11-27T19:28:52.000Z
1596949017455251456,838675091760287744,qme,RT @uzomaduke: @OselokaHObaze @obi_media @ObiDientTvHQ @NgLabour @AshiAkporoDike @TakeBackNaija_ @Harmless12345 @PeterObi @doyinokupe @ObiE…,['1596949017455251456'],2022-11-27T19:28:10.000Z
1596948955975548928,838675091760287744,en,RT @Ekemtime_: @OselokaHObaze @obi_media @ObiDientTvHQ @NgLabour @AshiAkporoDike @TakeBackNaija_ @Harmless12345 @PeterObi @doyinokupe @ObiE…,['1596948955975548928'],2022-11-27T19:27:55.000Z
1596948824794181632,838675091760287744,en,RT @OselokaHObaze: The attention of the Obi-Baba -Ahmed Campaign Org. has been drawn to this mischievous flyer being circulated in the NW &amp;…,['1596948824794181632'],2022-11-27T19:27:24.000Z
1596907735144357890,838675091760287744,en,RT @mydeji247: Nothing wrong in what he wrote. Are politicians (everywhere) not paid and fed fat on taxpayers money? Are Nigeria's taxpayer…,['1596907735144357890'],2022-11-27T16:44:07.000Z
