text,lang,created_at,id,edit_history_tweet_ids,author_id
"RT @arfilaamba: Every year, your MPs get 5 Cr each to spend on their contituency. In 5 years, they get 25 Cr. This is from the wealth that…",en,2022-11-27T20:22:58.000Z,1596962808843104256,['1596962808843104256'],369957860
RT @awryaditi: The “stay-out-of-someone’s-business” is best for Indian society,en,2022-11-27T20:16:59.000Z,1596961302089695233,['1596961302089695233'],369957860
"RT @aadamp9: “Drink it in Casablanca. Relish it in Rabat. This is your night.”

“Sing it from the top of the Atlas Mountains. All aboard th…",en,2022-11-27T20:11:35.000Z,1596959945777639424,['1596959945777639424'],369957860
RT @MalikFCB10: Peter Drury is the greatest poet of all time https://t.co/YTi6WmMJk2,en,2022-11-27T20:07:28.000Z,1596958906504577024,['1596958906504577024'],369957860
RT @SaladNFL: Just listen to this masterpiece. Peter Drury is a gift and there is nothing like him in the world. Spine tingling. Wow 🫡🇦🇷 ht…,en,2022-11-27T18:26:45.000Z,1596933560350703616,['1596933560350703616'],369957860
"RT @raksha_s27: पुलिस को लोग क्यों गालियां देते हैं, उसका एक उदाहरण यहां देख लीजिए। 
https://t.co/opzitr4uhX",hi,2022-11-27T12:37:58.000Z,1596845790001246209,['1596845790001246209'],369957860
"RT @Samriddhi0809: Why aren't enough people calling out @ShivAroor and the network. 
What was the thought process behind using these pictur…",en,2022-11-27T12:36:36.000Z,1596845444231237632,['1596845444231237632'],369957860
RT @aandrewhate: Japanese football team after every match https://t.co/lfpdrMQ4pe,en,2022-11-27T10:05:04.000Z,1596807308151230464,['1596807308151230464'],369957860
"RT @AFCFrediNho: Take a bow Peter Drury, Beautiful commentary on Lionel Messi’s goal for Argentina … 
 https://t.co/GfKgYYLORw",en,2022-11-27T10:02:37.000Z,1596806693459234818,['1596806693459234818'],369957860
RT @URScrewed_: Genuine leaders vs tinpots 🙈 https://t.co/ZBV5GqYuGF,en,2022-11-27T07:44:50.000Z,1596772016614297600,['1596772016614297600'],369957860
"RT @Arv_Ind_Chauhan: In #Meerut's Kithore police limits, 3 intermediate students were booked for harassing their teacher with lewd comments…",en,2022-11-27T06:26:52.000Z,1596752397992611840,['1596752397992611840'],369957860
"RT @theliverdr: Papaya leaves do not improve platelet count in any disease condition

Apple cider vinegar has no preventive or treatment be…",en,2022-11-27T04:09:27.000Z,1596717816383967232,['1596717816383967232'],369957860
"RT @AhmedKhabeer_: Gulshana A Muslim girl was strangled to death by her BF Rahul infront of her 1 year old daughter. He then left the body,…",en,2022-11-27T04:03:42.000Z,1596716370137583618,['1596716370137583618'],369957860
"RT @DiscourseDancer: you want a picture of the future, imagine a boot stamping on a human face—for ever.
George Orwell, 1984

Video credit…",en,2022-11-27T04:03:24.000Z,1596716291616047104,['1596716291616047104'],369957860
