edit_history_tweet_ids,text,id,created_at,author_id,lang,geo
['1596977050350284800'],RT @Shiffa_ZY: #JusticeForArshadSharif,1596977050350284800,2022-11-27T21:19:33.000Z,885093337,qht,
['1596972865433505792'],"Yes, all the Journalist Unions agree that ICJ form a high level Intl Committee to investigate simultaneously in Kenya,UAE,Pakistan without further delay.
#ArshadSharif 
@CIJ_ICJ @HamidMirPAK
@IFJGlobal @adeel_azhar @Xadeejournalist
@MazharAbbasGEO
@pfujonline @OfficialPfuj https://t.co/GrsoGwOqgX",1596972865433505792,2022-11-27T21:02:56.000Z,885093337,en,
['1596967771509661697'],Why not start it from 29Nov https://t.co/rWpsMWNGki,1596967771509661697,2022-11-27T20:42:41.000Z,885093337,en,
['1596966397116313600'],"ایک بات تو طے ہوگئی
عمران خان نے لوگوں کو زبان دے دی، لوگ اب چپ نہیں ہیں، سوال پوچھتے ہیں یہ کیا ہو رہا ہے، ملک کے ساتھ کھلواڑ کون کر رہا ہے
کون ہے جو پاکستان کا دشمن ہے، پاکستانیوں پر ظلم ہو رہا ہے اور ریاست مجبور، بےبس کھڑی ہے 
@ImranRiazKhan @asmashirazi @smilling_me @SSEHBAI1 https://t.co/tIP3Bu9qlp",1596966397116313600,2022-11-27T20:37:13.000Z,885093337,ur,
['1596965005336846336'],"یہ کیا ہوگیا 40 میں سے 21 سیٹ IK نے جیت لیں، 
@adeel_azhar @ammarmasood3 @smilling_me @Shiffa_ZY @KB_BUT @SocialDigitally @asmashirazi @Kashifabbasiary @SSEHBAI1 @HamidMirPAK @MazharAbbasGEO @ https://t.co/44A34UxhHY",1596965005336846336,2022-11-27T20:31:42.000Z,885093337,ur,
['1596963713818689536'],"RT @SDJasmine: Pakistanis feel let down by the #ChiefJusticeOfPakistan. We demand our rights be protected. #PakistanUnderFascism, where hum…",1596963713818689536,2022-11-27T20:26:34.000Z,885093337,en,
['1596962886642900993'],RT @WehleAwam: @jawadahmadone وہ ادھر ھے https://t.co/Ig00UaEZil,1596962886642900993,2022-11-27T20:23:16.000Z,885093337,ur,
['1596960599879319553'],"I seems no agency in Pakistan monitoring FB / Twitter, e.g/ i.e. PTA/ FIA etc all are sleeping, not any citizen of Isla / Rawalpindi or closer area, only at Quetta or Interior Sindh this person Aziz ur Rehman noticed that ?
@Xadeejournalist @naembukharii @ZarrarKhuhro @KB_BUT https://t.co/XeLgcbtwCn",1596960599879319553,2022-11-27T20:14:11.000Z,885093337,en,
['1596957249087635458'],"RT @Sheel_12: #JusticeForArshadSharif
#چیف_جسٹس_کو_خط_لکھیں

اپنی اپنی رائے دیتے جائیں اور کمنٹ میں
ہیش ٹیگ لکھ جائیں.. پیارے ارشد شریف
شہی…",1596957249087635458,2022-11-27T20:00:52.000Z,885093337,ur,
['1596956948653838336'],"ثابت قدم
@ImranRiazKhan @Matiullahjan919 @HamidMirPAK @Xadeejournalist @ZarrarKhuhro @HamidMirPAK @asmashirazi @meherbokhari @KB_BUT @iamshafaatali @adeel_azhar https://t.co/xFyfkxQedq",1596956948653838336,2022-11-27T19:59:41.000Z,885093337,ar,
['1596955987432198144'],"میں بھی جب بیرون وطن سے واپس پاکستان آتا ہوں، ایک الگ سی خوشی محسوس ہوتی ہے رُواں رُواں گنگناتے لگتا ہے
اپنے وطن کی فضائیں، مٹی اس کی بات ہی کچھ اور ہے 
@adeel_azhar @ZarrarKhuhro @Xadeejournalist @asmashirazi @Kashifabbasiary @KB_BUT @ammarmasood3 @karsonwhy @Shiffa_ZY @SSEHBAI1 https://t.co/5u11Sb6rJP",1596955987432198144,2022-11-27T19:55:52.000Z,885093337,ur,
['1596953972736405504'],@adeel_azhar @naembukharii @asmashirazi @Kashifabbasiary @iamshafaatali @KB_BUT @Xadeejournalist https://t.co/QU9rp0nS0g,1596953972736405504,2022-11-27T19:47:51.000Z,885093337,qam,
['1596953376800923648'],"اختلافِ رائے آپ کا حق ہے
کسی بات پر ناراض ہونا، مخالفت کرنا، 
مگر یہ رؤیہ مناسب نہیں اس سے ذاتی عِناد کی بو آتی ہے جیسے کہ بحیثیت گلوکار آپ کو جلسوں میں موقع نہ دیا گیا ہو ۔۔۔۔۔۔  سیاست کریں ذاتی دشمنیاں نہ نکالیں
@adeel_azhar @Xadeejournalist @HamidMirPAK @MazharAbbasGEO @KB_BUT https://t.co/QUw3HqPmu1",1596953376800923648,2022-11-27T19:45:29.000Z,885093337,ur,
['1596948168662724611'],اختلاف رائے https://t.co/QUw3Hqyjs1,1596948168662724611,2022-11-27T19:24:47.000Z,885093337,ur,
['1596943705440923648'],"معصومانہ سوال ہے
ان کے والد صاحب اور بہنوئی نے کتنی شادیاں کی تھیں / ہیں ؟ 
آسلام میں چار شادی جو اجازت ہے وہ مشروط ہے کچھ شرائط ہیں ان پر عمل ضروری ہے شتر بے مہار نہیں
@muftitaqiusmani @MuniburRehman55 @Muftitm @Xadeejournalist @ZarrarKhuhro @asmashirazi @NoorulHudaShah @KB_BUT https://t.co/2lVgTITfr9",1596943705440923648,2022-11-27T19:07:03.000Z,885093337,ur,
['1596924092778967041'],"تھوڑی شرم و حیاء کرتے بات مکمل کرتے، پولیس والے کتنے، گاڑیاں کتنی اور کنٹینرز کتنے
اس معتبر (جھوٹے) ادارے کا نام لکھتے، اس کو بھی پتا چلتا، جھوٹی رپورٹنگ کا انجام
@adeel_azhar @MazharAbbasGEO @Xadeejournalist @HamidMirPAK @Matiullahjan919 @Shiffa_ZY @smilling_me @iamshafaatali https://t.co/GlJjnH4u4a",1596924092778967041,2022-11-27T17:49:07.000Z,885093337,ur,
['1596922679147184129'],"کس کس کی زباں بندی کروگے، اب وہ زمانہ نہیں رہا بقول آتش
سُن تو سہی جہاں میں ہے تیرا فسانہ کیا
کہتی ہے تجھ کو خلقِ خدا غائبانہ کیا
اب تو لوگ کھل کر بات کر رہے ہیں سوال کر رہے ہیں
@adeel_azhar
@Xadeejournalist @Matiullahjan919 @AsadAToor @WusatUllahKhan @HamidMirPAK @MazharAbbasGEO https://t.co/B0vticQKxG",1596922679147184129,2022-11-27T17:43:30.000Z,885093337,ur,
['1596921399007883265'],"خان تو لوگوں کو یکجا کر رہا ہے، کل بھی بہت سے لوگوں کی امیدوں کے خلاف(مجھ سمیت) اس نے اسلام آباد پر چڑھائی نہیں کی، مجمع (Full charged) تھا، مگر IK نے  قابو کیا اور بغیر کسی ھنگامہ آرائی، لڑائی کے پُرامن واپس چلے گئے،یہ ہے 
@Shiffa_ZY @naembukharii @ArifaMuzaffar @ZarrarKhuhro https://t.co/RnXGvMfuVn",1596921399007883265,2022-11-27T17:38:25.000Z,885093337,ur,
['1596919038814617602'],"For kind attention of 
اسد طور  علی &amp; مطیع اللہ جان صاحباں،یہ لاہور ہےاور وہ بقول آپ کے ""گیلا تیتر""، مان لیں وہ صحیح ہےآپ نے راہ بدل لی ہے، گیٹ نمبر4 
@AsadAToor @Matiullahjan919
@MazharAbbasGEO
@adeel_azhar @KB_BUT
@iamshafaatali @Shiffa_ZY
@naembukharii
https://t.co/AnlfyKXaR4",1596919038814617602,2022-11-27T17:29:02.000Z,885093337,ur,
['1596756899013152772'],"یہ کیا ہے کوئی سمجھائے
@ZarrarKhuhro @Xadeejournalist @asmashirazi @KB_BUT @NoorulHudaShah @ammarmasood3 @SocialDigitally @MazharAbbasGEO @Matiullahjan919 @AsadAToor @WusatUllahKhan @NasimZehra @meherbokhari @Kashifabbasiary https://t.co/MNDXJ6alRG",1596756899013152772,2022-11-27T06:44:45.000Z,885093337,ur,
['1596755131869327361'],"@Aadiiroy2 @SocialDigitally @ammarmasood3 @Shiffa_ZY @smilling_me @Xadeejournalist @iamshafaatali @asmashirazi @adeel_azhar @NasimZehra @ZarrarKhuhro 
صحرا نورد، یہ تو مستند صحافی ہے https://t.co/NLBJ9h9uNU",1596755131869327361,2022-11-27T06:37:44.000Z,885093337,ur,
['1596571893901000704'],RT @momentmemori: Lyrics https://t.co/ssWuROp8IL,1596571893901000704,2022-11-26T18:29:37.000Z,885093337,en,
['1596567858099941376'],آپ اپنا کام جاری رکھیں، تھوڑا محتاط رویہ رکھیں، شریف خاندان امریکہ میں کہاں قیام کرے گا اس ہر ریسرچ کریں اور پاکستانیوں کو مطلعِ کریں https://t.co/q3Hi3h4K0D,1596567858099941376,2022-11-26T18:13:34.000Z,885093337,ur,
['1596178200765558785'],"Million dollar question 
there is list of ex-Generals who left Pakistan after retirement, this is only practice in Pakistan, no other country in the world has this approach, India has army 5-times bigger, obviously number of Generals will be more.
@Xadeejournalist @adeel_azhar https://t.co/Ygh1ARwHnV",1596178200765558785,2022-11-25T16:25:13.000Z,885093337,en,
['1596175454993801217'],RT @medialens: As not seen on the BBC or read in the Guardian.,1596175454993801217,2022-11-25T16:14:18.000Z,885093337,en,
['1596175271161364482'],"@sahouraxo @wallacemick 
your comments pls https://t.co/XdU4z6G4wv",1596175271161364482,2022-11-25T16:13:34.000Z,885093337,en,
['1596173776131162113'],Precision is one but the confidence of both women is superb. 😇 https://t.co/BsxtD5Ve6b,1596173776131162113,2022-11-25T16:07:38.000Z,885093337,en,
['1596172673876463617'],"Pls let me know the price at 0333 2152680, thanks &amp; regards https://t.co/qaG9kSA4D0",1596172673876463617,2022-11-25T16:03:15.000Z,885093337,en,
['1596171790606553090'],"RT @_Ujala_R: کِسی کو حوصلہ ہی کَب تھا بات سُننے کا
مِری زبان پہ قَدغن لَگا کے مارا گیا
 اَگرچہ قَتل کی سازش دَرونِ  شہر ہوئ
میں احتیاط سے…",1596171790606553090,2022-11-25T15:59:44.000Z,885093337,ur,
['1595880540296675338'],"یہی حلف وزیراعظم کا بھی ہے شہباز شریف نے لندن میں عدالت سے مفرور شخص سے مشورہ کیا
@asmashirazi  @Kashifabbasiary 
@WusatUllahKhan @Xadeejournalist 
وزیراعظم پر کب حلف کی پاسداری نہ کرنے پر مقدمہ بنارہے ہیں، پہلے جرم PM نے کیا، وہ ذیادہ سنگین ہے
@Shiffa_ZY @smilling_me @KB_BUT https://t.co/fTaN3y7DIq",1595880540296675338,2022-11-24T20:42:25.000Z,885093337,ur,
['1595878374051909634'],"اسماعیل تارا بھی چلے گئے
 پاکستان کے اسٹیج و ٹی وی کا ایک چمکتا دمکتا ستارہ آج ڈوب گیا، لواحقین سے تعزیت
@adeel_azhar 
#sunrisewithadeel 
کوشش کریں زیبا شہناز سے بات کریں، ان کے ساتھ بہت کام کیا https://t.co/zzhtz8QeLS",1595878374051909634,2022-11-24T20:33:49.000Z,885093337,ur,
['1595875349732229121'],"جو تاریخ کو توڑ مڑوڑ کر، غلط بیانی کر رہا ہے اس کی کھل کر تردید کریں
اس کا نام لیں، اس سے کہیں یہ جھوٹ آپ کو زیب نہیں دیتا، جاتے جاتے سچ بول کر جاتے، کچھ عزت رہ جاتی
@smilling_me @Shiffa_ZY @SaeedGhani1 @WusatUllahKhan @Mujahidbarelvi @Xadeejournalist @ZarrarKhuhro @HamidMirPAK https://t.co/qm953s3QHU",1595875349732229121,2022-11-24T20:21:47.000Z,885093337,ur,
