created_at,text,lang,author_id,edit_history_tweet_ids,id
2022-11-28T02:49:45.000Z,"RT @MEsfingeM: Acabei de assistir Nada de Novo no Front, e é simplesmente o filme mais pesado que já vi.

É uma daquelas obras importantes…",pt,1059345084909568000,['1597060148178333696'],1597060148178333696
2022-11-28T02:49:38.000Z,"RT @Cinematografiaz: A cinematografia de ""Nada de Novo no Front"" filme 10/10 lançado recentemente pela Netflix, rendendo o maior número de…",pt,1059345084909568000,['1597060117551194112'],1597060117551194112
2022-11-28T02:31:30.000Z,"Como a guerra é inútil! Só serve pra jovens morrerem enquanto velhos se escondem atrás de suas cadeiras quentes com banquetes fartos, manipulando pessoas como peões",pt,1059345084909568000,['1597055551892254720'],1597055551892254720
2022-11-28T02:29:47.000Z,Acabei de assistir Nada de Novo no Front e meu Deeeeeeus do céu 😭😭😭 eu sou a pessoa mais triste do mundo agora,pt,1059345084909568000,['1597055122588459008'],1597055122588459008
2022-11-28T02:14:57.000Z,@Jogobella005 @DUALIPA @erionveliaj Ohhh didn’t know that thanks 😊,en,1059345084909568000,['1597051387258753026'],1597051387258753026
2022-11-28T02:13:25.000Z,RT @MileyCyrus: 30. Thankful for all the love and kind birthday wishes. 💕 https://t.co/IJMe9fgCdY,en,1059345084909568000,['1597051004088119296'],1597051004088119296
2022-11-27T22:30:10.000Z,@DUALIPA @erionveliaj Weren't you from Kosovo? I'm confused but you look pretty xoxo,en,1059345084909568000,['1596994819771224064'],1596994819771224064
2022-11-27T22:23:12.000Z,Miss dancing with you the most of all,en,1059345084909568000,['1596993067940446208'],1596993067940446208
2022-11-27T22:22:23.000Z,"João me encontrou no fim da rua
Chorei no ombro dele porque a vida está difícil
Vieram ondas na minha cabeça e me afundei",pt,1059345084909568000,['1596992861873971200'],1596992861873971200
2022-11-27T22:20:32.000Z,How to Disappear,en,1059345084909568000,['1596992394691739649'],1596992394691739649
2022-11-27T22:19:17.000Z,A vida e seus detalhes... A única música que eu não gostava no Norman Fucking Rockwell é a que mais ouço recentemente,pt,1059345084909568000,['1596992081981239296'],1596992081981239296
2022-11-27T20:37:26.000Z,Quem iria no #Marcfest ? https://t.co/aFmjUDKbfq,pt,1059345084909568000,['1596966450115514368'],1596966450115514368
