created_at,text,lang,author_id,edit_history_tweet_ids,id,geo
2022-11-28T03:04:02.000Z,@mmpadellan @peggynysom Following you there! https://t.co/RtTWISXa1H,en,26635386,['1597063742985945090'],1597063742985945090,
2022-11-28T02:43:42.000Z,"@OsinskiReflex @cbouzy That's how I first read it. Also Wes Pout (he's know for that, I guess).",en,26635386,['1597058624886833152'],1597058624886833152,
2022-11-27T21:40:33.000Z,@lucasartsfans Following you on both.,en,26635386,['1596982331709218817'],1596982331709218817,
2022-11-27T20:19:44.000Z,"RT @sayomgwtf: In tonight's Monkey Island shenanigans  ʕ•ᴥ•ʔﾉ☆

Locke Smith first appeared in Return to Monkey Island and is the owner of t…",en,26635386,['1596961995206823937'],1596961995206823937,
2022-11-27T17:45:17.000Z,RT @DJLoff: A while ago I did some research about the chainsaw fuel in Maniac Mansion and made some tweets about that. Here's a summary abo…,en,26635386,['1596923128277774336'],1596923128277774336,
2022-11-26T21:23:34.000Z,"@GrantYeager @lucasartsfans If you don’t feel comfortable, you can migrate again.",en,26635386,['1596615671886282752'],1596615671886282752,
2022-11-26T17:49:24.000Z,"@MuellerSheWrote @morgfair @JoyceWhiteVance I’m @DavidBFox there, same as here. Following all three of you. .",en,26635386,['1596561775360905217'],1596561775360905217,
2022-11-26T07:37:52.000Z,"RT @sayomgwtf: Monkey Island shenanigans ʕ•ᴥ•ʔﾉ☆

She appeared in Monkey Island 2: LeChuck's Revenge, sadly she did not make it in Return t…",en,26635386,['1596407878943809539'],1596407878943809539,
2022-11-26T07:36:51.000Z,"@lucasartsfans Definitely counts. There are non-gamedevs there, like Twitch streamers, reviewers, retro fans. But you can check the feed , I think, and see if it fits.",en,26635386,['1596407621669425152'],1596407621669425152,
2022-11-26T03:01:09.000Z,@lucasartsfans I just migrated my .social account to my gamedev account. So now only one active account there. Easier to manage.,en,26635386,['1596338237613953025'],1596338237613953025,
2022-11-26T02:54:51.000Z,"If Twitter should fail, or you grow tired of the drama here, find me at @davidbfox@mastodon.gamedev.place and https://t.co/RtTWISXa1H (not using that one much yet).",en,26635386,['1596336653404020737'],1596336653404020737,
2022-11-26T02:12:46.000Z,"@JamesKAitchison Hah, yeah. FOMO!",en,26635386,['1596326063227174913'],1596326063227174913,
2022-11-26T00:13:51.000Z,Covering as many bases as possible... I now have a Post. account as well. You can find me there at https://t.co/RtTWISXa1H,en,26635386,['1596296138243481600'],1596296138243481600,
2022-11-25T16:01:15.000Z,@PiecesofKate I could tell you gave yourself plenty of time to think about it first. Well done!,en,26635386,['1596172171512270849'],1596172171512270849,
2022-11-25T06:57:02.000Z,"@lucasartsfans I have two accounts, one on https://t.co/U02ARM8rVC and also https://t.co/u00Cy0Recz. At some point I’m likely to migrate my social account to gamedev. Or maybe not.",en,26635386,['1596035213175402497'],1596035213175402497,
2022-11-25T06:51:38.000Z,Excellent and very introspective review of #ReturnToMonkeyIsland. But do not read it until AFTER you’ve finished the game. SPOILERS abound as Katie warns. https://t.co/fheCvVcFNE,en,26635386,['1596033854489653248'],1596033854489653248,
2022-11-25T06:21:57.000Z,RT @PLAYgamingmag: Return To Monkey Island is nominated for PLAY Game Of The Year 2022! Did it hoist your sails this year? Cast your votes…,en,26635386,['1596026385201438720'],1596026385201438720,
2022-11-25T06:21:42.000Z,"RT @devolverdigital: Return to Monkey Island is 20% off during the Steam Autumn Sale but don't tell Stan, he detests seasonal discounts...…",en,26635386,['1596026322031378432'],1596026322031378432,
2022-11-25T04:43:21.000Z,"RT @sayomgwtf: Monkey Island shenanigans ʕ•ᴥ•ʔﾉ☆

Thanksgiving edition! https://t.co/15VlfBvETk",en,26635386,['1596001572902694912'],1596001572902694912,
2022-11-24T17:17:20.000Z,"RT @Gamrok: First time I share all my Lucasfilm games together ✨

This is my complete collection. It has all my favorite games. No more, no…",en,26635386,['1595828931252584450'],1595828931252584450,
2022-11-23T18:41:34.000Z,"RT @sayomgwtf: Monkey Island shenanigans ʕ•ᴥ•ʔﾉ☆

Captain Madison is one of the new pirates working together with Trent and Lila. The lead…",en,26635386,['1595487739025031168'],1595487739025031168,
2022-11-23T16:53:33.000Z,"RT @vgamesaregood: Prefer to read it? Here's the written version: https://t.co/YrJaRPDlFm

Congratulations to our 2022 GOTY nominees! @terr…",en,26635386,['1595460554272829441'],1595460554272829441,
2022-11-23T16:53:22.000Z,RT @vgamesaregood: We're proud to announce the Video Games Are Good Game of the Year nominees for 2022 — a class of nine games that are unp…,en,26635386,['1595460511403245569'],1595460511403245569,
2022-11-23T07:03:37.000Z,"RT @Ju2Tomate: Yeah baby ! 👍
@grumpygamer @phrenopolis @DavidBFox
https://t.co/s3Xp6Y7ECf",en,26635386,['1595312096064942080'],1595312096064942080,
2022-11-22T23:40:46.000Z,"RT @devolverdigital: Do not buy any Devolver Digital games on Steam for the next few hours.

We will tell you when you can resume making sa…",en,26635386,['1595200648617766912'],1595200648617766912,
2022-11-22T21:37:35.000Z,RT @GrantYeager: Woooooooooooooooo! Way to go guys!!!!!!!! PC Game of the Year is a very appropriate accolade 😀 Congrats @grumpygamer @phre…,en,26635386,['1595169647581532161'],1595169647581532161,
2022-11-22T21:35:15.000Z,RT @GoldenJoysticks: Congratulations to @terribletoybox on winning PC Game of the Year with Return to Monkey Island! #GoldenJoystickAwards…,en,26635386,['1595169061935009792'],1595169061935009792,
2022-11-22T15:39:26.000Z,"RT @FedeCorsini: A new #MonkeyIslandMonday . 
Today I've made my own version of Locke Smith
#LockeSmith 

#returntomonkeyisland 
@devolverd…",en,26635386,['1595079516397121536'],1595079516397121536,
2022-11-22T15:37:59.000Z,"@toscofish @grumpygamer SPOILER

That’s great! Don’t forget @phrenopolis, co-designer and writer!",en,26635386,['1595079151236829185'],1595079151236829185,
2022-11-22T05:33:42.000Z,RT @drskyskull: So here's my hypothesis on the whole Musk twitter deal. 1/,en,26635386,['1594927076569600000'],1594927076569600000,
2022-11-22T02:16:09.000Z,"RT @weeklyrecon: Best Narrative nominees include,

Elden Ring (@fromsoftware_pr)
God of War Ragnarök (@SonySantaMonica)
Horizon Forbidden W…",en,26635386,['1594877364793933824'],1594877364793933824,
2022-11-20T06:45:12.000Z,"RT @sayomgwtf: Incoming Monkey Island shenanigans ʕ•ᴥ•ʔﾉ☆

Found in the Scumm Bar on Melee Island, everyone's favorite cameo in Return to M…",en,26635386,['1594220297645092869'],1594220297645092869,
2022-11-20T06:44:03.000Z,RT @Alectoplasma: I share my physical version of Guybrush's Scrapbook. I added some images that I took from old teaser and restored to be a…,en,26635386,['1594220006216122368'],1594220006216122368,
2022-11-20T06:39:47.000Z,@ChristopherChew @SkilletDoux @grumpygamer @joinmastodon Haha,tl,26635386,['1594218935338946560'],1594218935338946560,
2022-11-19T08:08:39.000Z,"RT @sayomgwtf: In today's Monkey Island shenanigans ʕ•ᴥ•ʔﾉ☆

Forget about Elaine and Guybrush, the true love story of Return to Monkey Isla…",en,26635386,['1593878910541783040'],1593878910541783040,
2022-11-19T08:08:08.000Z,@Siperos1 @bilbaogamesconf @terribletoybox @devolverdigital @LucasfilmGames @grumpygamer Really @rexbox and his team too!,en,26635386,['1593878780434522112'],1593878780434522112,
2022-11-19T08:07:11.000Z,@Wrenegadey Just followed you there from my two accounts,en,26635386,['1593878539207483392'],1593878539207483392,
2022-11-19T08:02:38.000Z,@rexbox @conchaf7z Yes! And lucky to have you set the standard and make sure the team stayed true to it.,en,26635386,['1593877396930764800'],1593877396930764800,
2022-11-19T07:11:31.000Z,@rexbox @conchaf7z Congratulations @rexbox to you and the entire #ReturnToMonkeyIsland art/animation team!,en,26635386,['1593864532941676546'],1593864532941676546,
2022-11-19T07:10:39.000Z,RT @rexbox: Stumbling back through the ashes of Twitter to celebrate us winning the Art Direction category at the Titanium Awards in Bilbao!,en,26635386,['1593864314414170112'],1593864314414170112,
2022-11-19T04:53:59.000Z,"@thedon212 @sayomgwtf You can mute, block, and/or report someone just like here. At least that’s true on https://t.co/u00Cy0Recz where I have my main account.",en,26635386,['1593829921914167296'],1593829921914167296,
2022-11-19T02:50:44.000Z,RT @phrenopolis: Big congrats to @rexbox on this award!,en,26635386,['1593798903278682113'],1593798903278682113,
2022-11-19T02:49:32.000Z,"RT @sayomgwtf: In further LucasArts shenanigans today, I decided to give my animu love to Zak McKracken ~☆

The game had a Japanese box rel…",en,26635386,['1593798599703351298'],1593798599703351298,
2022-11-19T02:14:41.000Z,"@sayomgwtf Ugh. You can block people there, just like you can here. Would that work?",en,26635386,['1593789830470635520'],1593789830470635520,
2022-11-18T22:55:26.000Z,"@trkzn @grumpygamer ... and since it's a new window, it's expecting you to login to their server (assuming they're on a different one) and that's really confusing. Took me a while to figure that out. But now in the multicolumn view, easy.",en,26635386,['1593739689726337024'],1593739689726337024,
2022-11-18T22:54:21.000Z,"@trkzn @grumpygamer If you're on your desktop browser, switch to Advanced mode and you'll have a multicolumn view. Then if you click on someone's name, their profile comes up in the far right column and you can just follow them. In the default view, people will tend to open the user in a new window.",en,26635386,['1593739417180831744'],1593739417180831744,
2022-11-18T22:38:12.000Z,"@OZ_ICYM @grumpygamer Those are lots of reasons there I'm enjoying #mastodon more than Twitter... no adds, no algorithms pushing content (just hashtags or people you follow), people are nicer and happy to talk without snark.",en,26635386,['1593735352367271936'],1593735352367271936,
2022-11-18T20:07:25.000Z,"@bethamari Though the bigger ones like https://t.co/4jn9IVbtn2 are don't have a specific topic. You can just get one account on a server that's not overloaded, and either transfer to another later (but you lose your posts) or just create multiple accounts.",en,26635386,['1593697404863119360'],1593697404863119360,
2022-11-18T20:06:23.000Z,"@bethamari Once you make the mental leap that it's a large collection of independently owned/operated servers that all talk to each other, it's easier to grok. Like a bunch of different email servers that can communicate, but with each server possibly focused on one topic, like gamedev.",en,26635386,['1593697144560459776'],1593697144560459776,
2022-11-18T17:38:55.000Z,"RT @grumpygamer: VR makes me motion sick, so my next game is going to be a VR game where the main gameplay mechanic is going around throwin…",en,26635386,['1593660035195813888'],1593660035195813888,
2022-11-18T16:00:41.000Z,@PiecesofKate @phrenopolis Hah! Covering all the bases! 🏟️,en,26635386,['1593635311887605760'],1593635311887605760,
2022-11-18T08:25:45.000Z,"RT @phrenopolis: Well I plan to stay on the ship until it sinks, but just in case nobody can get back into the office building after this w…",en,26635386,['1593520825465905152'],1593520825465905152,
2022-11-18T08:22:12.000Z,RT @ramon_wilhelm: @JamesKAitchison @SQHistorian @DavidBFox @shaunaitcheson @angelus_04 @Bashar3A @phrenopolis @robertmegone @Zak883 @sonne…,en,26635386,['1593519931236065281'],1593519931236065281,
2022-11-18T08:22:04.000Z,"RT @ramon_wilhelm: @JamesKAitchison @SQHistorian @DavidBFox @shaunaitcheson @angelus_04 @Bashar3A @phrenopolis
(@thatdave@mastodon.social)…",da,26635386,['1593519899414245376'],1593519899414245376,
