id,edit_history_tweet_ids,created_at,author_id,text,lang
1597081033316651008,['1597081033316651008'],2022-11-28T04:12:45.000Z,1416328357,"@Xondamirovna Yaponiyaga kelib aloqa hizmatining yoqqan johati shu buldiki, bu yerda nomerlar kompaniyalarga qarab olinmas ekan. Bitta nomerimdaman avvaloga UQ mobile, keyin, Docomo va hozir Y-mobile hizmatidan foydalanyapman ammo nomerim usha usha.",tr
1597078045382561792,['1597078045382561792'],2022-11-28T04:00:52.000Z,1416328357,@madridista_she Yaponlar masalan gap orasiga shunday inglizcha sozni quyib ketaverishadi yozib . Biz bir nimalar kashf qilib suzlar topamiz. Bosaverish kerak. Bazan shunaqa g’alati tarjimalar kelib chiqadi uzbek tilida. Fuqaro suzini uzgartiraylik deganga uxshab.,tr
1597071686175985666,['1597071686175985666'],2022-11-28T03:35:36.000Z,1416328357,@xoliqjon_vines Baraka toping,in
1597067302302019584,['1597067302302019584'],2022-11-28T03:18:11.000Z,1416328357,@Nott_lawyer Samarqandlikman shunchaki urganishni hohlamaganman. Oz moz tushunaman gapirishim ham mumkin. Lekin gapirmayman. Bu mening erkin va shaxsiy tanlovim va qolganlarga etirozim yuq,in
1597035395124191232,['1597035395124191232'],2022-11-28T01:11:24.000Z,1416328357,@Iplosello Ispaniya birinchi o’rin bilan chiqadi. Germaniya 2 urin bilan.,tl
1597026680341921793,['1597026680341921793'],2022-11-28T00:36:46.000Z,1416328357,"Nagoya Today. I always cycle to my training hospital because of some reasons. First, it is free that you do not need to waste money for train tickets. Moreover, it is alternative to jogging in the mornings. https://t.co/vWGKFn7zOC",en
1597009658447028224,['1597009658447028224'],2022-11-27T23:29:08.000Z,1416328357,@leroy_sane @DFB_Team You must score as many goals as possible against Costa Rica to have many chances.,en
1597007700776583169,['1597007700776583169'],2022-11-27T23:21:21.000Z,1416328357,@FCBarcelona  must bring @JamalMusiala  to #Campnou at any cost. @ANSUFATI-Musiala duo will give fans more enjoy. https://t.co/JBnodrOt3l,en
1596994100443873283,['1596994100443873283'],2022-11-27T22:27:18.000Z,1416328357,@ESPNFC They are not comparable. Musiala is striker and Both Pedri and Gavi are midfielder. Sure Musiala is also one of the best young player. But you cannot just ignore Pedri and Gavi as well.,en
1596976557213757441,['1596976557213757441'],2022-11-27T21:17:36.000Z,1416328357,"Впервые в Республике в Специализированном Научно Практическом Центре Нейрохирургии произведена эндоваскулярная интраартериальная химиотерапия ретинобластомы. 
Ребенок З.О. 2г. с диагнозом: OU ретинобластома T4aN0M0. III ст. болезни. #neurosurgeryuz https://t.co/vplFkC3JO4",ru
1596975662426095616,['1596975662426095616'],2022-11-27T21:14:02.000Z,1416328357,"#neurosurgeryuz never let patients suffer from insufficient blood flow and its complications. Vascular anastomosis (STA-MCA Bypass), one of the latest surgical methods worldwide to restore normal blood circulation in brain is being performed in our daily practice. https://t.co/eZ5yij6U1e",en
1596962102052548608,['1596962102052548608'],2022-11-27T20:20:09.000Z,1416328357,"We never let our patients go. 
We are here to provide better and healthy life. 
#neurosurgeryuz provide better care as much as possible. Doctors are well trained and educated. 
Patients from all over the world are welcome

Address: Khumoyun 40, Tashkent city, Uzbekistan. https://t.co/0RBnmGr8DY",en
1596955093144080385,['1596955093144080385'],2022-11-27T19:52:18.000Z,1416328357,"Vestibular schwannomas are one of the most common tumors in our daily surgeries in Uzbekistan. Unfortunately due to their close proximity to critical structures, GTR is impossible and facial nerve palsy is common complication. #neurosurgeryuz  #tumor https://t.co/FUkCokvMvB",en
1596948555641782272,['1596948555641782272'],2022-11-27T19:26:20.000Z,1416328357,https://t.co/eHu2GYfOXS,zxx
1596943296785690624,['1596943296785690624'],2022-11-27T19:05:26.000Z,1416328357,"Spain vs Germany 
#FIFAWorldCupQatar2022 https://t.co/5sOkBnmjjo",en
1596941803261153280,['1596941803261153280'],2022-11-27T18:59:30.000Z,1416328357,@madridista_she Bizi uyinchilar MBAPPE dan ham zur. 40 mlng yaqin odamni aldashadi bitta mahalla protekti bn.,in
1596897464115945473,['1596897464115945473'],2022-11-27T16:03:19.000Z,1416328357,@Xondamirovna Hisob ispaniya hisobiga 3:2 buladi,tl
1596893232847519752,['1596893232847519752'],2022-11-27T15:46:30.000Z,1416328357,Respect https://t.co/Vdx0cWv3iS,en
1596889365351124997,['1596889365351124997'],2022-11-27T15:31:08.000Z,1416328357,RT @TheJNS: #OnlineFirst: The transfrontal isthmus approach for insular glioma surgery https://t.co/xHeIRqHrgU https://t.co/8YSiwLCAmq,en
1596875797926903808,['1596875797926903808'],2022-11-27T14:37:13.000Z,1416328357,@rustamovna___ Tuz bn juda zur ketadida .,eu
1596875206609743878,['1596875206609743878'],2022-11-27T14:34:52.000Z,1416328357,@WHITEWO28795319 042. Topish unaqa murakkab emas bosh qotirib utirib. Shunchaki twitlarni uqish kerak 😄🤣,in
1596872772588015616,['1596872772588015616'],2022-11-27T14:25:12.000Z,1416328357,@rumayso_honim Nahot uyqu oldidan va ertalab Dush Tish yuvishni untsa odamlar.,et
1596832164779528195,['1596832164779528195'],2022-11-27T11:43:50.000Z,1416328357,@kimbiladikimman Samarqandga kelinglar bir yaxshi dustim bor. buylari uzun baquvvat yigit kop qizla shundan chochishdi chamamda. Lekin uz juda yaxshi inson. Harakter tabiat aql idrok yaxshi. Quli gul shifokor. Operatsiylarni juda zur qiladi.,tr
1596762375642058753,['1596762375642058753'],2022-11-27T07:06:31.000Z,1416328357,@XDaliyev Men Yaponiyada uzim tayyorlab kordim.  Quzichoq go’shtidan foydalandim. Juda mazali chiqdi lekin shu bitta Samarqandning domashniy qatlama tandirga yopilgan patiri kamlik qildida. https://t.co/FTXPqDWEH8,in
1596754790163574784,['1596754790163574784'],2022-11-27T06:36:22.000Z,1416328357,"G’alamis bergan g’aznadan
Burda arpa non yaxshi,
Qirqta chala mullodan 
Bitta musulmon yaxshi. 
…  
Upich ko’rgan paridan
Sepkil toshgan yuz yaxshi 
…
Quchmasang ham qiz yaxshi. https://t.co/jd6mZTrnUI",fi
1596742796211519488,['1596742796211519488'],2022-11-27T05:48:43.000Z,1416328357,@KunUzNews Bittadan Odül pechlarini berib pazandalik kasbini registratsiya qilganmi,tr
1596728931201478656,['1596728931201478656'],2022-11-27T04:53:37.000Z,1416328357,RT @TheJNS: #OperativeVideo Improvement of optic nerve pial blood supply visualized through indocyanine green videoangiography after resect…,en
1596728827539226626,['1596728827539226626'],2022-11-27T04:53:12.000Z,1416328357,My research topic is about tuberculum sellae meningiomas. I am seeking some new ideas about its management via endonasal route. https://t.co/SrqMzzzWRk,en
1596727277274136577,['1596727277274136577'],2022-11-27T04:47:03.000Z,1416328357,"@ochkili_qiz 32 yoshdaman, lekin haliyam kop narsani bilmasligimni har narsani bilib olganimda bilyapman.",tr
1596726948818227201,['1596726948818227201'],2022-11-27T04:45:45.000Z,1416328357,Suv bor ekanku. O’sha suvni qayta ishlash va iste’molga yaroqlik qilish haqida bosh qotirishsa va yechim taklif etishsa juda soz bo’lardi 2/2,hi
1596726651291066368,['1596726651291066368'],2022-11-27T04:44:34.000Z,1416328357,"Muammo yaxshi yoritilgan, ammo, so’z va jumlalar tanlovida xatolikka yo’l qo’yilgan. Diniy ilmim oz bo’lsada shu so’zni eshitiboq qo’rquv bosadi. Bu joylarda suv bolmasligi va “do’zax” bn tenglash absurd. Hoh u majoziy ma’noda qo’llanilgan bo’lsin. Katta xato va isyon. 1/2. https://t.co/vsjYdHoMzF",in
1596722240607092736,['1596722240607092736'],2022-11-27T04:27:02.000Z,1416328357,@xarisuz @Bek_Mirahmedov  akaning intensive course larida qatnashish kerak menimcha. Men Yaponiyaga kelishdan oldin standart kursda bolganman mentor Jurabek edi juda yaxshi yigit (u Navoiyda hozir) boshqa instructorlar ham juda yaxshi ekan u yerda.,in
1596708273637691392,['1596708273637691392'],2022-11-27T03:31:32.000Z,1416328357,@arabjnv Useless deb ilgari tadbirlarga bormaganman. Endi bormoqchiman hech bumagandi uz qadahimni ko’tarib kelaman va menga ayoni shu buladi.,in
1596707208804601856,['1596707208804601856'],2022-11-27T03:27:18.000Z,1416328357,@Hoji_pochcha Bu yerda surab utirish kerak emas aslida.,in
1596580202876108801,['1596580202876108801'],2022-11-26T19:02:38.000Z,1416328357,@D_Shavkatova @MBahadirovna “Jamiyat Kuzgusi”,tr
1596572177612312576,['1596572177612312576'],2022-11-26T18:30:44.000Z,1416328357,@FabrizioRomano He will beat messi record in this year and become top scorer,en
1596568661858586625,['1596568661858586625'],2022-11-26T18:16:46.000Z,1416328357,"Butun dunyo TIBBIYOT TA’LIMIda on topic loyixalar, training course, hands on seminar and workshopslar  bilan mashg’ul bir paytda biz qayodagi Shaxmat, IT, va boshqa OFF TOPIC activitieslar bn bandmiz. 
Piar ishlayapti har sohada. Real ish yuq foydali https://t.co/pXyo4fx1Hj",in
1596560247862497281,['1596560247862497281'],2022-11-26T17:43:20.000Z,1416328357,私には2人の娘がいて、勉強とキャリア開発のために海外に送りたいと思っています。人権が権力を握り、法律が存在する真の民主的な世界にいることは安全です https://t.co/OANUwllZjH,ja
1596559440819679234,['1596559440819679234'],2022-11-26T17:40:07.000Z,1416328357,"4 @FCBarcelona  players have scored 5 goals in #FIFAWorldCupQatar2022  so far.
@FerranTorres20 - 2 
 Andreas Christensen - 1
@pablogaviria - 1 
@lewy_official  - 1 https://t.co/bZBP78xYXY",en
1596552441038008322,['1596552441038008322'],2022-11-26T17:12:19.000Z,1416328357,@Art_by_Rose Blocking is Ok,en
1596549573677584385,['1596549573677584385'],2022-11-26T17:00:55.000Z,1416328357,@Behzod08 Zarifboy Ibodullayev degan yaxshi psixonevrolog professor bor sizdan ogirlariniyam davolagan.,tr
1596535022949105664,['1596535022949105664'],2022-11-26T16:03:06.000Z,1416328357,@BaxodirjonM Katta ehtimol bilan yollangan muxlis bulsa kerak aslida u Lewandowski muxlisi biznes uchun Saudia formasini kiygan 🤣🤣,fi
1596534726701232128,['1596534726701232128'],2022-11-26T16:01:55.000Z,1416328357,"https://t.co/rp8PevEoXV ning yoritgan ma’lumotiga ko’ra 30mlrd dollarga yaqin qarzimiz bor ekan. Oxirgi 5 yilda 2 baravardan kopga oshgan. Insonlar hayot tarzi shunaqa yaxshilandimi? 
Men tug’ilgan qishloqda tug’risi bolaligimda yaxshi edi GAZ va SVET dan muammo yuq edi. https://t.co/uwQaTm2RRl",fi
1596531696970924033,['1596531696970924033'],2022-11-26T15:49:53.000Z,1416328357,@shahadolimov Respect. Keyingi safar. Oilaviy chiqingizlar! Men odatda weekend ni qizaloqlarim bn detskiy ploshadkada uynash bn va pilaviy ujin va sayr bn utqazaman.  Bolalar uchun dada bn uynash bu bebaho hotira aslida.,tr
1596525410040557569,['1596525410040557569'],2022-11-26T15:24:54.000Z,1416328357,Congratulation @FCBarcelona’s striker @lewy_official  with his the first World Cup goal and win over @SaudiNT_EN . Well deserved for such gifted football player. #FIFAWorldCupQatar2022 https://t.co/uMB5zBv4sf,en
1596518312292515842,['1596518312292515842'],2022-11-26T14:56:42.000Z,1416328357,@deen_aimhigh Yana sal narsaga yotvoladi ikkisini boshlari tuqnash kesa polandliklar umuman reaksiya qimidi bular bolsa yotvolyapti. Ayollar chempionatidayam bunaqa uyinchilar yuq hatto.,in
1596517003246080000,['1596517003246080000'],2022-11-26T14:51:30.000Z,1416328357,Well done Lewandowski @FCBarcelona https://t.co/i7LPyGPUc9,en
1596516078859202561,['1596516078859202561'],2022-11-26T14:47:49.000Z,1416328357,@Iplosello Lewandowski galabaga va goalga loyiq edi. Arablar asabni yedi sal yutalgangayam yotvolorib,in
1596511323894198272,['1596511323894198272'],2022-11-26T14:28:56.000Z,1416328357,@KamolaAlieva 2008-12 yillarda uqimaganmisiz.,tr
1596510336836055041,['1596510336836055041'],2022-11-26T14:25:00.000Z,1416328357,@dr_khalimova Vaqtida oddiy bitta flewkaga ketadigan diskdagi kitoblarni donasini juda yuqori narxda sotishgan. Rus uzbek gruppalar hammasi rosa soqqa qilishgan,in
1596493162595618816,['1596493162595618816'],2022-11-26T13:16:46.000Z,1416328357,@SozKimyosi Yangi O’zbekistonda #insonqadriuchun shunaqa innovatsiyalar mavjudmi yoki bu ilojsizlik maxsulimi?,sl
1596491003179175936,['1596491003179175936'],2022-11-26T13:08:11.000Z,1416328357,"@dr_khalimova Hali ham moodle prioretitmi, disk sotish talabalarga?",in
1596479018316234758,['1596479018316234758'],2022-11-26T12:20:33.000Z,1416328357,@DaniyorRozmetov Togrisi usha kament yozayotganlarga erkak ham ayol ham bir tiyin asosiy maqsad jamiayatda nizo chiqarish. Jamiyat kelajagi haqida uylaganlar uz vazifalari bn band.,in
1596478074262294528,['1596478074262294528'],2022-11-26T12:16:48.000Z,1416328357,@dr_khalimova Smarqandagi konservatoriyada uqimaysizmi mobodo?,in
1596477538549010433,['1596477538549010433'],2022-11-26T12:14:40.000Z,1416328357,@Shokh_dentist Umuman shifokorlarni tekin qul qilib ishlatish kerak. Ular ham odammi? Qasam ichgan bajaradi 😅 deydiganlar kemadimi,in
1596438743174770688,['1596438743174770688'],2022-11-26T09:40:31.000Z,1416328357,3 people followed me and one person unfollowed me // automatically checked by https://t.co/UAR45vFMtO,en
1596413040958005248,['1596413040958005248'],2022-11-26T07:58:23.000Z,1416328357,@doctor_muxtorov @Lilixonn Kongil aynishini birinchi eshitishim anemiyada. Bu kopro ICP natijasi. Yoki vestibulyar,tr
1596404975974125569,['1596404975974125569'],2022-11-26T07:26:20.000Z,1416328357,@zerikarlimas Siz Urgutlikmisiz,tr
1596379952248950785,['1596379952248950785'],2022-11-26T05:46:54.000Z,1416328357,Mahallamizdgi bazi shantaj xotinlarga uxsharkan! Afsus shunday obrusini bir tiyin qilishda davom etyapti. Keraksiz vaqtda topni uzida olib yurishni yoqtiradigan noshud https://t.co/srpaiqPMJ4,tr
1596367673121968128,['1596367673121968128'],2022-11-26T04:58:07.000Z,1416328357,"@Joniyeva_Aziza Albatta biz qiz bola o’rtog’imning o’g’lini ismi Zubayr. Aytgancha Samarqandda eng yaxshi neyrofiziologlarda biri hozir (EEG, ENMG) bo’yicha mutaxassis. Innovada ishledi.",und
1596236808966504448,['1596236808966504448'],2022-11-25T20:18:06.000Z,1416328357,"@Choccohollic_ Good night guys deyishgayam hijolat odam. It is 5.16 a.m.   our feminist and activists are still discussing to get the point. To be honest, I liked their talk. RESPECT. I am leaving",en
1596231971931553793,['1596231971931553793'],2022-11-25T19:58:53.000Z,1416328357,@Jahongirrrrrr @davletovuz Bu safety shaxsga qiziqish emas.,in
1596231202327121920,['1596231202327121920'],2022-11-25T19:55:49.000Z,1416328357,@Choccohollic_ Angliya bilan AQSH birinchi taymdan keyin 0:0 obshiy schet,tl
1596215698036228097,['1596215698036228097'],2022-11-25T18:54:13.000Z,1416328357,@Choccohollic_ https://t.co/K96Rp9xz08,qme
1596214917954441216,['1596214917954441216'],2022-11-25T18:51:07.000Z,1416328357,"@Choccohollic_ Uzoq muddatli depressiya, va hk inson behaviouriga ham tasir qilib turli patologik g’oyalar tug’ilishiga sabab buladi, dominanta prinsipiga asosan ayol dominant goya bn band bolib responsibility haqida butkul unutadi. Bunga jamiyatda psixologlar faolligini ikobiy uzgarish kirtadi",in
1596213925150064641,['1596213925150064641'],2022-11-25T18:47:10.000Z,1416328357,@Yashnar28396923 @etouktamoy 🤣🤣🤣🤣,und
1596212662966575104,['1596212662966575104'],2022-11-25T18:42:09.000Z,1416328357,@Choccohollic_ General ekanda yulduzchalari kop busa,tr
1596211847753269248,['1596211847753269248'],2022-11-25T18:38:55.000Z,1416328357,@Shokh_dentist Nasib amalga oshadi. Step by step. Nimanidir modify qimasak bizga uxshab kopchilikni kozlari kech ochiladi fokus mokuslardan,und
