created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-27T20:22:09.000Z,"RT @akorive001: This Hausa culture that the bride is responsible for furnishing the house, from foot mat to food stuff, is totally un-Islam…",['1596962602634338304'],1596962602634338304,136332919,en
2022-11-27T10:22:16.000Z,"@saylor @Irene_Cara Yes sure, we will remember your name. And your name will live forever ✌️",['1596811637603926017'],1596811637603926017,136332919,en
2022-11-27T08:08:33.000Z,"@WoleOluyemiCo Exactly, lake of maintenance culture.",['1596777986283696129'],1596777986283696129,136332919,en
2022-11-27T07:58:12.000Z,@king_analyst Muruchin kan dutse bata fito ba sai data shirya ✌️,['1596775383210156033'],1596775383210156033,136332919,tl
2022-11-27T07:52:14.000Z,RT @_mai_daraja: @Bulamacartoons @rab_iata https://t.co/cCKOK0vFAM,['1596773880223629313'],1596773880223629313,136332919,qme
2022-11-27T07:47:19.000Z,RT @Bulamacartoons: Are they feeding themselves with their own money? There are 133 million Nigerians living in poverty. Is the over N600m…,['1596772642182365185'],1596772642182365185,136332919,en
2022-11-26T04:52:52.000Z,RT @moonsightingng: Today’s date is Saturday 2nd Jumadal Ula 1444H /26th  November 2022.,['1596366352109142016'],1596366352109142016,136332919,en
2022-11-25T09:52:16.000Z,@Thund3rB0lt Yes 😂 that's team work.,['1596079312637399041'],1596079312637399041,136332919,en
2022-11-25T09:16:10.000Z,@Farming_mfs How possible?,['1596070227342663681'],1596070227342663681,136332919,en
2022-11-25T09:12:42.000Z,"RT @Fulani_Tutor: Good morning Nigerians, Be positive about Naira Redesign. https://t.co/VAqfa2VsWi",['1596069356835938304'],1596069356835938304,136332919,en
2022-11-25T07:55:01.000Z,"@AdvoBarryRoux This is an expensive joke, is not funny at all. Why will he swear?",['1596049805960441856'],1596049805960441856,136332919,en
2022-11-24T21:04:52.000Z,@bbchausa Kaji Gaskiya Bera mai hanu kenan 😂😂,['1595886190170968068'],1595886190170968068,136332919,in
2022-11-24T07:29:18.000Z,@TheFaridaYahya I can't spot the difference 😂,['1595680944991735808'],1595680944991735808,136332919,en
2022-11-24T06:52:37.000Z,"@MssZeeUsman @FinancialTimes Congratulations, may it be beneficial to the Humanity.",['1595671714251538432'],1595671714251538432,136332919,en
2022-11-23T20:07:37.000Z,RT @hadizkach: Happy World Children's Day #RIFEN  #RIFENNIGERIA #worldchildrensday2022  @Rifen_CI https://t.co/yIb7NQkkHI,['1595509392849440791'],1595509392849440791,136332919,en
2022-11-23T09:18:44.000Z,@Quranconnect_ مَا شَاءَ ٱللَّٰهُ,['1595346097882505216'],1595346097882505216,136332919,ar
2022-11-21T13:38:26.000Z,@bbchausa Insha Allah akansu zai kare.,['1594686676298874882'],1594686676298874882,136332919,in
2022-11-21T13:35:21.000Z,@Musamrmoo @bbchausa Amsar ka  tamin diadai 👍,['1594685902487420932'],1594685902487420932,136332919,in
2022-11-21T13:26:33.000Z,@Ahmedmusa718 Gaskiya ne 👍,['1594683688532512770'],1594683688532512770,136332919,en
2022-11-18T20:12:32.000Z,@Quranconnect_ 😭😭💔,['1593698694565490688'],1593698694565490688,136332919,und
2022-11-18T19:54:28.000Z,@Hausa_Guy_ Wannan ruhoton ya matikar tayar mun da hankali. Allah ya kare manasu.,['1593694144983171075'],1593694144983171075,136332919,in
2022-11-16T20:18:45.000Z,RT @jcniyomugabo: Let us make agriculture sexy and very attractive to all people. https://t.co/Djq5gnLMPv,['1592975483217801217'],1592975483217801217,136332919,en
2022-11-16T19:02:45.000Z,@bbchausa Sai ku tambayi Rasha ai.,['1592956356063297537'],1592956356063297537,136332919,in
2022-11-16T16:09:22.000Z,@whitenigerian You remember change?,['1592912723079491585'],1592912723079491585,136332919,en
2022-11-16T16:06:32.000Z,@whitenigerian Tudun Wada,['1592912007250202624'],1592912007250202624,136332919,in
2022-11-16T10:25:56.000Z,RT @giz_gmbh: 🌱 #Pflanzenschutz in 🇬🇭Ghana: Aus den Extrakten des Neem-Samens wird Bio-Pflanzenschutzmittel hergestellt - bestens geeignet…,['1592826293133144065'],1592826293133144065,136332919,de
2022-11-16T10:21:43.000Z,"RT @DejiAdesogan: The attached video on #SafetyTips in case of emergencies (fire outbreak, IED attack etc) is educative. Please watch, lear…",['1592825234142662657'],1592825234142662657,136332919,en
2022-11-15T21:10:17.000Z,@Mamee_luv Automated Teller Machine.,['1592626063330676736'],1592626063330676736,136332919,et
2022-11-15T20:53:23.000Z,"@bbchausa Yanzu sunyarda da maganan Malam kenan, Allah kara basu nasara.",['1592621809417220096'],1592621809417220096,136332919,in
2022-11-15T20:37:58.000Z,@bbchausa Hakan yayi daidai.,['1592617930000568320'],1592617930000568320,136332919,in
