created_at,text,lang,author_id,edit_history_tweet_ids,id,withheld
2022-11-28T04:13:07.000Z,RT @fap2us: Sexy Sweeties https://t.co/DjyEiL2iU0,en,70289960,['1597081125821681665'],1597081125821681665,
2022-11-28T04:12:50.000Z,RT @ElSucioAgain: 😈Purr-fect😈 https://t.co/s4HovHfcfj,en,70289960,['1597081055009603585'],1597081055009603585,
2022-11-28T04:12:46.000Z,"RT @Borealis69: 😊💕Make Someone Smile Today💕😊
          #KindnessMatters https://t.co/oqFmtOLfH6",en,70289960,['1597081040019128322'],1597081040019128322,
2022-11-28T04:12:42.000Z,RT @LaraDietsch: 👅Purr-fect👅 https://t.co/DmkKO2Gh4B,en,70289960,['1597081022507941889'],1597081022507941889,
2022-11-28T04:12:35.000Z,"RT @KnightTksQueen: ╔ 💞 ═══🌟🔥🌟 ═══ 💞 ╗
  😊Make Someone Smile😊
         #KindnessMatters
╚ 💞 ═══🌟🔥🌟 ═══ 💞 ╝ https://t.co/r0A5XpFfXi",en,70289960,['1597080992245641217'],1597080992245641217,
2022-11-28T04:12:20.000Z,"RT @Tullage: 🙂 Make Someone Smile Today 🙂
#KindnessMatters 
🇺🇦 https://t.co/WN9uEtX9nO",en,70289960,['1597080927779565569'],1597080927779565569,
2022-11-28T04:12:11.000Z,"RT @lisahacker30: 🥰 Make Someone Smile Today 🥰
      #KindnessMatters https://t.co/wGXr0X13Ja",en,70289960,['1597080890353426432'],1597080890353426432,
2022-11-28T04:12:05.000Z,"RT @KnightTksQueen: ╔ 💞 ═══🌟🔥🌟 ═══ 💞 ╗
  😊Make Someone Smile😊
         #KindnessMatters
╚ 💞 ═══🌟🔥🌟 ═══ 💞 ╝ https://t.co/ANOJkyrBVL",en,70289960,['1597080865842270208'],1597080865842270208,
2022-11-28T04:12:01.000Z,"RT @Still00Life: ପ๑ᴹᵃᵏᵉ ˢᵒᵐᵉᵒᶰᵉ•ᴗ•ˢᵐᶤˡᵉ ᵀᵒᵈᵃʸ๑ଓ 
#𝖪𝗂𝗇𝖽𝗇𝖾𝗌𝗌𝖬𝖺𝗍𝗍𝖾𝗋𝗌°｡⋆ https://t.co/cIRvqdVSgl",en,70289960,['1597080851539316736'],1597080851539316736,"{'copyright': False, 'country_codes': ['ID']}"
2022-11-28T04:08:10.000Z,"RT @tik_tak010: ✨বাগানি 
 https://t.co/nsHCmkm715",bn,70289960,['1597079878628560896'],1597079878628560896,
2022-11-28T04:07:44.000Z,RT @tik_tak010: 🦋 বাগিয় @Hotvideo_ https://t.co/Gfi1YUNrnq,bn,70289960,['1597079771934261248'],1597079771934261248,
2022-11-28T04:07:21.000Z,"RT @Dear_Lonely1: Tina Turner, Gjon Mili, 1970. https://t.co/hsu9JBUqVl",no,70289960,['1597079673669791744'],1597079673669791744,
2022-11-28T04:06:13.000Z,RT @MrMaxMaster: Jeep Girl https://t.co/DI7DFhaNuc,en,70289960,['1597079390579757056'],1597079390579757056,
2022-11-28T04:04:43.000Z,RT @18Javh: ✨বাগানি @New_Hd_Video https://t.co/JkpVirBDtN,bn,70289960,['1597079011607576576'],1597079011607576576,
2022-11-28T04:04:25.000Z,RT @msblissful1: Do you have a thing for tall chicks?If so I’m your girl! 💁‍♀️😍 All 6’ ft of me. 💯💋 RT if you want to shoot your shot! 🤗🥰💃🏼…,en,70289960,['1597078936848306177'],1597078936848306177,
2022-11-28T02:32:17.000Z,RT @MAYA46391372: https://t.co/1xRuiqdgwU,zxx,70289960,['1597055749615939585'],1597055749615939585,
2022-11-28T02:32:08.000Z,"RT @Bmore_horny: 🔰🔰 #ThePussyPosse 🔰🔰

@HisSHBabe @subzero_26 @xhottestchicks @TwistysExile @18TubeHD @Borealis69 @Aloha1Dive @WillyBlanco1…",und,70289960,['1597055714048249857'],1597055714048249857,
2022-11-28T02:31:57.000Z,RT @sleazynix: i’m in a good mood - so i’m giving away 10 FREE subscriptions to my VIP page! claim your spot below⤵️ https://t.co/7YXkhBgBZb,en,70289960,['1597055667629862913'],1597055667629862913,
2022-11-28T02:31:39.000Z,RT @ArtOrPornRu: #art #porn #boobs #ass #mondayFuck https://t.co/NPxe5k4DMx,qme,70289960,['1597055592794705920'],1597055592794705920,
2022-11-28T02:31:16.000Z,RT @616Jordanp69: Cloud Nine https://t.co/gaMJ9bxhYS,en,70289960,['1597055495591759872'],1597055495591759872,
2022-11-28T02:31:12.000Z,RT @shivan26singh: @BOOBS1001lover @FrankyMe57 @EroticNudes22 @SexyKlarabella @420Brooksy @eldaisty_usama @Goodman90900282 @alywsfy_ayhab @…,en,70289960,['1597055478214762499'],1597055478214762499,
2022-11-28T02:29:37.000Z,RT @MsKaJoseph: Would you like to put your happy ending on my tits? https://t.co/4b8iVgwOe9,en,70289960,['1597055079164825601'],1597055079164825601,
2022-11-28T02:28:28.000Z,RT @babykiity2: let’s workout https://t.co/9kJ5efFcpZ,en,70289960,['1597054791787900928'],1597054791787900928,
2022-11-28T02:28:13.000Z,RT @616Jordanp69: Daily Beauty's https://t.co/IXMzTQMa2d,en,70289960,['1597054726805540864'],1597054726805540864,
2022-11-28T02:28:07.000Z,"RT @SakuranboNingyo: Waiting for him

#Art by Fritz Willis 
#FritzWillis https://t.co/c2f0W39ZhZ",en,70289960,['1597054704173088768'],1597054704173088768,
2022-11-28T02:25:48.000Z,RT @daniellachavezc: Estoy en Onlyfans y está muy 🔥 Link aquí https://t.co/UVVrUFJII7 y el Gratis https://t.co/7KOBIPKisb  Sin Censura! htt…,es,70289960,['1597054117918445569'],1597054117918445569,
2022-11-28T02:23:17.000Z,RT @aalicelaurenxo: how long would you walk behind me for? https://t.co/64S8enluIi,en,70289960,['1597053486717292545'],1597053486717292545,
2022-11-28T02:21:32.000Z,RT @JordHammond: Evening strolls in Tokyo hit different ✨ https://t.co/Fj24FjV5le,en,70289960,['1597053046357651458'],1597053046357651458,
2022-11-28T02:21:21.000Z,"RT @crockpics: Allman Brothers Band, 1973. https://t.co/zRd42FoKoF",en,70289960,['1597052997431087104'],1597052997431087104,
2022-11-28T02:21:17.000Z,RT @MrMaxMaster: https://t.co/cM9RoqC7cd,zxx,70289960,['1597052982595493889'],1597052982595493889,
2022-11-28T02:21:06.000Z,RT @jennadixonphoto: Sarah is definitely the most lovable banana,en,70289960,['1597052934831112195'],1597052934831112195,
2022-11-28T02:20:58.000Z,@AmyGabe4 @babykiity2 Fukin nummy😛🤘,en,70289960,['1597052903759699969'],1597052903759699969,
2022-11-28T02:17:24.000Z,"RT @sahara_noir: Do you like my body? 🤔

Ⓙⓞⓘⓝ ⓜⓔ ⓕⓞⓡ ⒻⓇⒺⒺ 🔗⬇️ https://t.co/6HNdC4OUzJ",en,70289960,['1597052004396040192'],1597052004396040192,
2022-11-28T02:17:16.000Z,RT @_MVR_N3R0_: https://t.co/qpI8mKpoqI,zxx,70289960,['1597051971986681856'],1597051971986681856,
2022-11-28T02:01:47.000Z,RT @BOOBS1001lover: @shivan26singh @alywsfy_ayhab @HCst67 @Kh10928786 @DojoMr @douxmiel2 @ElDiablosCabron @Sexygirls224 @Jerry300298 @Aloha…,qme,70289960,['1597048075989966849'],1597048075989966849,
2022-11-28T02:01:42.000Z,RT @Aloha1Dive: 🌹Portrait🌹 https://t.co/gfYnk1pj02,fr,70289960,['1597048052413366273'],1597048052413366273,
2022-11-28T02:01:38.000Z,RT @BOOBS1001lover: @shivan26singh @FrankyMe57 @EroticNudes22 @SexyKlarabella @420Brooksy @eldaisty_usama @Goodman90900282 @alywsfy_ayhab @…,qme,70289960,['1597048038047903744'],1597048038047903744,
2022-11-28T02:00:59.000Z,RT @BOOBS1001lover: @SexyKlarabella @EroticNudes22 @FrankyMe57 @420Brooksy @eldaisty_usama @Goodman90900282 @alywsfy_ayhab @tumblronavoca @…,qme,70289960,['1597047875250565120'],1597047875250565120,
2022-11-28T01:08:12.000Z,RT @BOOBS1001lover: @Linda2_ger @shivan26singh @jays_xxx @DenisGirlsX @Sexygirls224 @FrankyMe57 @oxfootpantyhose @EroticNudes22 @goodenough…,qme,70289960,['1597034588932407296'],1597034588932407296,
2022-11-28T01:08:02.000Z,RT @clauok10: Have a beautiful Sunday night 🖤🌹🖤 https://t.co/lgpEO1OiLh,en,70289960,['1597034549254721537'],1597034549254721537,
2022-11-28T01:07:50.000Z,RT @RockyPocky123: 'Electric Blue Hour' by @erickerr_eth https://t.co/Ux8RNMd6xa,en,70289960,['1597034498822004737'],1597034498822004737,
2022-11-28T01:07:40.000Z,RT @NotableHistory: Anita Ekberg https://t.co/STTxfiWAvj,und,70289960,['1597034455981764610'],1597034455981764610,
