created_at,text,edit_history_tweet_ids,id,author_id,lang
2022-11-28T03:56:31.000Z,@ZetdcOfficial magetsi ariko kuGweru,['1597076950132330496'],1597076950132330496,1436303713497387008,fi
2022-11-28T03:51:24.000Z,"I honestly didn't know Shashl 'till this whole sexcapade thingy 
Who's she?

Asking for a friend...",['1597075663206305792'],1597075663206305792,1436303713497387008,en
2022-11-28T03:21:10.000Z,@Soko_Wacho @t_kachidza https://t.co/Co0NNkwbul,['1597068051916083200'],1597068051916083200,1436303713497387008,qme
2022-11-27T20:29:00.000Z,RT @TateNhesv: I just noticed something😃. My boyfriend always say ‘yuhwi’ and I say ‘yohwe’ (same thing just different dialects). And he ju…,['1596964326107410432'],1596964326107410432,1436303713497387008,en
2022-11-27T20:20:18.000Z,"RT @Gemini23067006: Gweru people😂🙌
Saw Lorraine Guyo in town today but everyone was just minding their business. I thought she's a celeb🤔 s…",['1596962136093519873'],1596962136093519873,1436303713497387008,en
2022-11-27T18:43:03.000Z,RT @23luvr: i lied i do have jealousy issues,['1596937663575007233'],1596937663575007233,1436303713497387008,en
2022-11-27T18:42:54.000Z,"RT @brian___jethro: DSTV : Catch all the 64 world cup matches live 

Zesa : https://t.co/UdIeoMObrR",['1596937626057322497'],1596937626057322497,1436303713497387008,en
2022-11-27T15:37:37.000Z,Happy birthday nhanha https://t.co/0IxTGC9r9S,['1596891000433438721'],1596891000433438721,1436303713497387008,en
2022-11-27T05:24:19.000Z,RT @iupdate: Apple should really turn iMessage into a full fledged social network.,['1596736655045509120'],1596736655045509120,1436303713497387008,en
2022-11-27T04:13:11.000Z,RT @HalleBailey: happy 🍀God is amazing 💗 https://t.co/IxwjnR2Wcc,['1596718755710582784'],1596718755710582784,1436303713497387008,en
2022-11-26T09:45:23.000Z,"@Inn_Bucks You said this yesterday and today in the morning 

Spare me please",['1596439968821481472'],1596439968821481472,1436303713497387008,en
2022-11-26T09:43:39.000Z,@Inn_Bucks does your customer service number work?,['1596439530860601346'],1596439530860601346,1436303713497387008,en
2022-11-25T18:51:18.000Z,RT @FaffieManhuhwa: Dear Zim restaurants when you say Burger and Chips this is what we expect 🥺 https://t.co/LGCppVW6DM,['1596214964871536640'],1596214964871536640,1436303713497387008,en
2022-11-25T17:33:24.000Z,God is watching..😹🤙🏻 https://t.co/ZdXUH2Uf4O,['1596195359625138177'],1596195359625138177,1436303713497387008,en
2022-11-25T08:56:52.000Z,"@BlackSupremacyQ Kuita ""kutepurwa"" umm ayewa Shona is  too vulgar 😹😹😹",['1596065369214844928'],1596065369214844928,1436303713497387008,in
2022-11-24T19:49:36.000Z,"RT @JoshWemaDeals: DM 0712163315 for Leather bracelet 

Free Delivery around CBD.

100 Retweets ndipewo changu 🙏 https://t.co/1RcrhONABF",['1595867246722777088'],1595867246722777088,1436303713497387008,en
2022-11-24T02:46:37.000Z,@Nashboi9 Macarrots,['1595609807439921152'],1595609807439921152,1436303713497387008,es
2022-11-23T16:00:50.000Z,I've said it before and I'll say it again : PLEASE DON'T WEAR SLIDES IF YOU HAVE UGLY FEET!!!,['1595447288859693056'],1595447288859693056,1436303713497387008,en
2022-11-23T15:50:58.000Z,This is body shaming ayewa 😹 https://t.co/ma8O4HBW9R,['1595444806658019332'],1595444806658019332,1436303713497387008,en
2022-11-23T12:50:17.000Z,Mental health yangu😹🤙🏻 https://t.co/mGDA9G7wqW,['1595399334169911297'],1595399334169911297,1436303713497387008,in
2022-11-22T13:31:02.000Z,@Nashboi9 Ehe,['1595047204246458368'],1595047204246458368,1436303713497387008,und
2022-11-22T13:19:16.000Z,https://t.co/f5CT9zlqOt,['1595044241037819906'],1595044241037819906,1436303713497387008,zxx
2022-11-22T13:11:17.000Z,@bosskimhucci 6 dollars,['1595042232603639809'],1595042232603639809,1436303713497387008,en
2022-11-22T13:10:44.000Z,"RT @JackStakesZW: to finding love anywhere but in Zimbabwe. 🍻
I'm done w/Zim huns. 🙌🏽🙌🏽🙌🏽",['1595042096301359104'],1595042096301359104,1436303713497387008,en
2022-11-22T10:55:06.000Z,RT @Kays_wacho: REQUEST to all my  followers: Ndikukumbirawo 100 maRetweets enyu  ndipihwewo Hood iro  kubva kuna @CSWmutare 🙏🙏 https://t.c…,['1595007960618500101'],1595007960618500101,1436303713497387008,tl
2022-11-22T08:50:18.000Z,@hita_walter Probably Voltz,['1594976553561112577'],1594976553561112577,1436303713497387008,en
2022-11-22T08:40:13.000Z,@InfinityBars99 Ko zec yasarirei,['1594974015067951104'],1594974015067951104,1436303713497387008,ro
2022-11-21T09:37:40.000Z,@mrTebzaa @Nashboi9 zvioko zvako,['1594626085802704897'],1594626085802704897,1436303713497387008,und
2022-11-21T09:36:01.000Z,"RT @Emma231089: As long as Mashwede,Zindoga,Mereki,K2 Bar zvisati zvavharwa vashoma vakuenda kudenga..",['1594625671527108608'],1594625671527108608,1436303713497387008,hi
2022-11-21T04:13:35.000Z,RT @777jorgeivan: You cannot hurt my feelings do you know what my ex did to me,['1594544530556129282'],1594544530556129282,1436303713497387008,en
2022-11-21T04:11:13.000Z,RT @Nicoleally_: “But you’re on Twitter “….I don’t care if I was on the news. I’ll reply when I reply.,['1594543933438234626'],1594543933438234626,1436303713497387008,en
2022-11-21T04:07:16.000Z,"So when you gonna tell him
That we did that, too?
He thinks it's special
But it's all reused
That was the show we talked about
Played you the song he's singing now when he's with you
Do you get déjà vu when he's with you?",['1594542937328828416'],1594542937328828416,1436303713497387008,en
2022-11-20T16:28:44.000Z,"@ushuni_ Okay
Manga mazvifunga nguwai izvi",['1594367147526029313'],1594367147526029313,1436303713497387008,und
2022-11-20T16:28:27.000Z,Yuwi Yuwi https://t.co/aekUiHvNj2,['1594367077548269572'],1594367077548269572,1436303713497387008,in
2022-11-20T04:27:03.000Z,RT @xovalerie_: you got played bc you fell in love with words instead of actions,['1594185528114524160'],1594185528114524160,1436303713497387008,en
2022-11-20T04:26:23.000Z,RT @WhoTFissim: At the end of the day nobody gon understand why you love that person the way you do but you,['1594185363274100736'],1594185363274100736,1436303713497387008,en
2022-11-20T04:25:03.000Z,"RT @777jorgeivan: To anybody I hurt this year, I just wanna say you deserve it. Stop playing with me.",['1594185024584445952'],1594185024584445952,1436303713497387008,en
2022-11-19T17:00:58.000Z,RT @PoemHeaven: seriously.. https://t.co/p36dxJAxvK,['1594012871758839809'],1594012871758839809,1436303713497387008,en
2022-11-19T13:45:54.000Z,RT @six_papi: Me seeing someone's energy towards me fading away https://t.co/uIcGFOr5o3,['1593963780349870080'],1593963780349870080,1436303713497387008,en
2022-11-19T13:44:34.000Z,@Leo3168 🫡,['1593963443668787200'],1593963443668787200,1436303713497387008,und
2022-11-18T06:46:28.000Z,Y'all full of shit period!!! https://t.co/Um2wh6uV5X,['1593495839132962819'],1593495839132962819,1436303713497387008,en
2022-11-18T01:30:18.000Z,@AnesuMagobeya Ndipo 😹😹,['1593416273693736961'],1593416273693736961,1436303713497387008,tl
2022-11-18T01:29:56.000Z,@econet_support ko murikufungei nenyaya yeNetwork yenyu?,['1593416180634718208'],1593416180634718208,1436303713497387008,in
2022-11-17T17:33:05.000Z,RT @Chisiiwagift: I'm at a point where I'm just single and i don't have the urge to get into a relationship or to date anyone. I'm just liv…,['1593296176996139013'],1593296176996139013,1436303713497387008,en
2022-11-17T14:32:27.000Z,RT @DaddyGhost85: The day I will never forget https://t.co/FCC8Ui3uzs,['1593250718818832384'],1593250718818832384,1436303713497387008,en
2022-11-17T07:50:46.000Z,TF 😹 https://t.co/VTLJ0D1Rt7,['1593149634297597952'],1593149634297597952,1436303713497387008,qst
2022-11-17T07:45:18.000Z,@NowAvailable21 @bosskimhucci https://t.co/FTQei9Zg3e,['1593148256489721856'],1593148256489721856,1436303713497387008,qme
2022-11-17T07:21:27.000Z,"@OldMutualZW @bosskimhucci Amazing 
Is old mutual still offering graduate trainee opportunities?",['1593142256994848771'],1593142256994848771,1436303713497387008,en
2022-11-16T23:03:25.000Z,@ushuni_ Ukwane 😹 😹,['1593016922286985217'],1593016922286985217,1436303713497387008,pl
2022-11-16T16:35:00.000Z,@bosskimhucci @OldMutualZW,['1592919174862757889'],1592919174862757889,1436303713497387008,qam
2022-11-16T16:01:10.000Z,@BlackSupremacyQ Dude be bottoming😹😹,['1592910658139750400'],1592910658139750400,1436303713497387008,en
2022-11-16T15:10:30.000Z,"RT @Beth_Jdv: @nigel_waleazy Id rather die and go to heaven, earth bores me",['1592897908806127616'],1592897908806127616,1436303713497387008,en
2022-11-16T15:09:29.000Z,"RT @tobishiyanbola: Here’s my prayer for you, I pray you receive a sign this week letting you know you're on the right track and that every…",['1592897652773224449'],1592897652773224449,1436303713497387008,en
2022-11-16T03:27:07.000Z,@Makwiravanhu1 @iNdebele_ Ukabaya netsono anotoputika uyu,['1592720896749637632'],1592720896749637632,1436303713497387008,tl
2022-11-16T03:23:53.000Z,"RT @tobishiyanbola: Ngl, I want it all. Clear skin, good health, more money, peace of mind, travels and love. I'll get it, I believe. 🙏🏾🤍",['1592720083004297217'],1592720083004297217,1436303713497387008,en
2022-11-16T03:21:36.000Z,"RT @mnm_meya: Retweet for Chimisa 🔃
Like for UncleKeyz ♥️ https://t.co/BKu2QDbqJl",['1592719507822620673'],1592719507822620673,1436303713497387008,en
2022-11-16T03:12:55.000Z,@ushuni_ Brutal,['1592717320492916737'],1592717320492916737,1436303713497387008,no
2022-11-16T03:12:49.000Z,RT @ushuni_: Prince Daemon vs. Prince Aemond at the Battle of Harrenhal 🔥 https://t.co/mXiEBvDCgA,['1592717296715575297'],1592717296715575297,1436303713497387008,en
2022-11-16T03:08:53.000Z,RT @Leo3168: @Gweta14 @russozw3 Ndozvisiri kudiwa ne team Europe izvi😂 https://t.co/BieyYCQu49,['1592716305282764801'],1592716305282764801,1436303713497387008,und
2022-11-15T06:48:41.000Z,RT @HalleBailey: 🖤✨two pretty best friends 🖤✨@ChloeBailey https://t.co/eQHPkiY3ZJ,['1592409234461036544'],1592409234461036544,1436303713497387008,en
2022-11-14T17:08:04.000Z,RT @PoemHeaven: bad days end too. https://t.co/HaZNwYm9M3,['1592202718537732096'],1592202718537732096,1436303713497387008,en
2022-11-14T16:50:38.000Z,RT @PoemHeaven: precisely. https://t.co/fDKekNQzMZ,['1592198333581643776'],1592198333581643776,1436303713497387008,en
2022-11-14T12:11:17.000Z,"Okay
What the actual fucking fuck? https://t.co/d5yRFryMBd",['1592128032483024896'],1592128032483024896,1436303713497387008,en
2022-11-14T12:11:16.000Z,"Okay
What the actual fucking fuck? https://t.co/d5yRFrzkqL",['1592128028519596032'],1592128028519596032,1436303713497387008,en
2022-11-14T12:00:40.000Z,RT @FaffieManhuhwa: We won’t even judge you ukanyima mupurisa lift,['1592125357641330688'],1592125357641330688,1436303713497387008,en
2022-11-14T11:09:12.000Z,RT @bosskimhucci: Which one do you prefer to have first? https://t.co/KYhOlZr5jS,['1592112408625295361'],1592112408625295361,1436303713497387008,en
2022-11-14T06:20:58.000Z,@NomaSapienTR @tnaka_glen Uhhh,['1592039871816036352'],1592039871816036352,1436303713497387008,und
2022-11-14T04:52:14.000Z,"So I have verified accounts following me now
Okay",['1592017541425250306'],1592017541425250306,1436303713497387008,en
2022-11-14T04:46:11.000Z,@AnesuMagobeya 😹😹😹😹😹😹,['1592016016217104385'],1592016016217104385,1436303713497387008,und
2022-11-13T17:23:18.000Z,@NomaSapienTR Ukudei Siyana nelife yangu,['1591844164752261122'],1591844164752261122,1436303713497387008,tl
2022-11-13T13:35:47.000Z,RT @juliannarvivas: I saved your reputation by not telling my side of the story.. you’re welcome.,['1591786908379930624'],1591786908379930624,1436303713497387008,en
2022-11-13T07:13:26.000Z,@NetOneCellular So people are still using netone??,['1591690685413220355'],1591690685413220355,1436303713497387008,en
2022-11-13T05:50:28.000Z,"RT @tinobonde05: Watching movies ain't a problem but to be addicted isn't good at all.

When you are addicted to aktion movies 👇👇👇👇👇👇👇👇👇👇👇👇…",['1591669806079827968'],1591669806079827968,1436303713497387008,en
2022-11-13T04:34:59.000Z,RT @TamudaBianca: Please don't ever get tired of being a good person with a good heart tho it sucks being taken advantage of and feeling li…,['1591650810647248897'],1591650810647248897,1436303713497387008,en
2022-11-13T04:31:56.000Z,RT @neekay_zw: Its very necessary not to give Zim police transport any time of the day.Vanoonererwa vanhu ivavo.,['1591650045572653056'],1591650045572653056,1436303713497387008,en
2022-11-13T04:30:00.000Z,@juic3_factory @Iam_Sinayo @1800_nthati @dracosrevenge This is robbery https://t.co/6Mar70Pifo,['1591649557716545536'],1591649557716545536,1436303713497387008,en
2022-11-13T04:27:12.000Z,"RT @est_moses: iStore and cash crusaders, same WhatsApp group 😂💀. https://t.co/69ZIlsc0e2",['1591648851416563714'],1591648851416563714,1436303713497387008,en
2022-11-13T04:09:48.000Z,"RT @itsmontyj: I found peace when I realized people are at war with themselves, not me.",['1591644473301544960'],1591644473301544960,1436303713497387008,en
2022-11-13T04:06:37.000Z,RT @MillsReggie: i lowkey don’t wanna tell anyone what's going on in my life anymore.,['1591643673485512704'],1591643673485512704,1436303713497387008,en
2022-11-13T00:25:03.000Z,RT @sadtruthwords: I say “sorry” a lot mostly because I feel like everything is my fault.,['1591587915184078853'],1591587915184078853,1436303713497387008,en
2022-11-13T00:20:06.000Z,RT @jayfelloff: sometimes i fucking hate life,['1591586666627870720'],1591586666627870720,1436303713497387008,en
2022-11-12T21:08:46.000Z,@MutemaTsidkenu Lol this level of hypocrisy,['1591538515959246848'],1591538515959246848,1436303713497387008,en
2022-11-12T21:05:45.000Z,RT @sadtruthwords: Have you ever messaged someone while crying?? I swear that hurts so much 🥺,['1591537759160000514'],1591537759160000514,1436303713497387008,en
2022-11-12T21:05:18.000Z,"RT @six_papi: We all broke our rules for someone, and in the end they broke us",['1591537644269625344'],1591537644269625344,1436303713497387008,en
2022-11-12T21:05:08.000Z,@MutemaTsidkenu Ameni 🙏🏼 🙏🏼 😹😹😹,['1591537604134326273'],1591537604134326273,1436303713497387008,it
2022-11-12T20:16:37.000Z,@ushuni_ Ko ukarohwa nhai shamwari? https://t.co/4oL6BWH2OC,['1591525392308903936'],1591525392308903936,1436303713497387008,hi
2022-11-12T19:30:46.000Z,@Leo3168 Bitterness 😹,['1591513855112388610'],1591513855112388610,1436303713497387008,en
2022-11-12T19:29:38.000Z,@Leo3168 Your evil ass can't be well in doubt 😹😹😹,['1591513570931515393'],1591513570931515393,1436303713497387008,en
2022-11-12T18:42:21.000Z,"RT @tobishiyanbola: One of the best signs of you healing well is seeing yourself no longer pained, angry, bothered, or hurt by the things t…",['1591501668101033984'],1591501668101033984,1436303713497387008,en
2022-11-12T18:42:17.000Z,RT @Melsowethu: Anita's voice👌🔥 https://t.co/F95QkBGeIH,['1591501653571665921'],1591501653571665921,1436303713497387008,en
2022-11-12T17:56:24.000Z,@brian___jethro Iphone 11 and below ka,['1591490106611101696'],1591490106611101696,1436303713497387008,en
2022-11-12T17:27:40.000Z,"RT @TapiwaByNature: Arguably the best song from ""This Is Acting "" album.❤️ https://t.co/MClg7xQmDM",['1591482873428803584'],1591482873428803584,1436303713497387008,en
2022-11-12T17:15:28.000Z,"So Drake wears a bonnet and it's okay but if I do it too then I'm ""gay""...??

Balance me",['1591479803462701056'],1591479803462701056,1436303713497387008,en
2022-11-12T15:19:50.000Z,"RT @Phillipong3: How do y’all cope with cats?😂 some hilarious pictures that prove they are the biggest jerks😭

A Thread 👇🏻😂
1.) https://t.c…",['1591450704014901248'],1591450704014901248,1436303713497387008,en
2022-11-12T15:19:43.000Z,"@Phillipong3 Whatever,I love cats!!!",['1591450675782864902'],1591450675782864902,1436303713497387008,en
2022-11-12T15:14:22.000Z,@AnesuMagobeya @Mr_Mhere Hazvide uchigara kuChitungwiza 😹😹,['1591449328392220672'],1591449328392220672,1436303713497387008,und
2022-11-12T15:12:25.000Z,"RT @feyiszn: Sometimes you need to keep things to yourself, no matter how much you want to share.",['1591448838103236610'],1591448838103236610,1436303713497387008,en
2022-11-11T23:49:32.000Z,RT @PoemHeaven: silent. https://t.co/YzTk6oMARf,['1591216588862394368'],1591216588862394368,1436303713497387008,en
2022-11-11T19:37:13.000Z,"@Me4oPresident Death is sad...
Of course this is acting but please",['1591153091294146560'],1591153091294146560,1436303713497387008,en
2022-11-11T15:52:13.000Z,@tinotendamach22 Congrats,['1591096465824579584'],1591096465824579584,1436303713497387008,en
