text,lang,created_at,id,edit_history_tweet_ids,author_id
RT @CRIXUSwasHERE: PROBLEM👇SOLVED!💥💥💥😐 https://t.co/9i4XSfuPNS,en,2022-11-27T21:07:16.000Z,1596973959052156928,['1596973959052156928'],2369715174
RT @NetworksManager: REPORT: The Brazilian military stands with President Jail Bolsonaro. They are prepared to invoke Article 142 after the…,en,2022-11-27T21:05:45.000Z,1596973576854245376,['1596973576854245376'],2369715174
RT @coffee_anytime: https://t.co/HAXJMzTDgZ,zxx,2022-11-27T21:05:11.000Z,1596973432159158274,['1596973432159158274'],2369715174
RT @its_the_Dr: https://t.co/TXanD7r2Yf,zxx,2022-11-27T21:05:02.000Z,1596973393768685568,['1596973393768685568'],2369715174
RT @JamesWe70210481: https://t.co/3DvGTll8B1,zxx,2022-11-27T21:04:35.000Z,1596973282578026496,['1596973282578026496'],2369715174
RT @Spiro_Ghost: Central Bankster Admits They Plan To Control Us With Central Bank Digital Currencies... https://t.co/2G29sg3lCj,en,2022-11-27T21:03:32.000Z,1596973017241817088,['1596973017241817088'],2369715174
RT @PShamaly: https://t.co/aMnU6zElrl,zxx,2022-11-27T21:03:21.000Z,1596972974011449346,['1596972974011449346'],2369715174
RT @terrythegrump: I agree https://t.co/3E2ashrZPk,en,2022-11-27T21:02:43.000Z,1596972811616411654,['1596972811616411654'],2369715174
"RT @songpinganq: 1/

People in China's Guangzhou city rushing to the gate to escape in a trade fair because one person's COVID passport is…",en,2022-11-27T21:01:03.000Z,1596972395008778241,['1596972395008778241'],2369715174
"RT @Czesc45: @SenMarkKelly @SenatorSinema @RepGregStanton @dougducey @generalbrnovich 

Support Protect Children’s Innocence HR 8731. 
Save…",en,2022-11-27T20:59:49.000Z,1596972084122427392,['1596972084122427392'],2369715174
"RT @JodyBelcher13: Does anyone really want to see more BLACK TWITTER? The main stream media hides as much of this as possible, so why would…",en,2022-11-27T20:59:03.000Z,1596971889175384065,['1596971889175384065'],2369715174
"RT @BobDunlap9477: For those of you that I think electric cars are good for the environment, I give you 👇. If you gave me one, I’d sell it👊…",en,2022-11-27T20:57:32.000Z,1596971506256719872,['1596971506256719872'],2369715174
RT @ImMeme0: @catturd2 https://t.co/1PZmZhj6zY,qme,2022-11-27T20:57:03.000Z,1596971384718397441,['1596971384718397441'],2369715174
RT @MrWhiteMAGA: https://t.co/VX7KymPIhu,zxx,2022-11-27T20:56:31.000Z,1596971253851893761,['1596971253851893761'],2369715174
"RT @Tex2_A: While US Military Leadership takes part in Woke Studies, Transgender Inclusion, Vaccine Compliance &amp; Political Posturing.. Braz…",en,2022-11-27T20:55:41.000Z,1596971043993702400,['1596971043993702400'],2369715174
"RT @GRmail38: NO FOR Wasting taxpayers money he should be investigated and indicted, and then served time in prison, and never serve the pu…",en,2022-11-27T20:53:15.000Z,1596970428849065984,['1596970428849065984'],2369715174
RT @Notmyfault99: The Biden regime is silent about the uprising in China because they root for communists &amp; want the same thing here!!! PER…,en,2022-11-27T20:52:05.000Z,1596970136560635906,['1596970136560635906'],2369715174
RT @InTheWi53154995: https://t.co/0hn6k5viMj,zxx,2022-11-27T20:51:56.000Z,1596970099461660672,['1596970099461660672'],2369715174
"RT @MayraFlores2022: The Democrat Party told our elderly community that Republicans were going to take away their Social Security, when in…",en,2022-11-27T20:50:58.000Z,1596969854543704064,['1596969854543704064'],2369715174
"RT @marklevinshow: ZOA’s highest honor
https://t.co/erGWPAunmw",nl,2022-11-27T20:49:54.000Z,1596969588356366336,['1596969588356366336'],2369715174
"RT @gc22gc: Katie Hobbs took dirty PAC money  

⁦@KariLake⁩ ⁦@KariLakeWarRoom⁩

https://t.co/5n6vKLOAa3 https://t.co/Kzfq5eEqgz",en,2022-11-27T20:49:02.000Z,1596969367270756353,['1596969367270756353'],2369715174
RT @OuztsPamela: #LiberalismIsAMentalDisorder https://t.co/KbGvhrGAkC,qme,2022-11-27T20:48:03.000Z,1596969121685864448,['1596969121685864448'],2369715174
"RT @CortesSteve: Happy birthday to the great Steve Bannon!

He’s an indomitable patriot, the chief strategist of our movement, and a valued…",en,2022-11-27T20:47:10.000Z,1596968899870064641,['1596968899870064641'],2369715174
RT @anacampana1997: Is he a political prisoner or did the Dems protect him?,en,2022-11-27T20:45:22.000Z,1596968447338254336,['1596968447338254336'],2369715174
RT @terrythegrump: https://t.co/ARs5a70r77,zxx,2022-11-27T20:45:06.000Z,1596968377700200450,['1596968377700200450'],2369715174
RT @jtl62: Unbiased reporting?  NOT,en,2022-11-27T20:44:46.000Z,1596968295541809152,['1596968295541809152'],2369715174
RT @NetworksManager: List of GOP committees and candidates who took money from FTX Executives. McConnell and McCarthy both took over $2mil.…,en,2022-11-27T20:42:13.000Z,1596967653679431680,['1596967653679431680'],2369715174
