lang,text,edit_history_tweet_ids,created_at,author_id,id
zxx,RT @Acrasials_Art: https://t.co/bEj7Co1onR,['1597067656481636353'],2022-11-28T03:19:36.000Z,1411102225326247936,1597067656481636353
en,"RT @rubber_hexed: I enjoy the seamless and slick feeling from a face entry suit the most. No zips, no gaps - just a continuous and smooth r…",['1597067646440046592'],2022-11-28T03:19:33.000Z,1411102225326247936,1597067646440046592
en,"RT @TorbenGudBull: I love when boys send censors to me like this saying ""Your just too sexy for my little weak mind!""

Nothing makes me har…",['1597067502793547776'],2022-11-28T03:18:59.000Z,1411102225326247936,1597067502793547776
en,"RT @Co_D21: Whose ready to help Daddy out?
#Suited #CockOut #SplitTrousers #RippedCrotch #Split #Ripped #Jock #CockRing #Gay #Wet #Precum #…",['1597067435315957760'],2022-11-28T03:18:43.000Z,1411102225326247936,1597067435315957760
en,RT @Flangella2wat: Sunday shave https://t.co/9m9QCXLpPe,['1597067215622152194'],2022-11-28T03:17:50.000Z,1411102225326247936,1597067215622152194
en,RT @galahaad44: From the series “Tumblr smokers” 98 #Cigartime #Cigarfetish #Cigarsmoker https://t.co/UOCRGAd1Rb,['1597067167597350912'],2022-11-28T03:17:39.000Z,1411102225326247936,1597067167597350912
en,RT @galahaad44: From the series “Tumblr smokers”88 #Cigartime #Cigarfetish #Cigarsmoker https://t.co/nFhoLpxrbi,['1597067141966020609'],2022-11-28T03:17:33.000Z,1411102225326247936,1597067141966020609
en,RT @BateProfessor: Daddy dong https://t.co/Xm14fR03Tp,['1597067097649340416'],2022-11-28T03:17:22.000Z,1411102225326247936,1597067097649340416
en,"RT @buckoquarters: Ya see something ya like, sailor? 😘 https://t.co/PItZ2b9BLD",['1597066981844602881'],2022-11-28T03:16:55.000Z,1411102225326247936,1597066981844602881
en,RT @Diicedd: Serces fighting form concept doodle https://t.co/xkmxWp8T2G,['1597066853691424769'],2022-11-28T03:16:24.000Z,1411102225326247936,1597066853691424769
en,"RT @Diicedd: Old diiced art 🥶

Uhm…. Who would be interested in more of these satyr guys https://t.co/1cmNwNuTYQ",['1597066843415465985'],2022-11-28T03:16:22.000Z,1411102225326247936,1597066843415465985
en,"RT @suitntiebutler: Choices.

#whiteshirt #cufflinks #doublecuffs #silktie #windsorknot #doublewindsor #doublewindsorknot #dresscode #butle…",['1597066748410286081'],2022-11-28T03:15:59.000Z,1411102225326247936,1597066748410286081
qme,RT @suitntiebutler: #doublewindsorknot #windsorknot #silktie #cutawaycollar #highcollarshirts #doublecuffs #cufflinks #adjustingtie #tyingt…,['1597066722074562561'],2022-11-28T03:15:53.000Z,1411102225326247936,1597066722074562561
en,"RT @BusterDNutz: I’m just a clown, looking for a Big Top! 🤡 https://t.co/law9vedLoE",['1597066644471545856'],2022-11-28T03:15:34.000Z,1411102225326247936,1597066644471545856
en,RT @suiteddaily: You. Get DOWN. https://t.co/UlF5bauCCq,['1597066546194808833'],2022-11-28T03:15:11.000Z,1411102225326247936,1597066546194808833
en,RT @PhillyBoy4Bears: One of my favorite pieces I’ve done recently. How many times did I jerk off while working on this? The world may never…,['1597066449423433728'],2022-11-28T03:14:48.000Z,1411102225326247936,1597066449423433728
en,RT @broe_jake: It’s always worth reminding Musk’s fan boys that these are the brilliant men who founded Tesla. Elon was just a series-A inv…,['1596963660840435712'],2022-11-27T20:26:21.000Z,1411102225326247936,1596963660840435712
en,"RT @Alyssa_Milano: I gave back my Tesla.

I bought the VW ev.

I love it.

I’m not sure how advertisers can buy space on Twitter. Publicly…",['1596963609242132480'],2022-11-27T20:26:09.000Z,1411102225326247936,1596963609242132480
en,RT @ZackBornstein: this has to be a joke https://t.co/Rfvz9Leeef,['1596963561355751425'],2022-11-27T20:25:57.000Z,1411102225326247936,1596963561355751425
en,"RT @StephenKing: If a woman was in charge of Russia instead of the testosterone-fueled current leader, the war in Ukraine would be over by…",['1596963437669933056'],2022-11-27T20:25:28.000Z,1411102225326247936,1596963437669933056
en,RT @BigRemerting: I went back and edited my Mortis expression sheet so the waists weren't as narrow. He still snatched of course. 😌 https:/…,['1596963287962619905'],2022-11-27T20:24:52.000Z,1411102225326247936,1596963287962619905
en,RT @SpacePupSilver: Hypnotised gym boys with caps pulled down right over their eyes. The cap hiding their zonked out glazed stare. They don…,['1596963240617316353'],2022-11-27T20:24:41.000Z,1411102225326247936,1596963240617316353
en,RT @murrcatter: Started doodling a thing where Marty changes his hair with some dye and pomade and the pompadour keeps growing and he keeps…,['1596963157809201152'],2022-11-27T20:24:21.000Z,1411102225326247936,1596963157809201152
en,"RT @jeremy_rizza: I once saw two bears in full leather gear casually (if sternly) grocery shopping in a Dillon’s in Wichita. Thus, this edi…",['1596963095007617024'],2022-11-27T20:24:06.000Z,1411102225326247936,1596963095007617024
en,"RT @King_Craftsman: It's amazing how people don't look at the permissions on their apps. Permission to access camera, video, contacts...you…",['1596962875477995520'],2022-11-27T20:23:14.000Z,1411102225326247936,1596962875477995520
en,"RT @King_Craftsman: ""How are you boys enjoying the gym?""

""We fuckin love it!""

You may think this is the classic story of some nerds turni…",['1596962850429599744'],2022-11-27T20:23:08.000Z,1411102225326247936,1596962850429599744
en,"RT @King_Craftsman: Always read the terms and conditions

After all you'd never want to sign an agreement when you're planning to attend a…",['1596962827067326464'],2022-11-27T20:23:02.000Z,1411102225326247936,1596962827067326464
en,"RT @dougtfs: This guy hit ""like"" on one of my donkey TFs, thinking I wouldn't notice. But I always look at who's liking my tweets, and some…",['1596962680442847232'],2022-11-27T20:22:27.000Z,1411102225326247936,1596962680442847232
en,"RT @D666___: Thank you for applying for the commission!😊

@Silvoid1 https://t.co/Ax5Yf2S0E5",['1596962546141261825'],2022-11-27T20:21:55.000Z,1411102225326247936,1596962546141261825
en,"RT @tfchangingroom: “Snap out of it bro!”

But it was too late: the whole frat was transforming into daddies right before Tony’s eyes.

He…",['1596962189935800321'],2022-11-27T20:20:30.000Z,1411102225326247936,1596962189935800321
en,RT @DartsDomain: A cartoon of me by the talented @badmoonkey https://t.co/bt76eSEMlj,['1596727485982384128'],2022-11-27T04:47:53.000Z,1411102225326247936,1596727485982384128
en,"RT @buckoquarters: Feeling like stepping out on the town in my fancy new suit tonight!
😁🎪✨ https://t.co/ZsCABrKhKt",['1596727449814900736'],2022-11-27T04:47:44.000Z,1411102225326247936,1596727449814900736
en,RT @belllmonts: new art challenge draw your OC or fave character wearing this https://t.co/kyN4KJd3Ra,['1596593599440822273'],2022-11-26T19:55:52.000Z,1411102225326247936,1596593599440822273
en,RT @williamvercetti: male flight attendants are sex workers https://t.co/5Qt0JpPqtd,['1596593586518208512'],2022-11-26T19:55:48.000Z,1411102225326247936,1596593586518208512
en,RT @Max_Draws_Stuff: Strange https://t.co/KfGOaEh6dM,['1596593494918733824'],2022-11-26T19:55:27.000Z,1411102225326247936,1596593494918733824
en,RT @RevealYourSins: These vanilla ass bitches need to shut up omg,['1596593188965273605'],2022-11-26T19:54:14.000Z,1411102225326247936,1596593188965273605
zxx,RT @oooo_honey: https://t.co/Gk2cOopmWI,['1596551339714424834'],2022-11-26T17:07:56.000Z,1411102225326247936,1596551339714424834
en,"RT @mmm0pan: I don't know how to explain it but characters with half covered like this, while less conventionally handsome(?) than usual, a…",['1596551273217916928'],2022-11-26T17:07:40.000Z,1411102225326247936,1596551273217916928
en,"RT @King_Craftsman: There are times when you can get too into character, like 𝙏𝙧𝙖𝙫𝙞𝙨 𝙒𝙞𝙡𝙡𝙞𝙣𝙜𝙝𝙖𝙢

As he continued to voice his character for…",['1596551214237646858'],2022-11-26T17:07:26.000Z,1411102225326247936,1596551214237646858
