created_at,edit_history_tweet_ids,text,id,lang,author_id
2022-11-28T02:44:11.000Z,['1597058747091734528'],RT @Leticia35170144: Good evening 🎇 My Soul.. https://t.co/YqyN8dbZnb,1597058747091734528,en,773593286917365760
2022-11-28T02:43:33.000Z,['1597058585909170177'],"RT @LoveSongs4Peace: "" Misty morning at the autumn falls "" https://t.co/FQZbIucYro",1597058585909170177,en,773593286917365760
2022-11-28T02:42:43.000Z,['1597058377326399488'],"RT @adarescene: Gm photography lovers!

This is how my camera sees the world https://t.co/Xlb9xcb2Xl",1597058377326399488,en,773593286917365760
2022-11-28T02:42:35.000Z,['1597058342748577793'],RT @G10Sahrishkhan: Italy https://t.co/1pvnjnxOwN,1597058342748577793,en,773593286917365760
2022-11-28T02:42:32.000Z,['1597058329871720448'],RT @otarrogava: 🇬🇪🌨❄ https://t.co/huwuXUCZPf,1597058329871720448,und,773593286917365760
2022-11-28T02:42:30.000Z,['1597058321626071040'],RT @LalyAvefenixg1: Bellísimos días para todos ! #naturaleza #paz #FelizDomingo 🌞💙💚❤️🙋🏽‍♀️ https://t.co/54bc1d0F9s,1597058321626071040,es,773593286917365760
2022-11-28T02:42:11.000Z,['1597058242097860608'],RT @lookforplace: #Mountains #Alps #Materhorn #Zermatt #Switzerland #Travel https://t.co/PHkcqMiPgY,1597058242097860608,qme,773593286917365760
2022-11-28T02:42:07.000Z,['1597058226964791296'],RT @juliegillan1: https://t.co/xIuVq6CVIa,1597058226964791296,zxx,773593286917365760
2022-11-28T02:41:32.000Z,['1597058078620676097'],"RT @MrDipak45886720: Faroe islands ...

 #naturelovers #NaturalBeauty 
#photo #beauty #wonderland https://t.co/5JHOxNSMHc",1597058078620676097,en,773593286917365760
2022-11-28T02:41:20.000Z,['1597058026745507840'],"RT @Matt_Pinner: Hengistbury head 😍 🌅 

https://t.co/q4HqABdnD9 https://t.co/ASWEwL3NVy",1597058026745507840,et,773593286917365760
2022-11-28T02:40:56.000Z,['1597057928552656898'],RT @patty7497: https://t.co/qnrAvT0WJn,1597057928552656898,zxx,773593286917365760
2022-11-28T02:40:42.000Z,['1597057869576572930'],"RT @helena_mar19: Good morning
Happy New Week  🌺

(Austria, 📷 Pinterest) https://t.co/OBv9e6gaFl",1597057869576572930,en,773593286917365760
2022-11-28T02:40:37.000Z,['1597057847610593281'],"RT @luxurytravel: The 5 best places to visit in Provence, France - A Luxury Travel Blog https://t.co/u2TQD6IChG #luxurytravel https://t.co/…",1597057847610593281,en,773593286917365760
