2022-11-27T20:21:26.000Z,"RT @AP: Search teams have recovered seven dead, including a 3-week-old infant and a pair of young siblings, buried in mud and debris that h…",en,1577183963440975873,['1596962423952801792'],1596962423952801792,
2022-11-27T20:21:26.000Z,"RT @BeschlossDC: In 1790, President George Washington wrote to Jewish congregations of Newport, Rhode Island, that the United States Govern…",en,830973276,['1596962422598041601'],1596962422598041601,
2022-11-27T20:21:26.000Z,"@1amcc @AndyJackMorris @guyverhofstadt Yeah it's standard fayre, a softening up process to paint a bleak picture, recessions come &amp; ago around every 12-14 yrs in the UK usually around right after the time when the socialists have been in power. Treasure Island will be just fine, without the socialists or the eu cntd..",en,892779626640150530,['1596962422233137152'],1596962422233137152,
2022-11-27T20:21:24.000Z,Omg it literally became winter overnight on my acnh island,en,1116404889553387520,['1596962414167457792'],1596962414167457792,
2022-11-27T20:21:22.000Z,RT @_justindenson: https://t.co/p3ZkSn6Hw7 @MarconeGeoff @SupremeAthlete_ @JonathanWholley @RivalsFriedman @NGP_CoachSilva @AWilliamsUSA @T…,en,1411271485675782148,['1596962405141352448'],1596962405141352448,
2022-11-27T20:21:22.000Z,"RT @Sharksawn: The @OfficialAPCNg VP Candidate, Sen. @KashimSM was at the Harbour Point Event Centre, Victoria Island, Lagos for the 80th b…",en,286045555,['1596962405061468160'],1596962405061468160,
2022-11-27T20:21:18.000Z,@CoffeeBreathCo1 @SpencerFernando The Island bases are all full and there’s not a lot of room to build in the Victoria area. Cold Lake base has about 170 units vacant if my memory serves me correct. Kinda depend where you are.,en,2238696475,['1596962387982446594'],1596962387982446594,
2022-11-27T20:21:16.000Z,@whereisthiss_ The church takes up a 1/5 of the island!,en,1550538127495790592,['1596962382776934400'],1596962382776934400,
2022-11-27T20:21:15.000Z,"RT @AP: Search teams have recovered seven dead, including a 3-week-old infant and a pair of young siblings, buried in mud and debris that h…",en,497200393,['1596962378763362305'],1596962378763362305,
2022-11-27T20:21:15.000Z,"r bore the postmark of Jamaica, Long Island, and was dat      #世界杯买球 #世界杯外围 #世界杯下注 平台 网站  https://t.co/wpSpqY4iIG",en,1594712701590175745,['1596962376569405441'],1596962376569405441,
2022-11-27T20:21:15.000Z,"RT @VisitScotland: Who wants to step back in time to an old #Highland village &amp; experience life in the late 19th century?! ⏲️✨ 

📍 The Skye…",en,3185795263,['1596962376427147264'],1596962376427147264,
2022-11-27T20:21:13.000Z,@Palle_Hoffstein Any plans for allowing players to skip the cutscene that plays at the end of liberty island?,en,1193317118642708482,['1596962367627485184'],1596962367627485184,
2022-11-27T20:21:09.000Z,@dizzy_lizzie99 Invite a friend over to your island! They don’t get as mad :),en,1378758158903078917,['1596962350112051200'],1596962350112051200,
2022-11-27T20:21:07.000Z,"RT @AP: Search teams have recovered seven dead, including a 3-week-old infant and a pair of young siblings, buried in mud and debris that h…",en,26514883,['1596962342494908416'],1596962342494908416,
2022-11-27T20:21:07.000Z,"RT @BeschlossDC: In 1790, President George Washington wrote to Jewish congregations of Newport, Rhode Island, that the United States Govern…",en,6424562,['1596962342155485185'],1596962342155485185,
2022-11-27T20:21:06.000Z,"RT @TheFranchiseQB: @tomselliott Have you noticed, anything that doesn’t fit their narrative gets labeled/blamed as Russian disinformation…",en,1433156690581626887,['1596962341039443968'],1596962341039443968,
2022-11-27T20:21:06.000Z,"RT @Pk_bts_land: .@BTS_twt in 2022

Feb: Stay Alive
Apr: With You, That That
Jun: Proof, My You, L&amp;R
Jul: Our Island, Jack In The Box 
Aug:…",en,1348270800063889408,['1596962339298766848'],1596962339298766848,
