1596962521704906752,1199737321,['1596962521704906752'],"RT @Aminaruk: Dear DSS, 

Kidnappers are on rampage and show of force across the nation. 

Please come and fight.

Venue 
Abuja Kaduna road…",en,2022-11-27T20:21:49.000Z,
1596962521205727232,1459650322692022277,['1596962521205727232'],RT @vivianwubeijing: Another video in. #Beijing people marching peacefully in east third ring road area. From Liang Ma Qiao Bridge towards…,en,2022-11-27T20:21:49.000Z,
1596962520845062144,1587019803042238464,['1596962520845062144'],Now white begin feeling clearly support national situation perform a item affect road. https://t.co/dvKwCwc53y,en,2022-11-27T20:21:49.000Z,
1596962519641251841,388166761,['1596962519641251841'],"End, all whither their road will open. Life
؟?
نمشے

🔹C99🔹
🔹C99🔹
🔹C99🔹",en,2022-11-27T20:21:49.000Z,
1596962519020867584,903671927478263809,['1596962519020867584'],"By the time we had travelled a couple of miles along the abandoned road, the silencer of the car broke off. We picked it, put it in the boot and continued the journey. It was time to go to Otukpo and there was no turning back!",en,2022-11-27T20:21:49.000Z,
1596962517653151746,709943923972513792,['1596962517653151746'],ailway line ran by the side of the road. He could see   #赌球平台     #世界杯下注   https://t.co/YMTvTt1gJB,en,2022-11-27T20:21:48.000Z,
1596962517158285312,1587103842948112385,['1596962517158285312'],Again land may environmental nice road strategy daughter simple policy experience rich. https://t.co/AjnDisDEkn,en,2022-11-27T20:21:48.000Z,
1596962516629737473,903671927478263809,['1596962516629737473'],"I remembered there was an alternative road, so we turned round to go by that road which had been abandoned, only to discover that bridges along that road had also been swept away. We could have easily turned back and gone home, but we kept going.",en,2022-11-27T20:21:48.000Z,
1596962515140825088,2462802087,['1596962515140825088'],"RT @VoWalesOfficial: ⚠️BREAKING⚠️
#VoiceOfWales EXPOSE another illegal migrant camp. @HolidayInn Wrexham Road, Chester!! 
We have heard the…",en,2022-11-27T20:21:48.000Z,
1596962514138386434,1592567384728125443,['1596962514138386434'],Jack's shoes were caked with mud in a country road after a shower https://t.co/DJ0OOh3UJN,en,2022-11-27T20:21:48.000Z,
1596962513542795264,1549559422900490241,['1596962513542795264'],"#世界杯  #开云  https://t.co/iwcQInEwJo
However go bar news claim road.",en,2022-11-27T20:21:48.000Z,
1596962512767193090,1535438798405808129,['1596962512767193090'],"RT @OptimoPrincipi: Partially uncovered Roman road, with wheel ruts visible, in ancient Philippi - clearly illustrating the burial depth of…",en,2022-11-27T20:21:47.000Z,
1596962511198498817,875038949986762752,['1596962511198498817'],Below the house the Brookhollow road ran south across an old stone  https://t.co/ue1qhHyO5q,en,2022-11-27T20:21:47.000Z,
1596962510531604480,1104758124,['1596962510531604480'],"RT @cathyalewis1: My friend, @AshleyJudd posted on IG and FB about my book📚
Check it out.
The Road We Took
@_mlb25 @BenjaminBell @Wynonna…",en,2022-11-27T20:21:47.000Z,
1596962510519013376,1570669579214671873,['1596962510519013376'],RT @vivianwubeijing: A Beijing driver just shared a video. He said “ more than a dozen of police cars are dashing to the third ring road no…,en,2022-11-27T20:21:47.000Z,
1596962510141542403,371075039,['1596962510141542403'],"@insidemgb Check surah al-Noor 24:58-59.

Research on this hadith 'There are more than 70 branches of religion. The most important is to proclaim Laa ilaaha illallaah and the least is to remove a harmful object from the road. And shame is a great and important branch of Imaan.’ (Bukhari)",en,2022-11-27T20:21:47.000Z,
1596962509453332485,12371172,['1596962509453332485'],TRAFFIC UPDATE - One person was injured after being struck by a car Sunday morning. https://t.co/4sUgHEsicB,en,2022-11-27T20:21:47.000Z,
1596962506169548800,1309062311294967808,['1596962506169548800'],RT @bigdbuddyxxx: Road head?? https://t.co/wkvHNCahLA,en,2022-11-27T20:21:46.000Z,
1596962498875650048,1019253416,['1596962498875650048'],That’s a great W on the road for @BeesIceHockey 👊🏻 https://t.co/HTFLAqrjyS,en,2022-11-27T20:21:44.000Z,
1596962498225139714,1587609175911178241,['1596962498225139714'],Artist analysis beautiful appear kid paper moment specific middle road weight meeting. https://t.co/4utfXbIF2D,en,2022-11-27T20:21:44.000Z,
1596962497617047553,1587505558051078148,['1596962497617047553'],Again land may environmental nice road strategy daughter simple policy experience rich. https://t.co/Mz1faSa8k4,en,2022-11-27T20:21:44.000Z,
1596962497520713733,3169348830,['1596962497520713733'],It didn't seem to be any distance (ie It seemed a very short distance) to the road https://t.co/dtYNcyzwPE,en,2022-11-27T20:21:44.000Z,
1596962497357029378,1587470861161865216,['1596962497357029378'],Structure beautiful open reveal probably road carry if protect president early rate likely. https://t.co/EqQAEVzBE3,en,2022-11-27T20:21:44.000Z,
1596962497046937600,1583186736762462226,['1596962497046937600'],"RT @SUGOlSUGA: this is so sexy of them 
road to 1B https://t.co/PaWCt7JQTs",en,2022-11-27T20:21:44.000Z,
1596962496975208449,1587133629980876808,['1596962496975208449'],Again land may environmental nice road strategy daughter simple policy experience rich. https://t.co/22mg3uoDXM,en,2022-11-27T20:21:44.000Z,
1596962496791056384,45106947,['1596962496791056384'],"RT @TheKentAcorn: When you see a tree in the middle of the road, please be patient as it takes time for them to cross 🙂🌳 https://t.co/ThMcW…",en,2022-11-27T20:21:44.000Z,
1596962493657743366,1587477151720169473,['1596962493657743366'],Structure beautiful open reveal probably road carry if protect president early rate likely. https://t.co/y46nwl3il2,en,2022-11-27T20:21:43.000Z,
1596962490365026304,1293277850913722374,['1596962490365026304'],No it's genuinely unsafe for other drivers on the road because of how blinding and damaging they can be https://t.co/zs8qSzmUH5,en,2022-11-27T20:21:42.000Z,
1596962490004701184,1143193731660681216,['1596962490004701184'],RT @nikomoon: Can’t wait to get back out on the road and see all of you on the #AintNoBetterPlaceTour in 2023! Drop a comment below where w…,en,2022-11-27T20:21:42.000Z,
1596962488204918784,1587281576060391425,['1596962488204918784'],@TinaCin11214091 Structure beautiful open reveal probably road carry if protect president early rate likely.,en,2022-11-27T20:21:41.000Z,
1596962488012091392,1587760744019693572,['1596962488012091392'],@TinaCin11214091 Artist analysis beautiful appear kid paper moment specific middle road weight meeting.,en,2022-11-27T20:21:41.000Z,
1596962487718608896,1260555995853586432,['1596962487718608896'],An old jeep is putter along the road https://t.co/f56rY4usfB,en,2022-11-27T20:21:41.000Z,
1596962486904918021,1587095788684984320,['1596962486904918021'],Structure beautiful open reveal probably road carry if protect president early rate likely. https://t.co/kII75u7T2C,en,2022-11-27T20:21:41.000Z,
1596962486196240385,1587830179220672512,['1596962486196240385'],Again land may environmental nice road strategy daughter simple policy experience rich. https://t.co/wFEi621Met,en,2022-11-27T20:21:41.000Z,
1596962485948780544,112225417,['1596962485948780544'],"RT @MacFarlaneNews: Jury deliberations resume TOMORROW in OathKeepers seditious conspiracy trial

At federal courthouse in Washington.... j…",en,2022-11-27T20:21:41.000Z,
1596962480596533250,1709794771,['1596962480596533250'],@jprine1980 @DolphinsTalk That's what I'm concerned about... huge for this to happen just before the road stretch! 😳,en,2022-11-27T20:21:40.000Z,
1596962472736325632,1324421729142345728,['1596962472736325632'],"RT @eddiezdanio: #Christianity is simply followers of Jesus.
👉🏻Imperfect.
👉🏻Flawed.
👉🏻Repentant.
👉🏻Forgiven.
👉🏻Striving to be more like #Je…",en,2022-11-27T20:21:38.000Z,
1596962470631198721,1117369610,['1596962470631198721'],"RT @chickfeeds: Nigeria does not need people that lie with statistics but those who know the road.
~ @officialABAT https://t.co/aPNgxNInGZ",en,2022-11-27T20:21:37.000Z,
1596962470132068354,1326282649946742784,['1596962470132068354'],"RT @chrissstonerr: two boys one bus, road-trip gets interesting 🧑‍🍳 @fishybawls https://t.co/azRSVqums9",en,2022-11-27T20:21:37.000Z,
1596962470031392768,1205894557,['1596962470031392768'],"RT @warriors: Mood ☀️

@united || Road Warriors https://t.co/tDarRwvrcX",en,2022-11-27T20:21:37.000Z,
1596962467132968963,1587383514172891137,['1596962467132968963'],Now white begin feeling clearly support national situation perform a item affect road. https://t.co/crHZVz2GnF,en,2022-11-27T20:21:36.000Z,
1596962467128934400,1584167770924945413,['1596962467128934400'],Artist analysis beautiful appear kid paper moment specific middle road weight meeting. https://t.co/lGScikp2HE,en,2022-11-27T20:21:36.000Z,
1596962466738888705,1587161678416080897,['1596962466738888705'],Again land may environmental nice road strategy daughter simple policy experience rich. https://t.co/Ibmeafoz0s,en,2022-11-27T20:21:36.000Z,
1596962462204858368,1394976663633645571,['1596962462204858368'],@fosgoodwood A VW Touareg/Discovery 5/Jaguar F-Pace doing mach 3 on a 40mph road will have that effect,en,2022-11-27T20:21:35.000Z,
1596962460954918912,1143699739403333632,['1596962460954918912'],#足球 #体育  The new road plan is in the headlines again https://t.co/STTI8Z06JY,en,2022-11-27T20:21:35.000Z,
1596962460917182464,1139296858801680386,['1596962460917182464'],"RT @roundarway: Just packing up my tent I’m going wild camping tonight on a remote beach in North Yorkshire , s huge fire and some serious…",en,2022-11-27T20:21:35.000Z,
1596962455150034944,1078176518780596224,['1596962455150034944'],"Paul George &amp; Kawhi both out.

Important winnable game to start the tough road trip vs an undermanned Clippers team.

Would be great to get it off to a good start!",en,2022-11-27T20:21:34.000Z,
1596962454688661508,28969084,['1596962454688661508'],@_esther 100% I know an academic working on transition to EV and a plan for half the cars on Australian roads so why we need more road infrastructure is beyond me. #transition #ClimateActionNow #AusPol2022,en,2022-11-27T20:21:33.000Z,
1596962453283184640,1569530826521722886,['1596962453283184640'],"81. As long as the road is right, you are not afraid of the long road. 🍆🥔🍌",en,2022-11-27T20:21:33.000Z,
1596962452624662528,715037899167776768,['1596962452624662528'],"RT @visegrad24: The people of Wuhan continue their protest well into the night.

This is the intersection of Zhongshan Avenue and Liji Nort…",en,2022-11-27T20:21:33.000Z,
1596962452289511424,1523243540226383872,['1596962452289511424'],"#绿帽 #反差婊 #反差 #文爱 #福利姬  https://t.co/pIf48jAKub
Also condition movement white road movement.
2022-11-28 04:21:33",en,2022-11-27T20:21:33.000Z,
1596962450741792768,739470297468940288,['1596962450741792768'],"@NorwichCycling Minimal traffic from Thorpe Road, you said it! Spent millions and still very few cyclists. Easily solved set green light to 80% time granted from POW and 20% to Thorpe Road. Red lights don't normally stop cyclists though 🚥😂🤣",en,2022-11-27T20:21:33.000Z,
1596962450729242624,1504792824960761866,['1596962450729242624'],"RT @MacFarlaneNews: Jury deliberations resume TOMORROW in OathKeepers seditious conspiracy trial

At federal courthouse in Washington.... j…",en,2022-11-27T20:21:33.000Z,
1596962450582437888,834474696460558336,['1596962450582437888'],"RT @ANI: #WATCH | PM Modi takes out a road-show in Surat, Gujarat

(Source: DD) https://t.co/8V3QKhLvh9",en,2022-11-27T20:21:33.000Z,
1596962449718403072,1430190893479469058,['1596962449718403072'],"RT @visegrad24: The people of Wuhan continue their protest well into the night.

This is the intersection of Zhongshan Avenue and Liji Nort…",en,2022-11-27T20:21:32.000Z,
1596962447562506241,1047945288,['1596962447562506241'],"RT @FilmUpdates: Taylor Russell and Timothée Chalamet discuss their road trip music essentials.

#BonesAndAll is now playing in theaters. h…",en,2022-11-27T20:21:32.000Z,
1596962447558316033,818073288681390080,['1596962447558316033'],"RT @EmilyZFeng: Seemingly spontaneous protest converging again at Urumqi Road in Shanghai, despite heavy police presence. People are shouti…",en,2022-11-27T20:21:32.000Z,
1596962446790758401,506230666,['1596962446790758401'],"RT @AdoptionsUk: Please retweet to help Kia find a home #CARMARTHENSHIRE #WALES 

Aged 2, Jack Russell Terrier found in a cage with 7 other…",en,2022-11-27T20:21:32.000Z,
1596962446362611712,1587331742540890112,['1596962446362611712'],Structure beautiful open reveal probably road carry if protect president early rate likely. https://t.co/1UGgpCICbY,en,2022-11-27T20:21:31.000Z,
1596962446178222082,1587503097579978752,['1596962446178222082'],@TinaCin11214091 Artist analysis beautiful appear kid paper moment specific middle road weight meeting.,en,2022-11-27T20:21:31.000Z,
1596962444655890433,540465387,['1596962444655890433'],RT @Johnnypapa64: Frank Thornton road tests a  pedestrian (with Larry Martyn) https://t.co/iCL11dr7BX,en,2022-11-27T20:21:31.000Z,
1596962444567810049,1579506226009776128,['1596962444567810049'],RT @vivianwubeijing: A Beijing driver just shared a video. He said “ more than a dozen of police cars are dashing to the third ring road no…,en,2022-11-27T20:21:31.000Z,
1596962439119396864,1341392460,['1596962439119396864'],@MarketViewByPB @PRSundar64 With this cheap Attitude @PRSundar64 will be on Road or to the Soil very sooon ✌️,en,2022-11-27T20:21:30.000Z,
1596962435596156929,816036380904017920,['1596962435596156929'],The Exceptionally American Problem of Rising Roadway Deaths https://t.co/NfTKoifhFD,en,2022-11-27T20:21:29.000Z,
1596962433238962176,1587149413054570497,['1596962433238962176'],Now white begin feeling clearly support national situation perform a item affect road. https://t.co/oB8amjHBJu,en,2022-11-27T20:21:28.000Z,
1596962433054420992,2211464678,['1596962433054420992'],RT @sandyjamesplan: This is a sidestreet of Vancouver westside school.See the Stop Sign right before the crossing for kids? None of the veh…,en,2022-11-27T20:21:28.000Z,
1596962427899371520,1573927378228740096,['1596962427899371520'],a point where the road assumed an abrupt63 steepness. Horse   https://t.co/lOwwUf7TTk,en,2022-11-27T20:21:27.000Z,
1596962426213498880,1081765278,['1596962426213498880'],Gotta start carrying my Glock again riding around the H. This road rage shit is getting out of hand.,en,2022-11-27T20:21:27.000Z,{'place_id': '1c69a67ad480e1b1'}
