en,"RT @AfricaFactsZone: Africa's biggest crocodile, Gustave has eaten over 300 people from the banks of the Ruzizi River and the northern shor…",1568895476958744576,2022-11-27T20:21:18.000Z,1596962389781786625,['1596962389781786625'],
en,Enjoy mate River of Leonadis  @bryansmith123,315308178,2022-11-27T20:21:16.000Z,1596962380659163136,['1596962380659163136'],
en,#开云体育The river is too swift to swim https://t.co/ltrlpeiE3i,796217742059655168,2022-11-27T20:21:13.000Z,1596962370777075712,['1596962370777075712'],
en,"@peppapigl0ver @LewisCapaldi yeh they’re lovely ive been a tourist today just seen the river nile and the leaning tower of pisa , mad that they’re in the same place like x",1586255909050793985,2022-11-27T20:21:11.000Z,1596962361919037442,['1596962361919037442'],
en,Now Playing The River By Le Basour  Listen It Live At https://t.co/Uzf7GYRYWf} https://t.co/pEF9CTqLNM,2842118875,2022-11-27T20:21:08.000Z,1596962349503619074,['1596962349503619074'],
en,"RT @Wyla_: River from Armello❄️💙
https://t.co/tLWYywM6Sq https://t.co/cFrP78xuEs",1476328426080391171,2022-11-27T20:21:07.000Z,1596962344344903682,['1596962344344903682'],
en,@redvelvetakgay dump his ass into a river,969393454349537280,2022-11-27T20:21:07.000Z,1596962342490624001,['1596962342490624001'],
en,RT @JaneJJS259: @xRYANxREESx I was about to sleep ang I got the notifications 🫢. I guess so that it’s gonna to be a video that you guys wer…,1419421881896214535,2022-11-27T20:21:01.000Z,1596962319543996418,['1596962319543996418'],
en,"RT @CardanoRiver: As promised, here is the first sneak peek of our main collection! 

Toads by The River, remember the name🐸

Now go test y…",1452359254749421569,2022-11-27T20:20:59.000Z,1596962311243464704,['1596962311243464704'],
en,RT @AhmedHoutBaloch: Makran belongs to the Baloch. And Sindh under the rule of the Baloch Talpur tribe the names of the rulers of Sindh Mir…,1550548664208470016,2022-11-27T20:20:55.000Z,1596962293648003072,['1596962293648003072'],
en,RT @thatsexton: Sunday views over the Chagrin River 🧲 https://t.co/JSVS0c1UwW,2240437938,2022-11-27T20:20:55.000Z,1596962292385841152,['1596962292385841152'],
en,"RT @twice_mixx: TWICE's activities in their 8th year so far + upcoming : 

Music :
- Jihyo OST
- Chaeyoung 'moon river cover' [IG]
- Dahyun…",1351987570155155457,2022-11-27T20:20:48.000Z,1596962263855812608,['1596962263855812608'],
en,"RT @CardanoRiver: As promised, here is the first sneak peek of our main collection! 

Toads by The River, remember the name🐸

Now go test y…",3315577930,2022-11-27T20:20:48.000Z,1596962263847829505,['1596962263847829505'],
en,#足球 #体育  He anchored where the river shoaled https://t.co/4qafXIEUno,1230059272484028416,2022-11-27T20:20:48.000Z,1596962262807355393,['1596962262807355393'],
en,"RT @CardanoRiver: As promised, here is the first sneak peek of our main collection! 

Toads by The River, remember the name🐸

Now go test y…",1457110764523712516,2022-11-27T20:20:46.000Z,1596962255484354560,['1596962255484354560'],
en,#足球 #体育  The river is the boundary between the two countries https://t.co/lvWxdGS5ct,1043219626228899840,2022-11-27T20:20:45.000Z,1596962253365919744,['1596962253365919744'],
en,"@SirKazamJeevi Add this too to the list.

https://t.co/8L0JWeugcI",104583131,2022-11-27T20:20:45.000Z,1596962252015677441,['1596962252015677441'],
en,river in front 8  0.0135A2A https://t.co/innjlL6tS5,1508630229018894340,2022-11-27T20:20:42.000Z,1596962240774647808,['1596962240774647808'],
en,"RT @DSORennie: Police arrived at peaceful Covid protest in Beijing, on Liangma river. Candles being lit. Earlier, chants in honour of dead…",204176679,2022-11-27T20:20:41.000Z,1596962232738332672,['1596962232738332672'],
en,"An 8th grade schoolboy in #Gilgit jumped into the river to escape the sexual assault by 4 of his classmates. Police arrested one of the accused. #MeToo
https://t.co/AgwLPaKbNl https://t.co/uWseVgSFzR",994680142906773505,2022-11-27T20:20:40.000Z,1596962231593627649,['1596962231593627649'],
en,"RT @lay_studio: Be a torch in the dark night, write the answer of time, and be stained with the spicy taste of Changsha sailing all the way…",964314207633031169,2022-11-27T20:20:40.000Z,1596962230402428928,['1596962230402428928'],
en,@criminaliaranea https://t.co/P62iTMTiXf All cool. Just me being silly 😂,3325037237,2022-11-27T20:20:37.000Z,1596962219480096769,['1596962219480096769'],
en,"RT @DSORennie: Police arrived at peaceful Covid protest in Beijing, on Liangma river. Candles being lit. Earlier, chants in honour of dead…",1333894090992226305,2022-11-27T20:20:37.000Z,1596962215802048512,['1596962215802048512'],
en,"RT @AfricaFactsZone: Africa's biggest crocodile, Gustave has eaten over 300 people from the banks of the Ruzizi River and the northern shor…",1287057413753929734,2022-11-27T20:20:36.000Z,1596962212006236160,['1596962212006236160'],
en,river in front 4    A0.0P1421ssEB0A  https://t.co/5DatQf6FOX,1524856167981367312,2022-11-27T20:20:35.000Z,1596962211121041411,['1596962211121041411'],
en,@Mike___MK It can be heaving. Always good to get away the road and onto the wilder bits of the park where it’s much quieter (although some of the prettiest bits are down by the road/river).,17967721,2022-11-27T20:20:35.000Z,1596962207694475264,['1596962207694475264'],
en,the influx of a river into the sea https://t.co/xm2blgtJVK,764798817493540864,2022-11-27T20:20:32.000Z,1596962198416416768,['1596962198416416768'],
en,She threw it into the river's murky depths https://t.co/mZm3Lhm3mo,739804397669076992,2022-11-27T20:20:32.000Z,1596962196415619075,['1596962196415619075'],
en,RT @sinclairsrs: denial is a river in Egypt your husband is GAY https://t.co/9LqfC4PS49,2888120350,2022-11-27T20:20:31.000Z,1596962192456585217,['1596962192456585217'],
en,DPI Fisheries advise: tagged Bull Shark #209 detected by Nambucca Heads receiver at 07:19:40 AM (AEDT) on 28-November-2022. Last detected at 03:33:57 AM (AEDT) on 27-November-2022 by Nambucca Heads receiver.Tagged and released 20-December-2016(AEDT) at Bellinger River.,1652141011,2022-11-27T20:20:31.000Z,1596962191164727296,['1596962191164727296'],
en,brimming river under an iris-tinted April sky.      https://t.co/NT2Q7UgavU,953129239,2022-11-27T20:20:30.000Z,1596962186458529792,['1596962186458529792'],
en,"New artwork for sale! - ""Along the West Fork River Trail"" - https://t.co/93RKceOjF7 @fineartamerica https://t.co/bxfPM7Y00r",200092299,2022-11-27T20:20:29.000Z,1596962184059297794,['1596962184059297794'],
en,River Fat Ass Over Here Eating My Mild Slim Jim 💀,235771543,2022-11-27T20:20:28.000Z,1596962180775415809,['1596962180775415809'],
