en,1596962311276998656,Lack of public transport is a noted failure of the state https://t.co/c7NUT3RVcn,2022-11-27T20:20:59.000Z,113716422,['1596962311276998656'],
en,1596962310194855936,RT @KyleNeddenriep: Bishop Chatard shows championship pedigree in securing IHSAA record 16th state title https://t.co/CwrMfEP2j5 via @THEAk…,2022-11-27T20:20:59.000Z,1081059527196327936,['1596962310194855936'],
en,1596962309447917568,RT @kalivaal: @maxatt2 @jennineak This is anti Zionism NOT anti semitism… Speaking against a ‘state’ named Israel is the same as speaking a…,2022-11-27T20:20:59.000Z,1586106780475691010,['1596962309447917568'],
en,1596962308202586114,@GenevieveBayer In Chicago. Sadly they control the state. Run by Dems for 90 years. Murder City. Says it all.,2022-11-27T20:20:59.000Z,150507047,['1596962308202586114'],
en,1596962307430526976,"half-distracted state of mind, he lingered in the doorway67, or pac   https://t.co/bhNmUO9k2n",2022-11-27T20:20:58.000Z,1520132018352365570,['1596962307430526976'],
en,1596962307308867585,"@EasYQuality @Magiclammy_ Anambra, also what state are you from lemme start from there too",2022-11-27T20:20:58.000Z,2206614358,['1596962307308867585'],
en,1596962304574513152,"RT @eAsiaMediaHub: .@DeputySecState, ROK First Vice FM Cho &amp; Japanese Vice FM Mori reaffirmed the importance of trilateral cooperation in r…",2022-11-27T20:20:58.000Z,1484708410574589954,['1596962304574513152'],
en,1596962304041840640,Form bring though hair future must state today. https://t.co/ZCTilS41Zx,2022-11-27T20:20:58.000Z,1587725569663406081,['1596962304041840640'],
en,1596962303198785536,RT @SpawnWaveMedia: Modders to Game Freak after seeing the state of Pokemon Scarlet/Violet https://t.co/5oxPOO1dRW,2022-11-27T20:20:57.000Z,320196121,['1596962303198785536'],
en,1596962303097786368,@POTUS My state can't even go a summer without a bunch of blackouts but suddenly that won't be a problem? Gtfo.,2022-11-27T20:20:57.000Z,1393309037815496707,['1596962303097786368'],
en,1596962302443458561,"@TKMaxxHelp I had the card, in my digital wallet. 🤷🏽‍♀️ It doesn’t state anywhere it has to be a physical copy and definitely doesn’t say that in the ready to collect email.",2022-11-27T20:20:57.000Z,36128870,['1596962302443458561'],
en,1596962302363717633,"RT @56_Jeff: THE CONSTITUTION IS THE VISION FOR FREEDOM! The VISION has been rejected by many in local, state, and federal gov. 

ESTABLISH…",2022-11-27T20:20:57.000Z,826142894805381120,['1596962302363717633'],
en,1596962302313783296,If it was a bad trade. My mental state would be so damaged it would take,2022-11-27T20:20:57.000Z,1374763877838163970,['1596962302313783296'],
en,1596962300858335232,"RT @Nkemchor_: Dear Arewa Youths,
Go through the Aisha Buhari trend and see southerners speaking out against the injustice that happened to…",2022-11-27T20:20:57.000Z,897173793545883648,['1596962300858335232'],
en,1596962299658776576,RT @jaycaspiankang: Good to see the ‘10x the endowment tax for private universities and redistribute to community and large state colleges…,2022-11-27T20:20:57.000Z,22560367,['1596962299658776576'],
en,1596962298949959685,"RT @omoelerinjare: Watch Donald Duke Warning Nigerians Not To Make The Mistake Elect APC Government Again! 

Chioma Davido Ademola Adeleke…",2022-11-27T20:20:56.000Z,804198758879784960,['1596962298949959685'],
en,1596962298924453889,"#世界杯   https://t.co/pPE0mJncnX
Or eight would lot state forget.",2022-11-27T20:20:56.000Z,1527024176929841156,['1596962298924453889'],
en,1596962297112576002,@CasanuevaSharon Through city ago once approach cause bag rather pattern state use.,2022-11-27T20:20:56.000Z,1587830188754305025,['1596962297112576002'],
en,1596962296764694528,RT @govbrazil: Ceremony of Delivery of Swords to the Brazilian Army’s Officers Aspirants - “Bicentenary of the Independence of Brazil’s Cla…,2022-11-27T20:20:56.000Z,1522236198013616131,['1596962296764694528'],
en,1596962296282353665,RT @ProfIsaPantami: @ProfIsaPantami presenting the FG Broadband Award letter to the 18 VCs of universities &amp; for the provision of unlimited…,2022-11-27T20:20:56.000Z,1491759790816743430,['1596962296282353665'],
en,1596962296068476928,Form bring though hair future must state today. https://t.co/hZUJFpYcBC,2022-11-27T20:20:56.000Z,1587392009228222464,['1596962296068476928'],
en,1596962295686778881,"@kris_carman @PlsListen2Truth I don't care what you identify as. I absolutely am going to state the fact that Democrats are enemies of this country and are trying to destroy it. They aren't even secretive about it anymore. 

I don't get along with any enemies of the United States.",2022-11-27T20:20:56.000Z,1585801444271210502,['1596962295686778881'],
en,1596962295111745536,"@ndblevins14 @Tinyboats1 So playing for 2 ACC Championships and playing in one Orange Bowl is not ""of note""?  OK

Move it to 1990, 33 games.  State College 17, UNC 16.",2022-11-27T20:20:55.000Z,1321590312255541248,['1596962295111745536'],
en,1596962294931795969,"RT @FSU_Barstool: It’s been a good year for Florida State so far:

Football is back

Noles prove they run this state

The Student Union fin…",2022-11-27T20:20:55.000Z,1439775770864410637,['1596962294931795969'],
en,1596962294868889600,"RT @PoloM77: Peter Obi's brother is a Reverend Father in the Catholic Church...

How proud he must be knowing that his brother served as go…",2022-11-27T20:20:55.000Z,181273031,['1596962294868889600'],
en,1596962294625280002,RT @georgiayds: BIG NEWS! @ReverendWarnock will be joining our phonebank THIS TUESDAY with @youngdems and @WarnockStudents! Come get fired…,2022-11-27T20:20:55.000Z,5990782,['1596962294625280002'],
en,1596962293660934144,"RT @SydneyLWatson: Every time I post about how messed up Australia is, I see an influx of irrationally angry Australians claiming otherwise…",2022-11-27T20:20:55.000Z,1214407152896368640,['1596962293660934144'],
en,1596962293115654144,"@vji_Nvirv You should go,you might like the state",2022-11-27T20:20:55.000Z,759306719658905600,['1596962293115654144'],
en,1596962291857391622,"To be in love is merely to be in a state

 https://t.co/kt84NIBBWb",2022-11-27T20:20:55.000Z,2654733439,['1596962291857391622'],{'place_id': '01da545b582fc86b'}
en,1596962291500490752,RT @IndiaWilloughby: This is so sad. The propaganda campaign that has been waged against Susie and Mermaids these last few years is a disgr…,2022-11-27T20:20:55.000Z,550529753,['1596962291500490752'],
en,1596962290175078400,RT @SpawnWaveMedia: Modders to Game Freak after seeing the state of Pokemon Scarlet/Violet https://t.co/5oxPOO1dRW,2022-11-27T20:20:54.000Z,1278053956330180608,['1596962290175078400'],
en,1596962290146103297,"RT @WaifuTactical: A waifu can be appointed by the state.

This waifu is not up for a vote on the patreon right now, but others are. Waifu…",2022-11-27T20:20:54.000Z,1204304699354169344,['1596962290146103297'],
en,1596962289688760320,"RT @RAbdiAnalyst: A former UN official Maureen Achieng who accused colleagues of being ""pro-Tigrayan"", gave out names of colleagues to Ethi…",2022-11-27T20:20:54.000Z,1364565322158772226,['1596962289688760320'],
en,1596962287956680705,"@jokerztotheleft - Ah, like ""openly gay,"" evidently the rest of us are gay too but just secretive?

About your state rep, always check for an Adam's apple; if something seems amiss, try another dressing room. https://t.co/ZBAzVbclik",2022-11-27T20:20:54.000Z,875111535517028357,['1596962287956680705'],
en,1596962287184916480,RT @Not_the_Bee: Anyone wanna explain to me why weirdo bankrupt crypto behemoth FTX poured nearly $12 million into this tiny bank with 3 em…,2022-11-27T20:20:54.000Z,1586225935350566917,['1596962287184916480'],
en,1596962287025373189,Form bring though hair future must state today. https://t.co/jpOT4N70RE,2022-11-27T20:20:54.000Z,1584128472003362816,['1596962287025373189'],
en,1596962286471565313,"If you consider juvenile insults with no substantive argument articulate. I don't think most people do. I was rather hoping for a discussion regarding the state of the educational system. If you're unable to state and argue a position, that's fine. Have a nice life. 🙂 https://t.co/pGZpU4WGul",2022-11-27T20:20:53.000Z,1586554752325877761,['1596962286471565313'],
en,1596962286220242944,RT @HillcLymer: @JabariBrisport We need a major redistribution of politicians…starting with State Senator JB.,2022-11-27T20:20:53.000Z,1514555159355011079,['1596962286220242944'],
en,1596962285637242880,"RT @CNN: North Korean leader Kim Jong Un is planning to build ""the world's most powerful"" nuclear force, state news agency KCNA reported. h…",2022-11-27T20:20:53.000Z,1549685438742286343,['1596962285637242880'],
en,1596962285515575296,@CasanuevaSharon Form bring though hair future must state today.,2022-11-27T20:20:53.000Z,1584129678465343488,['1596962285515575296'],
