en,['1596962634997583872'],"RT @boomcoorg: 💵 Bot Airdrop is live!!

Participate in our #Airdrop and Get 15 TRX tokens for doing tasks.

Bot: https://t.co/w22E6BrLdp

A…",1554253906729144320,1596962634997583872,2022-11-27T20:22:16.000Z
en,['1596962632527118336'],"RT @boomcoorg: 💵 Bot Airdrop is live!!

Participate in our #Airdrop and Get 15 TRX tokens for doing tasks.

Bot: https://t.co/w22E6BrLdp

A…",1551977466620956672,1596962632527118336,2022-11-27T20:22:16.000Z
en,['1596962630975246336'],@NatashaCL7 The question is does she want to be. Let’s address that first. Better not be happening in CANADA or USA btw,1498820580283494400,1596962630975246336,2022-11-27T20:22:16.000Z
en,['1596962630446772224'],"I verify myself to @RubisProtocol on #Arbitrum #RubisProtocol

[ENTER YOUR ADDRESS HERE]",900681875718647808,1596962630446772224,2022-11-27T20:22:15.000Z
en,['1596962629968285697'],"@Eric_Biggz @nypost You need to read the article.

Drug use and mental illness are the primary culprits. Giving people things doesn’t work because it doesn’t address the root problem.",1397897307539001345,1596962629968285697,2022-11-27T20:22:15.000Z
en,['1596962627254554626'],"RT @boomcoorg: 💵 Bot Airdrop is live!!

Participate in our #Airdrop and Get 15 TRX tokens for doing tasks.

Bot: https://t.co/w22E6BrLdp

A…",1516220869403889666,1596962627254554626,2022-11-27T20:22:15.000Z
en,['1596962624708616193'],"""Yes. I found his address on a visiting card. I went there    #世界杯下注 #世界杯买球 #世界杯直播  https://t.co/vdYIaT8nDr",700808737162833920,1596962624708616193,2022-11-27T20:22:14.000Z
en,['1596962624629243905'],@sly_sparkane @WheresWal11y @thefebuster @maxsec @RedsRhetoric @ChickenQuantum @JMichaelsonUT In fact Ya still to address them so whatever innit?,1497527749535272961,1596962624629243905,2022-11-27T20:22:14.000Z
en,['1596962620351090689'],"RT @JUST_NFTVERSE: A lucky person will win $3,500 in $ETH

To enter:
Follow me
RT🔁 and like❤️

Drop your wallet address!🍀",146743963,1596962620351090689,2022-11-27T20:22:13.000Z
en,['1596962620086448130'],"RT @Qursum12: This the address where we have to send letters plz everyone pay your role 

 #JusticeforArshadSharif

#چیف_جسٹس_کو_خط_لکھیں h…",1318406722185097218,1596962620086448130,2022-11-27T20:22:13.000Z
en,['1596962619927461888'],"RT @LebasiTallel: Dear world on the behalf of the +120,000 Tigrayans rape victims we urge you to
🚨Address Medical treatment
🚨Address Psycho…",1582367752588873728,1596962619927461888,2022-11-27T20:22:13.000Z
en,['1596962617675112448'],@rkivessbae pls do not address me.,1481063886065393668,1596962617675112448,2022-11-27T20:22:12.000Z
en,['1596962615837663233'],"RT @boomcoorg: 💵 Bot Airdrop is live!!

Participate in our #Airdrop and Get 15 TRX tokens for doing tasks.

Bot: https://t.co/w22E6BrLdp

A…",1552435243449487361,1596962615837663233,2022-11-27T20:22:12.000Z
en,['1596962615653445634'],RT @charliekirk11: There is something profoundly wrong with a culture that experiences 2X the number of transgender youth in less than 5 ye…,1276343532702142464,1596962615653445634,2022-11-27T20:22:12.000Z
en,['1596962612860063744'],"RT @staika_official: 💵 Bot Airdrop is live!!

Participate in our Airdrop and Get 15 TRX tokens for doing tasks.

Bot:
https://t.co/Sv9RAAK4…",1552581284803014656,1596962612860063744,2022-11-27T20:22:11.000Z
