1596962085262475266,['1596962085262475266'],2022-11-27T20:20:05.000Z,1587805962869813250,Remember once event country heart third forward production interest. https://t.co/ahO6OO97Cc,en
1596962085140762631,['1596962085140762631'],2022-11-27T20:20:05.000Z,113458292,"RT @VAVetBenefits: Veterans who were exposed to toxic fumes while fighting for our country are heroes, and they deserve world-class benefit…",en
1596962084943978497,['1596962084943978497'],2022-11-27T20:20:05.000Z,913106528852484104,"@EuropeElects Another fake poll giving a left-wing party the lead in a right-leaning country. 

Next up a fake election to install a fake government... They're doing the same thing across the globe.",en
1596962084302254080,['1596962084302254080'],2022-11-27T20:20:05.000Z,2283452494,"@Emilyjaxon88 To fek over the country, it's economy and it's people. It was in the small print on the back page.",en
1596962084142841856,['1596962084142841856'],2022-11-27T20:20:05.000Z,1301681300403900416,"RT @etribune: A day after the PTI chief announced his intent to pull out from the legislative assemblies, JUI-F chief Maulana Fazlur Rehman…",en
1596962084134084608,['1596962084134084608'],2022-11-27T20:20:05.000Z,937756066221379585,"RT @TiceRichard: GOOD NEWS: 
China Covid Protests continue in major cities across the country

President Xi Jinping may have just 2 choices…",en
1596962083731435520,['1596962083731435520'],2022-11-27T20:20:05.000Z,696845336082427904,RT @JeimiVentura: It makes me so happy to see El Salvador trending bc this used to be a country that nobody cared about &amp; now we’re growing…,en
1596962083601453056,['1596962083601453056'],2022-11-27T20:20:05.000Z,1044345471223910401,"RT @evelinwon: 🇲🇽👑| Wonho becomes the first Korean act to have a single spend 5 weeks at #1 on HITS 10 MEXICO, thus surpassing large groups…",en
1596962083547287552,['1596962083547287552'],2022-11-27T20:20:05.000Z,607589895,@AllahsRightHand @Yuune_no @V1tr1ol No. I explained how they fetishized an entire country… then I insulted them.,en
1596962083484028928,['1596962083484028928'],2022-11-27T20:20:05.000Z,1584142660104704001,Before short particularly stage country word off education whole everybody force. https://t.co/YDdJeRyDZT,en
1596962083203346437,['1596962083203346437'],2022-11-27T20:20:05.000Z,1074341969223135232,"RT @lofibeatstodie: If anyone is looking for a source to really dive into the internalized racism in mexico/latin america, tenoch huerta’s…",en
1596962082934882304,['1596962082934882304'],2022-11-27T20:20:05.000Z,888159350455386115,"RT @lilypadthai1: @patriottakes Can’t wait until my 16 year old votes in 2024! You’re right, these kids do want to change the country! They…",en
1596962082834219009,['1596962082834219009'],2022-11-27T20:20:05.000Z,1400601025,"RT @JamesEFoster: This country is not broken because of Russia. 

Britain is broken because of the @CONservatives.

There was a genuine alt…",en
1596962082808807426,['1596962082808807426'],2022-11-27T20:20:05.000Z,486271393,RT @FPWellman: Americans born in 1990 were serving in combat in ‘08 during my last Iraq tour and are now the backbone of our military. Ever…,en
1596962081601093632,['1596962081601093632'],2022-11-27T20:20:05.000Z,1266514429979570176,"@Chris6700001 @jimmy_viz @paulmfarrer @a_rouquin @electpoliticsuk Yeah I remember all those documentaries of the nazis handing out money for 2 years whilst opening up borders for net half a million people whilst paying several million a week for illegal entrants to the country. I tell you what, I wish that’s what the actual Nazis were like.",en
1596962081491722241,['1596962081491722241'],2022-11-27T20:20:05.000Z,1587740533220597761,Enjoy defense sure what cup country network analysis military onto oil. https://t.co/6FTP6TvCIP,en
1596962078056919042,['1596962078056919042'],2022-11-27T20:20:04.000Z,905530344,"RT @gc22gc: “There are People everywhere” 

Rare protests against China’s ‘zero covid’ policy erupt across country - The Washington Post,ht…",en
1596962075808796672,['1596962075808796672'],2022-11-27T20:20:03.000Z,1451845119309754370,"@LuckyMashavha @niehaus_carl When you say 'we' please specify. Say you as thugs and murderers of our people, didn't recognized him, until he dealt with you, and exposed your thuggery activities that you conduct in our Country.",en
1596962075510992896,['1596962075510992896'],2022-11-27T20:20:03.000Z,453880154,"RT @UNYouthEnvoy: Interested in starting a career with the @UN Secretariat in an entry-level position? 🙋‍♀️

You are invited to take part i…",en
1596962074621792258,['1596962074621792258'],2022-11-27T20:20:03.000Z,1047487504104996866,@jnclck66 @TMFStockAdvisor Ok then. Don’t say you were not warned. There litterly no possibility this does not happen. The world banks in every country. The Fed by the deep state world wide. Are all broke. There litterly is no more money to be had. Gone,en
1596962074500169728,['1596962074500169728'],2022-11-27T20:20:03.000Z,1219032025769881605,RT @FPWellman: Americans born in 1990 were serving in combat in ‘08 during my last Iraq tour and are now the backbone of our military. Ever…,en
1596962074499813377,['1596962074499813377'],2022-11-27T20:20:03.000Z,1494030932797530116,RT @Brhan27_: The presence of Eritrean forces in Tigray and alleged atrocities they are committing is the“most problematic factor in the pr…,en
1596962074357534720,['1596962074357534720'],2022-11-27T20:20:03.000Z,1553264404837310466,"RT @AbrahamHamadeh: Accountability promotes responsibility.

Elections that are mismanaged or perceived as unfair will only sow the seeds o…",en
1596962073313181696,['1596962073313181696'],2022-11-27T20:20:03.000Z,828456559072129028,RT @dxena2: @RepGosar Rep. Paul Gosar's Own Brother Calls Him 'Traitor to This Country' and Asks For His Removal From Office https://t.co/i…,en
1596962072751149056,['1596962072751149056'],2022-11-27T20:20:02.000Z,1089491729332518914,"RT @Joshua_Ubeku: If you watch Messi and Ronaldo’s last 400 goals for club and country, you will be so ashamed for ever comparing them. You…",en
1596962072507871232,['1596962072507871232'],2022-11-27T20:20:02.000Z,936134574303739909,crush a conspiracy to smuggle drugs into the country https://t.co/QO0fDDjImM,en
1596962072293957632,['1596962072293957632'],2022-11-27T20:20:02.000Z,27164880,"RT @wesrucker247: Caleb Williams is almost certainly gonna win the Heisman, but Hendon Hooker played 11 games against the fourth toughest s…",en
1596962072168140800,['1596962072168140800'],2022-11-27T20:20:02.000Z,1563885985334697986,"@tsitso09 @ZungulaVuyo It's a really biggest problem to have business leaders and politicians leaders,look now what is happening to our country. Ppl don't know to differentiate wrong and right everything is about money. Please 🙏God just come down and save us.😭",en
1596962071652229120,['1596962071652229120'],2022-11-27T20:20:02.000Z,1588519663633326081,"RT @TheQuartering: The Chinese people fighting back against lockdowns in their country will most likely be jailed AT BEST, many will  simpl…",en
1596962071635034112,['1596962071635034112'],2022-11-27T20:20:02.000Z,60049728,"RT @EmersonLotzia: russell wilson: broncos country let’s ride

the ride: https://t.co/L3zzgQT8oN",en
1596962070502977537,['1596962070502977537'],2022-11-27T20:20:02.000Z,1516598394449543170,Two group stage exits back to back couldn’t be my country,en
