en,"RT @JackPosobiec: The protests in Shanghai are taking place right down the street from the US Consulate 

Not a single official or member o…",['1596962492273811456'],2022-11-27T20:21:42.000Z,484921417,1596962492273811456
en,"RT @BeschlossDC: Photograph taken by unvetted spectator from upper open window on Main Street, Dallas, of JFK in scheduled forty-minute mot…",['1596962490688339971'],2022-11-27T20:21:42.000Z,3224459310,1596962490688339971
en,RT @Escorpiao1997: Two sticks giving milk on the street with people passing by https://t.co/oO7r5PgKzz,['1596962485759709184'],2022-11-27T20:21:41.000Z,1027636374692917254,1596962485759709184
en,I’ve time. The station is across the street.”      https://t.co/IlMMvs2Wgj,['1596962484715327488'],2022-11-27T20:21:41.000Z,1580226530101313536,1596962484715327488
en,"@govthomasm Yeah, my main point is that there are far better measures we could take to reduce gun deaths which aren't so hard logistically as some ""gubbermint taking yer guns"" thing. Most gun deaths are from suicide and street crime, systemic approaches exist to reduce both.",['1596962483910373376'],2022-11-27T20:21:40.000Z,1339528917867229185,1596962483910373376
en,@kimmsue70 @Blueresin1 @Rjocore1 @StirredCrazy @MistressRedWasp @MagaPhoenix73 @TastyMorsel6 @Aimhighffw @Caperloo5 @MTStringer1 @UltraGlamma @AcrytearsMag @mtsand3 @tip_ct @Trumpster20 @missled2u @Flattielover @KleeOntheRight @WebGuyTV @H2Ofountains @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @AngryFleas @Sh9p @Polane23 @Mickmazzo @Synyster63 @DigiMalice @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh More stupidity from you on this topic?,['1596962483360608256'],2022-11-27T20:21:40.000Z,843329439362502656,1596962483360608256
en,@DS62913915 @DV652 @JonRFleming @mtsand3 @Kelledin @Blueresin1 @Aimhighffw @MistressRedWasp @TastyMorsel6 @Trumpbangskids @Mickmazzo @Trumpcrazytrain @375NorseLegend @WebGuyTV @HellMonkie69 @AngryFleas @Caperloo5 @AcrytearsMag @LordButters22 @CRogers1973 @Synyster63 @Missy8008135 @UltraGlamma @AntWindmill @Sh9p @Trumpster20 @VinceGottalotta @tip_ct @Polane23 @angry_mema @KleeOntheRight @DigiMalice @MTStringer1 @bubblebeard61 @TrumpLOST5 @IanB_67 @Flattielover @Manny_Street @EducatingTrump2 @TruByte @SueHend73444210 @JoeyBag59089602 @CDibroi @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh Hey now friendly  fire there dude ... I was agreeing with you .... that snopes is left and even they admitted it was photo shopped. .. https://t.co/NsRcl52zH6,['1596962482865999872'],2022-11-27T20:21:40.000Z,1589773765566660609,1596962482865999872
en,"RT @UnkleAyo: May the wrong situation not happen to you before you learn to control your anger. 

The last time I went physical on a person…",['1596962482324918272'],2022-11-27T20:21:40.000Z,1704831342,1596962482324918272
en,RT @greg_pissed: @RBReich Notice you rarely point a finger at the unholy alliance between Wall Street shipping jobs to China big spending a…,['1596962482316513280'],2022-11-27T20:21:40.000Z,79053827,1596962482316513280
en,"RT @pjmsupport_ke: 🚨 VOTE FOR JIMIN 🚨

Star Male Idol Ranking Vote Round 57 (D-4)
🔸https://t.co/9lmU0JnFpz

King Choice HOT 100 KPOP IDOLS…",['1596962480051605504'],2022-11-27T20:21:40.000Z,2255830052,1596962480051605504
