1596963016406626305,1559741531287949312,['1596963016406626305'],RT @miles_commodore: Popeye's has the worst service of any fast food chain in America. It's not even close.,en,2022-11-27T20:23:47.000Z
1596963016238850048,1587299745940131840,['1596963016238850048'],Wait thing wife blue individual matter long reach same food. https://t.co/WDsIaG479h,en,2022-11-27T20:23:47.000Z
1596963015777472512,1574079843821649927,['1596963015777472512'],Today is such a cute lil day 🦋 going take a ride to the hood (Cullen) for some good food ..,en,2022-11-27T20:23:47.000Z
1596963014821187585,16168622,['1596963014821187585'],"RT @PPC_MelissaB: Canada should be one of the wealthiest and most prosperous nations. We should be energy independent, exporting energy. We…",en,2022-11-27T20:23:47.000Z
1596963014196219904,1530174841978077185,['1596963014196219904'],RT @WelduYtbarek: Deliveries of assistance within Tigray are not matching the needs and @WFP and its cooperating partners urgently need acc…,en,2022-11-27T20:23:47.000Z
1596963013730656256,1444866509902426112,['1596963013730656256'],It’s time we admit the pretzel stand at the mall is the best food there,en,2022-11-27T20:23:47.000Z
1596963011264405504,1590314768677617666,['1596963011264405504'],"RT @Yirga08000263: World help the +120,000 Tigrayans rape victims who are suffering due to
🚩Lack of Justice
🚩Lack of food &amp; medical
🚩Psycho…",en,2022-11-27T20:23:46.000Z
1596963010840600578,1584116725288771585,['1596963010840600578'],Such require food sister reason person quality. https://t.co/wYnky6GuQz,en,2022-11-27T20:23:46.000Z
1596963009754431488,65779779,['1596963009754431488'],"RT @NASA: Liftoff!

@SpaceX's #CRS26 cargo mission launched at 2:20pm EST, bringing new unfurling solar arrays, fresh food, and a big helpi…",en,2022-11-27T20:23:46.000Z
1596963008756199424,1426206742908739589,['1596963008756199424'],"RT @zewdu_mawcha: What makes #TigrayFamine worst is Even before the suspension of aid,the UN had warned many in Tigray already faced starva…",en,2022-11-27T20:23:46.000Z
1596963008533901313,1270648260277960704,['1596963008533901313'],@YanninaCaptain @Greenpeace @WWF @PETAUK @AmnestyUK I used to think that vegans were people who hated food. My daughter went from vegetarian to vegan several years ago and now I know that vegan dishes are among the most flavourful of all dishes. My favourite is Lebanese vegan food. It's wonderful.,en,2022-11-27T20:23:46.000Z
1596963007770132480,1385252436009361409,['1596963007770132480'],"RT @venusdreaming: Passing on info for anyone interested: @polite__menace taught me about Māori+, a FREE streaming service that has a wealt…",en,2022-11-27T20:23:45.000Z
1596963005639467008,1464872387921338371,['1596963005639467008'],"I'm fr a happy man rn, got this in the freezer plannin' on eating it later like a gourmet meal.

This shizzle is like my top 2 food, eughhhhhh. https://t.co/UaQTviqOzz",en,2022-11-27T20:23:45.000Z
1596963003244908545,29193190,['1596963003244908545'],"RT @joigabrielle: Honestly, going out at 7:30/8 getting drinks &amp; food and being back home by 9:30/10 is the sweet spot for me.",en,2022-11-27T20:23:44.000Z
1596963002330144769,1530174841978077185,['1596963002330144769'],"RT @WelduYtbarek: What makes #TigrayFamine worst is Even before the suspension of aid, the UN had warned many in Tigray already faced starv…",en,2022-11-27T20:23:44.000Z
1596963000409550848,1476262152566558724,['1596963000409550848'],"RT @songpinganq: If you try to enter public place with a red QR code...immediately an alarm goes off.

Chinese govt can easily cut you off…",en,2022-11-27T20:23:44.000Z
1596963000040071169,2503035837,['1596963000040071169'],RT @highoffness: when your friend pays for your food https://t.co/pId4T02QnE,en,2022-11-27T20:23:44.000Z
1596962999247552512,1587542964322041857,['1596962999247552512'],Food heavy paper produce western quite fill lose training time turn a couple. https://t.co/OuTbgdiVxJ,en,2022-11-27T20:23:43.000Z
1596962998354006016,16826443,['1596962998354006016'],RT @veganrecipebowl: Because of #birdflu I'm getting asked how to cook #vegan food without eggs. It's a great opportunity to show how eggs…,en,2022-11-27T20:23:43.000Z
1596962998303670272,1583922400927707136,['1596962998303670272'],Wait thing wife blue individual matter long reach same food. https://t.co/5db7IMTo9A,en,2022-11-27T20:23:43.000Z
1596962997712437250,1587818990315143168,['1596962997712437250'],Food heavy paper produce western quite fill lose training time turn a couple. https://t.co/wmyXCR2ZJJ,en,2022-11-27T20:23:43.000Z
1596962997565808640,1325330819586600960,['1596962997565808640'],"RT @Mercymasai3: To everyone who made this a success, more than 300 families were fed,rescued girls got enough  food books and sanitary tow…",en,2022-11-27T20:23:43.000Z
1596962997498679296,1304920070666084352,['1596962997498679296'],RT @hanafilliaa: Wow... Thank you AFA account for the good food... https://t.co/UPDdJxk3p4,en,2022-11-27T20:23:43.000Z
1596962997402234881,971380581882884096,['1596962997402234881'],RT @Osatosama: I have last 15 d0llars left and it takes weeks for payoneer to transfer  mons soo I'll be grateful if you help me to pay for…,en,2022-11-27T20:23:43.000Z
1596962996785668096,3151598514,['1596962996785668096'],"RT @DrAsisAcharya: My first visit to Tarapith Temple was in +970-71 as l could remembered.
There was only one Dharmashala of Ramkanai Yamin…",en,2022-11-27T20:23:43.000Z
1596962996487872512,2710802621,['1596962996487872512'],"RT @EWestaway: Some of the #wrffc22 stands:
@RSPBCymru @LandworkersC @NatResWales 
Bringing change to Welsh food and farming systems 
@wrff…",en,2022-11-27T20:23:43.000Z
1596962996378832896,1424742510342115330,['1596962996378832896'],Our drive continues into December. Students and staff are encouraged to bring food and gift card/monetary donations to their homeroom for families in need! @IonaCatholic #calledtoserve https://t.co/FeMi8RdPOy,en,2022-11-27T20:23:43.000Z
1596962996139732994,974549173839147009,['1596962996139732994'],"RT @landacdeus: Seems the food is a bit too spicy for Moona
#HoshinovArt https://t.co/QwpPLgHiLc",en,2022-11-27T20:23:43.000Z
1596962995095363584,37697926,['1596962995095363584'],RT @DiaryofaSickGrl: Someone fed my dad pepper today even though he asked them not to put it in the Thanksgiving food &amp; he got sick &amp; had t…,en,2022-11-27T20:23:42.000Z
1596962994688520192,904180764920741888,['1596962994688520192'],"RT @telliabear: Which way of eating food would you most likely do? 
#RandomPoll",en,2022-11-27T20:23:42.000Z
1596962993690279936,547342905,['1596962993690279936'],@DiaryofaSickGrl I encounter this all the time with my food allergy. People are insistent i should eat what they offer me. Saying no to food - for any reason - should never be an issue.,en,2022-11-27T20:23:42.000Z
1596962993568641026,1497190217182232579,['1596962993568641026'],RT @ostotristo: @Maks_NAFO_FELLA Oh please bandages? So overrated... a true russian first aid kit 👇... and food for 2 days? Very optimistic…,en,2022-11-27T20:23:42.000Z
1596962993387950080,1239263987717586945,['1596962993387950080'],"RT @alexlobaloba: Don't blame us if we believe in God so much! Growing up, we watched our parents cry earnestly to God and miracles happene…",en,2022-11-27T20:23:42.000Z
1596962992863657984,1546598041746132993,['1596962992863657984'],i would k/ll for some Indian or Nigerian food rn,en,2022-11-27T20:23:42.000Z
1596962992750727168,1127007551734861830,['1596962992750727168'],RT @DiaryofaSickGrl: Someone fed my dad pepper today even though he asked them not to put it in the Thanksgiving food &amp; he got sick &amp; had t…,en,2022-11-27T20:23:42.000Z
1596962992725245956,339308159,['1596962992725245956'],"RT @marlovesyou214: 🆘Please don't scroll without retweeting (A🧵)

Since the electric fire Ive been homeless with my babies, staying in hote…",en,2022-11-27T20:23:42.000Z
1596962990284496897,191044973,['1596962990284496897'],"@attoliancrown Sending major hugs. Toss the food. Seriously if you can afford it, treat yourself tomorrow or go out and gets some bread and your choice of insides.",en,2022-11-27T20:23:41.000Z
