1596962329979392001,547994064,en,"I don't mind making fans mad, but when you make coaches wives mad, you're in a unique territory.  They're smart, loyal, passionate and vicious.  The mess around and find out graph is in play, and I don't want to find out. https://t.co/KuPvwJ4MqA",['1596962329979392001'],2022-11-27T20:21:04.000Z,
1596962326804332544,592077328,en,"RT @Gerashchenko_en: Europe from space yesterday,  23rd November.

Notice the territory of Ukraine - the whole country experienced a blacko…",['1596962326804332544'],2022-11-27T20:21:03.000Z,
1596962325617315840,299976467,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596962325617315840'],2022-11-27T20:21:03.000Z,
1596962308630409216,47442324,en,RT @Aaron_Derfel: 1) Canada's chief public health officer confirmed for the first time Friday that the country has officially entered uncha…,['1596962308630409216'],2022-11-27T20:20:59.000Z,
1596962303530119168,1221547385735696384,en,"RT @mog7546: Ukraine Is Killing Iranians Who Helped Russia Pilot Drones

“They were on our territory. We didn’t invite them here, and if th…",['1596962303530119168'],2022-11-27T20:20:57.000Z,
1596962301814398979,936638847991115781,en,"2 tickets to Blue at AO Arena - Manchester, 05 Dec, face value (plus fees). All major debit / credit cards supported: https://t.co/wlMdWvaVno",['1596962301814398979'],2022-11-27T20:20:57.000Z,
1596962300769935360,472898734,en,"2 tickets to Blue at AO Arena - Manchester, 05 Dec, face value (plus fees). All major debit / credit cards supported: https://t.co/rZSMiOgXRA",['1596962300769935360'],2022-11-27T20:20:57.000Z,
1596962298450497536,766540285220298752,en,"@RishiSunak @TheSun @Channel4 You f'ing unemphatic hypocrite .. but hey, Tory, goes with the territory; time to go so go now",['1596962298450497536'],2022-11-27T20:20:56.000Z,
1596962293337968640,1341853956146868224,en,RT @AHFdoco: @simonjedge It’s classic shoot yourself in the foot territory - we gained loads of new followers and people asking where they…,['1596962293337968640'],2022-11-27T20:20:55.000Z,
1596962273075290112,36856173,en,"RT @OpinionistNZ: Three Waters entrenchment laws have taken New Zealand's democracy into unchartered territory. Today, New Zealand's top le…",['1596962273075290112'],2022-11-27T20:20:50.000Z,
1596962267551367170,1312726427452747777,en,RT @RussianEmbassy: 🇷🇺envoy to @UN #Nebenzia: The war “until the last Ukrainian” to be fought on 🇺🇦 territory is something Kiev’s Western s…,['1596962267551367170'],2022-11-27T20:20:49.000Z,
1596962258831413248,16401325,en,"RT @jeffjarvis: Quit Twitter? I side w/@sarahkendzior over @jelani9. She: Do not cede territory in an information war. He: ""To the extent t…",['1596962258831413248'],2022-11-27T20:20:47.000Z,
1596962252531597313,1582412125502414849,en,"remembered a mafia story where he was the boss and had an equal chair where he calculated who to kill so that he did not invade his territory, god, strange lurk 
https://t.co/EfH1g4clM0",['1596962252531597313'],2022-11-27T20:20:45.000Z,
1596962214400864257,1096566492,en,"RT @NepCorres: #China builds Military infrastructure in Bhutan's territory. 

Encroached areas include Doklam, Shakhatoe and Dramana in Wes…",['1596962214400864257'],2022-11-27T20:20:36.000Z,
1596962199817555968,703981256338440192,en,"RT @TOP_BBK_PARIS: ADVANCED DOG TRAINING
Ep.8
INDULGING THE WHORE

Sniffing my more-than-ripe &amp; musky armpit was like opening heavens gate…",['1596962199817555968'],2022-11-27T20:20:33.000Z,
1596962192901144576,355898383,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596962192901144576'],2022-11-27T20:20:31.000Z,
1596962192016183296,888057374795321346,en,RT @Jessica72351918: 🇬🇧🇺🇸🇪🇺🇺🇦😀Ukraine Territory Defence Forces Kherson Now lots of Fire going off Ukraine Use yout Counter B attery Radar &amp;…,['1596962192016183296'],2022-11-27T20:20:31.000Z,
1596962187267801089,1442783542212059142,en,"RT @OpinionistNZ: Three Waters entrenchment laws have taken New Zealand's democracy into unchartered territory. Today, New Zealand's top le…",['1596962187267801089'],2022-11-27T20:20:30.000Z,
1596962167773093888,879545393209458688,en,RT @RussianEmbassy: 🇷🇺envoy to @UN #Nebenzia: The war “until the last Ukrainian” to be fought on 🇺🇦 territory is something Kiev’s Western s…,['1596962167773093888'],2022-11-27T20:20:25.000Z,
1596962131601424384,1481051503632822272,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596962131601424384'],2022-11-27T20:20:16.000Z,
1596962120922714112,937230148201574400,en,"fire signs. 
a message you need to hear:
#leo #aries #sagittarius 

you’re falling into very dangerous territory by allowing yourself to judge what you don’t know, by allowing yourself to feel “better than” remember you’re always being tested too. protect ur energy and ur heart https://t.co/Qrvi3YMKCj",['1596962120922714112'],2022-11-27T20:20:14.000Z,
1596962120025124864,846832581790371840,en,"Taiwon Nancy pelosi territory so shouldn't have a say...
🤨

It's possible though university students",['1596962120025124864'],2022-11-27T20:20:14.000Z,
1596962105344741376,104070846,en,RT @SI_Buccaneers: Man… I defend Bowles so much as a defensive coach. But these cowardly decisions on 4th down in + territory are starting…,['1596962105344741376'],2022-11-27T20:20:10.000Z,
1596962088160665600,1428464014561054721,en,"RT @Mr_Monkeyagi: @HELIX_Metaverse Let’s fucking go, beyond excited for everyone to check out the Helix Metaverse tomorrow!! @Hydraze420 an…",['1596962088160665600'],2022-11-27T20:20:06.000Z,
1596962063389143040,1004740825799188480,en,"RT @jeffjarvis: Quit Twitter? I side w/@sarahkendzior over @jelani9. She: Do not cede territory in an information war. He: ""To the extent t…",['1596962063389143040'],2022-11-27T20:20:00.000Z,
1596962053448642560,104070846,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596962053448642560'],2022-11-27T20:19:58.000Z,
1596962038584336384,1570079732548485120,en,"RT @mhmck: ""The Republic of Belarus continues to support the armed aggression of the Russian Federation against Ukraine, provides its terri…",['1596962038584336384'],2022-11-27T20:19:54.000Z,
1596962010607935489,1668942228,en,"RT @mog7546: Ukraine Is Killing Iranians Who Helped Russia Pilot Drones

“They were on our territory. We didn’t invite them here, and if th…",['1596962010607935489'],2022-11-27T20:19:48.000Z,
1596961986847207424,936638847991115781,en,"1 ticket to Peter Kay at AO Arena - Manchester, 02 Dec, face value (plus fees). Buy &amp; sell with protection: https://t.co/XbxLhkMxF5",['1596961986847207424'],2022-11-27T20:19:42.000Z,
1596961985773666309,808557457,en,"1 ticket to Peter Kay at AO Arena - Manchester, 02 Dec, face value (plus fees). To buy these tickets and more:https://t.co/oAZXCgvRoD",['1596961985773666309'],2022-11-27T20:19:42.000Z,
1596961967209873408,51151463,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596961967209873408'],2022-11-27T20:19:37.000Z,
1596961964009615360,1571248590781022209,en,"@Molten_SoloBird “Mm. Now you’re getting into the right territory.”

Standing. Approaching, huge hand resting on his shoulder- teasing closer to the neck.",['1596961964009615360'],2022-11-27T20:19:36.000Z,
1596961952151965697,24190155,en,"@sourpatchlyds Lydia, it's basically a dog pissing on a tree for territory and the territory getting challenged and holding on to Old hurts and misconceptions without clearing the air. As a union representative I used to see this kind of crap all the time.  If he can't let it go that's on him",['1596961952151965697'],2022-11-27T20:19:34.000Z,
1596961946456457216,2201720923,en,"RT @OpinionistNZ: Three Waters entrenchment laws have taken New Zealand's democracy into unchartered territory. Today, New Zealand's top le…",['1596961946456457216'],2022-11-27T20:19:32.000Z,
1596961931642179584,1254327621581787136,en,@Philsbodydouble @GBNoobs @mac_puck @petertowns5 @Torikit @johnandi @JPLT59 Telling you an uncomfortable truth is not a lie.  It is up to you if you accept that truth. Or you delve into conspiracy territory?,['1596961931642179584'],2022-11-27T20:19:29.000Z,
1596961929695997953,2356485277,en,"RT @usosce: Russia’s invasion &amp; on-going occupation of parts of Georgia’s territory is not an isolated act, but clear evidence of a pattern…",['1596961929695997953'],2022-11-27T20:19:28.000Z,
1596961924604137472,251815423,en,"RT @Trollstoy88: If all such command posts are destroyed, the cancel signal is not sent and the missile silos become active.
First, command…",['1596961924604137472'],2022-11-27T20:19:27.000Z,
1596961924167913472,1192184406,en,RT @AtwalNFL: Pure cowardice. 4th &amp; 2 in plus territory and you're too scared to go for it.,['1596961924167913472'],2022-11-27T20:19:27.000Z,
